證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－員工認股權,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 資本公積－其他,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數
2340,2015年09月30日,,,,              3706724,,                624729,,                 13521,,                              0,,              1614976,,                128438,,                 40617,,              1327131,,                 90396,,                 25369,              7571901,,,                635701,,                431707,,              3155523,,                 13284,                151719,,                 70000,              4457934,             12029835,,,,,                940801,,                  2437,,                    952,,                693643,,                247373,,                510817,                 54514,,                  4878,,                431036,              2886451,,,              1154240,,                 46924,,                  1609,,                332390,              1535163,              4421614,,,,              5456621,              5456621,,                641656,                641656,,                393962,                              0,,              1045622,              1439584,,,                 51990,,                 41512,                 93502,                 26699,              7604664,                  3557,              7608221,             12029835,              0,              0,      1107276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,2015年06月30日,,,,              4041356,,                563896,,                 26103,,                              0,,              1612748,,                129773,,                 57101,,              1150688,,                 69848,,                 25369,              7676882,,,                630605,,                416958,,              3107847,,                 11281,                150000,,                 60807,              4377498,             12054380,,,,,                850664,,                    560,,                    927,,                644146,,                288636,,                971912,                 24185,,                  4586,,                378117,              3163733,,,              1097290,,                 46782,,                  1571,,                330594,              1476237,              4639970,,,,              5456621,              5456621,,                640826,                640826,,                393962,                              0,,                886792,              1280754,,,                 27216,,                 32141,                 59357,                 26699,              7410859,                  3551,              7414410,             12054380,              0,              0,      1107276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,2015年03月31日,,,,              3769245,,                534262,,                 26060,,                              0,,              1601518,,                121876,,                 35970,,              1225406,,                 31259,,                 27917,              7646451,,,                641889,,                431356,,              3103674,,                 12809,                156489,,                 52494,              4398711,             12045162,,,,,                851436,,                              0,,                  2701,,                652573,,                334490,,                520783,                  8128,,                  2736,,                398875,              2771722,,,              1205650,,                 48777,,                  1536,,                330775,              1586738,              4358460,,,,              5456621,              5456621,,                640826,                640826,,                337793,                 13333,,              1191850,              1542976,,,                 35568,,                 33861,                 69429,                 26699,              7683153,                  3549,              7686702,             12045162,              0,              0,      1107276,,                272938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,2014年12月31日,,,,              3840208,,                462413,,                 26562,,                    252,,              1620590,,                156599,,                 29460,,              1218061,,                 21293,,                 27110,              7402548,,,                622786,,                427435,,              3398412,,                 12930,                186960,,                 94812,              4743335,             12145883,,,,,                924225,,                  2492,,                  3402,,                770006,,                406982,,                457922,                  8128,,                 11411,,                379141,              2963709,,,              1236418,,                 47644,,                  2892,,                329112,              1616066,              4579775,,,,              5456621,              5456621,,                640826,                640826,,                337793,                 13333,,              1083860,              1434986,,,                 42069,,                 14751,                 56820,                 26699,              7562554,                  3554,              7566108,             12145883,              0,              0,      1107276,,                              0,              3840208,             12145883,,,,                924225,,                  2492,,                  3402,,                770006,,                406982,,                457922,                  8128,,                 11411,,                379141,              2963709,,,              1236418,,                 47644,,                  2892,,                329112,              1616066,              4579775,,,,              5456621,              5456621,,                640826,                640826,,                337793,                 13333,,              1083860,              1434986,,,                 42069,,                 14751,                 56820,                 26699,              7562554,                  3554,              7566108,,,,,,,
2340,2014年09月30日,,,,              3887881,,                381823,,                 25019,,                              0,,              1722754,,                152414,,                 36858,,              1265028,,                 34047,,                 26721,              7532545,,,                602759,,                417151,,              3494420,,                 14632,                179217,,                109650,              4817829,             12350374,,,,,                912584,,                  4902,,                  2844,,                828457,,                386854,,                509738,                  9719,,                 10490,,                536346,              3201934,,,              1377635,,                 47434,,                  3553,,                340655,              1769277,              4971211,,,,              5456621,              5456621,,                640826,                640826,,                337793,                 13333,,                938037,              1289163,,,                 20960,,                 -5256,                 15704,                 26699,              7375615,                  3548,              7379163,             12350374,              0,              0,      1107276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,2014年06月30日,,,,              3840155,,                422447,,                 11442,,                              0,,              1809468,,                154847,,                 63956,,              1165637,,                 56233,,                 27380,              7551565,,,                591546,,                405647,,              3489139,,                 11808,                219182,,                110671,              4827993,             12379558,,,,,                941351,,                              0,,                  3802,,                709829,,                431500,,                853901,                  9441,,                 15634,,                443216,              3408674,,,              1370993,,                 48266,,                  3152,,                340137,              1762548,              5171222,,,,              5456621,              5456621,,                638944,                638944,,                337793,                 13333,,                800907,              1152033,,,                 -1442,,                -14666,                -16108,                 26699,              7204791,                  3545,              7208336,             12379558,              0,              0,      1107276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,2014年03月31日,,,,              3871335,,                296003,,                  8814,,                              0,,              1689731,,                155128,,                 42386,,              1236155,,                 44064,,                 28223,              7371839,,,                603919,,                434389,,              3522927,,                 13277,                220787,,                125517,              4920816,             12292655,,,,,              1038169,,                    548,,                  6867,,                690973,,                469156,,                441095,                      5,,                 15445,,                335665,              2997923,,,              1504790,,                 47697,,                  3421,,                339628,              1895536,              4893459,,,,              5456621,              5456621,,                636895,                636895,,                295787,                133363,,                890000,              1319150,,,                 13160,,                 -3476,                  9684,                 26699,              7395651,                  3545,              7399196,             12292655,              0,              0,      1107276,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,2013年12月31日,,,,,,                220744,,                 20904,,                              0,,              1672866,,                201959,,                 37483,,              1214846,,                 26235,,                 29131,              7038371,,,                590188,,                359052,,              3601183,,                 13498,                277914,,                100927,              4942762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      1107276,,,              3614203,             11981133,,,,                850351,,                  1631,,                 21476,,                767324,,                438838,,                431824,                      5,,                 22344,,                264279,              2798072,,,              1537398,,                 45433,,                  1105,,                338830,              1922766,              4720838,,,,              5456621,              5456621,,                624100,                624100,,                295787,                133363,,                774290,              1203440,,,                 16448,,                -17142,                   -694,                 26699,              7256768,                  3527,              7260295,                624100,,,,,,
2340,2013年09月30日,,,,,,                170532,,                 23975,,,,              1729879,,                220857,,                 39073,,              1286229,,                 28827,,                 35113,              6895616,,,                588131,,                352194,,              3675054,,                 15422,                303787,,                107274,              5041862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      1107276,,,              3361131,             11937478,,,,                826512,,                              0,,                  7571,,                798535,,                504353,,                419079,                              0,,                 27718,,                175289,              2759057,,,              1656346,,                 39380,,                    812,,                335498,              2032036,              4791093,,,,              5456621,              5456621,,,                622989,,                295787,                133363,,                678718,              1107868,,,                  1262,,                -19185,                -17923,                 26699,              7142856,                  3529,              7146385,                622989,,,,,,
2340,2013年06月30日,,,,,,                149397,,                 22263,,,,              1828772,,                164385,,                 46475,,              1205546,,                 32993,,                 30322,              7126829,,,                562341,,                346147,,              3724557,,                 12156,                334731,,                120072,              5100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      1107276,,,              3646676,             12226833,,,,                820919,,                    926,,                 13377,,                734587,,                686829,,                691986,                              0,,                 28129,,                157974,              3134727,,,              1689923,,                 36388,,                    812,,                335083,              2062206,              5196933,,,,              5456621,              5456621,,,                618435,,                295787,                133363,,                557258,                986408,,,                 11048,,                -19451,                 -8403,                 26699,              7026362,                  3538,              7029900,                618435,,,,,,
