證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 待分配股票股利,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　　 現金及約當現金合計,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 待分配股票股利,　　　　 預收股本,　　　 庫藏股票
1476,2015年09月30日,,,,              1879262,,                  8558,,              2854509,,                 47831,,,              4107697,              4107697,,                327411,              9225268,,,                 13426,,              6583225,,                 20637,                 41888,,                341035,              7000211,             16225479,,,,,              2104567,,                              0,,                378464,,              1459670,,                858355,                371886,,,                 47180,                126944,                174124,              5347066,,,                117199,,                 36619,,                215057,                 42418,                257475,                411293,              5758359,,,,              2609874,                              0,              2609874,,              1152238,,              1230078,                              0,,              5242880,              6472958,,,                232050,                232050,             10467120,                              0,             10467120,             16225479,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,2015年06月30日,,,,              2312824,,                 26456,,              3367499,,                 40608,,,              4099180,              4099180,,                273287,             10119854,,,                 13535,,              6432381,,                 20000,                 41888,,                251177,              6758981,             16878835,,,,,              2207508,,                              0,,                440598,,              1545897,,              2696922,                430331,,,                 34450,                130835,                165285,              7486541,,,                 87846,,                 36619,,                214054,                 42418,                256472,                380937,              7867478,,,,              2609874,                              0,              2609874,,              1152238,,              1230078,                              0,,              3955509,              5185587,,,                 63658,                 63658,              9011357,                              0,              9011357,             16878835,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,2015年03月31日,,,,              2546716,,                  2285,,              2319584,,                 32477,,,              3726001,              3726001,,                400270,              9027333,,,                 13904,,              6475278,,                 20850,                 41888,,                224055,              6775975,             15803308,,,,,              2281301,,                              0,,                268768,,              1468880,,                528126,                604191,,,                 34941,                120582,                155523,              5306789,,,                 58333,,                 36619,,                213142,                 42418,                255560,                350512,              5657301,,,,              2609874,,              2609874,,              1152238,,                929726,                              0,,              5351842,              6281568,,,                102327,                102327,             10146007,                              0,             10146007,             15803308,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,2014年12月31日,,,,              1849871,,                  3859,,              2771241,,                 13135,,,              3099275,              3099275,,                327602,              8064983,,,                 13056,,              6563445,,                 22525,                 41888,,                218785,              6859699,             14924682,,,,,              2228864,,                 14650,,                254568,,              1213888,,                790174,                445818,,,                 20232,                104729,                124961,              5072923,,,                 74085,,                 36619,,                211311,                 52053,                263364,                374068,              5446991,,,,              2609874,                              0,              2609874,,              1152238,,                929726,                              0,,              4653692,              5583418,,,                132161,                132161,              9477691,                              0,              9477691,             14924682,              0,              0,              0,,                              0,              1849871,,                              0,             14924682,,,,              2228864,,                 14650,,                254568,,              1213888,,                790174,                445818,,,                 20232,                104729,                124961,              5072923,,,                 74085,,                 36619,,                211311,                 52053,                263364,                374068,              5446991,,,,              2609874,              2609874,,              1152238,,                929726,                              0,,              4653692,              5583418,,,                132161,                132161,              9477691,                              0,              9477691,,,
1476,2014年09月30日,,,,                734212,,                  6990,,              2729501,,                 12196,,,              3400235,              3400235,,                339616,              7222750,,,                 12520,,              6360478,,                 19707,                 46509,,                243690,              6682904,             13905654,,,,,              2357659,,                              0,,                402272,,              1356198,,                643399,                246514,,,                              0,                153499,                153499,              5159541,,,                              0,,                  3268,,                207788,                 54418,                262206,                265474,              5425015,,,,              2609874,                              0,              2609874,,              1152238,,                929726,                              0,,              3735917,              4665643,,,                 52884,                 52884,              8480639,                              0,              8480639,             13905654,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,2014年06月30日,,,,              1273363,,                  7968,,              2463246,,                 16536,,,              3341303,              3341303,,                355117,              7460012,,,                 10602,,              5859393,,                 21621,                 46509,,                572641,              6510766,             13970778,,,,,              1818647,,                              0,,                284451,,              1253513,,              2321355,                332362,,,                 13439,                115175,                128614,              6138942,,,                              0,,                  3268,,                206882,                 54418,                261300,                264568,              6403510,,,,              2509494,                100380,              2609874,,              1152238,,                929726,                              0,,              2869947,              3799673,,,                  5483,                  5483,              7567268,                              0,              7567268,             13970778,              0,              0,              0,,                  2479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,2014年03月31日,,,,              1434488,,                 10436,,              2171168,,                 49876,,,              3334529,              3334529,,                279179,              7281255,,,                              0,,              5431334,,                 21815,                 46509,,                622266,              6121924,             13403179,,,,,              1607902,,                              0,,                207643,,              1240014,,                517373,                522064,,,                 13712,                203434,                217146,              4312142,,,                              0,,                  3268,,                205993,                 54318,                260311,                263579,              4575721,,,,              2509494,,              2509494,,              1152238,,                655917,                 61709,,              4381163,              5098789,,,                 56569,                 56569,              8817090,                 10368,              8827458,             13403179,              0,              0,              0,,                  1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,2013年12月31日,,,,,,                  7651,,              2226584,,                 61095,,,              3233387,              3233387,,                238986,              6979300,,,                              0,,              4984971,,                 24180,                 46509,,                511393,              5567053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                  1110,              1210487,,                              0,             12546353,,,,              1329899,,                              0,,                329490,,              1141521,,                752267,                380086,,,                 24142,                209690,                233832,              4167095,,,                              0,,                  3268,,                204291,                 54318,                258609,                261877,              4428972,,,,              2509494,              2509494,,              1152238,,                655917,                 61709,,              3722817,              4440443,,,                  5094,                  5094,              8107269,                 10112,              8117381,                              0,,
1476,2013年09月30日,,,,,,                 12169,,              2162171,,                 18256,,,              3244786,              3244786,,                307193,              7271031,,,                              0,,              4579253,,                 22320,                 52032,,                542746,              5196351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                  1105,              1525351,,                              0,             12467382,,,,              1154088,,,,                295538,,              1097134,,              1930716,                232845,,,                 42385,                133785,                176170,              4886491,,,                              0,,                              0,,                203045,                 66318,                269363,                269363,              5155854,,,,              2509494,              2509494,,              1152238,,                655917,                 61709,,              2934243,              3651869,,,                -11713,                -11713,              7301888,                  9640,              7311528,,,
1476,2013年06月30日,,,,,,                 16552,,              2240109,,                 21760,,,              3227816,              3227816,,                263299,              7017409,,,                              0,,              4161813,,                 24565,                 47174,,                554782,              4788334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                  1776,              1246097,,                              0,             11805743,,,,                967650,,,,                621440,,              1188410,,              1712706,                284931,,,                 40301,                 90589,                130890,              4906027,,,                 13500,,                  4572,,                202270,                 66318,                268588,                286660,              5192687,,,,              2460288,              2509494,,              1152238,,                655917,                 61709,,              2211323,              2928949,,,                 13072,                 13072,              6603753,                  9303,              6613056,                 49206,,
