證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他流動負債,　　　　　 其他金融負債－流動,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 預收股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　　 資本公積－合併溢額,　　　　　 資本公積－員工認股權,　　　　　 資本公積－認股權,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　 特別股股本,　　　　　 債券換股權利證書,　　　　　 待分配股票股利,　　　　　 特別股轉換普通股權利證書,　　　　　 待註銷股本,　　　　　 透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）,　　　　　　 透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）合計,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）,　　　　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）合計,　　　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　　　　 指定按公允價值衡量之金融負債信用風險變動影響數總額,　　　　　 確定福利計畫再衡量數,　　　　　　 確定福利計畫再衡量數總額,　　　　　 重估增值,　　　　　　 重估增值合計,　　　　　 與待出售非流動資產直接相關之權益,　　　　　　 與待出售非流動資產直接相關之權益合計,　　　 共同控制下前手權益,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他流動負債,　　　　 其他金融負債－流動,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 預收股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　 資本公積－合併溢額,　　　　 資本公積－員工認股權,　　　　 資本公積－認股權,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 其他應付款,　　　　 應付股利,　　　　 其他應付款合計,　　　　　 資本公積－普通股股票溢價,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 其他流動負債－其他,　　　　 其他非流動負債－其他,　　　　　 其他權益－員工未賺得酬勞,　　　 負債準備-流動,　　　　 負債準備－流動合計
3698,2015年09月30日,,,,              5050547,,                  2206,,              3737237,,              1190942,,              3151243,,                171212,                264480,                435692,             13567867,,,                186673,,                 10199,,                240126,,              8126752,,                 17663,                244285,,                102366,,                240467,                342833,              9168531,             22736398,,,,,                              0,,                145918,,              3388949,,                 20888,,              1002482,,                603750,              1606232,              5161987,,,              1875136,,              1196250,,                177538,              3248924,              8410911,,,,              6228675,                     10,              6228685,,,              6334718,                 12221,                360201,                 40122,                197330,                117235,              7061827,,                314295,                              0,,                796459,              1110754,,,                366689,,               -126530,,                -39282,                200877,                276656,             14325487,                              0,             14325487,             22736398,              0,          1000,     19500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,2015年06月30日,,,,              5775355,,                  3354,,              3624194,,              1038823,,              3118110,,                 78162,                335398,                413560,             14182127,,,                196644,,                 10199,,                223518,,              8353327,,                 17938,                261227,,                 96567,,                134407,                230974,              9293827,             23475954,,,,,                449642,,                 36892,,              2929813,,                 13269,,              1214055,,                353750,              1567805,              5657737,,,              1864210,,              1446250,,                167747,              3478207,              9135944,,,,              6231095,                    124,              6231219,,,              6334678,                 12221,                360201,                 42463,                197330,                121265,              7068158,,                314295,                              0,,                760539,              1074834,,,                136236,,               -116559,,                -47309,                -27632,                  6569,             14340010,                              0,             14340010,             23475954,              0,         12000,        254000,,                208731,,                660316,                              0,                353750,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,2015年03月31日,,,,              5802358,,                 21181,,              3352677,,              1444945,,              3156542,,                 29586,                275452,                305038,             14082741,,,                218878,,,,                226758,,              8993205,,                 18212,                246007,,                 98205,,                246068,                344273,             10047333,             24130074,,,,,                926321,,                 17270,,              3119017,,                 11469,,              1194633,,                177500,              1372133,              5446210,,,              1853348,,              1622500,,                167625,              3643473,              9089683,,,,              6228265,                  6351,              6234616,,,              6422682,                 12221,                360201,                 44155,                197330,                122078,              7158667,,                251309,                 18251,,              1328993,              1598553,,,                172243,,                -94325,,                -75351,                  2567,                              0,             14994403,                 45988,             15040391,             24130074,              0,        335481,              0,,,,,                              0,                177500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,2014年12月31日,,,,              5397182,,                    240,,              3593240,,              1540628,,              2825163,,                 35850,                332341,                368191,             13724644,,,                219552,,                              0,,                232756,,              9445343,,                 18487,                255368,,                 99960,,                294166,                394126,             10565632,             24290276,,,,,                924629,,                 86175,,              3162169,,                  4914,,              1394885,,                  1250,              1396135,              5574022,,,              1842643,,              1798750,,                179802,              3821195,              9395217,,,,              6228300,                  1238,              6229538,,,              6421797,                 12221,                360201,                 43928,                197340,                123109,              7158596,,                251309,                 18251,,              1166329,              1435889,,,                213966,,                -93651,,                -98697,                 21618,                              0,             14845641,                 49418,             14895059,             24290276,              0,         63007,              0,,                              0,,                              0,                              0,                  1250,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,              5397182,             24290276,,,,                924629,,                 86175,,              3162169,,                  4914,,              1394885,,                              0,                  1250,                  1250,              1396135,              5574022,,,              1842643,,              1798750,,                179802,              3821195,              9395217,,,,              6228300,                  1238,              6229538,,,              6421797,                 12221,                360201,                 43928,                197340,                123109,              7158596,,                251309,                 18251,,              1166329,              1435889,,,                213966,,                -93651,,                -98697,                 21618,                              0,             14845641,                 49418,             14895059,,,,,,,,,,,
3698,2014年09月30日,,,,              3633488,,                     59,,              4721669,,                634120,,              2599083,,                 73714,                376735,                450449,             12038868,,,                153615,,                              0,,                230518,,              8524195,,                 18762,                265725,,                 96338,,                416352,                512690,              9705505,             21744373,,,,,                830914,,                 65924,,              3432205,,                 12387,,              1361627,,                969139,              2330766,              6672196,,,              1832377,,                939552,,                168951,              2940880,              9613076,,,,              5400065,                 12162,              5412227,,,              4752798,                 12221,                360201,                 45633,                197387,                134014,              5502254,,                251309,                 18251,,              1040384,              1309944,,,                 72092,,                -85566,,               -130121,               -143595,                              0,             12080830,                 50467,             12131297,             21744373,              0,        513590,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,2014年06月30日,,,,              4843388,,                 20577,,              4406742,,                556483,,              2550812,,                 85692,                308638,                394330,             12772332,,,                163048,,                              0,,                235480,,              8623865,,                 19036,                262827,,                 95243,,                268681,                363924,              9668180,             22440512,,,,,                829291,,                 23172,,              3235590,,                 10277,,              1350591,,              1404206,              2754797,              7522328,,,              1798336,,              1265718,,                139267,              3203321,             10725649,,,,              5399163,                  2671,              5401834,,,              4712365,                  7485,                360201,                 44414,                198064,                172717,              5495246,,                251309,                 18251,,                727831,                997391,,,                 23827,,                -76133,,               -160040,               -212346,                    638,             11681487,                 33376,             11714863,             22440512,              0,        115168,         25000,,                              0,,                669201,                 30000,              1374206,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,2014年03月31日,,,,              4739018,,                    106,,              3907713,,                555276,,              2389471,,                127754,                318659,                446413,             12037997,,,                181912,,,,                238048,,              8933161,,                 19311,                246217,,                 97703,,                364975,                462678,             10081327,             22119324,,,,,                868093,,                 35321,,              2998739,,                  7687,,              1379825,,              1722455,              3102280,              7012120,,,              1787848,,                927563,,                125739,              2841150,              9853270,,,,              5324188,                142736,              5466924,,,              4613474,                  7485,                360201,                 52802,                198169,                136400,              5368531,,                153353,                 34791,,              1310880,              1499024,,,                 85018,,                -57269,,               -134718,               -106969,                  3953,             12223557,                 42497,             12266054,             22119324,              0,      5452479,        155000,,,,,                 30861,              1691594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,2013年12月31日,,,,,,                    334,,              3953973,,                727045,,              2077582,,                246188,                268663,                514851,             12227396,,,                192692,,,,                244195,,              9094136,,                 19586,                239563,,                 96722,,                435946,                532668,             10322840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        217806,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,              4953611,             22550236,,,,              1067524,,                 23606,,              2961449,,                  7091,,              1423909,,                134147,              2420173,              2554320,              3978229,              8037899,,,                              0,,              2523520,,                136829,              2660349,             10698248,,,,              5322010,                  5292,              5327302,,,              4610266,                  7485,                360201,                 64167,                 13828,                136400,              5192347,,                153353,                 34791,,              1284147,              1472291,,,                 28238,,                -46489,,               -169858,               -188109,                              0,             11803831,                 48157,             11851988,,                              0,                              0,              4610266,,,,,,,
3698,2013年09月30日,,,,,,                 17611,,              4464558,,                895211,,              2165085,,                112971,                234001,                346972,             11933989,,,                195387,,,,                248275,,              9374916,,                 19860,                221956,,                142645,,                457022,                599667,             10660061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,         46143,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,              4044552,             22594050,,,,                621163,,                     45,,              3187213,,                  6689,,              1273929,,                137929,              2945722,              3083651,              4357580,              8172690,,,                              0,,              2515861,,                182156,              2698017,             10870707,,,,              5321549,                    911,              5322460,,,              4609749,                  7485,                360201,                 55693,                 14295,                136400,              5183823,,                153353,                 34791,,              1213946,              1402090,,,                 -1754,,                -43794,,               -202583,               -248131,                              0,             11660242,                 63101,             11723343,,,,,,,,,,,
3698,2013年06月30日,,,,,,                              0,,              4378810,,                370850,,              2240412,,                123704,                158598,                282302,             11979168,,,                202125,,,,                261453,,              9792458,,                 20354,                213916,,                145963,,                473118,                619081,             11109387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        885544,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,              4706794,             23088555,,,,                328813,,                  4575,,              3249585,,                  4258,,              1379695,,                              0,              2176189,              2176189,              3555884,              7368639,,,                137825,,              3849147,,                203728,              4190700,             11559339,,,,              5224693,                 21728,              5246421,,,              4596556,                              0,                360201,                 47603,                 14362,                              0,              5018722,,                153353,                 34791,,              1031350,              1219494,,,                 42789,,                -37056,,                              0,                  5733,                              0,             11490370,                 38846,             11529216,,                225524,                225524,              4596556,,,,,,,
