證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 預付投資款,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 應付租賃款－流動,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 應付租賃款－非流動,　　　　　　 長期應付票據及款項合計,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 特別股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 特別股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 透過其他綜合損益按公允價值衡量之金融資產－流動,　　　　 透過其他綜合損益按公允價值衡量之金融資產－流動合計
1312,2015年09月30日,,,,                764965,,                289321,,                458802,,              1841905,,                 53542,,                    412,,,              1508701,              1508701,,                 88586,,                              0,,              1292780,                163028,              1455808,              6462042,,,              2751467,,                325691,,              4391125,,              8329022,,                 83764,,                674426,                 30298,,                 24630,                 15981,                              0,                 11608,,                123743,                175962,             16761755,             23223797,,,,,                583338,,                 30000,,                 72136,,              1020228,,                400141,                242816,,                 12290,,,                  6231,                  3618,                 19197,                 29046,              2389995,,,                300000,,                  3243,,              1111219,,,                  6422,                  6422,                378527,                  4115,                 25576,                414640,              1829102,              4219097,,,,              9066203,                200000,              9266203,,                115935,,                778288,              1691816,,              3957704,              6427808,,,                570161,,                480868,              1051029,                199604,             16661371,              2343329,             19004700,             23223797,              0,              0,      8254473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,2015年06月30日,,,,                862768,,                206092,,                460953,,              2587965,,                 22616,,                    145,,,              1736436,              1736436,,                 88216,,                              0,,              1325190,                220136,              1545326,              7510517,,,              3297768,,                387197,,              4486781,,              8443086,,                 84188,,                674580,                 30447,,                 25216,                 16052,                              0,                 11229,,                 91001,                143498,             17547545,             25058062,,,,,                749141,,                129993,,                 92016,,              1733035,,                715832,                233654,,                 12072,,,                 12404,,                 17500,                 29904,              3695647,,,                700000,,                  3177,,              1142832,,,,,                383929,                  4116,                 25475,                413520,              2259529,              5955176,,,,              9066203,                200000,              9266203,,                112393,,                778288,              1691816,,              3814118,              6284222,,,                341139,,                857063,              1198202,                199604,             16661416,              2441470,             19102886,             25058062,              0,              0,      8254473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,2015年03月31日,,,,                713687,,                154073,,                452229,,              2240719,,                264173,,                     71,,,              1602462,              1602462,,                 66282,,                250280,,              1081016,                275770,              1356786,              7100762,,,              2911429,,                438340,,              4373345,,              8541222,,                 84614,,                674733,                 31492,,                 59088,                 17259,                              0,                 11468,,                144146,                231961,             17287136,             24387898,,,,,              1125456,,                342969,,                 83808,,              1654419,,                194320,                211876,,                 12228,,,                 10754,,                 18585,                 29339,              3654415,,,                900000,,                  3112,,              1157306,,,,,                389035,                  4116,                 25628,                418779,              2479197,              6133612,,,,              9066203,                200000,              9266203,,                112393,,                749036,              1647209,,              3308159,              5704404,,,                419416,,                605704,              1025120,                199604,             15908516,              2345770,             18254286,             24387898,              0,              0,      8254473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,2014年12月31日,,,,              1081542,,                 25644,,                438793,,              2020005,,                 78937,,                              0,,,              1838716,              1838716,,                 42900,,                250280,,                941339,                269112,              1210451,              6987268,,,              2776877,,                177857,,              4556160,,              8707755,,                 85038,,                674886,                 49949,,                 19600,                 16373,                218811,                 11656,,                107583,                374023,             17402545,             24389813,,,,,              1365670,,                434952,,                 87917,,              1674136,,                278729,                171953,,                 12783,,,                 14632,                              0,                 12344,                 26976,              4053116,,,                900000,,                  3046,,              1156085,,,                              0,                              0,                393631,                  4116,                 25775,                423522,              2482653,              6535769,,,,              9066203,                200000,              9266203,,                112393,,                749036,              1647209,,              3015637,              5411882,,,                472924,,                512443,                985367,                199604,             15576241,              2277803,             17854044,             24389813,              0,              0,      8254473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,2014年09月30日,,,,                927617,,                 88090,,                485587,,              2750986,,                 68527,,                 14206,,,              2204942,              2204942,,                126224,,                              0,,                941860,                183075,              1124935,              7791114,,,              2623577,,                179431,,              4443392,,              9086654,,                 85462,,                675060,                 27226,,                 27141,                 15552,                124980,                 11370,,                 65538,                244581,             17365383,             25156497,,,,,              1653602,,                664893,,                 73557,,              1997645,,                248490,                167995,,                 12987,,,                 29433,                              0,                 17956,                 47389,              4866558,,,              1100000,,                  3278,,              1158340,,,                              0,                              0,                364944,                  4096,                 25739,                394779,              2656397,              7522955,,,,              9066203,                200000,              9266203,,                112393,,                749036,              1647209,,              3150049,              5546294,,,                323152,,                407378,                730530,                199604,             15455816,              2177726,             17633542,             25156497,              0,              0,      8254473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,2014年06月30日,,,,                983070,,                              0,,                467297,,              2867536,,                 37697,,                 14206,,,              2108117,              2108117,,                 78644,,                              0,,              1063329,                222723,              1286052,              7842619,,,              2662357,,                179413,,              4227663,,              9229130,,                 85886,,                675270,                 33464,,                 20570,                 15793,                123380,                 11161,,                 33728,                204632,             17297815,             25140434,,,,,              1107074,,                509932,,                 94271,,              2080103,,              1370021,                216897,,                 12040,,,                 22963,,                 15353,                 38316,              5428654,,,                900000,,                  3210,,              1140061,,,,,                369051,                  4097,                 25776,                398924,              2442195,              7870849,,,,              9066203,                200000,              9266203,,                103073,,                749036,              1647209,,              2960116,              5356361,,,                185250,,                437581,                622831,                199604,             15148864,              2120721,             17269585,             25140434,              0,              0,      8254473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,2014年03月31日,,,,                802214,,                              0,,                453277,,              2336046,,                 81973,,                    158,,,              2456547,              2456547,,                 91105,,                              0,,              1231156,                187818,              1418974,              7640294,,,              2589645,,                190568,,              4259973,,              9250751,,                 86310,,                675425,                 31341,,                 21994,                 16621,                              0,                 11443,,                 50049,                100107,             17184120,             24824414,,,,,                581447,,                624929,,                 69390,,              2062218,,                272414,                331249,,                 11973,,,                 11566,,                 16596,                 28162,              3981782,,,              1100000,,                  3143,,              1127682,,,,,                373109,                  4098,                 25953,                403160,              2633985,              6615767,,,,              9066203,                200000,              9266203,,                103073,,                553968,              1890742,,              3805027,              6249737,,,                286786,,                378305,                665091,                199604,             16084500,              2124147,             18208647,             24824414,              0,              0,      8254473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,2014年01月01日,,,,                855816,,                              0,,                443898,,              2657821,,                 53472,,                     69,,,              2133996,              2133996,,                 63392,,                              0,,                986461,                219852,              1206313,              7414777,,,              2761556,,                190322,,              4306289,,              9331804,,                 86735,,                675258,                 35693,,                 24720,                 21185,                              0,                 11564,,                 65455,                122924,             17510581,             24925358,,,,,                725365,,                399923,,                 78788,,              1817129,,                463960,                301967,,                 12373,,,                 25830,                              0,                 10935,                 36765,              3836270,,,              1300000,,                  3075,,              1152395,,,                              0,                              0,                378784,                  4110,                 25972,                408866,              2864336,              6700606,,,,              9066203,                200000,              9266203,,                103073,,                553968,              1890742,,              3673984,              6118694,,,                288897,,                489042,                777939,                199604,             16066305,              2158447,             18224752,             24925358,              0,              0,      8254473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,2013年12月31日,,,,,,                              0,,                443898,,              2657821,,                 53472,,,,,              2133996,              2133996,,                 63392,,                              0,,                986461,                219852,              1206313,              7414777,,,              2761556,,                190322,,              4306289,,              9155637,,                 86735,,                675258,                 35693,,                200887,                 21185,                              0,                 11564,,                 65455,                299091,             17510581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      8254473,                855816,                     69,             24925358,,,,                725365,,                399923,,                 78788,,              1817129,,                463960,                301967,,                 12373,,,                 25830,                 10935,                 36765,              3836270,,,              1300000,,                  3075,,              1152395,,                378784,                  4110,                 25972,                408866,              2864336,              6700606,,,,              9066203,                200000,              9266203,,                103073,,                553968,              1890742,,              3673984,              6118694,,,                288897,,                489042,                777939,                199604,             16066305,              2158447,             18224752,,                              0,,
1312,2013年09月30日,,,,,,                              0,,                441727,,              2713871,,                 37073,,,,,              2173604,              2173604,,                 88081,,,,              1045796,                184379,              1230175,              7392013,,,              2486544,,                207383,,              4097003,,              9328132,,                 87159,,                675270,                 39971,,                201916,                 17279,                              0,                 11432,,                 59118,                289745,             17211207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      8254473,                707413,                     69,             24603220,,,,              1089362,,                794855,,                 80894,,              1799951,,                390142,                221685,,                 14243,,,                  7464,                 31304,                 38768,              4429900,,,              1400000,,                              0,,              1088231,,                398443,                  4110,                 26044,                428597,              2916828,              7346728,,,,              9066203,                200000,              9266203,,                103073,,                553968,              1890742,,              3101561,              5546271,,,                215489,,                311438,                526927,                199604,             15242870,              2013622,             17256492,,,,
