證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 債券換股權利證書,　　　　　 待分配股票股利,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 存出保證金,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期遞延收入,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 債券換股權利證書,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　　　 其他非流動資產－其他,　　　　 其他應付費用,　　　　 其他應付款－其他
3023,2015年09月30日,,,,              2628565,,                 78207,,                 94785,,                392663,,              3245943,,                143894,,              1914696,,                211289,,                  9142,              8719184,,,                 95355,,                287252,,                390942,,              1288077,,                              0,,                  9616,                  9616,                  9616,                 46846,,                              0,,                239851,                239851,              2357939,             11077123,,,,,              1296881,,                 34741,,                 25842,,              2347384,,              1247942,                 82417,,,                119617,                              0,                119617,                 80728,                200345,              5235552,,,                              0,,                              0,,                  9625,,                269031,,                 19453,                 76357,                      2,                 95812,                374468,              5610020,,,,              2152624,                  5674,                              0,              2158298,,                836746,,                631397,                134446,,              1376873,              2142716,,,                292996,,                -26642,                266354,                              0,              5404114,                 62989,              5467103,             11077123,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,2015年06月30日,,,,              3034124,,                 42051,,                 93869,,                207251,,              3057369,,                124975,,              1764189,,                211138,,                  7702,              8542668,,,                148471,,                259645,,                402799,,              1278075,,                              0,,                  9477,                  9477,                  9477,                 44306,,                              0,,                222998,                222998,              2365771,             10908439,,,,,              1909549,,                 18093,,                 32517,,              2100560,,              1140911,                 93627,,,                142411,                              0,                142411,                104516,                246927,              5542184,,,                              0,,                              0,,                  9797,,                236014,,                 18807,                 76357,                      2,                 95166,                340977,              5883161,,,,              2079563,                 31528,                 41534,              2152625,,                819099,,                631397,                134446,,              1080527,              1846370,,,                113821,,                 33881,                147702,                              0,              4965796,                 59482,              5025278,             10908439,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,2015年03月31日,,,,              2512508,,                 45989,,                 94778,,                414860,,              2801229,,                102308,,              1844492,,                204499,,                 13661,              8034324,,,                159345,,                212683,,                426315,,              1314103,,                              0,,                  8193,                  8193,                  8193,                 41955,,                              0,,                229243,                229243,              2391837,             10426161,,,,,              1747000,,                 19459,,                  2775,,              1996914,,                571380,                152320,,,,                              0,                              0,                 51477,                 51477,              4541325,,,                    661,,                277326,,                 11026,,                226519,,                 19117,                 76357,                      2,                 95476,                611008,              5152333,,,,              2076709,                  2854,,              2079563,,                756229,,                552022,                134446,,              1488484,              2174952,,,                158576,,                 41675,                200251,                              0,              5210995,                 62833,              5273828,             10426161,              0,              0,              0,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,2014年12月31日,,,,              2412474,,                 45349,,                              0,,                399250,,              2820962,,                120518,,              1936312,,                198331,,                 15866,              7949062,,,                175446,,                205275,,                419921,,              1539336,,                              0,,                  9150,                  9150,                  9150,                 30342,,                              0,,                158299,                158299,              2537769,             10486831,,,,,              1842548,,                 27802,,                 24672,,              2090145,,                659623,                108533,,,                              0,                              0,                              0,                 42540,                 42540,              4795863,,,                  1950,,                288440,,                 12166,,                208535,,                 19402,                 76357,                      2,                 95761,                606852,              5402715,,,,              2076709,                              0,                              0,              2076709,,                746795,,                552022,                134446,,              1249823,              1936291,,,                203424,,                 55838,                259262,                              0,              5019057,                 65059,              5084116,             10486831,              0,              0,              0,                              0,,                              0,              2412474,             10486831,,,,              1842548,,                 27802,,                 24672,,              2090145,,                659623,                108533,,,                              0,,                              0,                              0,                              0,                 42540,                 42540,              4795863,,,                  1950,,                288440,,                 12166,,                208535,,                 19402,                 76357,                      2,                 95761,                606852,              5402715,,,,              2076709,                              0,              2076709,,                746795,,                552022,                134446,,              1249823,              1936291,,,                203424,,                 55838,                259262,                              0,              5019057,                 65059,              5084116,,,,,
3023,2014年09月30日,,,,              1979520,,                 31357,,                              0,,                268448,,              3094366,,                100444,,              1692496,,                206237,,                 16826,              7389694,,,                185484,,                206155,,                407635,,              1530601,,                              0,,                  7210,                  7210,                  7210,                 27736,,                              0,,                154255,                154255,              2519076,              9908770,,,,,              1697245,,                 11149,,                 44489,,              2088133,,                488164,                101312,,,                              0,                              0,                              0,                 72815,                 72815,              4503307,,,                  3480,,                285046,,                 13783,,                181873,,                 18916,                 74368,                      2,                 93286,                577468,              5080775,,,,              2076709,                              0,                              0,              2076709,,                746795,,                552022,                134446,,              1103731,              1790199,,,                 83532,,                 59408,                142940,                              0,              4756643,                 71352,              4827995,              9908770,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,2014年06月30日,,,,              2585533,,                 30059,,                              0,,                286523,,              3011832,,                109946,,              1557755,,                264190,,                 14754,              7860592,,,                209950,,                205609,,                427605,,              1499731,,                              0,,                  7078,                  7078,                  7078,                 27402,,                              0,,                140408,                140408,              2517783,             10378375,,,,,              1677398,,                  8634,,                 28517,,              2098227,,              1027365,                 99584,,,                              0,                182000,                182000,                 84004,                266004,              5205729,,,                  2040,,                281652,,                 54638,,                187670,,                 18495,                 74368,                      2,                 92865,                618865,              5824594,,,,              2076709,                              0,                              0,              2076709,,                746795,,                552022,                134446,,                878398,              1564866,,,                -10209,,                104578,                 94369,                              0,              4482739,                 71042,              4553781,             10378375,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,2014年03月31日,,,,              2248436,,                  1352,,                              0,,                317127,,              2727495,,                 97093,,              1627474,,                 76501,,                 10638,              7106116,,,                188620,,                211298,,                442678,,              1555387,,                              0,,                  6040,                  6040,                  6040,                 27231,,                              0,,                125165,                125165,              2556419,              9662535,,,,,              1640023,,                  8312,,                  1771,,              1947274,,                443906,                104865,,,,                182000,                182000,                 69567,                251567,              4397718,,,                              0,,                              0,,                100771,,                181722,,                 18925,                 74368,                      2,                 93295,                375788,              4773506,,,,              2076709,                              0,,              2076709,,                797621,,                485695,                249922,,              1066222,              1801839,,,                 54216,,                 81432,                135648,                              0,              4811817,                 77212,              4889029,              9662535,              0,              0,              0,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,2013年12月31日,,,,,,                  4000,,,,                331897,,              2675008,,                124412,,              1629228,,                104406,,                 20234,              6768638,,,                254001,,                211454,,                418037,,              1554838,,                              0,,                  4784,                  4784,                  4784,                 28175,,                              0,,                145237,                145237,              2616526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                              0,,,              1879453,              9385164,,,,              1330911,,                 13449,,                  1155,,              1915835,,                580501,                 68860,,,                              0,,                              0,                182000,                182000,                 33707,                215707,              4126418,,,                              0,,                              0,,                346460,,                165479,,                 19184,                 74368,                      2,                 93554,                605493,              4731911,,,,              2076709,                              0,              2076709,,                797621,,                485695,                249922,,                865434,              1601051,,,                 64705,,                 32370,                 97075,                              0,              4572456,                 80797,              4653253,,,,,
3023,2013年09月30日,,,,,,                 37399,,,,                317382,,              2717136,,                 74645,,              1522991,,                105302,,                 29430,              6648618,,,                203995,,                196162,,                411081,,              1579349,,                 45171,,                  4855,                  4855,                 50026,                 33757,,                              0,,                141493,                141493,              2615863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,              1844333,              9264481,,,,              1385299,,                 54079,,                  2284,,              1936272,,                531133,                 95048,,,,,,                182000,                182000,                 69089,                251089,              4255204,,,                              0,,                              0,,                393219,,                135657,,                 18894,                 53671,                      2,                 72567,                601443,              4856647,,,,              2076709,                              0,              2076709,,                797621,,                485695,                249922,,                731590,              1467207,,,                 16049,,                -78124,                -62075,                              0,              4279462,                128372,              4407834,,,,,
3023,2013年06月30日,,,,,,                 33659,,,,                259878,,              2605853,,                 91292,,              1565087,,                139878,,                 22146,              6679925,,,                178496,,                196167,,                408997,,              1621801,,                 45171,,                  3434,                  3434,                 48605,                 49560,,                              0,,                155446,                155446,              2659072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,              1962132,              9338997,,,,              1111304,,                157620,,                  2333,,              1959844,,                935626,                 66209,,,,,,                182000,                182000,                 54136,                236136,              4469072,,,                              0,,                              0,,                430177,,                159796,,                 19233,                 53882,                      2,                 73117,                663090,              5132162,,,,              2076709,                              0,              2076709,,                797621,,                485695,                249922,,                520292,              1255909,,,                 57657,,               -111499,                -53842,                              0,              4076397,                130438,              4206835,,,,,
