證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付費用,　　　　　 應付股利,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收收入／遞延收入,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 預收股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益－其他,　　　　　　 其他權益－員工未賺得酬勞,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 現金及約當現金合計,　　　　 累計減損－待出售非流動資產,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付費用,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收收入／遞延收入,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 非控制權益,　　 權益總額,　　　　 應付股利
4938,2015年09月30日,,,,            101960541,,              4870368,,                842565,,            151500681,,                              0,,             20106242,,,            158120549,            158120549,,                              0,                              0,,                471340,             15465546,             15936886,            453337832,,,                980840,,                588331,,                455656,,             71439405,,                640968,,              1562572,              2585870,,              3367720,,                353938,              4456556,,                 54913,              8233127,             86486769,            539824601,,,,,             62334303,,                              0,,                 39329,,            217113593,,                 14665,,             25511888,                              0,              8179855,             33691743,              3959598,,                395740,,,              1536886,              1536886,,                              0,              4926175,              4926175,             13017288,             19480349,            337029320,,,             12518727,,              3331750,,              1206602,              1206602,             17057079,            354086399,,,,             26032293,                              0,             26032293,,,             73250717,              5671551,             78922268,,              4879380,                              0,,             30986542,             35865922,,,              5509122,,                210496,,             -1518425,             -1518425,              4201193,                  2089,            145019587,                              0,             40718615,            185738202,            539824601,              0,              0,        208881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938,2015年06月30日,,,,            112800359,,              7143106,,                909636,,             87783801,,                              0,,              5111709,,,            121765226,            121765226,,                    193,                    193,,              4016982,             12022671,             16039653,            351553683,,,              1136168,,                654659,,                466562,,             69878877,,                643563,,              1501437,              2789971,,              2002476,,                285286,              3979675,,                 55447,              6322884,             83394121,            434947804,,,,,             41304891,,                              0,,                 78512,,            137925086,,                 16238,,             22587672,             12842314,              5135016,             40565002,              3560895,,                390813,,,              1535721,              1535721,,                              0,              4460456,              4460456,             12284013,             18280190,            242121627,,,             13347729,,              2429364,,              1246926,              1246926,             17024019,            259145646,,,,             25636473,                396780,             26033253,,,             73250635,              5671618,             78922253,,              4879380,                              0,,             24919806,             29799186,,,              2144845,,                370672,,             -1828400,             -1828400,                687117,                    960,            135440849,                              0,             40361309,            175802158,            434947804,         96000,     39678000,         96000,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938,2015年03月31日,,,,            118018559,,              6488272,,              1080080,,            116832443,,                              0,,              4528093,,,             88215246,             88215246,,                390323,                390323,,              3271311,             11298649,             14569960,            350122976,,,              1406474,,                568363,,                471062,,             71146748,,                646158,,              1547102,              3237708,,              1893298,,                653253,              4041279,,                 58185,              6646015,             85669630,            435792606,,,,,             31638283,,                              0,,                 46036,,            148214920,,                 15307,,             21207791,,              5498503,             26706294,              6852600,,                379162,,,              1688712,              1688712,,                              0,              7297750,              7297750,             11819922,             20806384,            234658986,,,             13664691,,              2388069,,              1183671,              1183671,             17236431,            251895417,,,,             25637403,,             25637403,,,             73249096,              3767628,             77016724,,              3413566,                              0,,             32239548,             35653114,,,              3252572,,                367365,,                -46072,                -46072,              3573865,                  1110,            141879996,                              0,             42017193,            183897189,            435792606,              0,     48266800,        111000,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938,2014年12月31日,,,,            107688632,,              5746322,,              1083436,,            129862808,,                              0,,             14873148,,,             95630438,             95630438,,                493740,                493740,,              2187887,             12036315,             14224202,            369602726,,,              1480281,,                568834,,                490372,,             72898284,,                648752,,              1601259,              3056520,,              1930911,,                611921,              4093778,,                109503,              6746113,             87490415,            457093141,,,,,             27180563,,              1126590,,                 41367,,            174713141,,                 13136,,             24851714,                              0,              7488338,             32340052,              5919270,,                521454,,,              2083241,              2083241,,              1808230,              7743689,              9551919,             11506712,             23141872,            264997445,,,             13949222,,              2295081,,                980163,                980163,             17224466,            282221911,,,,             23679105,              1477700,             25156805,,,             70531321,              3764399,             74295720,,              3413566,                              0,,             25911678,             29325244,,,              4788058,,                177810,,                -64523,                -64523,              4901345,                  8183,            133670931,                              0,             41200299,            174871230,            457093141,        207000,    147770000,        553000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938,2014年09月30日,,,,             80749265,,              5876846,,                495858,,            107838302,,                              0,,             20107506,,,            105952068,            105952068,,                              0,                              0,,              1453087,              9918688,             11371775,            332391620,,,              2039743,,                568763,,                992655,,             70702982,,                651347,,              1903569,              3122307,,              1407774,,              1246392,              3802890,,                110985,              6568041,             86549407,            418941027,,,,,             20981205,,              2136409,,                 40776,,            166309626,,                 20223,,             21474700,                              0,              6877289,             28351989,              2699743,,                544137,,,              2407992,              2407992,,              7083403,              2103333,              9186736,             11451274,             23046002,            244130110,,,             15334019,,              3107170,,              1005352,              1005352,             19446541,            263576651,,,,             23281267,                398198,             23679465,,,             63322571,              3886272,             67208843,,              3413566,                              0,,             20230258,             23643824,,,              1009540,,                298440,,                -89692,                -89692,              1218288,                  6473,            115743947,                              0,             39620429,            155364376,            418941027,         36000,     39819800,        611300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938,2014年06月30日,,,,             90346200,,              6601536,,                493173,,             82871410,,                              0,,             12937843,,,             76562701,             76562701,,                              0,                              0,,              3002920,              5799406,              8802326,            278615189,,,              1361619,,                645932,,              1067757,,             70664712,,                653942,,              1917232,              3070806,,                859330,,                622089,              3580493,,                 63869,              5125781,             84507781,            363122970,,,,,             10369904,,              2700302,,                 45047,,            119021200,,                126680,,             18527981,             10119291,              3905085,             32552357,              2420429,,                441276,,,              3155795,              3155795,,              8264858,              7011559,             15276417,             11745726,             30177938,            197855133,,,             17122714,,              2650282,,              1065293,              1065293,             20838289,            218693422,,,,             23227961,                 55040,             23283001,,,             61641462,              3926702,             65568164,,              3413566,                              0,,             15463061,             18876627,,,               -503978,,                278708,,               -133419,               -133419,               -358689,                  7067,            107362036,                              0,             37067512,            144429548,            363122970,         95000,      5504000,        553000,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938,2014年03月31日,,,,             85971136,,              7043141,,                490456,,             83625487,,                              0,,             11393566,,,             80844157,             80844157,,                              0,                              0,,              2856968,              3734038,              6591006,            275958949,,,              1226389,,                497016,,              1134575,,             73058070,,                656537,,              1971204,              3255288,,              1152178,,                811458,              3674309,,                 68320,              5706265,             87505344,            363464293,,,,,             11114103,,              1034928,,                 39052,,            120248080,,                272714,,             16948088,,              1891073,             18839161,              3459878,,                506600,,,              4098802,              4098802,,              8364234,              4588267,             12952501,             13248099,             30299402,            185893908,,,             20306258,,              2550426,,              1152854,              1152854,             24009538,            209903446,,,,             23230585,,             23230585,,,             61476545,              3962818,             65439363,,              2458117,              3280485,,             18136850,             23875452,,,              1298450,,                130700,,               -187395,               -187395,              1241755,                 18250,            113768905,                              0,             39791942,            153560847,            363464293,        163000,      2254000,      1503000,,                 79990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938,2013年12月31日,,,,,,              7018321,,                431458,,            104037288,,                    198,,             29198019,,,            103598872,            103598872,,                365243,                365243,,              1836937,              6187337,              8024274,            326934979,,,              1156550,,                539645,,              1187753,,             73916654,,                659131,,              1969832,              3100485,,              1482165,,              1236088,              3645795,,                 66447,              6430495,             88960545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         78000,        721000,      1503000,,,             74261306,                              0,            415895524,,,,             23014478,,                 79978,,                  7443,,                 42675,,            158148185,,                482670,,             19204565,              5765144,             24969709,              3377651,,                450902,,,              4707546,              4707546,,                              0,              9019299,              9019299,             14972328,             28699173,            239272864,,,                235162,,              8116490,,             20591684,,              2454452,,              1169693,              1169693,             32567481,            271840345,,,,             23211555,             23211555,,,             61420285,              1755534,             63175819,,              2458117,              3280485,,             15405350,             21143952,,,                -48637,,                 79871,,               -241370,               -210136,                 17396,            107303794,                              0,             36751385,            144055179,
4938,2013年09月30日,,,,,,              6517778,,                390048,,            112194500,,                    579,,             19771684,,,            107969990,            107969990,,                              0,                              0,,              2491536,             10145576,             12637112,            321931304,,,              1271513,,                490100,,              1553742,,             74077742,,                661726,,              2424426,              3599744,,              1368344,,                472307,              3607657,,                 96729,              5545037,             89624030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,        494000,      3798000,      1661600,,,             62449613,                              0,            411555334,,,,             22314196,,                 99970,,                  1631,,                 47104,,            163022503,,                411543,,             19261741,             10076228,             29337969,              2772387,,                336962,,,              3758089,              3758089,,                              0,             10249848,             10249848,             14012889,             28020826,            246365091,,,                678632,,              7987774,,             15511340,,              2077121,,              1103620,              1103620,             27358487,            273723578,,,,             23193998,             23193998,,,             60998689,              2050168,             63048857,,              2458117,              3280485,,             12007297,             17745899,,,             -1019578,,                 60161,,               -317355,             -1276772,                 16616,            102695366,                              0,             35136390,            137831756,
4938,2013年06月30日,,,,,,              6221351,,                427955,,             81660121,,                    422,,              8627619,,,             88805208,             88805208,,                              0,                              0,,              2793013,              8591256,             11384269,            259539621,,,              1375598,,                490340,,              1579248,,             75396194,,                664321,,              2561191,              3110803,,              1458542,,                474262,              3510106,,                141368,              5584278,             90761973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,      1070100,              0,      1503000,,,             62412676,                              0,            350301594,,,,             27328555,,                 99951,,                  4608,,                 97938,,            111506719,,                467207,,             16586659,              6058602,             28382554,              2302456,,                245129,,,              3722534,              3722534,,                              0,              7516911,              7516911,             10375282,             21614727,            192049844,,,              1770300,,              8038099,,             11416584,,              1883672,,                808846,                808846,             23917501,            215967345,,,,             22890698,             22890698,,,             60393247,              2117679,             62510926,,              2458117,              3280485,,              9529733,             15268335,,,               -215303,,                 62601,,               -302425,               -455127,                 18794,            100196038,                              0,             34138211,            134334249,              5737293
