證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　　 應付股利,　　　　 現金及約當現金合計,　　　　 其他應收款－關係人－其他,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 當期所得稅資產,　　　　 當期所得稅資產合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付股利,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計
2351,2015年09月30日,,,,                765764,,                 40195,,                110421,,              1921026,,                  2610,,                 11903,,                      8,,              2400943,,                 59409,,                 86518,                    388,                 86906,              5399185,,,                  2252,,              4603312,,                 52603,                138553,,                 69565,,                 93716,                163281,              4960001,             10359186,,,,,                595933,,                 19984,                 19984,,                 25489,,                813523,,                              0,,                475229,                475229,                    342,                 46054,,,                 60250,,              1052384,                  7396,              1120030,              3096584,,,              1502560,,                327715,,                 98277,                294281,                  8846,                401404,              2231679,              5328263,,,,              1821453,              1821453,,                485271,,                530421,                 53205,,              1818374,              2402000,,,                 75384,                 75384,              4784108,                246815,              5030923,             10359186,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,2015年06月30日,,,,                661866,,                 13846,,                 96480,,              1966214,,                  6164,,                 11158,,                     62,,              2609045,,                 66388,,                 15758,                    232,                 15990,              5447213,,,                  2252,,              4597855,,                 53312,                130269,,                 68482,,                 87113,                155595,              4939283,             10386496,,,,,                581304,,                 19982,                 19982,,                 33230,,              1061801,,                    219,,                462572,                867158,                  1513,                101609,,,                 51690,,                939267,                  7051,                998008,              3664824,,,              1246352,,                304479,,                 95626,                295356,                  8750,                399732,              1950563,              5615387,,,,              1821453,              1821453,,                485271,,                530421,                 53205,,              1619488,              2203114,,,                 30792,                 30792,              4540630,                230479,              4771109,             10386496,              0,              0,              0,,                              0,                404586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,2015年03月31日,,,,                695897,,                 11302,,                123335,,              2039848,,                  3580,,                 14124,,                     48,,              2593335,,                 61900,,                 15890,                    791,                 16681,              5560050,,,                  2254,,              4517105,,                 51153,                120665,,                 70881,,                155135,                226016,              4917193,             10477243,,,,,                542840,,                 19981,                 19981,,                 27158,,              1156432,,                              0,,                398184,                398184,                  1240,                148845,,,                 55859,,                835865,                  8049,                899773,              3194453,,,              1493869,,                303337,,                 88837,                297433,                  8829,                395099,              2192305,              5386758,,,,              1821903,              1821903,,                486587,,                459247,                 53205,,              1970504,              2482956,,,                 37117,                 37117,              4828563,                261922,              5090485,             10477243,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,2014年12月31日,,,,                781769,,                 16528,,                133109,,              2161800,,                    832,,                 23410,,                      6,,              2422732,,                 54268,,                 16227,                     33,                 16260,              5610714,,,                  2254,,              4534587,,                 51148,                134790,,                 72818,,                 63757,                136575,              4859354,             10470068,,,,,                493551,,                 19981,                 19981,,                 24304,,              1281723,,                    464,,                515996,                515996,                    618,                130781,,,                 57035,,                780867,                 16263,                854165,              3321583,,,              1499867,,                309688,,                 80363,                298290,                  9471,                388124,              2197679,              5519262,,,,              1822253,              1822253,,                486237,,                459247,                 53205,,              1822400,              2334852,,,                 53431,                 53431,              4696773,                254033,              4950806,             10470068,              0,              0,              0,,                              0,                              0,                781769,                      6,             10470068,,,,                493551,,                 19981,,                 24304,,              1281723,,                    464,,                515996,                515996,                    618,                130781,,,                 57035,,                780867,                 16263,                854165,              3321583,,,              1499867,,                309688,,                298290,                 89834,                388124,              2197679,              5519262,,,,              1822253,              1822253,,                486237,,                459247,                 53205,,              1822400,              2334852,,,                 53431,                 53431,              4696773,                254033,              4950806,,,,,,,,,
2351,2014年09月30日,,,,                552618,,                 10095,,                110758,,              2327076,,                  8515,,                 16152,,                    104,,              2311997,,                 61380,,                 15626,                    314,                 15940,              5414635,,,                  2254,,              4450810,,                 49619,                129571,,                 70323,,                 58263,                128586,              4760840,             10175475,,,,,                489901,,                 19979,                 19979,,                 29132,,              1288198,,                    652,,                472012,                472012,                    332,                 86750,,,                 41540,,                724120,                  6891,                772551,              3159507,,,              1695957,,                288077,,                 83786,                300422,                  7592,                391800,              2375834,              5535341,,,,              1802253,              1802253,,                428416,,                459247,                 53205,,              1620140,              2132592,,,                 39435,                 39435,              4402696,                237438,              4640134,             10175475,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,2014年06月30日,,,,                666744,,                  8900,,                117647,,              2057849,,                  2280,,                 14802,,                      2,,              2168162,,                 69330,,                 15460,                     30,                 15490,              5121206,,,                  2254,,              4477411,,                 48835,                117428,,                 69816,,                 62096,                131912,              4777840,              9899046,,,,,                520259,,                 19978,                 19978,,                 27555,,              1145783,,                    640,,                413533,                705122,                  1134,                 91544,,,                 33943,,                842678,                 14995,                891616,              3404057,,,              1475812,,                272657,,                 76871,                301187,                  4549,                382607,              2131076,              5535133,,,,              1802253,              1802253,,                428416,,                459247,                 53205,,              1394142,              1906594,,,                  9715,                  9715,              4146978,                216935,              4363913,              9899046,              0,              0,              0,,                    426,                291589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,2014年03月31日,,,,                632155,,                 12574,,                127040,,              1894309,,                    473,,                 14445,,                              0,,              2146861,,                 61510,,                 80621,                    284,                 80905,              4970272,,,                  2254,,              4568042,,                 48517,                108174,,                 71957,,                 39938,                111895,              4838882,              9809154,,,,,                528759,,                 19959,                 19959,,                 26715,,              1004840,,                    653,,                365403,                365403,                  2298,                125575,,,                 39399,,                668737,                  6238,                714374,              2790411,,,              1819339,,                275977,,                 66859,                301975,                  4880,                373714,              2469030,              5259441,,,,              1802253,              1802253,,                428416,,                410822,                 53205,,              1578757,              2042784,,,                 36668,                 36668,              4310121,                239592,              4549713,              9809154,              0,              0,              0,,                  1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,2013年12月31日,,,,,,                 15323,,                100985,,              1846468,,                      6,,                 25138,,                              0,,              2130583,,                 60710,,,,                 27636,              4672595,,,                  2254,,              4646352,,                 49882,                111532,,                 71804,,                 34401,                106205,              4916225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,                465746,                              0,              9588820,,,,                491922,,                 24951,,                 27141,,                834981,,                    420,,                438027,                438027,                    970,                102583,,,                 27662,,                860343,                 11803,                899808,              2820803,,,              1733303,,                269458,,                302801,                 76642,                379443,              2382204,              5203007,,,,              1802253,              1802253,,                428416,,                410822,                 53205,,              1447278,              1911305,,,                 15513,                 15513,              4157487,                228326,              4385813,,,,,,,,,
2351,2013年09月30日,,,,,,                 14255,,                 99172,,              1947030,,                    682,,                 15885,,,,              2342863,,                 55196,,,,                 18427,              4968024,,,                  2254,,              4624391,,                 50783,                111953,,                 71428,,                 80207,                151635,              4941016,,,,,,,                 24932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,                474514,,              9909040,,,,                532602,,                 24932,,                 33897,,              1216772,,                              0,,                445398,                445398,,                 80437,,,                 29129,,                652892,                  6973,                688994,              3023032,,,              2023109,,                263221,,                304284,                 58969,                363253,              2649583,              5672615,,,,              1802253,              1802253,,                428416,,                410822,                 53205,,              1331389,              1795416,,,                 -9835,                 -9835,              4016250,                220175,              4236425,,,,,,,,,
2351,2013年06月30日,,,,,,                 16873,,                 52461,,              1954253,,                  1304,,                114739,,,,              2070082,,                 60178,,,,                 11392,              4899974,,,                  2254,,              4654437,,                 50494,                102353,,                 72829,,                 89315,                162144,              4971682,,,,,,,                  9996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,                616216,,              9871656,,,,                508794,,                  9996,,                 29461,,              1287572,,                              0,,                375889,                558805,,                 63581,,,                 21793,,                612724,                  4743,                639260,              3097469,,,              2081856,,                263045,,                305125,                 53548,                358673,              2703574,              5801043,,,,              1802253,              1802253,,                428416,,                410822,                 53205,,              1174979,              1639006,,,                  1038,                  1038,              3870713,                199900,              4070613,,                  2476,,                              0,                182916,,,,
2351,2013年03月31日,,,,,,                 17327,,                101393,,              1651303,,                  4043,,                 71795,,,,              2013726,,                 50132,,                 10900,                    248,                 11148,              4501182,,,                  2254,,              4697714,,                 52842,                 98400,,                 72159,,                 43201,                115360,              4966570,,,,,,,                  9997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,                577889,,              9467752,,,,                548286,,                  9997,,                 20924,,              1015047,,                  2005,,                316825,                316825,,                 62438,,,                 25385,,                601117,                  4623,                631125,              2606647,,,              2154983,,                255612,,                306084,                 41973,                348057,              2758652,              5365299,,,,              1802253,              1802253,,                428416,,                382931,                 53205,,              1252303,              1688439,,,                -29254,                -29254,              3889854,                212599,              4102453,,                  2426,,                              0,,,,,
