證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　 存放央行及拆借銀行同業,　　　 透過損益按公允價值衡量之金融資產－流動,　　　 附賣回票券及債券投資,　　　 應收款項淨額,　　　　 應收票據,　　　　 應收帳款,　　　　 其他應收款,　　　　 應收款項淨額,　　　 應收款項－關係人,　　　 當期所得稅資產,　　　　 預付所得稅稅款,　　　　 本期所得稅資產合計,　　　 存貨,　　　 預付款項,　　　 其他流動資產,　　　 貼現及放款淨額,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　 持有至到期日金融資產－非流動,　　　 以成本衡量之金融資產－非流動,　　　 採用權益法之投資,　　　 不動產、廠房及設備淨額,　　　　 土地,　　　　 房屋及建築,　　　　 電腦及機器設備,　　　　 交通及運輸設備,　　　　 什項設備,　　　　 其他設備,　　　　 未完工程及預付房地設備款,　　　　 不動產、廠房及設備淨額,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產淨額,　　　　 無形資產淨額,　　　 遞延所得稅資產淨額,　　　 其他資產,　　　　 存出保證金,　　　　 其他資產－其他,　　　　 其他資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　 應付短期票券,　　　　 附買回票券及債券負債,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 央行及銀行同業存款,　　　　 應付款項,　　　　　 應付票據,　　　　　 應付帳款,　　　　　 其他應付款,　　　　　 應付款項合計,　　　　 應付款項－關係人,　　　　 本期所得稅負債,　　　　 應付到期長期負債（一年或一營業週期內到期長期負債）,　　　　 其他流動負債,　　　　 存款及匯款,　　　　 央行及銀行同業融資,　　　　 流動負債總額,　　　 非流動負債,　　　　 應付債券,　　　　 長期借款,　　　　 負債準備,　　　　　 員工福利負債準備,　　　　　 保證責任準備,　　　　　 其他準備,　　　　　　 其他準備－其他,　　　　　　 其他準備合計,　　　　　 負債準備合計,　　　　 存入保證金,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債－土地增值稅,　　　　　 遞延所得稅負債合計,　　　　 其他負債,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（待彌補虧損）,　　　　　　 未分配盈餘（待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 備供出售金融資產未實利益（損失）,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總計,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數（單位：股） ,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 待出售非流動資產淨額,　　　　 待出售非流動資產淨額,　　　　 其他金融負債－非流動,　　　　 當期所得稅資產合計,　　 資產總額,　　　　 當期所得稅負債,　　　 負債總額,　　　 權益總額,　　　 待註銷股本股數,　　　 預收股款（權益項下）之約當發行股數（單位：股） ,　　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 承受擔保品－淨額,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　 備供出售金融資產－流動,　　　 持有至到期日金融資產－流動,　　　　 應收所得稅退稅款,　　　　 其他待出售資產,　　　　　　 其他權益－其他,　　　 其他金融資產－流動,　　　　 應收其他退稅款,　　　　 待處分股權投資,　　　　 累計減損－待處分股權投資,　　　 避險之衍生金融資產－非流動,　　　 無活絡市場之債券投資－非流動,　　　 其他金融資產－非流動,　　　　 租賃資產改良,　　　　 出租資產,　　　 生物資產淨額,　　　　 生物資產淨額,　　　　 營業保證金及交割結算基金,　　　　　 應付費用,　　　　　　 資本公積－特別股股票溢價,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－受贈資產,　　　　　　 資本公積－受領股東贈與,　　　　　　 資本公積－受贈資產合計,　　　　　 資本公積－採用權益法認列之關聯企業及合資淨值之變動數,　　　　　 資本公積－認股權,　　　　　 資本公積－其他
1718,2015年09月30日,,,             16002264,             87081049,             36552392,              4826992,,              3361429,              4748053,              1373792,              9483274,                  6370,,                 33963,                 33963,              2114606,                650048,                611988,            383411849,            540774795,,             23089712,              5261031,                520107,              1618723,,             11206582,              2625271,              6351151,                 43443,                 95065,                309907,              2240447,             22871866,,              1936985,,                273322,                643528,,              1476986,                966107,              2443093,             58658367,            599433162,,,,              8471217,                569265,              1073459,                209769,             12023286,,                  7722,              1491129,              9956393,             11455244,                347662,                272953,              3714272,              1115572,            490068629,                              0,            529321328,,             11300000,              6794170,,                841224,                125898,,                 80280,                 80280,              1047402,                287801,,              1021022,              1021022,                  8483,             20458878,            549780206,,,,             13616932,             13616932,,,              1463781,              1463781,              1463781,,                584815,              2726703,,              3882092,              7193610,,                 20191,               -358727,               -338536,              1062617,             20873170,             28779786,             49652956,            599433162,              0,    231918859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,2015年06月30日,,,             11463924,             81276558,             23861728,              4279554,,              3693116,              4628431,              1876577,             10198124,                  4087,,                  4354,                  4354,              2229283,                632704,                565132,            381978165,            516493613,,             21175787,              3943896,                538810,              1708502,,             11206582,              2655334,              6491801,                 39513,                276775,                107219,              2135627,             22912851,,              1937060,,                279360,                708669,,              1426056,                875367,              2301423,             55506358,            571999971,,,,              9817922,                598768,              1022713,                298592,             15863765,,                  6083,              2044343,              5071360,              7121786,                153012,                430538,              3624272,                541685,            463047392,                              0,            502520445,,             11300000,              6940238,,                839726,                121110,,                 84762,                 84762,              1045598,                284055,,              1021022,              1021022,                 10553,             20601466,            523121911,,,,             13616932,             13616932,,,              1463781,              1463781,              1463781,,                584815,              2726703,,              3705166,              7016684,,                  7519,               -283543,               -276024,              1040214,             20781159,             28096901,             48878060,            571999971,              0,    229175859,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,2015年03月31日,,,             11191539,             79476845,             23093126,              3449995,,              3772015,              4277317,              2342383,             10391715,                  4131,,                  1426,                  1426,              1706690,                683261,              1122774,            376793452,            507914954,,             22685252,              3170800,                538810,              2178525,,             11206582,              2685307,              6442780,                 40629,                              0,                373297,              1955148,             22703743,,              1937096,,                280993,                680658,,              1493305,              1204795,              2698100,             56873977,            564788931,,,,              9775688,                638937,                964045,                194270,             16692518,,                  7968,              1739140,              4729337,              6476445,                404305,                501868,                864272,                717958,            456149996,                              0,            493380302,,             14200000,              6482306,,                838210,                119179,,                 83094,                 83094,              1040483,                322823,,              1021022,              1021022,                  6062,             23072696,            516452998,,,,             13616932,             13616932,,,              1463781,              1463781,              1463781,,                476389,              2726703,,              3464974,              6668066,,                 11325,               -270890,               -259565,              1040214,             20449000,             27886933,             48335933,            564788931,              0,    229175859,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,2014年12月31日,,,             11780810,             82314107,             14017714,              1545361,,              3845077,              4561651,              2495468,             10902196,                  1338,,                  1303,                  1303,              1462349,                559027,              1034679,            384382280,            508001164,,             22117429,              1418003,                538810,              2138448,,              5399082,              2716187,              6593699,                 42603,                 94924,                289441,              3672821,             18808757,,              1937171,,                290731,                757586,,              1495474,              1060937,              2556411,             50563346,            558564510,,,,              9600337,                638523,                273573,                139739,             10697387,,                  4459,              1488423,              7709126,              9202008,                365509,                325530,                900271,                530309,            455729119,                              0,            488402305,,             14400000,              6212374,,                836786,                119042,,                 81927,                 81927,              1037755,                341892,,              1021022,              1021022,                  6355,             23019398,            511421703,,,,             13716932,             13716932,,,              1457759,              1457759,              1457759,,                476389,              2726703,,              3082993,              6286085,,                 27460,               -282063,               -254603,              1165133,             20041040,             27101767,             47142807,            558564510,              0,    242175859,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,2014年09月30日,,,              9025403,             76845135,             11538939,                485815,,              3798678,              4924537,              1864281,             10587496,                    122,,                 59153,                 59153,              2281548,              1002191,              1043368,            378440054,            491309224,,             22037261,                742194,                540788,              1332341,,              5399083,              2853434,              7063010,                 41679,                 53210,                298362,              1692186,             17400964,,              1936503,,                305649,                536448,,              1424702,              1285324,              2710026,             47542174,            538851398,,,,              9733624,                599110,                262685,                 91917,              7581600,,                  9567,              1879929,              5633005,              7522501,                296456,                177391,                898272,                585979,            441325258,                              0,            469074793,,             14400000,              6350442,,                709621,                117865,,                 18028,                 18028,                845514,                328947,,              1021022,              1021022,                514062,             23459987,            492534780,,,,             14105902,             14105902,,,              1523811,              1523811,              1523811,,                476389,              2726703,,              2638545,              5841637,,                  8060,               -208875,               -200815,              1612790,             19657745,             26658873,             46316618,            538851398,              0,    280172859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,2014年06月30日,,,              7838723,             77983758,             13622092,              1654260,,              3596295,              4996816,              1856105,             10449216,                156776,,                 59451,                 59451,              2751117,                958665,                873707,            373932438,            490452503,,             21690976,                905695,                551781,              1668515,,              5340473,              2879816,              7181746,                 40934,                114844,                245140,              1835019,             17637972,,              1762514,,                291678,                589855,,              1476661,              1244688,              2721349,             47820335,            538272838,,,,             11010347,                503623,                257493,                 51691,             11607909,,                  4826,              2520121,              5057716,              7582663,                484749,                300261,                811272,                336041,            436586162,                149335,            469681546,,             14400000,              6173640,,                712613,                112804,,                 17523,                 17523,                842940,                325166,,              1021022,              1021022,                452851,             23215619,            492897165,,,,             14105902,             14105902,,,              1523811,              1523811,              1523811,,                476389,              2726703,,              2206956,              5410048,,                    880,                275847,                276727,              1612790,             19703698,             25671975,             45375673,            538272838,              0,    280172859,,                172300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,2014年03月31日,,,              8527439,             73210631,             23631779,              5175963,,              2974656,              4781577,              1778308,              9534541,                 42600,,                 58142,                 58142,              2678888,              1020465,              3869923,            364058995,            491981352,,             20090604,                922043,                551781,              1104474,,              5340473,              2912182,              7312640,                 42072,                              0,                372765,              1759336,             17739468,,              1762589,,                305539,                581821,,              1399146,              1455061,              2854207,             45912526,            537893878,,,,             10291754,                404070,                260888,                 60652,             13825027,,                  4023,              2478925,              4254847,              6737795,                503617,                422518,              1459964,                208154,            436257310,                913980,            471345729,,             14400000,              6071708,,                718231,                110231,,                 17518,                 17518,                845980,                285226,,              1021022,              1021022,                389383,             23013319,            494359048,,,,             14105902,             14105902,,,              1523811,              1523811,              1523811,,                380521,              2726703,,              2422941,              5530165,,                  5943,               -375781,               -369838,              1612790,             19177250,             24357580,             43534830,            537893878,              0,    280172859,,                171986,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,2014年01月01日,,,              7686056,             75496734,             13270253,              4550801,,              2840341,              3988366,              1965982,              8794689,                  6261,,                 57612,                 57612,              1786523,                920604,                268136,            362916674,            475754343,,             20499537,              3340584,                552581,              1034461,,              5340473,              2334616,              3699774,                 44888,                 59796,                252182,              5234355,             16966084,,              1899576,,                128701,                532287,,                958420,              1586803,              2545223,             47499034,            523253377,,,,              9212993,                104136,                358769,                 88836,              8341508,,                    151,              1212771,              4878582,              6091504,                522761,                302712,              2124455,                206066,            429508619,              2086000,            458948359,,             14400000,              5773815,,                534353,                              0,,                296002,                296002,                830355,                263595,,              1021022,              1021022,                334936,             22623723,            481572082,,,,             14105902,             14105902,,,              1523811,              1523811,              1523811,,                380521,              2726703,,              2214838,              5322062,,                  5788,               -405255,               -399467,              1612790,             18939518,             22741777,             41681295,            523253377,              0,    280172859,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,2013年12月31日,,,              7686056,             75496734,             13270253,              4550801,,              2840341,              3988366,              1965982,              8794689,                  6261,,                 57612,,              1786523,                920604,                268136,            362916674,            475754343,,             20499537,              3340584,                552581,              1034461,,              5340473,              2334616,              3699774,                 44888,                 59796,                252182,              5234355,             16966084,,              1899576,,                128701,                500291,,                958420,              1586803,              2545223,             47467038,,,,,              9212993,                104136,                358769,                 88836,              8341508,,                    151,              1212771,              4878582,              6091504,                522761,,              2124455,                206066,            429508619,              2086000,            458948359,,             14400000,              5773815,,                534353,                 92078,,                 15713,                 15713,                642144,                263595,,              1021022,              1021022,                334936,             22435512,,,,,             14105902,             14105902,,,              1523811,              1523811,              1523811,,                380521,              2726703,,              2254848,              5362072,,                  5788,               -405255,               -399467,              1612790,             18979528,             22857982,,,,,,,,                 57612,            523221381,                302712,            481383871,             41837510,              0,              0,    280172859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,2013年09月30日,,,              7572758,             68625211,             13249506,              5027475,,              2254607,              3989788,              1606169,              7850564,                120668,,,,              1992926,                718058,                222194,            356225597,            461662948,,             20470944,              3258187,                560597,                899786,,              5287250,              2373420,              3749793,                 49293,                 64330,                243361,              5182266,             16949713,,              1899651,,                120944,                413864,,                897450,              1733068,              2630518,             47204204,,,,,              9219826,                 34900,                254048,                 73621,             12913695,,                 35194,              1587061,              4719163,              6341418,                              0,,              2525094,                491090,            415247072,              2069900,            449337310,,             11400000,              5193599,,                481043,                 50853,,                 17846,                 17846,                549742,                212220,,              1021069,              1021069,                292622,             18679251,,,,,             14105902,             14105902,,,              1525405,              1525405,              1525405,,                380521,              2726703,,              2388348,              5495572,,                  3031,               -530332,               -527301,              1612790,             18986788,             21863803,,,,,,                              0,                  9999,                 57991,            508867152,                166646,            468016561,             40850591,              0,              0,    280172859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
