證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－其他－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 應付設備款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 待分配股票股利,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 應付設備款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 應付租賃款－非流動,　　　　　 長期應付票據及款項合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈虧,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 待分配股票股利
6168,2015年09月30日,,,,              1264977,,                              0,,                320000,,                 25159,,              1169551,,                 11732,,                 50246,,                  1960,,                  3211,,,                533768,                533768,,                 60099,,                  5477,              3446180,,,                136623,,                104050,,                 36155,,                853999,,                 70042,                125081,,                  1184,,                161119,                161119,,                 54240,                216543,              1542493,              4988673,,,,,                  2191,,                    666,,                784703,,                 64427,,                  4215,                474576,                478791,                    583,                              0,,,                              0,                 33500,                 33500,                  2441,                 35941,              1367302,,,                584179,,                266500,,                 28770,,                 26584,                 11287,                 37871,                917320,              2284622,,,,              2072018,                              0,              2072018,,                593921,,                 39011,,                 36260,                 36260,                 75271,,                 60601,                 71925,              2729886,                -25835,              2704051,              4988673,              0,              0,      4324824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6168,2015年06月30日,,,,              1128175,,                  2951,,                 40000,,                 13396,,              1090004,,                  9421,,                 28836,,                              0,,                  1140,,,                541616,                541616,,                 78700,,                 15433,              2949672,,,                177431,,                104050,,                 38640,,                913717,,                 74258,                108123,,                    984,,                155578,                155578,,                 55991,                212553,              1628772,              4578444,,,,,,,                      3,,                731811,,                 45111,,                 10151,                492671,                502822,                    556,                              0,,,                              0,                 77125,                 77125,                 30834,                107959,              1388262,,,                582006,,                              0,,                 12705,,                 26583,                 14172,                 40755,                635466,              2023728,,,,              2051615,                 20403,              2072018,,                589110,,                 39011,,               -143081,               -143081,               -104070,,                 86285,                 71925,              2571418,                -16702,              2554716,              4578444,              0,              0,      4324824,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6168,2015年03月31日,,,,              1329506,,                  7026,,                 17993,,                 14637,,              1047807,,                  8651,,                 41024,,                              0,,                    529,,,                603445,                603445,,                 60409,,                 13061,              3144088,,,                186280,,                 74050,,                 42025,,                979406,,                 78862,                134995,,                    984,,                157457,                157457,,                 52120,                210561,              1706179,              4850267,,,,,,,                    665,,                715047,,                 54890,,                 20461,                204567,                225028,                  8464,                              0,,,                 30338,                156500,                186838,                  8579,                195417,              1199511,,,                579864,,                              0,,                 17151,,                 26584,                 14172,                 40756,                637771,              1837282,,,,              2051615,,              2051615,,                589110,,                  2423,,                323982,                323982,                326405,,                121501,                 71925,              3016706,                 -3721,              3012985,              4850267,              0,              0,      4324824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6168,2014年12月31日,,,,              1559606,,                 12934,,                              0,,                 20912,,              1049161,,                  6430,,                 15771,,                    903,,                    283,,,                624728,                624728,,                 60634,,                  7348,              3358710,,,                166265,,                 74050,,                  4127,,              1040551,,                 84086,                138913,,                  4026,,                159000,                159000,,                 63338,                226364,              1734356,              5093066,,,,,                              0,,                  1024,,                676519,,                 75496,,                 10855,                220704,                231559,                    526,                  7520,,,                 30262,                237150,                267412,                 49432,                316844,              1309488,,,                577755,,                              0,,                 24529,,                 26584,                 14172,                 40756,                643040,              1952528,,,,              2051615,                              0,              2051615,,                588218,,                  2423,,                368198,                368198,                370621,,                114279,                 71925,              3052808,                 87730,              3140538,              5093066,              0,              0,      4324824,,                              0,              1559606,                    283,              5093066,,,,                              0,                              0,,                              0,,                  1024,,                676519,,                 75496,,                 10855,                220704,                231559,                    526,                  7520,,                              0,,,                 30262,                237150,                267412,                 49432,                316844,              1309488,,,                              0,,                577755,,                              0,,                 24529,,,                              0,                              0,                 26584,                 14172,                 40756,                643040,              1952528,,,,              2051615,              2051615,,                588218,,                  2423,,                368198,                368198,                370621,,                114279,                 71925,              3052808,                 87730,              3140538,
6168,2014年09月30日,,,,              1107893,,                  3606,,                319954,,                 89422,,              1212783,,                 12194,,                 85546,,                    859,,                    840,,,                667114,                667114,,                 29328,,                 18995,              3548534,,,                170418,,                 97097,,                  4704,,              1056072,,                 88629,                140672,,                  7189,,                154576,                154576,,                 75981,                237746,              1795338,              5343872,,,,,                    934,,                 11977,,                901941,,                 89232,,                 17943,                189734,                207677,                  1245,                    260,,,                 30185,                304100,                334285,                 76089,                410374,              1623640,,,                575605,,                              0,,                 13602,,                 29377,                 15149,                 44526,                633733,              2257373,,,,              2051615,                              0,              2051615,,                586880,,                  2423,,                317178,                317178,                319601,,                125566,                 71925,              3011737,                 74762,              3086499,              5343872,              0,              0,      4324824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6168,2014年06月30日,,,,              1128288,,                              0,,                 22026,,                 21227,,              1610297,,                  7810,,                 59141,,                    175,,                  1944,,,                604973,                604973,,                 10412,,                 19245,              3485538,,,                208705,,                 97097,,                  3500,,              1097946,,                 95000,                141365,,                  7078,,                 16122,                 16122,,                 70822,                 94022,              1737635,              5223173,,,,,,,                 11977,,              1048694,,                 84454,,                 33531,                275218,                308749,                              0,                              0,,,                 30109,                531450,                561559,                 53329,                614888,              2068762,,,                              0,,                117250,,                  7975,,                 29377,                 15966,                 45343,                173274,              2242036,,,,              2051615,                              0,              2051615,,                564141,,                  2423,,                203941,                203941,                206364,,                158204,                 71925,              2908399,                 72738,              2981137,              5223173,              0,              0,      4324824,,                  2706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6168,2014年03月31日,,,,                995752,,                  1077,,                210274,,                 15151,,              1233359,,                  6395,,                 71078,,                    175,,                 41626,,,                589160,                589160,,                  8569,,                 14552,              3187168,,,                246128,,                 97097,,                  2890,,              1115163,,                 98090,                114505,,                  6248,,                 16097,                 16097,,                 76120,                 98465,              1772338,              4959506,,,,,,,                 11977,,                933182,,                 51679,,                 10163,                202021,                212184,                              0,                    752,,,                              0,                454915,                454915,                 45221,                500136,              1709910,,,                 30033,,                271515,,                 11608,,                 29377,                 15966,                 45343,                358499,              2068409,,,,              2051615,,              2051615,,                562803,,                              0,,                 76665,                 76665,                 76665,,                199584,                 71925,              2818742,                 72355,              2891097,              4959506,              0,              0,      4324824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6168,2013年12月31日,,,,,,                              0,,                              0,,                 24282,,              1299200,,                  6982,,                 66322,,                     74,,,,,                490592,                490592,,                 13210,,                 15826,              3250562,,,                219986,,                 97097,,                  3228,,              1125149,,                103262,                115239,,                  6176,,                 16072,                 16072,,                 66960,                 89208,              1753169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      4324824,,,              1292444,                 41630,              5003731,,,,                 80000,                 80000,,                    665,,                 11977,,                919434,,                 68759,,                 23711,                200170,                223881,                     22,                    767,,                              0,,,                              0,                355525,                355525,                 24382,                379907,              1685412,,,                  4772,,                 29959,,                420075,,                 10840,,,                              0,                              0,                 29377,                 15966,                 45343,                510989,              2196401,,,,              2051615,              2051615,,                559859,,                              0,,                 24230,                 24230,                 24230,,                170086,                 71925,              2733865,                 73465,              2807330,                              0
6168,2013年09月30日,,,,,,                    359,,                 25026,,                 41092,,              1305386,,                 11443,,                 67170,,                    572,,,,,                505447,                505447,,                 40250,,                 16833,              2953150,,,                311788,,                 97097,,                  4457,,              1117807,,                107479,                118248,,                  5917,,                 16048,                 16048,,                 44449,                 66414,              1823290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      2915352,,,                898485,                 41087,              4776440,,,,                              0,                              0,,                              0,,                 11977,,                783216,,                 76418,,                 19400,                168234,                187634,,                              0,,,,,                              0,                258500,                258500,                 47540,                306040,              1365285,,,                  7411,,                 29883,,                560100,,                  7727,,,,,                 31888,                 24927,                 56815,                661936,              2027221,,,,              2051615,              2051615,,                556111,,                              0,,               -102023,               -102023,               -102023,,                237185,                 52785,              2690103,                 59116,              2749219,
6168,2013年06月30日,,,,,,                    389,,                360784,,                 31148,,              1177741,,                 13635,,                 55360,,                              0,,,,,                550715,                550715,,                 14078,,                 21207,              3011432,,,                303639,,                 97097,,                 11695,,              1124379,,                114933,                120308,,                  6107,,                 16023,                 16023,,                 77889,                100019,              1872070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      2669912,,,                745339,                 41036,              4883502,,,,,                              0,,                    221,,                 11977,,                888551,,                 88353,,                 33102,                165271,                198373,                    342,                              0,,                              0,,,                              0,                237600,                237600,                 41536,                279136,              1466953,,,                  2425,,                 29807,,                639900,,                  9783,,,                              0,                              0,                 31888,                 12951,                 44839,                726754,              2193707,,,,              2051615,              2051615,,                552632,,                              0,,               -153504,               -153504,               -153504,,                230643,                 49985,              2631401,                 58394,              2689795,                              0
