證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 遞延所得稅資產
1475,2015年09月30日,,,,                 22783,,                 11648,,                 32655,,                  2581,,                 56360,,                 16366,,                  6004,                    959,                  6963,                149356,,,                  2295,,                364824,,                 23786,,                  4754,,                 11250,,                 10368,                 26372,                417277,                566633,,,,,                239412,,                    520,,                 24155,,                 38241,                 48859,,,                 10808,,                 40414,                    819,                 52041,                403228,,,                              0,,                    989,,                  2330,                  2330,                  3319,                406547,,,,                525168,                525168,,,                 25720,                162405,                188125,,,               -442330,               -442330,,,                 -6316,                 -6316,                264647,               -104561,                160086,                566633,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,2015年06月30日,,,,                 17662,,                 10080,,                 30364,,                  2448,,                 57763,,                 16607,,                  6004,                    870,                  6874,                141798,,,                  2295,,                365830,,                 24982,,                  4573,,                 11250,,                 10355,                 26178,                419285,                561083,,,,,                208217,,                    779,,                 27268,,                 35936,                 45507,,,                 10278,,                 49831,                  1333,                 61442,                379149,,,                  4100,,                    961,,                  2233,                  2233,                  7294,                386443,,,,                525168,                525168,,,                 25720,                162405,                188125,,,               -433992,               -433992,,,                 -4849,                 -4849,                274452,                -99812,                174640,                561083,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,2015年03月31日,,,,                 14825,,                  3979,,                 27901,,                  8024,,                 58261,,                 16205,,                  6000,                  1106,                  7106,                136301,,,                  2295,,                376168,,                 26418,,                  4623,,                 11250,,                 10522,                 26395,                431276,                567577,,,,,                191338,,                  1039,,                 18170,,                 29552,                 44879,,,                 10864,,                 54262,                  1412,                 66538,                351516,,,                 13090,,                    902,,                  2260,                  2260,                 16252,                367768,,,,                525168,                525168,,,                 25720,                162405,                188125,,,               -418980,               -418980,,,                 -5237,                 -5237,                289076,                -89267,                199809,                567577,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,2014年12月31日,,,,                 28567,,                 10722,,                 32137,,                  2553,,                 52970,,                 16106,,                  8710,                    857,                  9567,                152622,,,                  2295,,                393140,,                 27832,,                  4672,,                 15750,,                 10689,                 31111,                454378,                607000,,,,,                193852,,                  1299,,                 18791,,                 31793,                 43353,,,                 10621,,                 55137,                  1497,                 67255,                356343,,,                 26800,,                  1100,,                  2287,                  2287,                 30187,                386530,,,,                525168,                525168,,,                 25720,                162405,                188125,,,               -404554,               -404554,,,                 -5582,                 -5582,                303157,                -82687,                220470,                607000,              0,              0,              0,                 28567,                607000,,,,                193852,,                  1299,,                 18791,,                 31793,                 43353,,,                 10621,,                 55137,                  1497,                 67255,                356343,,,                 26800,,                  1100,,                  2287,                  2287,                 30187,                386530,,,,                525168,                525168,,,                 25720,                162405,                188125,,,               -404554,               -404554,,,                 -5582,                 -5582,                303157,                -82687,                220470,,,,,,,
1475,2014年09月30日,,,,                 29818,,                  8100,,                 28441,,                  3182,,                 56973,,                 20559,,                  9990,                    843,                 10833,                157906,,,                  2295,,                397551,,                 29018,,                  4535,,                 15750,,                 10250,                 30535,                459399,                617305,,,,,                157755,,                  1568,,                 25384,,                 39596,                 47340,,,                  8738,,                 58642,                    979,                 68359,                340002,,,                 40414,,                  1047,,                  2213,                  2213,                 43674,                383676,,,,                525168,                525168,,,                 25720,                162405,                188125,,,               -402345,               -402345,,,                 -4706,                 -4706,                306242,                -72613,                233629,                617305,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,2014年06月30日,,,,                 14976,,                  7985,,                 27204,,                  2831,,                 49273,,                 17746,,                  9125,                  1045,                 10170,                130185,,,                  2295,,                404545,,                 28851,,                  5211,,                 12750,,                 10352,                 28313,                464004,                594189,,,,,                174775,,                  1857,,                 23169,,                 32162,                 35884,,,                  5415,,                 37463,                    581,                 43459,                311306,,,                 24514,,                  1024,,                  2155,                  2155,                 27693,                338999,,,,                525168,                525168,,,                 25720,                162405,                188125,,,               -391484,               -391484,,,                 -4039,                 -4039,                317770,                -62580,                255190,                594189,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,2014年03月31日,,,,                 34064,,                  4445,,                 21858,,                  1482,,                 51476,,                 13689,,                  4955,                  1512,                  6467,                133481,,,                  2295,,                417534,,                 28984,,                  5283,,                 12750,,                 10523,                 28556,                477369,                610850,,,,,                172776,,                  3469,,                 12649,,                 27509,                 36299,,,                  2049,,                 41055,                  1772,                 44876,                297578,,,                 31712,,                    997,,                  2201,                  2201,                 34910,                332488,,,,                525168,                525168,,,                 25720,                162405,                188125,,,               -374228,               -374228,,,                 -4465,                 -4465,                334600,                -56238,                278362,                610850,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,2013年12月31日,,,,,,                  4115,,                 32532,,                  2007,,                 58090,,                 10151,,                 26601,                    923,                 27524,                159620,,,                  3541,,                425070,,                 28990,,                  5285,,                 12750,,                 10672,                 28707,                486308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                 25201,                645928,,,,                181166,,                  1391,,                 21984,,                 33401,                 41039,,,                  2125,,                 33632,                  3095,                 38852,                317833,,,                 27437,,                  1077,,                  2203,                  2203,                 30717,                348550,,,,                525168,                525168,,,                 25720,                162405,                188125,,,               -363629,               -363629,,,                 -4447,                 -4447,                345217,                -47839,                297378,,,,,,,
1475,2013年09月30日,,,,,,                  5475,,                 23084,,                  1018,,                 56615,,                 23561,,                 88661,                  3910,                 92571,                252726,,,                  3545,,                430367,,                 28887,,                  4458,,                 12750,,                  1657,                 18865,                481664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                 50402,                734390,,,,                187350,,                  1746,,                 27494,,                 27193,                 40428,,,                  1485,,                 33351,                  3220,                 38056,                332267,,,                 35950,,                  1109,,                  2167,                  2167,                 39226,                371493,,,,                525168,                525168,,,                 25720,                162405,                188125,,,               -337734,               -337734,,,                 -3994,                 -3994,                371565,                 -8668,                362897,,                 10000,,,,,
1475,2013年06月30日,,,,                312930,,                  4895,,                 27969,,                  1017,,                 58521,,                 21449,,                156978,                  2976,                159954,                589241,,,                  2295,,                461919,,                 28947,,                  4498,,                 12750,,                  2234,                 19482,                512643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,              1101884,,,,                332100,,                     90,,                 16906,,                 30801,                222575,,,,,                 33073,                  2633,                 35706,                648178,,,                 44394,,                  1109,,,                  2188,                 47691,                695869,,,,                525168,                525168,,,                 25720,                162405,                188125,,,               -318811,               -318811,,,                 -3900,                 -3900,                390582,                 15433,                406015,,                 10000,,                    889,,                  1617,                              0
