證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 流動資產合計,　　 非流動資產,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－員工認股權,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 短期借款,　　　　　 短期借款合計,　　　　 其他應付款項－關係人,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期遞延收入,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額
6452,2015年09月30日,,,,              1813330,,              1086960,,                744039,,                  5766,,                295128,,                  2999,              3948222,,,              1695905,                  6221,,                422734,                    598,                100177,                523509,              2225635,              6173857,,,,,                215263,,                700607,                 81233,,                     55,                     55,                997158,,,                  8224,,                130689,                130689,                138913,              1136071,,,,                650000,                650000,,,              3608930,                  3364,              3612294,,                 42433,,                711188,                753621,,,                230072,                230072,                208201,              5037786,                              0,              5037786,              6173857,              0,      1172000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6452,2015年06月30日,,,,              1556056,,              1044330,,                708095,,                 10818,,                257427,,                  2955,              3579681,,,              1559517,                  6041,,                385567,                    574,                 96872,                483013,              2048571,              5628252,,,,,                145322,,                684797,                 69118,,                              0,                              0,                899237,,,                  7981,,                127528,                127528,                135509,              1034746,,,,                650000,                650000,,,,,              3608930,,                 42433,,                453879,                496312,,,                 34896,                 34896,                196632,              4593506,                              0,              4593506,              5628252,              0,      1105000,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6452,2015年03月31日,,,,              2404131,,                756600,,                608919,,                  5039,,                234745,,                  2865,              4012299,,,              1540862,                  6479,,                 89203,                    582,                 98888,                188673,              1736014,              5748313,,,,,                192318,,                193458,                 66134,,                      8,                      8,                454321,,,                  8176,,                131342,                131342,                139518,                593839,,,,                650000,                650000,,,,,              3771430,,,,                628840,                628840,,,                104204,                104204,,              5154474,                              0,              5154474,              5748313,              0,              0,,                              0,                  2403,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6452,2014年12月31日,,,,                979030,,                              0,,                715457,,                  4156,,                257619,,                  2812,              1959074,,,              1581856,                  7087,,                 90052,                              0,                100467,                190519,              1779462,              3738536,,,,,                121727,,                249213,                 80792,,                     30,                     30,                451762,,,                  8336,,                134603,                134603,                142939,                594701,,,,                550000,                550000,,,              2008726,                              0,              2008726,,                              0,,                424329,                424329,,,                160780,                160780,                              0,              3143835,                              0,              3143835,              3738536,              0,              0,,                              0,                              0,              0,                979030,,                  4156,,                              0,                              0,              3738536,,,,                              0,,                              0,,                121727,,                249213,                 80792,,                     30,                     30,                451762,,,                  8336,,                134603,                134603,                142939,                594701,,,,                550000,                550000,,              2008726,,                              0,,                424329,                424329,,,                160780,                160780,              3143835,              3143835,,
6452,2014年09月30日,,,,                666359,,                              0,,                659006,,                  2801,,                333256,,                  2837,              1664259,,,              1560215,                  2883,,                 87258,                              0,                 97968,                185226,              1748324,              3412583,,,,,                181855,,                169401,                 75629,,                     52,                     52,                426937,,,                  8156,,                132376,                132376,                140532,                567469,,,,                550000,                550000,,,              2008726,                              0,              2008726,,                              0,,                220297,                220297,,,                 66091,                 66091,                              0,              2845114,                              0,              2845114,              3412583,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6452,2014年06月30日,,,,                480512,,                              0,,                669153,,                  1435,,                232837,,                  2413,              1386350,,,              1552032,                  3502,,                 85083,                              0,                 96129,                181212,              1736746,              3123096,,,,,                109921,,                136377,                 65289,,                              0,                              0,                407807,,,                  8031,,                130977,                130977,                139008,                546815,,,,                      2,                      2,,,,,              2558724,,                              0,,                 21204,                 21204,,,                 -3649,                 -3649,                              0,              2576281,                              0,              2576281,              3123096,              0,              0,,                 96220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6452,2014年03月31日,,,,                541274,,                              0,,                540775,,                  1460,,                251295,,                  2482,              1337286,,,              1562853,                  4050,,                130406,                              0,                 99508,                229914,              1796817,              3134103,,,,,                214903,,                132209,                 67942,,                      8,                      8,                514042,,,                  8340,,                136689,                136689,                145029,                659071,,,,                              0,                              0,,,,,                              0,,,,                              0,                              0,,,                              0,                              0,,                              0,              2475032,              2475032,              3134103,              0,              0,,                 98980,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6452,2013年12月31日,,,,,,,,                591677,,,,                217313,,                  2467,              1107307,,,              1565781,                  4610,,                147570,,                 99521,                247091,              1817482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,              0,                281803,,                  1454,,                 12593,                 12593,              2924789,,,,                 98380,,                 12593,,                176942,,                148172,                 70966,,                     30,                     30,                507083,,,                  8369,,                137804,                137804,                146173,                653256,,,,                550000,                550000,,                              0,,                151578,,              1456014,              1607592,,,                113941,                113941,              2271533,              2271533,,
6452,2012年12月31日,,,,                 10481,,,,                334489,,,,                230891,,                  2316,                593298,,,              1578196,                  2198,,                              0,,                 95730,                 95730,              1677047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,,                  1270,,                 13851,                 13851,              2270345,,,,                198537,,                 27703,,                 17123,,                147043,                 50382,,                              0,                              0,                440788,,,                  8153,,                136644,                136644,                144797,                585585,,,,                550000,                550000,,,,                 95649,,              1050334,              1145983,,,                -11223,                -11223,              1684760,              1684760,,                    923
