證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 避險之衍生金融資產－流動,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 特許權淨額,　　　　　 特許權淨額,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 避險之衍生金融負債－流動,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　　　 應付設備款,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　 現金及約當現金合計,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　　 無活絡市場之債券投資－流動淨額,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 避險之衍生金融負債－流動,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 應付設備款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期遞延收入,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　 應付股利,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 工程存出保證金,　　　　 存出保證金,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 其他應付款項－關係人,　　　 庫藏股票
4904,2015年09月30日,,,,             15247292,,                353066,                 13257,,              1662662,,                 88157,,              6997899,,                152848,,              2331078,,              1364509,,              3060930,                201642,              3262572,             31473340,,,                218308,,              1067277,,             51833089,,              1159421,,,             32389561,             10826174,,              2972479,             46188214,                828458,,,              1752602,              1752602,            103047369,            134520709,,,,,              6687503,,              5819286,                              0,,                 34354,,              4503394,,              8650342,              8650342,              1477793,,                190606,,,              2467216,                570556,              3037772,             30401050,,,             19978535,,             10050000,,                785484,,              1433252,,                222797,                662845,                320244,                 89647,              1295533,             33542804,             63943854,,,,             32585008,             32585008,,             12058158,,             15127206,                824480,,              9367478,             25319164,,               -130271,             69832059,                744796,             70576855,            134520709,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4904,2015年06月30日,,,,             16518374,,                440556,                  1230,,              2327962,,                 75631,,              7051674,,                170106,,              2919526,,              1264855,,              2043825,                415727,              2459552,             33229466,,,                218308,,              1180134,,             52276402,,              1159421,,,             32944252,             10826174,,              2998244,             46768670,                864888,,,                703814,                703814,            103171637,            136401103,,,,,                624317,,                639695,                    200,,                 16044,,              4603736,,             21057346,             21057346,              1789674,,                196741,,,              2498088,                679910,              3177998,             32105751,,,             19976722,,             13400000,,                779725,,              1399634,,                232051,                664972,                325551,                 67699,              1290273,             36846354,             68952105,,,,             32585008,             32585008,,             12109355,,             15127206,                824480,,              6163737,             22115423,,               -113698,             66696088,                752910,             67448998,            136401103,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4904,2015年03月31日,,,,              5791886,,                708180,                  5625,,              2871621,,                 51615,,              6884930,,                199150,,              2942481,,              1408842,,              1937649,                182399,              2120048,             22984378,,,                218308,,              1113415,,             51854307,,              1159421,,,             33498943,             10826174,,              2988877,             47313994,                992366,,,                713626,                713626,            103365437,            126349815,,,,,                678908,,                259705,                              0,,                 38610,,              4924348,,              6437360,              8995252,              2722135,,                192913,,,              2548977,                600615,              3149592,             20961463,,,             19974909,,              5380000,,                769105,,              1365237,,                241997,                670270,                335403,                 62771,              1310441,             28799692,             49761155,,,,             32585008,             32585008,,             14009061,,             13978791,                755749,,             14542923,             29277463,,               -110306,             75761226,                827434,             76588660,            126349815,              0,              0,,                              0,              2557892,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4904,2014年12月31日,,,,              3853038,,                756971,                              0,,              2408681,,                 70289,,              7139202,,                245098,,              2846890,,              1315880,,              1928626,                241337,              2169963,             20806012,,,                218308,,              1183492,,             50938477,,              1159421,,,             33875995,             10826174,,              3001581,             47703750,                975402,,,                723325,                723325,            102902175,            123708187,,,,,                357995,,                529648,                 14950,,                 21149,,              5187041,,              9686894,              9686894,              3250972,,                178412,,,              2582802,                865952,              3448754,             22675815,,,             19973096,,              4100000,,                763223,,              1331651,,                239342,                669379,                340206,                 62474,              1311401,             27479371,             50155186,,,,             32585008,             32585008,,             14009061,,             13978791,                755749,,             11558138,             26292678,,               -139097,             72747650,                805351,             73553001,            123708187,              0,              0,,                              0,,,,              3853038,,                              0,              2408681,,                              0,            123708187,,,,                357995,,                529648,                 14950,,                 21149,,              5187041,,              2565075,              7121819,              9686894,              3250972,,                178412,,,              2582802,,                              0,                865952,              3448754,             22675815,,,             19973096,,              4100000,,                763223,,              1331651,,                239342,                690298,                340206,                 62474,              1332320,             27500290,             50176105,,,,             32585008,             32585008,,             14009061,,             13978791,                755749,,             11537219,             26271759,,               -139097,             72726731,                805351,             73532082,              0,,,,,,,,,,,
4904,2014年09月30日,,,,              7547387,,                711081,                              0,,              2141445,,                 78160,,              6886178,,                175888,,              2555230,,              1587930,,              1853136,                279846,              2132982,             23816281,,,                 68308,,              1259205,,             48973605,,              1113494,,,             34252362,             10826174,,              2947978,             48026514,                983442,,,                710341,                710341,            101134909,            124951190,,,,,              2188600,,              1579289,                  7490,,                 42917,,              5543574,,              8573743,              8573743,              2854293,,                158133,,,              2345825,                695319,              3041144,             23989183,,,             19971283,,              6100000,,                735445,,              1291115,,                289494,                725795,                345602,                 54291,              1415182,             29513025,             53502208,,,,             32585008,             32585008,,             14008272,,             13978791,                755749,,              9465899,             24200439,,               -146240,             70647479,                801503,             71448982,            124951190,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4904,2014年06月30日,,,,             17547115,,                643732,                  7740,,              1934781,,                 65296,,              6900268,,                153924,,              2539445,,              1311877,,              1847638,                262925,              2110563,             33314729,,,                 75022,,              1287466,,             48747009,,              1113494,,,             34568958,             10826174,,              2988576,             48383708,                948705,,,                693504,                693504,            101248908,            134563637,,,,,                697771,,                629554,                              0,,                 45826,,              4637244,,             20759183,             20759183,              3253257,,                143300,,,              2253511,                919805,              3173316,             33339451,,,             19969470,,              9290000,,                734223,,              1257937,,                309374,                730812,                349367,                 54589,              1444142,             32695772,             66035223,,,,             32585008,             32585008,,             14010946,,             13978791,                755749,,              6608894,             21343434,,               -150749,             67788639,                739775,             68528414,            134563637,              0,              0,,                 99988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4904,2014年03月31日,,,,              6558327,,                738163,                              0,,              1667857,,                 56038,,              6451145,,                146931,,              2765845,,              1311372,,              1746237,                251391,              1997628,             21793281,,,                 75022,,                987690,,             48105776,,              1113494,,,             34785857,             10826174,,              3041588,             48653619,              1044485,,,                697103,                697103,            100677189,            122470470,,,,,                516081,,                669501,                  1495,,                 48935,,              4490232,,              5673925,              7743784,              3682993,,                136724,,,              2365081,                956369,              3415337,             20705082,,,             19967538,,              1000000,,                705850,,              1224320,,                329254,                729803,                349872,                 57399,              1466328,             24364036,             45069118,,,,             32585008,             32585008,,             15919097,,             12822948,                648717,,             14712874,             28184539,,               -110532,             76578112,                823240,             77401352,            122470470,              0,              0,,                 99975,              2069859,,                 93887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4904,2013年12月31日,,,,,,                706310,                  4442,,,,                 51707,,              6894733,,                311507,,              4018112,,              1099031,,              1742124,                276096,              2018220,             19345807,,,                 76407,,              1037880,,             48034681,,              1174896,,,             34968533,             10826174,,              3075256,             48869963,                992940,,,                691202,                691202,            100877969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                 99962,,,,              2821165,,                              0,              1320618,,                              0,            120223776,,,,              1804122,,                519574,                              0,,                 17118,,              5123707,,              2617177,              6095662,              8712839,              2997094,,                124739,,,              2276460,,                 99869,                956485,              3332814,             22632007,,,             19965600,,                              0,,                705863,,              1123151,,                350414,                753742,                361568,                 96773,              1562497,             23357111,             45989118,,,,             32585008,             32585008,,             15919097,,             12822948,                              0,,             12229862,             25052810,,               -107032,             73449883,                784775,             74234658,              0,                              0,,,,,,,,,,
4904,2013年09月30日,,,,,,              1028822,                 10565,,,,                 42454,,              6838410,,                363388,,              2928271,,              1177864,,              2733309,              1141902,              3875211,             35216085,,,                 76407,,              1104325,,             48160117,,              1135002,,,              3836209,             10883789,,              3022828,             17742826,                960478,,,                653337,                653337,             69832492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                 99948,,,,             18064144,,                 76614,                710394,,                              0,            105048577,,,,              5589000,,                929384,                              0,,                 21844,,              4319005,,              2907373,              5572123,              8479496,              2368161,,                119475,,,              2320028,,                 98969,                917355,              3336352,             25162717,,,              4990757,,                              0,,                673373,,              1119604,,                371413,                772926,                362068,                 98390,              1604797,              8388531,             33551248,,,,             32585008,             32585008,,             15916604,,             12822948,                              0,,              9487783,             22310731,,                -80141,             70732202,                765127,             71497329,              0,,,,,,,,,,,
4904,2013年06月30日,,,,,,              2509541,                  3731,,,,                 46684,,              6938529,,                281341,,              2704772,,                965163,,              2725897,                257948,              2983845,             38961143,,,                 76407,,              1097729,,             48914529,,              1148584,,,              4018886,             10881018,,              2992317,             17892221,                869280,,,                665593,                665593,             70764266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                100000,,,,             21474130,,                206982,                746425,,                 99923,            109725409,,,,                664326,,                429595,                 26725,,                 18857,,              5190809,,              3427521,              5373940,             20302612,              2520642,,                112553,,,              2504408,,                106158,              1011936,              3622502,             32888621,,,              4990303,,                              0,,                670908,,              1085932,,                399532,                776370,                364925,                 66401,              1607228,              8354371,             41242992,,,,             32585008,             32585008,,             15919389,,             12822948,                              0,,              6300507,             19123455,,                122540,             67750392,                732025,             68482417,              0,             11501151,,,,,,,,,,
