證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 特別盈餘公積,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 非控制權益,　　 權益總額,　　　　 有形探勘及評估資產淨額,　　　　　 有形探勘及評估資產淨額,　　　　 無形探勘及評估資產淨額,　　　　　 無形探勘及評估資產淨額,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期應收票據及款項,　　　　　 長期應收票據,　　　　　 長期應收款,　　　　　 長期應收分期帳款,　　　　　 未實現利息收入－長期應收分期帳款,　　　　　 長期應收租賃款,　　　　　 融資租賃之未賺得融資收益,　　　　　 催收款項,　　　　　 備抵呆帳－長期應收款項,　　　　　 長期應收票據及款項淨額,　　　　 長期應收票據及款項－關係人,　　　　　 長期應收票據－關係人,　　　　　 長期應收款－關係人,　　　　　 長期應收分期帳款－關係人,　　　　　 未實現利息收入－長期應收關係人分期帳款,　　　　　 長期應收租賃款－關係人,　　　　　 融資租賃之未賺得融資收益－關係人,　　　　　 催收款項－關係人,　　　　　 備抵呆帳－長期應收關係人款項,　　　　　 長期應收票據及款項－關係人淨額,　　　　 基金,　　　　　 償債基金,　　　　　 改良及擴充基金,　　　　　 其他基金,　　　　　 基金合計,　　　　 預付投資款,　　　　 其他長期投資（淨額）,　　　　　 其他長期投資,　　　　　 累計減損－其他長期投資,　　　　　 其他長期投資（淨額）,　　　　 預付退休金－非流動,　　　　　 人壽保險現金解約價值,　　　　　 其他金融資產－其他－非流動,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 未實現售後租回損失,　　　　　 陳飾品,　　　　　 其他非流動資產－其他,　　　　　 內部往來,　　　　　 其他非流動資產－其他合計,　　　 短期借款,　　　　 短期借款合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　 負債準備-流動,　　　　 負債準備－流動合計
4952,2015年09月30日,,,,                917889,,                122408,,                725426,,                332379,,                 99441,              2197543,,,                667222,,                 34956,                 25329,,,                  4760,                  4760,                732267,              2929810,,,,,                215627,,                284770,                  3234,                 40377,,                214642,                758650,,,                 91832,                 91832,                850482,,,,              1088158,              1088158,,                237725,,                236645,,                485193,                721838,,,                 31607,                 31607,              2079328,              2079328,              2929810,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952,2015年06月30日,,,,                791295,,                416273,,                744223,,                387446,,                 21244,              2360481,,,                661239,,                 29516,                 25329,,,                 84305,                 84305,                800389,              3160870,,,,,                227284,,                354084,                  2723,                 39954,,                520549,              1144594,,,                 92444,                 92444,              1237038,,,,              1088158,              1088158,,                237725,,                236645,,                349952,                586597,,,                 11352,                 11352,              1923832,              1923832,              3160870,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952,2015年03月31日,,,,                898044,,                 90034,,                434037,,                373607,,                 22861,              1818583,,,                670483,,                 38607,                 27351,,,                 85449,                 85449,                821890,              2640473,,,,,,,                241536,                    551,                 40867,,                158738,                441692,,,                 94339,                 94339,                536031,,,,              1088158,              1088158,,                237725,,                205489,,                554960,                760449,,,                 18110,                 18110,              2104442,              2104442,              2640473,              0,              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952,2014年12月31日,,,,                907109,,                 55868,,                461279,,                337270,,                 14772,              1776298,,,                686762,,                 33103,                 16928,,,                 88623,                 88623,                825416,              2601714,,,,,                              0,,                213718,                    112,                 23431,,                194790,                432051,,,                106091,                106091,                538142,,,,              1088158,              1088158,,                237725,,                205489,,                509276,                714765,,,                 22924,                 22924,              2063572,              2063572,              2601714,              0,              0,                              0,              0,                907109,              2601714,,,,                213718,                    112,                 23431,,                194790,                432051,,,                106091,                106091,                538142,,,,              1088158,              1088158,,                237725,,                205489,                              0,,                509276,                714765,,,                 22924,                 22924,                              0,              2063572,                              0,                              0,              2063572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952,2014年09月30日,,,,                859024,,                105754,,                561945,,                346094,,                 24093,              1896910,,,                342509,,                 38556,                 17644,,,                416081,                416081,                814790,              2711700,,,,,                 84872,,                318434,                 10547,                 13675,,                194722,                622250,,,                104632,                104632,                726882,,,,              1088158,              1088158,,                237725,,                205489,,                446159,                651648,,,                  7287,                  7287,              1984818,              1984818,              2711700,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952,2014年06月30日,,,,                825203,,                452118,,                679100,,                321908,,                 26821,              2305150,,,                353658,,                 45913,                 19259,,,                320652,                320652,                739482,              3044632,,,,,                220404,,                361658,                  9392,                 19229,,                458108,              1068791,,,                 99942,                 99942,              1168733,,,,              1088158,              1088158,,                237725,,                205489,,                348897,                554386,,,                 -4370,                 -4370,              1875899,              1875899,              3044632,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952,2014年03月31日,,,,                956020,,                123878,,                361749,,                335788,,                 18590,              1796025,,,                345713,,                 51916,                 18390,,,                324362,                324362,                740381,              2536406,,,,,,,                206909,                 10203,                 43092,,                145245,                405449,,,                102212,                102212,                507661,,,,              1088158,              1088158,,                237725,,                174945,,                522106,                698758,,,                  4104,                  4104,              2028745,              2028745,              2536406,              0,              0,                  1707,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952,2013年12月31日,,,,,,                123701,,                372236,,                296889,,                 18152,              1773771,,,                360770,,                 59818,                 23990,,,                325194,                325194,                769772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,              0,                962793,              2543543,,,,                175164,                 12448,                 45979,,                191383,                424974,,,                111752,                111752,                536726,,,,              1088158,              1088158,,                237725,,                174945,                  1707,,                498592,                675244,,,                  5690,                  5690,                              0,              2006817,                              0,                              0,              2006817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952,2013年09月30日,,,,,,                 53545,,                633611,,                333372,,                 27527,              1846661,,,                374959,,                 78025,                 23988,,,                317229,                319535,                796507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,              0,                798606,              2643168,,,,                313640,                 31033,                 41916,,                163742,                550331,,,                113367,                113367,                663698,,,,              1088158,              1088158,,                237725,,                174945,                  1707,,                479693,                656345,,,                 -2758,                 -2758,,              1979470,,,              1979470,,                              0,,                              0,                              0,                  2306,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                317229,                              0,,                              0,                              0,                              0,                              0,                              0,,                              0,,,,
4952,2013年06月30日,,,,,,                190565,,                793564,,                376099,,                 19044,              2292621,,,                382716,,                 93858,                 23992,,,                  1356,                  3733,                504299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,              0,                913349,              2796920,,,,                486921,                 27754,                 26012,,                266721,                807408,,,                112744,                112744,                920152,,,,              1088158,              1088158,,                237725,,                174945,                  1707,,                371400,                548052,,,                  2833,                  2833,,              1876768,,,              1876768,,,,,,                  2377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,,,,
4952,2013年03月31日,,,,,,                134725,,                398879,,                377287,,                 17160,              1893526,,,                387725,,                114517,                 22966,,,,                  3225,                528433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,              0,                965475,              2421959,,,,                357169,                  3582,                 15847,,                105240,                481838,,,                 98442,                 98442,                580280,,,,              1088158,              1088158,,                292133,,                168836,                              0,,                291666,                460502,,,                    886,                    886,,              1841679,,,              1841679,,,,,,                  1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  1356,,                  1356,,,                 17123,                 81319,,
4952,2012年12月31日,,,,                878420,,                109263,,                447121,,                371136,,                 15552,              1821492,,,                366622,,                138238,                 25073,,,                  1356,                  3571,                533504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,              2354996,,,,                304551,                  5117,                 11332,,                139362,                460362,,,                 94896,                 94896,                555258,,,,              1088158,              1088158,,                292133,,                168836,                              0,,                254811,                423647,,,                 -4200,                 -4200,,              1799738,,,              1799738,,,,,,                  2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,                 17123,                 77773,,                              0
4952,2012年09月30日,,,,                815863,,                160307,,                760588,,                437469,,                 31872,              2206099,,,                371514,,                159888,                 27533,,,                  1356,                  3581,                562516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,              2768615,,,,                406459,                 10586,                 14004,,                152852,                795997,,,                 94201,                 94201,                890198,,,,              1088158,              1088158,,                292133,,                168836,                              0,,                333550,                502386,,,                 -4260,                 -4260,,              1878417,,,              1878417,,,,,,                  2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                212096,                 17660,                 76541,,                              0
4952,2012年06月30日,,,,                851441,,                213032,,                785740,,                459128,,                 17584,              2326925,,,                376775,,                139445,                 27092,,,                  1356,                  3637,                546949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,              2873874,,,,                569523,                 10586,                  4242,,                280356,                985721,,,                 92486,                 92486,              1078207,,,,              1088158,              1088158,,                292133,,                168836,                              0,,                248346,                417182,,,                 -1806,                 -1806,,              1795667,,,              1795667,,,,,,                  2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                121014,                 17629,                 74857,,
4952,2012年03月31日,,,,                871462,,                223462,,                443029,,                318922,,                 49447,              1906322,,,                380109,,                162072,                 33866,,,                  1356,                  4539,                580586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,              2486908,,,,                265398,                 16415,                 52409,,                128122,                537595,,,                 85178,                 85178,                622773,,,,              1088158,              1088158,,                292133,,                152150,                  5855,,                328057,                486062,,,                 -2218,                 -2218,                              0,              1864135,,                              0,              1864135,,,,,,                  3183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                 75251,                 17571,                 67607,,
4952,2012年01月01日,,,,                861060,,                176773,,                485835,,                337167,,                 60917,              1921752,,,                359583,,                182045,                 34083,,,                  1356,                 12782,                588493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,              2510245,,,,                188812,                 20432,                 54235,,                157491,                509070,,,                 97689,                 97689,                606759,,,,              1087566,              1087566,,                292133,,                152150,                  5855,,                367133,                525138,,,                 -1351,                 -1351,,              1903486,,,              1903486,,,,,,                 11426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                 88100,                 17571,                 80118,,                              0
