證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　　　 預收收入／遞延收入,　　　　 現金及約當現金合計,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收收入／遞延收入,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 庫藏股票,　　　　 待分配股票股利,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　 應付公司債,　　　　 應付公司債合計
2356,2015年09月30日,,,,             29276617,,                326752,,              8844535,,             65512985,,                 57982,,              1153824,,             37436834,,              3049130,            145658659,,,                406299,,                473048,,                570238,,             35833555,,                555034,,                877915,,              5481048,             44197137,            189855796,,,,,             11805025,,                 14346,,                 24263,,             66758243,,                 80189,,             15152300,              2286473,,,              2996021,,             15932300,             15932300,              7339019,             26267340,            122388179,,,              2295070,,                982416,              2040286,              3022702,              5317772,            127705951,,,,             35874751,             35874751,,              2923817,,             14061778,,              3131984,                              0,             55992330,              6157515,             62149845,            189855796,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,2015年06月30日,,,,             34597658,,                128747,,              7082161,,             48180078,,              4648460,,                913082,,             29808687,,              3112540,            128471413,,,                398968,,                446101,,                579467,,             35346186,,                561996,,                857670,,              5982431,             44172819,            172644232,,,,,             13139567,,                184578,,                 24263,,             51738645,,              2364393,,             16733545,              1845891,,,              2849771,,             12751918,             12751918,              5754217,             21355906,            107386788,,,              1858714,,                992034,              2566434,              3558468,              5417182,            112803970,,,,             35874751,             35874751,,              2922774,,             12118662,,              2485251,                              0,             53401438,              6438824,             59840262,            172644232,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,2015年03月31日,,,,             36273503,,                278161,,              5641665,,             46512826,,              6607663,,              1157554,,             32042418,,              2822593,            131336383,,,                476904,,                533652,,                599170,,             35172873,,                568958,,                869626,,              6094502,             44315685,            175652068,,,,,             14262887,,                124139,,                 24263,,             54893237,,              3257094,,              9836634,              2389127,,,              2785075,,             12987951,             12987951,              4952523,             20725549,            105512930,,,              1061509,,              1004425,              2577560,              3581985,              4643494,            110156424,,,,             35874751,             35874751,,              2921711,,             17226305,,              2795614,,             58818381,              6677263,             65495644,            175652068,              0,              0,              0,,             32042418,              2785075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,2014年12月31日,,,,             37731741,,                440972,,              8401561,,             59281105,,              8967761,,              1039645,,             31772851,,              3463204,            151098840,,,                457501,,                533751,,                613137,,             35073036,,                590080,,                901392,,              6433992,             44602889,            195701729,,,,,             15859736,,                 41666,,                 24263,,             67231370,,              6712732,,             12165426,              2115698,,,              2713152,,             15232531,             15232531,              4571486,             22517169,            126668060,,,              1005492,,              1014760,              2590627,              3605387,              4610879,            131278939,,,,             35874751,             35874751,,              2920718,,             15773335,,              3009234,                              0,             57578038,              6844752,             64422790,            195701729,              0,              0,              0,,             31772851,              2713152,             37731741,,                              0,            195701729,,,,             15859736,,                 41666,,                 24263,,             67231370,,              6712732,,             12165426,              2115698,,,              2713152,              2713152,,             15232531,             15232531,              4571486,             22517169,            126668060,,,              1005492,,              1014760,              2590627,              3605387,              4610879,            131278939,,,,             35874751,             35874751,,              2920718,,             15773335,,              3009234,             57578038,              6844752,             64422790,,,,,
2356,2014年09月30日,,,,             29850740,,                228934,,              9981883,,             52228790,,              8375014,,                997287,,             35340107,,              2983230,            139985985,,,                533357,,                552729,,                666292,,             34819515,,                596725,,                901038,,              6643652,             44713308,            184699293,,,,,             15041981,,                117450,,                 36395,,             68225978,,              3625603,,              9906963,              2051413,,,              2516919,,                              0,                              0,              3404219,              5921138,            104926921,,,             15119500,,              1018495,              1840792,              2859287,             17978787,            122905708,,,,             35874751,             35874751,,              2919952,,             13886816,,              1994829,                              0,             54676348,              7117237,             61793585,            184699293,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,2014年06月30日,,,,             42865341,,                252585,,              3376763,,             56876133,,              8506176,,              1137887,,             31424643,,              2332243,            146771771,,,                583382,,                552729,,                669869,,             34082032,,                603642,,                898488,,              7359014,             44749156,            191520927,,,,,             18851706,,                 61943,,                 36395,,             69442694,,              3967895,,             14873136,              1982128,,,              2343993,,                              0,                              0,              3169354,              5513347,            114729244,,,             14547250,,              1027840,              1813610,              2841450,             17388700,            132117944,,,,             35874751,             35874751,,              2897312,,             12057445,,              1515637,                              0,             52345145,              7057838,             59402983,            191520927,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,2014年03月31日,,,,             46534049,,                407463,,              6208471,,             63041847,,              7122317,,              1418820,,             30563610,,              1866180,            157162757,,,                576261,,                492729,,                702229,,             33731313,,                611101,,                917691,,              7813305,             44844629,            202007386,,,,,             25150285,,                120094,,                 36395,,             74865421,,              4146753,,              8389786,              2369804,,,              2249586,,                              0,                              0,              2882311,              5131897,            120210435,,,             14782750,,              1046585,              1866311,              2912896,             17695646,            137906081,,,,             35874751,             35874751,,              2896441,,             16318978,,              1982619,,             57072789,              7028516,             64101305,            202007386,              0,              0,              0,,             30563610,              2249586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,2013年12月31日,,,,,,                202669,,              3373724,,             59797670,,              6058961,,              1267146,,             39399911,,              1778792,            168811543,,,                490104,,                492729,,                706460,,             34032310,,                618025,,                887259,,              7962971,             45359593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,             56932670,,                169735,            214171136,,,,             24413577,,                104699,,                 50502,,             89604525,,              4813313,,              9298533,              1882321,,,              2128498,              2128498,,                              0,                              0,              2916279,              5044777,            135212247,,,             14242686,,              1056142,              1847873,              2904015,             17146701,            152358948,,,,             35874751,             35874751,,              2895677,,             14425431,,              1641264,             54837123,              6975065,             61812188,                              0,                              0,,,
2356,2013年09月30日,,,,,,                146711,,              3792176,,             64851051,,              4372180,,              1501518,,             38505278,,              2054495,            157797634,,,                546752,,                521741,,                973970,,             34371758,,                625075,,                978146,,              8043833,             46241567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,             42574225,,                180292,            204039201,,,,             24430853,,                 91245,,                 62633,,             88526635,,              2410802,,              7968483,              1335248,,,              2010958,              2010958,,,,              2107273,              4118231,            128944130,,,             11800000,,              1099700,              2635854,              3735554,             15535554,            144479684,,,,             35874751,             35874751,,              2894555,,             12635723,,              1313806,             52718835,              6840682,             59559517,                              0,,,,
2356,2013年06月30日,,,,,,                166269,,              9324570,,             52577076,,              6450169,,                893271,,             32963629,,              2027541,            143447902,,,                496890,,                521741,,              1029675,,             35084724,,                632471,,                965054,,              8495891,             47408293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,             39045377,,                181847,            190856195,,,,             25764049,,                 50251,,                 62633,,             71192846,,              3750594,,             10754405,              1840415,,,,              1929777,,,,              1962924,              3892701,            117307894,,,             11976000,,              1110339,              2273419,              3383758,             15359758,            132667652,,,,             35874751,             35874751,,              2893298,,             10736456,,              1580075,             51084580,              7103963,             58188543,                              0,                              0,,,
