證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期遞延收入,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付租賃款－流動,　　　　 長期應付票據及款項,　　　　　 應付租賃款－非流動,　　　　　 長期應付票據及款項合計,　　　 應付公司債,　　　　 應付公司債合計
9921,2015年09月30日,,,,              6679719,,                  6007,,                              0,,              3083925,,                178592,,             11481079,,                656110,,,             13334181,             13334181,,                903700,                903700,             36323313,,,                180985,,                              0,,                245146,,              7723875,,                 76135,,                107089,                183224,                762432,,                518106,                837959,,                229404,                229404,              1585469,             10681131,             47004444,,,,,             11017584,,                399625,,                  3327,,              1174511,,              5742859,,              4741177,              4741177,                587176,,                486368,,,                  4066,                329855,                333921,             24486548,,,                 27860,,              1211391,,                796068,                328909,                 62754,              1187731,              2426982,             26913530,,,,              3750646,              3750646,,              1720831,,              3325890,                605990,,             10158753,             14090633,,                476776,                              0,             20038886,                 52028,             20090914,             47004444,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921,2015年06月30日,,,,              6999628,,                  3502,,                              0,,              3580674,,                 96509,,             10600946,,                626889,,,             13311902,             13311902,,                738684,                738684,             35958734,,,                180150,,                              0,,                202534,,              7371331,,                 71123,,                 90743,                161866,                807919,,                500582,                811907,,                192516,                192516,              1505005,             10234073,             46192807,,,,,             10451907,,                399601,,                  1808,,              1047705,,              5891962,,              6550613,              6550613,                591311,,                489250,,,                    228,                280152,                280380,             25704537,,,                 33639,,              1046342,,                770880,                331503,                 62216,              1164599,              2244580,             27949117,,,,              3750646,              3750646,,              1720831,,              3325890,                605990,,              8944609,             12876489,,               -152709,                              0,             18195257,                 48433,             18243690,             46192807,              0,              0,              0,,                              0,                              0,,                  5268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921,2015年03月31日,,,,              7043281,,                  4397,,                  1412,,              2746961,,                 89570,,             11692631,,                596854,,,             12528923,             12528923,,                835644,                835644,             35539673,,,                190650,,                              0,,                205179,,              7564524,,                 69262,,                 97305,                166567,                825294,,                455230,                827627,,                147626,                147626,              1430483,             10450515,             45990188,,,,,             11231669,,                399581,,                              0,,                963546,,              4990175,,              4348584,              4348584,                920981,,                494793,,,                 53020,                244667,                297687,             23647016,,,                 84110,,              1067563,,                786861,                356356,                 64812,              1208029,              2359702,             26006718,,,,              3750646,              3750646,,              1720831,,              2914678,                725977,,             10875620,             14516275,,               -172434,                              0,             19815318,                168152,             19983470,             45990188,              0,              0,              0,,                              0,                              0,,                 67818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921,2014年12月31日,,,,              6470505,,                              0,,                  1319,,              3341777,,                 69721,,             11137271,,                457523,,,             12643907,             12643907,,                734238,                734238,             34856261,,,                161700,,                              0,,                207499,,              7662570,,                 79130,,                 97505,                176635,                673134,,                393053,                836947,,                206606,                206606,              1436606,             10318144,             45174405,,,,,             10621343,,                399581,,                              0,,              1147234,,              5337908,,              4126264,              4126264,                794318,,                416310,,,                 75430,                342761,                418191,             23261149,,,                 75264,,              1062871,,                801382,                358568,                 73444,              1233394,              2371529,             25632678,,,,              3750646,              3750646,,              1720831,,              2914678,                725977,,              9928381,             13569036,,                337263,                              0,             19377776,                163951,             19541727,             45174405,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921,2014年09月30日,,,,              7487102,,                 11576,,                  1279,,              3900449,,                111322,,             10451072,,                678575,,,             11782549,             11782549,,                735325,                735325,             35159249,,,                171450,,                179158,,                202548,,              7462243,,                 79304,,                 93113,                172417,                675751,,                372225,                815775,,                146501,                146501,              1334501,             10198068,             45357317,,,,,             11205424,,                399552,,                              0,,              1318564,,              6163825,,              3820963,              3820963,                817891,,                385402,,,                102724,                383455,                486179,             24597800,,,                107398,,              1153054,,                783166,                354462,                 76722,              1214350,              2474802,             27072602,,,,              3750646,              3750646,,              1720831,,              2914678,                725977,,              8888796,             12529451,,                103273,                              0,             18104201,                180514,             18284715,             45357317,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921,2014年06月30日,,,,              6693310,,                    673,,                  1281,,              4429096,,                 81072,,              9954857,,                513578,,,             11597583,             11597583,,                840233,                840233,             34111683,,,                              0,,                175958,,                201317,,              7469372,,                 83751,,                 91421,                175172,                556489,,                306583,                800121,,                140441,                140441,              1247145,              9845959,             43957642,,,,,              9577945,,                399636,,                    913,,              1202826,,              6087212,,              5616487,              5616487,                675045,,                312852,,,                 93467,                351211,                444678,             24317594,,,                 90748,,              1188934,,                769981,                358394,                134966,              1263341,              2543023,             26860617,,,,              3750646,              3750646,,              1720831,,              2914678,                725977,,              7739036,             11379691,,                 49755,                              0,             16900923,                196102,             17097025,             43957642,              0,              0,              0,,                 14850,                 14850,,                  5656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921,2014年03月31日,,,,              7056785,,                              0,,                  1194,,              3397592,,                 71448,,             11134338,,                484528,,,             10719183,             10719183,,                565124,                565124,             33430192,,,                              0,,                229523,,                201465,,              7517027,,                 86091,,                 95090,                181181,                559584,,                330249,                819777,,                135500,                135500,              1285526,              9995089,             43425281,,,,,             10936994,,                399532,,                  7814,,                865742,,              4718607,,              3912613,              3912613,                656925,,                337354,,,                101390,                343249,                444639,             22280220,,,                111183,,              1061045,,                790838,                361374,                 83464,              1235676,              2407904,             24688124,,,,              3750646,              3750646,,              1720831,,              2564206,                725977,,              9480564,             12770747,,                299658,                              0,             18541882,                195275,             18737157,             43425281,              0,              0,              0,,                 14850,                 14850,,                  5933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921,2013年12月31日,,,,,,,,                  1110,,,,                107249,,              9722146,,                360838,,,             11479841,             11479841,,                458885,                458885,             30506994,,,                              0,,,,                205940,,              7527139,,                 84356,,                 98067,                182423,                597033,,                309328,                827816,,                140628,                140628,              1277772,              9993750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                 14850,                 14850,,                  6102,              5447729,              2929196,                182491,             40500744,,,,              9616260,,                399523,,                903949,,              4831591,,              3538887,              3538887,                501597,,                345414,,,                103598,                330388,                433986,             20571207,,,                118793,,                994166,,                800531,                363383,                 83058,              1246972,              2359931,             22931138,,,,              3750646,              3750646,,              1720831,,              2564206,                725977,,              8420466,             11710649,,                205084,                              0,             17387210,                182396,             17569606,,,,,,,,
9921,2013年09月30日,,,,,,                  6705,,                  1051,,,,                 81735,,              8794527,,                555440,,,             10958711,             10958711,,                602869,                602869,             31660106,,,                              0,,,,                200982,,              7387037,,                 82124,,                 91764,                173888,                630627,,                340881,                822227,,                130580,                130580,              1293688,              9881871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                 14850,                 14850,,,              6969445,              3689623,                180799,             41541977,,,,             10521145,,                199643,,              1205789,,              5755237,,              3330047,              3330047,                656050,,                276280,,,                 55438,                319965,                375403,             22321680,,,                195756,,              1107393,,                794147,                481889,                 66013,              1342049,              2645198,             24966878,,,,              3750646,              3750646,,              1720831,,              2564206,                725977,,              7531175,             10821358,,                 40638,                              0,             16333473,                241626,             16575099,,                  2086,,,,,,
9921,2013年06月30日,,,,,,                 17865,,                  1020,,,,                 88665,,              8750413,,                393810,,,             11534909,             11534909,,                626355,                626355,             32521305,,,,,,,                151368,,              7394909,,                 80443,,                 87054,                167497,                598715,,                279179,                835902,,                136666,                136666,              1251747,              9762937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                 14850,                 14850,,,              7600928,              3507340,                183851,             42284242,,,,             10333294,,                199957,,              1199840,,              5822841,,              5090239,              5090239,                633755,,                309509,,,                 37069,                277711,                314780,             23904215,,,                247665,,              1057145,,                808655,                480700,                 68406,              1357761,              2662571,             26566786,,,,              3750646,              3750646,,              1720831,,              2564206,                725977,,              6604785,              9894968,,                101034,                              0,             15467479,                249977,             15717456,,                              0,,,,,,
