證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據,　　　　 其他應收票據,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人,　　　　 其他應收票據－關係人,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 應收租賃款,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 長期應收票據及款項,　　　　　 長期應收票據,　　　　　 長期應收款,　　　　　 長期應收租賃款,　　　　　 長期應收票據及款項淨額,　　　　 預付投資款,　　　　 淨確定福利資產-非流動,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據,　　　　　 其他應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 與待出售非流動資產直接相關之負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 以成本衡量之金融負債－流動,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 預付退休金－非流動,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 其他應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　 存貨－買賣業,　　　　　 存貨－買賣業淨額,　　　　 長期應收票據及款項－關係人,　　　　　 長期應收款－關係人,　　　　　 長期應收票據及款項－關係人淨額,　　　 應付公司債,　　　　 應付公司債合計,　　　　 待分配股票股利
4104,2015年09月30日,,,,              2204208,,                  2049,,                597101,,                390798,                446257,                837055,,                     32,                  6128,                  6160,,                687522,                 11108,                698630,,                430075,,              4237507,,                 12693,,              1192622,,                 82095,,                234503,                135209,                369712,             10669907,,,                328376,,                336606,,              2466291,,                358270,,                350839,,,                    509,                 50068,,                 24190,                 74767,                119531,,                530153,,                  4397,                    908,                  9365,                 14670,                              0,                 13353,,                 15500,,                 17678,                591354,              4626034,             15295941,,,,,                960000,,                              0,,                              0,,                  3579,                              0,                  3579,,              1200795,,                  8475,,              3811676,                  4941,                 30827,,                147961,                  8773,,,                  6237,                  6237,                198832,                205069,              6382096,,,                574242,,                 10945,,                  4370,,                 92280,,                 35395,                    852,                223951,                260198,                942035,              7324131,,,,              1204524,              1204524,,              2625616,,                565122,,              1789428,              2354550,,                 32033,                              0,              6216723,              1755087,              7971810,             15295941,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,2015年06月30日,,,,              2321525,,                    139,,                674853,,                353732,                431529,                785261,,                     75,                  9459,                  9534,,                749847,                 14087,                763934,,                396113,,              4005957,,                 24748,,              1069888,,                              0,,                497215,                 95154,                592369,             10644321,,,                413666,,                334807,,              2390138,,                383102,,                347160,,,                    699,                 49398,,                 23505,                 73602,                110174,,                506018,,                  2993,                    432,                 10704,                 14129,                              0,                 13272,,                  9500,,                 18656,                561575,              4614224,             15258545,,,,,              1270000,,                199860,,                     28,,                  5958,                              0,                  5958,,                966949,,                  8953,,              4166794,                     35,                 50233,,                160521,,,,                 12800,                 12800,                255894,                268694,              7098025,,,                287013,,                 24495,,                  4834,,                 71913,,                 40014,                    848,                218198,                259060,                647315,              7745340,,,,              1129524,              1129524,,              2386822,,                565122,,              1699862,              2264984,,                  3403,                              0,              5784733,              1728472,              7513205,             15258545,              0,              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,2015年03月31日,,,,              1908713,,                              0,,                638619,,                345330,                413324,                758654,,                     94,                 12128,                 12222,,                775734,                 16690,                792424,,                377751,,              3900997,,                 24916,,              1136299,,,,                191585,                156414,                347999,              9898594,,,                517550,,                339468,,              2338682,,                400193,,                344707,,,                    938,                 50540,,                 23798,                 75276,                101730,,                506353,,                  4684,                  1039,                 12212,                 17935,                              0,                  2156,,                  9500,,                 22027,                557971,              4675577,             14574171,,,,,              1024000,,                194863,,                  1082,,                  7350,                              0,                  7350,,                889728,,                  9575,,              3427492,                    162,                 70098,,                122797,,,,                 14266,                 14266,                278659,                292925,              6040072,,,                285789,,                 27353,,                  5304,,                 58054,,                 29490,                    769,                219604,                249863,                626363,              6666435,,,,              1129524,              1129524,,              2386822,,                536554,,              1911427,              2447981,,                114589,                              0,              6078916,              1828820,              7907736,             14574171,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,2014年12月31日,,,,              1973714,,                              0,,                605980,,                368122,                435456,                803578,,                     95,                 11998,                 12093,,                767280,                 16311,                783591,,                371613,,              3576585,,                 16922,,              1228115,,                              0,,                488242,                104010,                592252,              9964443,,,                724204,,                339845,,              2319124,,                420818,,                345288,,,                  1047,                 50983,,                 24091,                 76121,                102579,,                505518,,                  7941,                  1658,                 16488,                 26087,                 18000,                  1910,,                  9500,,                 29305,                590320,              4918299,             14882742,,,,,              1564000,,                 99913,,                    109,,                      8,                  7933,                  7941,,              1060787,,                 20273,,              3476302,                  5970,                 56327,,                111006,                              0,,,                 14526,                 14526,                258172,                272698,              6675326,,,                              0,,                 17532,,                  5786,,                 76377,,                 30717,                    769,                222248,                253734,                353429,              7028755,,,,              1129524,              1129524,,              2381354,,                536554,,              1825210,              2361764,,                304822,                              0,              6177464,              1676523,              7853987,             14882742,              0,              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,2014年09月30日,,,,              1106052,,                              0,,                              0,,                338334,                480325,                818659,,                  3895,                 13435,                 17330,,                781156,                 15538,                796694,,                381027,,              3843750,,                  9535,,              1248520,,                              0,,                163401,                116952,                280353,              8501920,,,                848106,,                196154,,              2813925,,                545957,,                189508,,,                    929,                 21656,,                 24384,                 46969,                105076,,                140107,,                 11363,                  2598,                 21058,                 35019,                369392,                  1056,,                  9000,,                 22870,                577444,              5323139,             13825059,,,,,              1072000,,                 79862,,                     64,,                  4312,                 77609,                 81921,,                948584,,                 13401,,              3485862,                    845,                 40003,,                122281,                              0,,,                 17332,                 17332,                168161,                185493,              6030316,,,                              0,,                 20829,,                  5558,,                 74287,,                 35976,                    666,                     40,                 36682,                137356,              6167672,,,,              1129524,              1129524,,              2300489,,                536554,,              1769751,              2306305,,                530670,                              0,              6266988,              1390399,              7657387,             13825059,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,2014年06月30日,,,,              1425516,,                              0,,                210200,,                385828,                520367,                906195,,                  4588,                 15433,                 20021,,                796249,                 14802,                811051,,                353820,,              3784069,,                  5389,,              1107115,,                              0,,                406729,                 79420,                486149,              9109525,,,                998309,,                195695,,              2738401,,                574799,,                189829,,,                  1002,                 22933,,                 24677,                 48612,                104818,,                141856,,                 12305,                  3731,                 23300,                 39336,                362653,                    813,,                  9000,,                 17709,                571367,              5421830,             14531355,,,,,              1033000,,                 79798,,                    256,,                    896,                 35013,                 35909,,                878028,,                  7568,,              4081904,                    682,                 56038,,                 72657,,,,                 21462,                340561,                206959,                547520,              6793360,,,                              0,,                  7858,,                  6743,,                 85759,,                 35950,                 10166,                    208,                 46324,                146684,              6940044,,,,              1132524,              1132524,,              2241408,,                536554,,              1700807,              2237361,,                645287,                 18359,              6238221,              1353090,              7591311,             14531355,              0,        300000,                              0,                319099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,2014年03月31日,,,,              1602223,,                    563,,                270200,,                361779,                524641,                886420,,                  3514,                 13542,                 17056,,                829489,                 13776,                843265,,                338845,,              3735521,,                  9086,,              1178225,,,,                209429,                133702,                343131,              9224535,,,                737290,,                196195,,              2763985,,                600940,,                190150,,,                  1264,                 43479,,                 24970,                 69713,                100378,,                155404,,                 11481,                  5802,                 23675,                 40958,                              0,                    599,,                  9000,,                 21973,                227934,              4886585,             14111120,,,,,              1100000,,                 79821,,                              0,,                  2565,                 83627,                 86192,,                831303,,                 11861,,              3585168,                    693,                 81552,,                 48209,,,,                 27138,                344322,                217383,                561705,              6386504,,,                              0,,                 10360,,                  5418,,                 88192,,                 45169,                 10166,                    460,                 55795,                159765,              6546269,,,,              1132524,              1132524,,              2240903,,                506560,,              1882364,              2388924,,                458706,                 18359,              6202698,              1362153,              7564851,             14111120,              0,        300000,,                317184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,2013年12月31日,,,,,,,,,,                399714,                480468,                880182,,                  2895,                  7897,                 10792,,                776764,                 12874,                789638,,                360305,,              3828682,,                  8784,,              1283712,,                 59315,,                246891,                136927,                383818,              9224268,,,                762956,,                176004,,              2739801,,                623415,,                190470,,,                  1530,                 43468,,                 25263,                 70261,                 98833,,                237855,,                  6927,                  6343,                 21296,                 34566,                              0,,,                  9000,,                 24074,                305815,              4967555,,,,,,,,,,,                  1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        300000,,,              1508840,                110200,                    320,             14191823,,,,              1070000,,                 49874,,                              0,,                 95257,                 96411,,              1040026,,                 20924,,              3697134,                    704,                 56773,,                 35483,,,                315302,                 28894,                344196,                147932,                492128,              6559457,,,                 16321,,                 12820,,                 64757,,                 45701,                 10166,                    713,                 56580,                150478,              6709935,,,,              1132524,              1132524,,              2240903,,                506560,,              1802773,              2309333,,                458342,                 18359,              6122743,              1359145,              7481888,              0,,,,,,,,
4104,2013年09月30日,,,,,,                    147,,,,                360096,                494273,                854369,,                  6343,                  3911,                 10254,,                804296,                 13962,                818258,,                404710,,              3559078,,                  5879,,              1344022,,                              0,,                248036,                180483,                428519,              8821972,,,                765340,,                176004,,              2843244,,                614016,,                190791,,,                  1545,                 43455,,                 69518,                114518,                 90056,,                162618,,                 13171,                  7295,                 23243,                 43709,                              0,,,                              0,,                 17779,                227998,              5021967,,,,,,,,,,,                  4089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        300000,,,              1276736,                120000,                              0,             13843939,,,,              1249968,,                              0,,                  1177,,                 83589,                 87678,,                998456,,                 17902,,              3571981,                    760,                 36769,,                 30949,,,                721842,                 26399,                748241,                170145,                918386,              6914026,,,                 15979,,                 10249,,                 75817,,                 52677,                 10166,                    965,                 63808,                165853,              7079879,,,,              1132524,              1132524,,              2051430,,                506560,,              1780664,              2287224,,                433894,                 18359,              5886713,                877347,              6764060,              0,,              1344022,,                  3892,                  3892,,,
4104,2013年06月30日,,,,,,                    662,,,,                459712,                562529,              1022241,,                  3340,                  2294,                  5634,,                816820,                 12903,                829723,,                432554,,              3690780,,                  4393,,              1262392,,                              0,,                220010,                161235,                381245,              8853768,,,                839350,,                210015,,              2846295,,                620308,,                222092,,,                  1831,                 43462,,                 71070,                116363,                 94416,,                160355,,                  5378,                 15386,                 23082,                 43846,                              0,,,                              0,,                 19476,                228035,              5176874,,,,,,,,,,,                  7257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        300000,,,              1124144,                100000,                              0,             14030642,,,,              1114000,,                 49961,,                              0,,                 82475,                 89732,,                933692,,                 20678,,              3935852,                    189,                 54963,,                 36861,,,                406161,                 20471,                426632,                196903,                623535,              6859463,,,                 21349,,                 10729,,                 87227,,                 52638,                 10266,                  1218,                 64122,                494915,              7354378,,,,              1132524,              1132524,,              2040739,,                506560,,              1694462,              2201022,,                479703,                 18359,              5835629,                840635,              6676264,              0,,              1262392,,                  4358,                  4358,,                311488,
