證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－處分資產增益,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 重估增值,　　　　　　 重估增值合計,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－處分資產增益,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 重估增值,　　　　　 重估增值合計,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 待分配股票股利,　　　　 資本公積－其他,　　　 其他應收款,　　　　 其他應收款淨額,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 庫藏股票
2105,2015年09月30日,,,,             22847944,,                170850,,              2556255,,             10926789,,                208193,,             13985834,,              1093453,,              1348735,             53138053,,,                 58187,,                169561,,            108774141,,                328495,                723461,,              5898123,            115951968,            169090021,,,,,             18071258,,                222265,,              6487099,,              6804784,              1684800,,              7800191,             41070397,,,                 30559,,              8600000,,             23848177,,                115053,,              2524068,,              4125073,             39242930,             80313327,,,,             32414155,             32414155,,                  9772,                 42804,                 52576,,             11678012,              2604163,,             37410491,             51692666,,,              3717718,,                 78130,              3795848,             87955245,                821449,             88776694,            169090021,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,2015年06月30日,,,,             28193969,,                190605,,              3307997,,             10976897,,                203778,,             13601934,,              1506821,,              1501507,             59483508,,,                 58187,,                187695,,            105833987,,                328737,                713832,,              5032685,            112155123,            171638631,,,,,             16395334,,                 36560,,              7373341,,             16059795,              1433717,,              8599432,             49898179,,,                 35013,,              8600000,,             22618499,,                108595,,              3072901,,              4046618,             38481626,             88379805,,,,             32414155,             32414155,,                  9772,                 42804,                 52576,,             11678012,              2604163,,             34360542,             48642717,,,              1290558,,                 97635,              1388193,             82497641,                761185,             83258826,            171638631,              0,              0,                              0,,                              0,,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,2015年03月31日,,,,             22694220,,                157701,,              2727568,,             11963785,,                170276,,             15233608,,              1199399,,              1555459,             55702016,,,                 58187,,                179364,,            108593829,,                328979,                739095,,              5166095,            115065549,            170767565,,,,,             15811993,,                 88481,,              6846550,,              6339539,              2235236,,             10116784,             41438583,,,                 42582,,              8600000,,             22437213,,                108479,,              2937900,,              4102635,             38228809,             79667392,,,,             32414155,             32414155,,                  9772,                 42804,                 52576,,             10076452,              2604163,,             42431502,             55112117,,,              2653859,,                 64666,              2718525,             90297373,                802800,             91100173,            170767565,              0,              0,                              0,,                              0,,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,2014年12月31日,,,,             21166079,,                137351,,              3148922,,             11179906,,                178105,,             16572698,,              1172404,,              1620780,             55176245,,,                 58187,,                175325,,            109430271,,                329221,                730697,,              3970421,            114694122,            169870367,,,,,             14436115,,                 57482,,              8239180,,              6707782,              2206857,,              8937676,             40585092,,,                 47823,,              8600000,,             25028308,,                106684,,              2778204,,              4167231,             40728250,             81313342,,,,             32414155,             32414155,,                  9772,                 42804,                 52576,,             10076452,              2604163,,             39169276,             51849891,,,              3402402,,                 44370,              3446772,             87763394,                793631,             88557025,            169870367,              0,              0,                              0,,                              0,,                              0,              0,             21166079,,                              0,            169870367,,,,             14436115,,                 57482,,              8239180,,              6707782,              2206857,,              8937676,             40585092,,,                 47823,,              8600000,,             25028308,,                106684,,              2778204,,              4167231,             40728250,             81313342,,,,             32414155,             32414155,,                  9772,                 42804,                              0,                 52576,,             10076452,              2604163,,             39169276,             51849891,,,              3402402,,                 44370,,                              0,,                              0,              3446772,             87763394,                793631,             88557025,,,,,,,
2105,2014年09月30日,,,,             19710930,,                135748,,              2809815,,             11897415,,                211253,,             15560228,,              1298133,,              1256082,             52879604,,,                 58187,,                171554,,            106710591,,                329464,                726697,,              3900057,            111896550,            164776154,,,,,             16054308,,                 38262,,              8654179,,              5846778,              2116043,,             10751311,             43460881,,,                 51862,,              8600000,,             24857066,,                100459,,              2107906,,              3579106,             39296399,             82757280,,,,             32414155,             32414155,,                  9772,                 42804,                 52576,,             10076452,              2604163,,             34879016,             47559631,,,              1271053,,                 42579,              1313632,             81339994,                678880,             82018874,            164776154,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,2014年06月30日,,,,             26179938,,                155422,,              3036001,,             11418073,,                186629,,             16822776,,              1276979,,              1451193,             60527011,,,                 65822,,                182955,,            103968019,,                329706,                729455,,              3746780,            109022737,            169549748,,,,,             17303594,,                 93203,,              8828284,,             15452305,              1649612,,             13245390,             56572388,,,                 63373,,              5800000,,             24519778,,                 95120,,              2969176,,              3841335,             37288782,             93861170,,,,             32414155,             32414155,,                  9772,                 42804,                 52576,,             10076452,              2604163,,             30233413,             42914028,,,               -320756,,                 42305,               -278451,             75102308,                586270,             75688578,            169549748,              0,              0,                              0,,                              0,,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,2014年03月31日,,,,             20715288,,                144673,,              2692272,,             11175966,,                153096,,             17177997,,              1567254,,              1961080,             55587626,,,                 65822,,                169550,,            105798408,,                329948,                671061,,              3518932,            110553721,            166141347,,,,,             14302644,,                 73998,,              7945746,,              6188586,              1987606,,             11182802,             41681382,,,                 67466,,              5800000,,             28695916,,                 68542,,              3016731,,              3491758,             41140413,             82821795,,,,             32414155,             32414155,,                  9772,                 42804,                 52576,,              8221599,              2604163,,             38423022,             49248784,,,                956484,,                 34427,                990911,             82706426,                613126,             83319552,            166141347,              0,              0,                              0,,                              0,,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,2013年12月31日,,,,,,                142302,,              2427021,,              9936746,,                165485,,             16504165,,              1515354,,              1653675,             52160423,,,                 65822,,                158643,,            104394750,,                330190,                690240,,              4428404,            110068049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,              0,             19814425,,                  1250,            162228472,,,,             12101722,,                 63862,,              8453823,,              6663411,              2434773,,             10762524,             40480115,,,                 36538,,              5800000,,             30954591,,                 73462,,              2409458,,              3074820,             42348869,             82828984,,,,             32414155,             32414155,,                  9772,                 42804,                              0,                 52576,,              8221599,              2604163,,             34754705,             45580467,,,                734974,,                 31933,,                              0,,                              0,                766907,             78814105,                585383,             79399488,                              0,                              0,,,,,
2105,2013年09月30日,,,,,,                118068,,              2555311,,              9411767,,                149787,,             16328294,,              1161833,,              1717662,             51082508,,,                 75147,,                148745,,            102372558,,                330432,                696185,,              4603805,            108226872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,              0,             19639786,,                              0,            159309380,,,,             13931837,,                 91201,,              8190904,,              6127549,              2142341,,             11894927,             42378759,,,                 38399,,              5800000,,             32735532,,                 72389,,              1534179,,              2792459,             42972958,             85351717,,,,             32414155,             32414155,,                  9772,                 42804,                              0,                 52576,,              8221599,              2604163,,             29725032,             40550794,,,                380951,,                 14295,,                              0,,                              0,                395246,             73412771,                544892,             73957663,,,,,,,
2105,2013年06月30日,,,,,,                106590,,              2151207,,             10503666,,                179227,,             17895412,,              1328271,,              1531326,             57332605,,,                 75147,,                162287,,            102780422,,                330675,                599647,,              4614319,            108562497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,              0,             23636906,,                              0,            165895102,,,,             19711946,,                137602,,              8223697,,             10782399,              1810447,,              9702084,             50368175,,,                 38955,,              5500000,,             34759775,,                 71200,,              2420787,,              2725908,             45516625,             95884800,,,,             28186222,             32414155,,                  9772,                 42804,                              0,                 52576,,              8221599,              2604163,,             25011115,             35836877,,,              1169378,,                 -4708,,                              0,,                              0,              1164670,             69468278,                542024,             70010302,              4227933,,,,,,
