證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 以成本衡量之金融資產－流動,　　　　 以成本衡量之金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 短期借款,　　　　 短期借款合計,　　　 應付公司債,　　　　 應付公司債合計,　　　　 法定盈餘公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－認股權,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計
3016,2015年09月30日,,,,                 95188,,                135557,,                      7,,                              0,,                311071,,                 14253,,                    532,,                 90963,,                  8704,,                    857,                657132,,,                  7170,,                 34787,,                469092,,                 38630,,                  2051,,                  3372,                555102,              1212234,,,,,                  2556,,                     19,,                 58583,,                 63508,                    279,,                  2296,                127241,,,                  9244,                  9244,                136485,,,,                940518,                940518,,                102437,,                  1569,,                 29592,                 31161,,                  1633,              1075749,              1075749,              1212234,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,2015年06月30日,,,,                261653,,                 34651,,                      7,,                              0,,                204572,,                  4160,,                    263,,                113673,,                 10989,,                    853,                630821,,,                  7170,,                 35848,,                488988,,                 39144,,                  2475,,                  3310,                576935,              1207756,,,,,                    500,,                              0,,                 64843,,                 80336,                    434,,                  2712,                148825,,,                  9245,                  9245,                158070,,,,                940518,                940518,,                102437,,                  1569,,                  5188,                  6757,,                    -26,              1049686,              1049686,              1207756,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,2015年03月31日,,,,                197594,,                 65582,,                      7,,                              0,,                184679,,                 15598,,                    456,,                106660,,                  6686,,                    850,                578112,,,                  7170,,                 38931,,                504446,,                 39657,,                  3038,,                  5056,                598298,              1176410,,,,,                    181,,                              0,,                 51211,,                 61127,                              0,,                  3002,                115521,,,                  9822,                  9822,                125343,,,,                940518,                940518,,                102437,,,,                  7607,                  7607,,                    505,              1051067,              1051067,              1176410,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,2014年12月31日,,,,                187843,,                 84209,,                      7,,                    464,,                189258,,                  1281,,                    441,,                 62571,,                 78585,,                    847,                605506,,,                  7170,,                 40908,,                502968,,                 40204,,                  3629,,                  3153,                598032,              1203538,,,,,                              0,,                    648,,                 52580,,                 76416,                    789,,                  3584,                134017,,,                  9968,                  9968,                143985,,,,                940518,                940518,,                102437,,                              0,,                 15686,                 15686,,                    912,              1059553,              1059553,              1203538,              0,              0,              0,                187843,                    441,              1203538,,,,                    648,,                 52580,,                 76416,                    789,,                  3584,                134017,,,                  9968,                  9968,                143985,,,,                940518,                940518,,                102437,,,                 15686,                 15686,,                    912,                              0,              1059553,              1059553,,,,,,,,,,,,,
3016,2014年09月30日,,,,                220528,,                 66051,,                      7,,                              0,,                204990,,                  7330,,                    343,,                 78601,,                 71267,,                    847,                649964,,,                  7170,,                 41172,,                556928,,                              0,,                  3629,,                  4868,                613767,              1263731,,,,,                              0,,                  2025,,                 72164,,                110531,                    293,,                  2808,                187821,,,                  6252,                  6252,                194073,,,,                940378,                940378,,                102337,,                              0,,                 26174,                 26174,,                    769,              1069658,              1069658,              1263731,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,2014年06月30日,,,,                216025,,                 13866,,                      7,,                    229,,                246905,,                 11118,,                    383,,                 80307,,                 67108,,                    843,                636791,,,                  7170,,                 41682,,                533293,,                              0,,                  3657,,                    690,                586492,              1223283,,,,,                     97,,                              0,,                 65972,,                 67836,                    226,,                  3055,                137186,,,                  7775,                  7775,                144961,,,,                939888,                939888,,                101987,,                              0,,                 35565,                 35565,,                    882,              1078322,              1078322,              1223283,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,2014年03月31日,,,,                394073,,                131661,,                      7,,                    703,,                175810,,                  7717,,                    456,,                 75447,,                 69254,,                    841,                855969,,,                 24000,,                 40799,,                550291,,                              0,,                  4352,,                    693,                620135,              1476104,,,,,                              0,,                              0,,                 49235,,                 58089,                    493,,                300945,                408762,,,                  7914,                  7914,                416676,,,,                938708,                938708,,                132773,,,,                -13605,                -13605,,                  1552,              1059428,              1059428,              1476104,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,2013年12月31日,,,,,,                104526,,                      7,,                    118,,                166622,,                  1169,,,,                 70560,,                 75630,,                    837,                809954,,,                 24000,,                 41730,,                549456,,                              0,,                  5124,,                    664,                620974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                390029,                    456,              1430928,,,,                    630,,                 30041,,                 54241,                    458,,                299683,                385053,,,                  8303,                  8303,                393356,,,,                938708,                938708,,                131612,,,                -34007,                -34007,,                  1259,                              0,              1037572,              1037572,,                              0,,                              0,,                              0,                              0,,,,,,
3016,2013年09月30日,,,,,,                 93015,,                      7,,                    114,,                205786,,                  7871,,,,                 98151,,                 75134,,                    837,                823776,,,                 30000,,                 42624,,                562432,,,,                  5692,,                  3220,                643968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                342472,                    389,              1467744,,,,                              0,,                 36609,,                 52807,                    692,,                298164,                388351,,,                  8662,                  8662,                397013,,,,                938708,                938708,,                130451,,,                  1053,                  1053,,                    519,,              1070731,              1070731,,                     79,,,,,,,,,,,
3016,2013年06月30日,,,,,,                 68432,,                      7,,                    638,,                225481,,                    780,,,,                115519,,                 83593,,                    833,                820413,,,                 30000,,                 44601,,                583157,,,,                  3127,,                    710,                661595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                324805,                    325,              1482008,,,,                              0,,                 59533,,                 58505,                    996,,                295573,                415356,,,                  6721,                  6721,                422077,,,,                938708,                938708,,                129290,,,                 -8623,                 -8623,,                    556,,              1059931,              1059931,,                    749,,,,,,,,,,,
