證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨（建設業適用）,　　　　　 存貨（建設業適用）淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 保固之短期負債準備,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 代收款,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 待分配股票股利
2524,2015年09月30日,,,,                193437,,                 17838,,                  3360,,                    411,,                  4623,,                 16389,,,             28510610,             28510610,,                519473,,                 26380,                    696,                 27076,             29293217,,,                     82,,                    299,,                423041,,                187094,                 10098,,                  8609,                  8609,                629223,             29922440,,,,,              7889250,,              4893671,,                 24927,,                499963,,                 29980,,              1466016,,                 35406,                 35406,                    176,                 51770,,                 11193,                 11193,,,                 41366,,              2289800,              2289800,                412670,              2743836,             17646188,,,              1587000,,                 28644,,                 41068,                  2896,                              0,                 43964,              1659608,             19305796,,,,              3838202,              3838202,,,                 26102,                 26102,                 26102,,                998050,                              0,,              5754290,              6752340,,                              0,             10616644,             10616644,             29922440,              0,              0,              0,
2524,2015年06月30日,,,,                 97394,,                 22117,,                 14894,,                 33693,,                 12602,,                 14815,,,             28206474,             28206474,,                515282,,                 26380,                    837,                 27217,             28944488,,,                     82,,                    323,,                373796,,                188181,                 10135,,                  8829,                  8829,                581346,             29525834,,,,,              7841820,,              4913594,,                 25191,,                567704,,                 28981,,              1385173,,,                333662,                     56,                 59943,,,                 11786,,,                 47081,,              2289800,              2289800,                369059,              2705940,             17873850,,,              1083000,,                 25789,,                 40683,                  2941,,                 43624,              1152413,             19026263,,,,              3759261,              3834447,,,                 21077,                 21077,                 21077,,                998050,                              0,,              5645997,              6644047,,                              0,             10499571,             10499571,             29525834,              0,              0,              0,                 75186
2524,2014年12月31日,,,,                189899,,                 16678,,                  6577,,                 12050,,                  7351,,                  9137,,,             27411888,             27411888,,                491676,,                 26380,                  1602,                 27982,             28173238,,,                     82,,                    203,,                303932,,                190489,                 14831,,                  8204,                  8204,                517741,             28690979,,,,,              7233920,,              4880854,,                 16869,,                527393,,                 59382,,              1264996,,                 47079,                 47079,                     63,                169572,,                 13343,                 13343,,,                 60130,,              2289800,              2289800,                278550,              2628480,             16841951,,,              1083000,,                              0,,                 39917,                  3001,                              0,                 42918,              1125918,             17967869,,,,              3759261,              3759261,,,                 21077,                 21077,                 21077,,                900490,                              0,,              6042282,              6942772,,                              0,             10723110,             10723110,             28690979,              0,              0,              0,                              0
2524,2014年09月30日,,,,                 80844,,                 18016,,                  1348,,                301726,,                    115,,                  6425,,,             26329357,             26329357,,                477006,,                 26380,                 10241,                 36621,             27251458,,,                     82,,                    226,,                248013,,                191665,                 12805,,                  8191,                  8191,                460982,             27712440,,,,,              7280220,,              4665005,,                 34859,,                695155,,                 81549,,              1499252,,                 29785,                 29785,                    186,                150539,,                 10669,                 10669,,,                146616,,              2289800,              2289800,                216246,              2652662,             17099881,,,                140000,,                              0,,                 38562,                    984,                              0,                 39546,                179546,             17279427,,,,              3759261,              3759261,,,                 21077,                 21077,                 21077,,                900490,                              0,,              5752185,              6652675,,                              0,             10433013,             10433013,             27712440,              0,              0,              0,
2524,2014年06月30日,,,,                195619,,                 16907,,                    838,,                 54402,,                    687,,                  4050,,,             25662140,             25662140,,                253198,,                              0,                  9993,                  9993,             26197834,,,                     82,,                182742,,                 29104,,                192864,                 24720,,                 33322,                 33322,                462834,             26660668,,,,,              7313520,,              4159059,,                 35926,,                619032,,                 18819,,              1555538,,,                 22393,                     88,                172893,,,                 12610,,,                302723,,              2289800,              2289800,                174442,              2766965,             16676843,,,                              0,,                  9376,,                 38197,                    984,,                 39181,                 48557,             16725400,,,,              3759261,              3759261,,,                 21077,                 21077,                 21077,,                900490,                              0,,              5254440,              6154930,,                              0,              9935268,              9935268,             26660668,              0,              0,              0,                              0
