證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 應付薪資,　　　　　 應付員工紅利,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　　　 應付股利,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 應付薪資,　　　　 應付員工紅利,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應付票據,　　　　 應付票據合計,　　　　 應付董監事酬勞,　　　　 其他流動負債－其他
6286,2015年09月30日,,,,              1743522,,                 26347,,              2218173,,              1733012,,                 46859,,                876464,                 87006,                963470,              6731383,,,                  2698,,                 45734,,                  3204,,              2884442,,                184022,,                 62152,                104010,,                 32685,                 20851,,                 29333,                 82869,              3369131,             10100514,,,,,                 35000,,                              0,,              1206793,,                403206,                622587,              1025793,                193315,,                 13457,,                284222,              2758580,,,                 14118,                 32713,                    989,                 47820,                 47820,              2806400,,,,              1485173,              1485173,,                386011,,              1595432,                              0,,              3784838,              5380270,,                 42359,              7293813,                    301,              7294114,             10100514,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6286,2015年06月30日,,,,              2089945,,                333285,,              2016173,,              1589295,,                 43584,,              1146328,                 26456,              1172784,              7245066,,,                  5130,,                 45734,,                  3204,,              2920546,,                135758,,                 61282,                 83313,,                 52103,                 22458,,                 29265,                103826,              3358793,             10603859,,,,,                 35000,,                     93,,              1203622,,                322512,                521945,              1958337,                241033,,                 13457,,                277136,              3728678,,,                 14728,                 29276,                    972,                 44976,                 44976,              3773654,,,,              1485173,              1485173,,                386011,,              1595432,                              0,,              3350253,              4945685,,                 11612,              6828481,                  1724,              6830205,             10603859,              0,              0,,                              0,              1113880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6286,2015年03月31日,,,,              1424677,,                  3003,,              2285566,,              1475771,,                 60849,,              1680952,                 56140,              1737092,              6987238,,,                  6607,,                 45734,,                  3204,,              2598209,,                135995,,                 69042,                 76045,,                 35197,                 23028,,                 29283,                 87508,              3022344,             10009582,,,,,                 45000,,                              0,,              1043628,,                291620,                455518,                747138,                266655,,                 13457,,                260276,              2376154,,,                 15324,                 28325,                    979,                 44628,                 44628,              2420782,,,,              1485173,              1485173,,                386011,,              1445541,                 50147,,              4205868,              5701556,,                 18891,              7591631,                 -2831,              7588800,             10009582,              0,              0,,                    280,,,                 18891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6286,2014年12月31日,,,,              1272283,,                  1001,,              2167289,,              1575521,,                 61773,,              1669848,                 33908,              1703756,              6781623,,,                 43103,,                 45734,,                  3204,,              2185816,,                136232,,                 78086,                 72152,,                127177,                 24852,,                 29297,                181326,              2745653,              9527276,,,,,                 30000,,                  1077,,              1108299,,                319413,                366202,                685615,                170919,,                 13457,,                253193,              2262560,,,                 15928,                 26655,                    991,                 43574,                 43574,              2306134,,,,              1485173,              1485173,,                386011,,              1445541,                 50147,,              3827192,              5322880,,                 28190,              7222254,                 -1112,              7221142,              9527276,              0,              0,,                              0,                              0,,                 28190,              1272283,                  3204,              9527276,,,,                 30000,,                  1077,,              1108299,,                319413,                366202,                685615,                170919,,                 13457,,                253193,              2262560,,,                 15928,                 26655,                    991,                 43574,                 43574,              2306134,,,,              1485173,              1485173,,                386011,,              1445541,                 50147,,              3827192,              5322880,,                 28190,                              0,              7222254,                 -1112,              7221142,              0,,,,,,,,
6286,2014年09月30日,,,,                941469,,                              0,,              2393762,,              1643021,,                 47044,,              1323190,                 65673,              1388863,              6414159,,,                 39582,,                 45734,,                 25204,,              2293655,,                137851,,                 85105,                 77060,,                 51180,                 24620,,                 24919,                100719,              2804910,              9219069,,,,,                 26000,,                  1942,,              1159166,,                263664,                568033,                831697,                 79314,,                 13457,,                288248,              2399824,,,                 28371,                 25922,                    958,                 55251,                 55251,              2455075,,,,              1485173,              1485173,,                386011,,              1445541,                 50147,,              3423351,              4919039,,                -27720,              6762503,                  1491,              6763994,              9219069,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6286,2014年06月30日,,,,              1480903,,                238725,,              2141022,,              1705185,,                 70747,,              1297723,                 15027,              1312750,              6949439,,,                 54437,,                 46734,,                 25204,,              2112817,,                259391,,                 75456,                 78856,,                 56844,                 25490,,                 15543,                 97877,              2750772,              9700211,,,,,                 24000,,                              0,,              1201251,,                232868,                472334,              1670564,                125141,,                 13457,,                250704,              3285117,,,                 28712,                 24997,                    944,                 54653,                 54653,              3339770,,,,              1485173,              1485173,,                386011,,              1445541,                 50147,,              3011689,              4507377,,                -21515,              6357046,                  3395,              6360441,              9700211,              0,              0,,                    107,                965362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6286,2014年03月31日,,,,                994857,,                160202,,              2042112,,              1559506,,                 83087,,              1863489,                 48283,              1911772,              6751536,,,                 27133,,                 46734,,                 25204,,              2048007,,                260094,,                 76021,                 81607,,                 30075,                 26029,,                 15281,                 71385,              2636185,              9387721,,,,,                 25000,,                    506,,              1175908,,                222967,                403289,                626256,                260934,,                 13457,,                269810,              2371871,,,                 29106,                 24178,                    959,                 54243,                 54243,              2426114,,,,              1485173,              1485173,,                386011,,              1308172,                 83227,,              3730056,              5121455,,                -36537,              6956102,                  5505,              6961607,              9387721,              0,              0,,                              0,,,                -36537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6286,2013年12月31日,,,,,,                160011,,              1843082,,              1384206,,                 55593,,              1558205,                 33902,              1592107,              6369325,,,                 23183,,                 49775,,,,              1680306,,                260797,,                 78308,                 83061,,                121250,                 30509,,                 15992,                167751,              2368385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,              1334326,                 25204,              8737710,,,,                 45000,,                     42,,                926069,,                276245,                322590,                598835,                197871,,                 13457,,                294914,              2076188,,,                 29473,                 23048,                  1077,                 53598,                 53598,              2129786,,,,              1485173,              1485173,,                386011,,              1308172,                 83227,,              3387899,              4779298,,                -50147,                              0,              6600335,                  7589,              6607924,              0,,                -50147,,,,,,
6286,2013年09月30日,,,,,,                162260,,              2183384,,              1449531,,                              0,,              1434887,                109390,              1544277,              6399386,,,                 21809,,                 49775,,,,              1389212,,                              0,,                 64532,                 93464,,                564085,                 37427,,                 48464,                649976,              2293972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      1000000,,                      4,,,,              1059930,                 25204,              8693358,,,,                 39000,,                              0,,              1026527,,                236488,                626473,                862961,                156475,,                 16456,,                252448,              2353867,,,                 27835,                 22098,                  3484,                 53417,                 53417,              2407284,,,,              1495173,              1495173,,                390655,,              1308172,                 83227,,              3330792,              4722191,,                -56014,                253529,              6298476,                -12402,              6286074,              0,,,,,,,,
6286,2013年06月30日,,,,,,                485648,,              2114842,,              1384579,,                 68170,,              1953601,                 29503,              1983104,              7144362,,,                 23183,,                 49775,,,,              1395458,,                              0,,                 68334,                110587,,                490115,                 34652,,                 49487,                574254,              2246795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      1000000,,                              0,,,,              1108019,                 25204,              9391157,,,,                 29000,,                    269,,              1121232,,,,              1866390,                109078,,                 16456,,                242116,              3384541,,,,,,                 56587,                 56587,              3441128,,,,              1495173,              1495173,,                390655,,              1308172,                 83227,,              2986256,              4377655,,                -50760,                253529,              5959194,                 -9165,              5950029,              0,,,,,,,,
