證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　　 應付股利,　　　　 其他應付款－其他,　　　　　 其他非流動資產－其他,　　　　　 一年或一營業週期內到期長期借款
2362,2015年09月30日,,,,             10424487,,              1126502,,                441383,,                  6686,,              2429629,,                              0,,                 19741,,              4092197,,                493509,,              1296262,             20330396,,,              2594588,,              1806831,,             92421227,,                 42821,                121833,,                902705,              5226540,,              2598768,              8728013,            105715313,            126045709,,,,,             12179554,,                              0,,                     38,,              1867852,,                227844,,              2777098,                112501,,                 38694,,,              3673928,              1913420,              5587348,             22790929,,,              5000000,,             33204563,,             13318731,,              1147170,                632437,              1779607,             53302901,             76093830,,,,              6831630,              6831630,,,              1379498,                152817,              1532315,,              1344657,             33853587,,              1061783,             36260027,,,              5340319,,                286658,              5626977,                313144,             49937805,                 14074,             49951879,            126045709,              0,              0,     30447265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,2015年06月30日,,,,              2943636,,              1224436,,                548377,,                  8242,,              1574661,,                              0,,,,              3095203,,                411819,,              3100141,             12906515,,,              2512723,,              1666539,,             89106922,,                 46176,                139431,,                874939,              5095897,,              2525721,              8496557,            101968348,            114874863,,,,,              8238445,,                    335,,                  1964,,              2126494,,                126210,,              2991167,                189983,,                 32691,,,              3822798,              2332951,              6155749,             19863038,,,,,             31849245,,             12856392,,              1091545,                603676,              1695221,             46400858,             66263896,,,,              6831630,              6831630,,,              1379498,                152817,              1532315,,              1344657,             33853587,,              1020260,             36218504,,,              3790878,,                429012,              4219890,                203488,             48598851,                 12116,             48610967,            114874863,              0,              0,     27047265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,2015年03月31日,,,,              3331934,,                863744,,                602718,,                  9324,,              1935563,,                 13175,,,,              3004339,,                620661,,              3430635,             13812093,,,              2051066,,              1424061,,             88388075,,                 46632,                114949,,                821976,              5991279,,              2751297,              9564552,            101589335,            115401428,,,,,             10743497,,                              0,,                  6034,,              2693579,,                203166,,              1518730,                246625,,                 32686,,,              5162911,              2219767,              7382678,             22826995,,,,,             27936324,,             12895861,,              1040218,                214782,              1255000,             42087185,             64914180,,,,              6831630,              6831630,,,              1379498,                 85199,              1464697,,              1111418,             33469780,,              3071767,             37652965,,,              4215593,,                513381,              4728974,                203488,             50474778,                 12470,             50487248,            115401428,              0,              0,     27047265,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,2014年12月31日,,,,              2660118,,                930077,,                612284,,                 14306,,              2053168,,                 45865,,                              0,,              2781813,,                452431,,              3181717,             12731779,,,              1982794,,              1419345,,             89215318,,                 48539,                112545,,                834577,              6278847,,              2640407,              9753831,            102532372,            115264151,,,,,              8729677,,                  5187,,                 12457,,              1786092,,                180613,,              2348444,                203678,,                 29840,,,              5442974,              1803024,              7245998,             20541986,,,                              0,,             29367302,,             13008487,,              1115482,                345646,              1461128,             43836917,             64378903,,,,              6831630,              6831630,,,              1379498,                 85199,              1464697,,              1111418,             33469780,,              2548046,             37129244,,,              5124798,,                525740,              5650538,                203488,             50872621,                 12627,             50885248,            115264151,              0,              0,     27047265,                              0,              2660118,            115264151,,,,              8729677,,                  5187,,                 12457,,              1786092,,                180613,,              2348444,                203678,,                 29840,,,              5442974,              1803024,              7245998,             20541986,,,             29367302,,             13008487,,              1115482,                345646,              1461128,             43836917,             64378903,,,,              6831630,              6831630,,,              1379498,                 85199,                              0,              1464697,,              1111418,             33469780,,              2548046,             37129244,,,              5124798,,                525740,              5650538,                203488,             50872621,                 12627,             50885248,,,,,,
2362,2014年09月30日,,,,              4066816,,                927011,,                720740,,                 15234,,              1585192,,                              0,,                              0,,              1392416,,                240885,,              1362693,             10310987,,,              1800293,,              1290059,,             80107091,,                 28284,                156039,,                884438,              8150002,,              2842476,             11876916,             95258682,            105569669,,,,,             10260687,,                  4254,,                  9738,,              2118839,,                139372,,              1641282,                215863,,                 30294,,,              3849730,              1381899,              5231629,             19651958,,,                              0,,             24364853,,             12335330,,              1060428,                426190,              1486618,             38186801,             57838759,,,,              6831630,              6831630,,,              1379498,                 85199,              1464697,,              1111418,             33469780,,              1772578,             36353776,,,              2622629,,                661666,              3284295,                203488,             47730910,                              0,             47730910,            105569669,              0,              0,     27047265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,2014年06月30日,,,,              4409919,,                657971,,                910164,,                 12541,,              1866183,,                              0,,,,              1134528,,                297332,,              1497559,             10786197,,,              1681799,,              1103511,,             77506824,,                 29436,                154042,,                866482,              7910803,,              2612399,             11389684,             91865296,            102651493,,,,,              8229520,,                 21498,,                  1104,,              2140640,,                191795,,              3658192,                163466,,                 29752,,,              3739856,              1317805,              5057661,             19493628,,,,,             23667500,,             11951982,,              1018813,                419916,              1438729,             37058211,             56551839,,,,              6831630,              6831630,,,              1379498,                 85199,              1464697,,              1111418,             33469780,,              1272952,             35854150,,,              1519543,,                633122,              2152665,                203488,             46099654,                              0,             46099654,            102651493,              0,              0,     27047265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,2014年03月31日,,,,              3133969,,                909562,,              1198147,,                 27873,,              2224064,,                              0,,,,              1433741,,                310890,,                775135,             10013381,,,              1655199,,                826428,,             77108827,,                 26619,                172597,,                998492,              8234522,,              2253136,             11486150,             91275820,            101289201,,,,,              8371408,,                  5880,,                  5119,,              2584768,,                221471,,              1499813,                153757,,                 26272,,,              4299260,              1349923,              5649183,             18517671,,,,,             20805883,,             12098740,,                941952,                338611,              1280563,             34185186,             52702857,,,,              6891630,              6891630,,,              1391614,                              0,              1391614,,                818581,             33469780,,              3265995,             37554356,,,              2538390,,                748198,              3286588,                537844,             48586344,                              0,             48586344,            101289201,              0,              0,     33047265,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,2013年12月31日,,,,,,                835868,,              1135304,,                 55973,,              1490044,,                151545,,,,              1392270,,                200709,,                951195,              9868395,,,              1574245,,                848263,,             75683021,,                 25319,                154100,,                897013,              7626675,,              1726773,             10250461,             88535409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     44851265,,              3655487,             98403804,,,,              5767294,,                              0,,                 13547,,              1822350,,                220622,,              1833731,                144656,,                 22266,,,              4182498,              1492674,              5675172,             15499638,,,             21942019,,             11930049,,                924549,                422843,              1347392,             35219460,             50719098,,,,              6891630,              6891630,,,              1391614,                              0,                              0,              1391614,,                818581,             33469780,,              2928366,             37216727,,,              2065924,,                656655,              2722579,                537844,             47684706,                              0,             47684706,,,,,,
2362,2013年09月30日,,,,,,                623993,,                706444,,                 57333,,              1665641,,                              0,,,,              1019655,,                254767,,                352568,              8067343,,,              1462276,,                806552,,             67161231,,                 26193,                252530,,                972135,             10438404,,              4173528,             15584067,             85292849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     44851265,,              3386942,             93360192,,,,              6644902,,                  1554,,                    291,,              1993370,,                155011,,              1134403,                164492,,                 22297,,,              3879048,              1393626,              5272674,             15388994,,,             20235638,,             11392031,,                982929,                463559,              1446488,             33074157,             48463151,,,,              7009670,              7009670,,,              1415450,                121975,                              0,              1537425,,                818581,             31960970,,              2860465,             35640016,,,              1260720,,                644891,              1905611,              1195681,             44897041,,             44897041,,,,,,
2362,2013年06月30日,,,,,,                509487,,                875615,,                  3763,,              1389763,,                              0,,,,                795751,,                382206,,                627486,              7596581,,,              1408116,,                847290,,             67572470,,                 26409,                254258,,              1274788,             10424285,,              3779667,             15478740,             85587283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     44851265,,              3012510,             93183864,,,,              4262947,,                    821,,                    480,,              1786913,,                 99423,,              2563807,                 56163,,                 22495,,,              3669496,              1435793,              5105289,             13898338,,,             21597322,,             11348831,,                915439,                461034,              1376473,             34322626,             48220964,,,,              7009670,              7009670,,,              1415450,                121975,                              0,              1537425,,                818581,             31784369,,              2506725,             35109675,,,              1712206,,                789605,              2501811,              1195681,             44962900,,             44962900,,,,,,
