證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 預收股本,　　　 避險之衍生金融資產－流動,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　　 現金及約當現金合計,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 備供出售金融資產－非流動,　　　　　 其他非流動資產－其他,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 其他應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 應付設備款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 應付租賃款－流動,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債－土地增值稅,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）－採用權益法之子公司,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 待出售非流動資產,　　　　 預付投資款,　　　　 應收票據,　　　　 應收票據－關係人,　　　　 應收帳款
9929,2015年09月30日,,,,                444023,,                 23947,,                235782,,                    599,,                 66535,,                 23001,,                              0,,                119354,                  3318,                122672,                916559,,,                  7971,,              1376224,,                    201,                  7097,,                 26160,                 45232,,                  2657,                 81347,              1465542,              2382101,,,,,                243268,,                 93013,,                129875,,                 86957,                 99552,,,                 30000,                  9719,                 39719,                692384,,,                120000,,                180000,,                 67351,,                 67876,                  4109,                 71985,                439336,              1131720,,,,              1688000,              1688000,,,                 67342,                     12,                 67354,,,               -496575,               -496575,,,                 16773,,                              0,                 16773,              1275552,                -25171,              1250381,              2382101,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9929,2015年06月30日,,,,                247992,,                 30701,,                209994,,                    323,,                 63411,,                 25182,,                              0,,                112186,                  3338,                115524,                693127,,,                  7971,,              1370120,,                  1091,                  7195,,                 26160,                 43860,,                  2711,                 81017,              1459108,              2152235,,,,,                429681,,                 95691,,                133827,,                 83520,                122786,,,                 30000,                 12749,                 42749,                908254,,,                120000,,                187500,,                 67351,,                 70518,                  4026,                 74544,                449395,              1357649,,,,              1218000,              1218000,,,                 43842,                     12,                 43854,,,               -454672,               -454672,,,                 10719,,                              0,                 10719,                817901,                -23315,                794586,              2152235,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9929,2015年03月31日,,,,                149809,,                 33065,,                204041,,,,                 55318,,                 22039,,                              0,,                116392,                 14679,                131071,                595343,,,                  7971,,              1407319,,                  5326,                  4926,,,                 44825,,                  2923,                 58000,              1473290,              2068633,,,,,                364518,,                111023,,                130200,,                360522,                174914,,,                 30000,                  9149,                 39149,              1180326,,,,,                195000,,                 67351,,                 74565,                  6077,                 80642,                342993,              1523319,,,,                958000,                958000,,,                 15242,                     12,                 15254,,,               -418438,               -418438,,,                 13804,,                              0,                 13804,                568620,                -23306,                545314,              2068633,              0,              0,              0,                              0,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9929,2014年12月31日,,,,                 28432,,                 31459,,                221979,,                              0,,                 67723,,                 20810,,                 12463,,                 31099,                  5563,                 36662,                419528,,,                  7971,,              1437238,,                  5460,                  4031,,                              0,                 44213,,                  3095,                 56799,              1502008,              1921536,,,,,                487629,,                142975,,                145347,,                 53722,                131583,,,                 30000,                 21639,                 51639,              1012895,,,                              0,,                202500,,                 67351,,                 78447,                  6114,                 84561,                354412,              1367307,,,,              1491704,              1491704,,,                 15242,                     12,                 15254,,,               -942359,               -942359,,,                 15832,,                              0,                 15832,                580431,                -26202,                554229,              1921536,              0,              0,              0,                              0,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9929,2014年09月30日,,,,                 33316,,                 30657,,                249893,,                              0,,                 56956,,                 20013,,                 12256,,                 34257,                  3829,                 38086,                441177,,,                  8758,,              1437635,,                  1782,                  3936,,                              0,                 43163,,                  3155,                 52036,              1498429,              1939606,,,,,                477916,,                167316,,                108175,,                 49339,                161771,,,                 30000,                  8178,                 38178,              1002695,,,                              0,,                210000,,                 67351,,                 84012,                  5984,                 89996,                367347,              1370042,,,,              1491704,              1491704,,,                 15242,                     12,                 15254,,,               -919694,               -919694,,,                  7691,,                              0,                  7691,                594955,                -25391,                569564,              1939606,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9929,2014年06月30日,,,,                 30614,,                 35354,,                284418,,                              0,,                 70055,,                 24315,,                 11214,,                 20758,                  3765,                 24523,                480493,,,                  8758,,              1415096,,                 30445,                  3862,,                              0,                 42401,,                  2643,                 79351,              1503205,              1983698,,,,,                483367,,                132486,,                165451,,                 50530,                107843,,,                 30000,                 11667,                 41667,                981344,,,                              0,,                217500,,                 67351,,                 85508,                  6132,                 91640,                376491,              1357835,,,,              1491704,              1491704,,,                 15242,                     12,                 15254,,,               -866042,               -866042,,,                   -290,,                              0,                   -290,                640626,                -14763,                625863,              1983698,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9929,2014年03月31日,,,,                144701,,                 35595,,                335590,,,,                 76443,,                 36764,,                              0,,                 42817,                 28418,                 71235,                700497,,,                  8758,,              1465009,,                  3401,                  3916,,,                 43505,,                  3447,                 54269,              1528036,              2228533,,,,,                518985,,                208667,,                196425,,                 68168,                107763,,,                 30000,                 19124,                 49124,              1149132,,,,,                225000,,                 67351,,                 87007,                  6304,                 93311,                385662,              1534794,,,,              1491704,              1491704,,,                 15242,                     12,                 15254,,,               -815543,               -815543,,,                  6538,,                    132,                  6670,                698085,                 -4346,                693739,              2228533,              0,              0,              0,                              0,                    132,,                     37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9929,2013年12月31日,,,,,,                 41370,,                356797,,,,                 89805,,                 33805,,                 10974,,                 47532,                  7201,                 54733,                623512,,,                  8758,,              1492620,,                  2751,                  4150,,                              0,                 43995,,                  3612,                 54508,              1555886,,,,,,,                230718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                      6,,,                 36022,,                              0,,                 89805,                  8758,                  3612,              2179398,,,,                452900,,                    681,                231399,,                160158,,                    461,                 78507,                 78968,                113351,,,                 30193,                              0,                 27643,                 57836,              1094612,,,                218901,,                 67351,                 67351,,                 88848,                  6319,                 95167,                381419,              1476031,,,,              1491704,              1491704,,,                 15242,                 15242,                     12,                 15254,,,               -807688,               -807688,,,                  7941,                  7941,,                      6,                      6,                  7947,                              0,                707217,                 -3850,                703367,                 10974,                              0,,,
9929,2013年09月30日,,,,,,                 34273,,                352835,,,,                 66215,,                 36086,,                              0,,                 32909,                  5693,                 38602,                567302,,,                  8765,,              1516899,,                  1080,                  4978,,                              0,                 43541,,                  3702,                 53301,              1578965,,,,,,,                137786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                              0,,,                 39291,,                              0,,                 66215,                  8765,                  3702,              2146267,,,,                465800,,                  1176,                138962,,                231784,,                              0,                 87001,                 87001,                 66964,,,                 30193,                              0,                 18763,                 48956,              1039467,,,                226449,,                 67351,                 67351,,                 93528,                  6246,                 99774,                393574,              1433041,,,,              1491704,              1491704,,,                 15242,                 15242,                     12,                 15254,,,               -790461,               -790461,,,                    686,                    686,,,                              0,                    686,                              0,                717183,                 -3957,                713226,                              0,                              0,,,
9929,2013年06月30日,,,,,,                 37506,,                349226,,,,                 51596,,                 34968,,                              0,,                 28036,                  6712,                 34748,                570821,,,                  8765,,              1551340,,                  2942,                  1102,,                              0,                 44355,,                  3901,                198362,              1758467,,,,,,,                181976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                              0,,,                 62777,,                              0,,                 51596,                  8765,                  3901,              2329288,,,,                517214,,                  1525,                183501,,                175178,,                    652,                 61042,                 61694,                 45800,,,                 30193,                              0,                 15149,                 45342,              1028729,,,                236712,,                 67351,                 67351,,                 94667,                  6292,                100959,                405022,              1433751,,,,              1491704,              1491704,,,                 15242,                 15242,                     12,                 15254,,,               -706365,               -706365,,,                  2983,                  2983,,,                              0,                  2983,                              0,                803576,                 91961,                895537,,                146062,,,
