證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 應付租賃款－非流動,　　　　　　 長期應付票據及款項合計,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付租賃款－流動,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 員工福利負債準備－非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 應付租賃款－非流動,　　　　　 長期應付票據及款項合計,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應付票據,　　　　 應付票據合計,　　　　 應計退休金負債（應付退休金費用）,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 應付公司債,　　　　 應付公司債合計,　　　　 存入保證金,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券投資－流動淨額,　　　　 存出保證金,　　　　 長期預付租金
6164,2015年09月30日,,,,                474743,,                279512,,                 63616,,                119853,,                467791,,                311509,,                 35057,                 24952,                 60009,              1777033,,,                  1230,,                678734,,                  1412,                 49063,,,                 89516,                 89516,                 89516,                819955,              2596988,,,,,                350000,,                  2331,,                     61,,                202598,,                128175,                  7184,,,                  5070,                  5070,                 14332,                 19402,                709751,,,                118618,,                 66478,,,                              0,                              0,                 58875,                  4047,                 62922,                248018,                957769,,,,              1183032,              1183032,,                 17991,,                161151,                 75784,,                 81394,                318329,,,                 91807,,                  1912,                 93719,                              0,              1613071,                 26148,              1639219,              2596988,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6164,2015年06月30日,,,,                457473,,                241191,,                  3341,,                 85485,,                528165,,                359573,,                 38811,                 29626,                 68437,              1743665,,,                  1230,,                656247,,                  1366,                 49776,,,                 94885,                 94885,                 94885,                803504,              2547169,,,,,                305000,,                      7,,,,                246773,,                221939,                  9986,,,                  5046,                  5046,                 12807,                 17886,                801591,,,                 49895,,                 58271,,,                              0,                              0,                 59281,                  4047,                 63328,                171494,                973085,,,,              1183032,              1183032,,                 17804,,                161151,                 75784,,                 72490,                309425,,,                 37475,,                  1995,                 39470,                              0,              1549731,                 24353,              1574084,              2547169,              0,              0,                     33,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6164,2015年03月31日,,,,                450624,,                208830,,                  4083,,                127464,,                462896,,                374624,,                 69574,                 32765,                102339,              1730860,,,,,                668942,,                  1837,                 51333,,,                 93385,                 93385,                 93385,                815497,              2546357,,,,,                315000,,                    192,,,,                262203,,                100748,                 12570,,,                  5023,                  5023,                  8460,                 13549,                704262,,,                 51165,,                 59897,,,                              0,                              0,                 59137,                  4047,                 63184,                174246,                878508,,,,              1183032,              1183032,,                 17804,,                147968,                 75784,,                161567,                385319,,,                 54496,,                  2737,                 57233,                              0,              1643388,                 24461,              1667849,              2546357,              0,              0,                     66,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6164,2014年12月31日,,,,                418970,,                258156,,                  5095,,                 82697,,                509089,,                375493,,                 63643,                 36797,                100440,              1749940,,,                              0,,                659974,,                  2290,                 52351,,,                 97142,                 97142,                 97142,                811757,              2561697,,,,,                318000,,                  1393,,                              0,,                255411,,                118453,                 10832,,,                  4999,                  4999,                  5977,                 10976,                715065,,,                 52429,,                 62239,,,                     97,                     97,                 59072,                  4047,                 63216,                177884,                892949,,,,              1183032,              1183032,,                 17804,,                147968,                 75784,,                149688,                373440,,,                 66250,,                  3749,                 69999,                              0,              1644275,                 24473,              1668748,              2561697,              0,              0,                              0,              0,                418970,              2561697,,,,                318000,,                  1393,,                255411,,                118453,                 10832,,,                  4999,                  4999,                  5977,                 10976,                715065,,,                 52429,,                 59072,                 59072,,                 62239,,,                     97,                     97,                  4047,                  4144,                177884,                892949,,,,              1183032,              1183032,,                 17804,,                147968,                 75784,,                149688,                373440,,,                 66250,,                  3749,                 69999,                              0,              1644275,                 24473,              1668748,,,,,,,,,,,,,,
6164,2014年09月30日,,,,                366950,,                272847,,                  9127,,                108222,,                519098,,                383924,,                 67472,                 42704,                110176,              1770344,,,                              0,,                643577,,                  2716,                 52420,,,                 97904,                 97904,                 97904,                796617,              2566961,,,,,                400000,,                    976,,                    107,,                244063,,                135932,                  8872,,,                  4976,                  4976,                  8062,                 13038,                802988,,,                 53688,,                 50670,,,                    126,                    126,                 55016,                  4047,                 59189,                163547,                966535,,,,              1183032,              1183032,,                 17804,,                147968,                 75784,,                121492,                345244,,,                 27623,,                  2871,                 30494,                              0,              1576574,                 23852,              1600426,              2566961,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6164,2014年06月30日,,,,                331219,,                179445,,                 18945,,                 78270,,                508294,,                390603,,                 66487,                 37392,                103879,              1610655,,,                              0,,                649472,,                  2717,                 57163,,,                 95134,                 95134,                 95134,                804486,              2415141,,,,,                192000,,                    166,,,,                243963,,                264081,                 23671,,,                  4947,                  4947,                  7182,                 12129,                736010,,,                 54947,,                 45521,,,                    155,                    155,                 55051,                  4047,                 59253,                159721,                895731,,,,              1183032,              1183032,,                 17804,,                147968,                 75784,,                 79238,                302990,,,                  1636,,                  2458,                  4094,                              0,              1507920,                 11490,              1519410,              2415141,              0,              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6164,2014年03月31日,,,,                331832,,                117113,,                 25038,,                 84795,,                414963,,                391145,,                 99001,                 30145,                129146,              1494032,,,,,                674503,,                  3182,                 56545,,,                 97619,                 97619,                 97619,                831849,              2325881,,,,,                160000,,                    533,,,,                242508,,                113095,                 25071,,,                  4930,                  4930,                  6337,                 11267,                552474,,,                 56188,,                 47090,,,                    183,                    183,                 56373,                  4047,                 60603,                163881,                716355,,,,              1183032,              1183032,,                 17804,,                132823,                 79070,,                164423,                376316,,,                 22025,,                   -939,                 21086,                              0,              1598238,                 11288,              1609526,              2325881,              0,              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6164,2013年12月31日,,,,,,                142160,,                 26738,,                 89364,,                445426,,                343839,,                 50190,                 34451,                 84641,              1467926,,,,,                689710,,                  3591,                 53027,,,                 99930,                 99930,                 99930,                846258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,              0,                335758,              2314184,,,,                167000,,                    884,,                224365,,                121109,                 26947,,,                  4907,                  4907,                 10748,                 15655,                555960,,,                 57429,,                 56035,                 56035,,                 48728,,,                    209,                    209,                  4047,                  4256,                166448,                722408,,,,              1183032,              1183032,,                 17804,,                132823,                 79070,,                151447,                363340,,,                 20673,,                 -4034,                 16639,                              0,              1580815,                 10961,              1591776,,,,,,,,,,,,,,
6164,2013年09月30日,,,,,,                 50038,,                 25731,,                 65177,,                472591,,                335147,,                 49330,                 31256,                 80586,              1401970,,,,,                692970,,                  4029,                 33207,,,                101623,                101623,                101623,                831829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,              0,                372700,              2233799,,,,                180000,,                              0,,                207568,,                116284,                 19143,,,                  4885,                  4885,                  5141,                 10026,                533021,,,                 58664,,                 56577,                 56577,,                 47896,,,                    234,                    234,                  4047,                  4281,                167418,                700439,,,,              1183032,              1183032,,                 17804,,                132823,                 79070,,                112292,                324185,,,                  3952,,                 -4963,                 -1011,                              0,              1524010,                  9350,              1533360,,                              0,,,,,,,,,,,,
6164,2013年06月30日,,,,,,                 20547,,                 24229,,                 48995,,                498269,,                361922,,                 40103,                 36827,                 76930,              1422685,,,,,                710939,,                  4077,                 33281,,,                102289,                102289,                102289,                850586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,              0,                391793,              2273271,,,,                230000,,                  1139,,                195880,,                117557,                 14617,,,                  4861,                  4861,                 39937,                 44798,                603991,,,                 60297,,,,,                 46827,,,                    259,                    259,                  4047,                 60525,                167649,                771640,,,,              1183032,              1183032,,                 17804,,                132823,                 79070,,                 69651,                281544,,,                 16313,,                 -6342,                  9971,                              0,              1492351,                  9280,              1501631,,,                 56219,,,,,,,,,,,
6164,2013年03月31日,,,,,,                 30295,,                 52773,,                 65253,,                421565,,                422445,,                 39448,                 37932,                 77380,              1349029,,,,,                721989,,                  4357,                 34238,,,                101416,                101416,                101416,                862000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,              0,                279318,              2211029,,,,                215000,,                  3206,,                229752,,                 49188,                 15053,,,                  4839,                  4839,                 61360,                 66199,                578398,,,                 61519,,,,,                 37643,,,                    282,                    282,                  4047,                 60190,                159352,                737750,,,,              1183032,              1183032,,                 23719,,                129439,                 79070,,                 54354,                262863,,,                    492,,                 -6392,                 -5900,                              0,              1463714,                  9565,              1473279,,,                 55861,,,,,,,,,,,
6164,2012年12月31日,,,,                172140,,                103367,,                 51022,,                 78955,,                379809,,                399949,,                 52602,                 38482,                 91084,              1276326,,,,,                719403,,                  4732,                 34507,,,                103016,                103016,                103016,                861658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      7254000,,,,              2137984,,,,                 70000,,                     18,,                267801,,                 65153,                 10405,,,                 73476,                 73476,                 57850,                131326,                545018,,,                 62734,,,,,                 28103,,,                    306,                    306,                  4047,                 59919,                150756,                695774,,,,              1283032,              1283032,,                 24631,,                129439,                 79070,,                 39244,                247753,,,                -29948,,                -12543,                -42491,                 80252,              1432673,                  9537,              1442210,,                    315,                 55566,,                              0,,                              0,                              0,,,,,,
6164,2012年09月30日,,,,                227956,,                 50212,,                 55365,,                 50266,,                370871,,                381900,,                 47600,                 41223,                 88823,              1225393,,,,,                734065,,                  4776,                 33804,,,                102354,                102354,                102354,                894999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,              2120392,,,,                              0,,                     17,,                259670,,                 60025,                 13493,,,                 72922,                 72922,                 32479,                105401,                463599,,,                 63946,,,,,                 23049,,,                    326,                    326,                  4047,                 58243,                145238,                608837,,,,              1283032,              1283032,,                 24631,,                129439,                 79070,,                 28788,                237297,,,                -26747,,                -17500,                -44247,                              0,              1500713,                 10842,              1511555,,                              0,                 53843,,                 20000,,                              0,                     27,,                 24993,,,,
6164,2012年06月30日,,,,                215242,,                  4719,,                 54370,,                 52776,,                461205,,                406189,,                 47010,                 46859,                 93869,              1288370,,,,,                755132,,                  4411,                 34535,,,                109833,                109833,                109833,                923911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,              2212281,,,,                 20000,,                  1520,,                249200,,                179409,                 10003,,,                 83622,                 83622,                  4557,                 88179,                548311,,,                 83902,,,,,                 22476,,,                    348,                    348,                  4047,                 58246,                164624,                712935,,,,              1283032,              1283032,,                 24631,,                129439,                 79070,,                  8797,                217306,,,                -16082,,                -22261,                -38343,                              0,              1486626,                 12720,              1499346,,                              0,                 53471,,                 20000,,                              0,                    380,,,,,,
6164,2012年03月31日,,,,                303267,,                    451,,                 58208,,                 72369,,                399152,,                441999,,,,                 45790,              1322236,,,,,                767205,,                  4779,                 25593,,,                 26382,                 26382,                109377,                951454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,              2273690,,,,                 31000,,                    296,,                281172,,                 66446,                  7395,,,                 96828,                 96828,                 21534,                118362,                504671,,,                140958,,,,,                 16932,,,                    368,                    368,,                 58008,                215898,                720569,,,,              1283032,              1283032,,                 83651,,                124778,                 79070,,                 12272,                216120,,,                -23638,,                -19642,                -43280,                              0,              1539523,                 13598,              1553121,,                              0,                 53204,,                 44500,,                              0,                    389,,,,                  1000,                  1428,                 81567
6164,2012年01月01日,,,,                239672,,                              0,,                 50881,,                 52592,,                383393,,                458014,,                 58570,                 46420,                104990,              1289542,,,,,                787081,,                  5337,                 27058,,,                120197,                120197,                120197,                984173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,              2273715,,,,                 22000,,                    272,,                224746,,                 78049,                  5464,,,                 19173,                 19173,                 46020,                 65193,                395724,,,                159663,,,,,                 20289,,,                    387,                    387,                  4047,                 61770,                308276,                704000,,,,              1283032,              1283032,,                 83651,,                124778,                 79070,,                 10833,                214681,,,                              0,,                -26181,                -26181,                              0,              1555183,                 14532,              1569715,,                              0,                 56823,,                 44500,,                 66554,                    513,,,,,,
