證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 重估增值,　　　　　　 重估增值合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　 當期所得稅資產,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 重估增值,　　　　　 重估增值合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　 待註銷股本股數,　　　 避險之衍生金融負債－非流動,　　　 按攤銷後成本衡量之金融負債－非流動,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 其他非流動負債,　　　　 其他非流動負債合計
4763,2015年09月30日,,,,                172020,,                113783,,                236186,,                 70191,,                 19145,,                178200,,                  8284,,                158506,                956315,,,                279380,,                 88558,                     49,,                  2539,                              0,                 22258,                 24797,                392784,              1349099,,,,,                 15528,,                  6205,,                258670,,                  6096,,                 66960,                 23446,,,                 10148,,                              0,                              0,                 10148,                387053,,,                 11325,                 11325,                398378,,,,                410000,                410000,,                130241,,                  5743,                  2344,,                235428,                243515,,,                101819,,                 65146,                166965,                950721,                              0,                950721,              1349099,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4763,2015年06月30日,,,,                252277,,                130652,,                129294,,                 47657,,                 14857,,                163897,,                 24300,,                 37429,                802694,,,                272808,,                 85084,                     34,,                    958,,                 21613,                 22571,                380497,              1183191,,,,,                 49730,,                              0,,                191047,,                  7440,,                 50059,                 19611,,,                  7291,,,,                  7291,                325178,,,                 11231,                 11231,                336409,,,,                410000,                410000,,                130241,,                  5743,                  2344,,                168196,                176283,,,                 65112,,                 65146,                130258,                846782,,                846782,              1183191,              0,              0,,                  2331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4763,2014年12月31日,,,,                152942,,                 15276,,                 97692,,                 80015,,                 31897,,                134849,,                 37910,,                 66976,                617557,,,                282309,,                 87120,                    140,,                  6022,                              0,                 22598,                 28620,                398189,              1015746,,,,,                101840,,                  2388,,                 76380,,                  7204,,                 53062,                 24479,,,                 13156,,                              0,                              0,                 13156,                278509,,,                 11142,                 11142,                289651,,,,                400000,                400000,,                120241,,                              0,                  2344,,                 55084,                 57428,,,                 83280,,                 65146,                148426,                726095,                              0,                726095,              1015746,              0,              0,,                              0,                152942,                 15276,,                              0,              1015746,,,,                101840,,                  2388,,                 76380,,                  7204,,                 53062,                              0,                 24479,,,                 13156,,                              0,                 13156,                278509,,,                 11142,                 11142,                289651,,,,                400000,                400000,,                120241,,                  2344,,                 55084,                 57428,,,                 83280,,                 65146,                148426,                726095,                726095,              0,,,,,,,,,,
4763,2014年09月30日,,,,                 72034,,                 39848,,                165992,,                 36421,,                 45130,,                145979,,                 17503,,                 11831,                534738,,,                280612,,                 84417,                    135,,                  5221,                  4441,                 22123,                 31785,                396949,                931687,,,,,                102627,,                              0,,                 69076,,                 10909,,                 53318,                 19054,,,                 17615,,                  1968,                  1968,                 19583,                274567,,,                 10796,                 10796,                285363,,,,                100000,                100000,,                420241,,                              0,                  2344,,                 -2344,                              0,,,                 60937,,                 65146,                126083,                646324,                              0,                646324,                931687,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4763,2014年06月30日,,,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,,                              0,,                              0,                              0,,                              0,,                              0,                              0,                              0,                              0,,,,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,,                              0,,,,                              0,                              0,,,                              0,                              0,                              0,,,,                              0,                              0,,                              0,,                              0,                              0,,                              0,                              0,,,                              0,,                              0,                              0,                              0,,                              0,                              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4763,2013年12月31日,,,,,,,,                 86579,,                 16595,,                     49,,                117801,,                 61646,,                    283,                330865,,,                267890,,                 84160,                    135,,                  9423,                  4427,                 22732,                 36582,                388767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                              0,                 47912,                              0,,                              0,                719632,,,,                 92477,,                              0,,                              0,,                 13171,,                 43063,                 43681,                  2552,,,                 26477,,                 10407,                 36884,                231828,,,                 10763,                 10763,                242591,,,,                264171,                264171,,                 55467,,                              0,,                 33996,                 33996,,,                 58261,,                 65146,                123407,                477041,                477041,              0,,,,,,,,,,
4763,2012年12月31日,,,,,,,,                 52551,,                 15923,,                    761,,                 47599,,                  8347,,                    369,                276809,,,                142234,,                 79048,                    127,,                 13918,                  4158,                 22028,                 40104,                261513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                    767,                145648,                  4066,,                    778,                538322,,,,                 73923,,                              0,,                              0,,                  3294,,                 11547,                 45600,                              0,,,                  4039,,                 10166,                 14205,                148569,,,                 19911,                 19911,                168480,,,,                264171,                264171,,                 55467,,                              0,,                -46852,                -46852,,,                 31910,,                 65146,                 97056,                369842,                369842,              0,,,,,,,,,,
