證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 避險之衍生金融負債－流動,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 避險之衍生金融負債－非流動,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積－合併溢額,　　　　　 資本公積－員工認股權,　　　　　 資本公積－限制員工權利股票,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 避險之衍生金融負債－流動,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 避險之衍生金融負債－非流動,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－合併溢額,　　　　 資本公積－員工認股權,　　　　 資本公積－限制員工權利股票,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 應付公司債,　　　　 應付公司債合計,　　　 庫藏股票
3481,2015年09月30日,,,,             45232082,,                221468,,                220000,,             55543748,,              3693608,,              2274095,,             35007811,,              1332224,,              1067972,                117475,              1185447,            144710483,,,                249543,,              7741927,,              1527102,,            204010807,,                683797,,             19507985,             15285893,,,                199703,,              2149271,              2348974,            251356028,            396066511,,,,,                              0,,                115599,                              0,,             60143256,,              2974737,,             23128829,              1479244,,              3549052,,,             16352150,              2711812,             19063962,            110454679,,                              0,,             43605733,,                537053,,                343911,             44486697,            154941376,,,,             99535828,             99535828,,,             99099571,                 36458,                              0,                382124,                111456,                              0,             99629609,,              2676948,                              0,,             34547325,             37224273,,,              3107774,,              1674864,,                              0,,                -47213,              4735425,            241125135,                              0,            241125135,            396066511,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481,2015年06月30日,,,,             44073514,,                121963,,                220000,,             56836147,,              3876879,,              2439671,,             33222354,,              1453391,,                747285,                155909,                903194,            143147113,,,                409764,,              8316401,,              1500688,,            211767648,,                687090,,             19722306,             15611865,,,                192173,,              1194515,              1386688,            259402450,            402549563,,,,,                              0,,                119900,                              0,,             58172538,,              2931508,,             27764804,              1421654,,              3464263,,,             16354695,              2156604,             18511299,            112385966,,                              0,,             51789866,,                501390,,                337123,             52628379,            165014345,,,,             99537972,             99537972,,,             98419427,                 48059,                              0,              1058335,                109419,                              0,             99635240,,              2676948,                              0,,             31065439,             33742387,,,              1112996,,              2135204,,                              0,,                -78951,              3169249,            236084848,              1450370,            237535218,            402549563,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481,2015年03月31日,,,,             42332691,,                 37155,,                220000,,             59677081,,              5013696,,              2713505,,             33300255,,              1124491,,                420159,                700766,              1120925,            145539799,,,                667680,,              5157443,,              2088898,,            222590627,,                690383,,             19968114,             16579233,,,              9883373,,              1301309,             11184682,            278927060,            424466859,,,,,             11368898,,                134071,                              0,,             64680682,,              3806274,,             23276855,                578760,,              3732440,,,             16346697,              1852617,             18199314,            125777294,,,,             51764542,,                455152,,             10047808,             62267502,            188044796,,,,             99542240,             99542240,,,             98096198,                 23124,                              0,              1377647,                105280,                              0,             99602249,,                509272,              1144229,,             33629780,             35283281,,,              1755477,,             -1102664,,                              0,,               -110689,                542124,            234969894,              1452169,            236422063,            424466859,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481,2014年12月31日,,,,             70989741,,                 52453,,                220000,,             70976005,,              6112400,,              2849589,,             33787842,,              1441603,,              2802110,                149069,              2951179,            189380812,,,                605155,,              5137117,,              2364225,,            233609843,,                693677,,             20219137,             17778516,,,             11160082,,              1567991,             12728073,            293135743,            482516555,,,,,             22526999,,                605016,                  1351,,             74954439,,              5252946,,             23912180,                582258,,              3133489,,,             66162663,              2004157,             68166820,            199135498,,                              0,,             42293423,,                477580,,             11438618,             54209621,            253345119,,,,             99545364,             99545364,,,             97972912,                  9273,                              0,              1373859,                228325,                              0,             99584369,,                509272,              1144229,,             24979173,             26632674,,,              3082948,,             -1259847,,                247070,,               -142515,              1927656,            227690063,              1481373,            229171436,            482516555,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481,2014年09月30日,,,,             34575186,,                 59014,,                              0,,             73485338,,              4381483,,              2878561,,             38288059,,              2083586,,                671053,                353297,              1024350,            156775577,,,                815061,,              4104083,,              3499628,,            241773374,,                696970,,             20451619,             18234714,,,             11114642,,              1649421,             12764063,            302339512,            459115089,,,,,              8685401,,                643055,                  4109,,             67239401,,              8513689,,             22224201,                794074,,              2525455,,,             64984323,              1894061,             66878384,            177507769,,                              0,,             53663895,,              1105653,,             11397274,             66166822,            243674591,,,,             99554076,             99554076,,,             97942060,                 59330,                              0,              1339783,                220269,                              0,             99561442,,                509272,              1144229,,             13871048,             15524549,,,                249516,,             -1222440,,                492973,,               -200530,               -680481,            213959586,              1480912,            215440498,            459115089,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481,2014年06月30日,,,,             24903724,,                 88742,,                              0,,             70764750,,              4412258,,              1928389,,             45659460,,              1766695,,              2388655,                475574,              2864229,            152388247,,,                986629,,              4440634,,              3716744,,            250192047,,                700263,,             20531808,             18325490,,,             11745362,,              1831618,             13576980,            312470595,            464858842,,,,,             20671851,,                 85963,                  8203,,             69165961,,              8882551,,             23687428,                617024,,              2242582,,,             64279584,              1618164,             65897748,            191259311,,                              0,,             63906884,,                961892,,             12121302,             76990078,            268249389,,,,             91064572,             91064572,,,             95203455,                 60715,                              0,              1732381,                209779,                              0,             97206330,,                509272,              1144229,,              6512502,              8166003,,,               -550489,,             -1023790,,                489575,,               -267106,             -1351810,            195085095,              1524358,            196609453,            464858842,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481,2014年03月31日,,,,             36244705,,                 90518,,                              0,,             67789097,,              2565367,,              3103835,,             50934517,,              1247203,,                861606,                696230,              1557836,            163533078,,,              1075434,,              3995952,,              4325983,,            261666588,,                703557,,             20830472,             18184718,,,             12076562,,              1057815,             13134377,            323917081,            487450159,,,,,             40387474,,                 97929,                 14068,,             62962833,,              8318145,,             19809925,                273950,,              1231483,,,             56010147,              2077907,             58088054,            191183861,,,,             87261433,,                906848,,             12359327,            100527608,            291711469,,,,             91064572,             91064572,,,             94141406,                 55754,                              0,              1717080,                209791,                              0,             96124031,,              2328981,                              0,,              5245276,              7574257,,,                712439,,             -1413969,,                484706,,               -333683,               -550507,            194212353,              1526337,            195738690,            487450159,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481,2013年12月31日,,,,,,                227703,,                              0,,             66358291,,              2049985,,              4255683,,             50524156,,              1194871,,              2544567,                408895,              2953462,            171701969,,,                712603,,              3952530,,              4919134,,            273505759,,                706850,,             21214994,             18123869,,,             12327722,,              1035455,             13363177,            336498916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,             44137818,            508200885,,,,             31179767,,                689097,                              0,,             65435586,,              8756243,,             20715595,                454482,,              1949029,,,            169097708,              2309244,            171406952,            300586751,,                 21918,,                              0,,                909708,,             12104654,             13036280,            313623031,,,,             91094288,             91094288,,,             94106611,                 56303,                              0,              1697935,                197892,                              0,             96058741,,              2328981,                              0,,              5092716,              7421697,,,                -78074,,             -1544345,,                478190,,               -387268,             -1531497,            193043229,              1534625,            194577854,,                              0,,                              0,,                              0,,,,,
3481,2013年09月30日,,,,,,                225066,,                              0,,             63437301,,              1863694,,              4269979,,             50376874,,              1047476,,                893402,                396135,              1289537,            163430483,,,                693865,,              3994707,,              4854003,,            287720557,,                710143,,             21644558,             17955879,,,             11976000,,              1131600,             13107600,            350879802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,             40920556,            514310285,,,,             25174192,,                198580,                132693,,             66389551,,              6093600,,             23867301,                328590,,              2932372,,,             65351169,              1492640,             66843809,            191960688,,                 27360,,            118156990,,                913309,,              8040248,            127137907,            319098595,,,,             91016708,             91016708,,,             94102420,                 55889,                              0,              1667071,                192412,                              0,             96017792,,              2328981,                              0,,              6440152,              8769133,,,               -803913,,             -1340575,,                470556,,               -448020,             -2121952,            193681681,              1530009,            195211690,,                198490,,                              0,,                              0,,,,,
3481,2013年06月30日,,,,,,                321555,,                              0,,             68843875,,              2157345,,              2448112,,             44549676,,              1430842,,              1053397,                276970,              1330367,            159077928,,,                550777,,              3338144,,              4993719,,            304175071,,                713437,,             22077056,             18038210,,,             11745000,,              1775853,             13520853,            367605757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,             37882475,            526683685,,,,             35438730,,                269419,                127095,,             68163241,,              7946850,,             25281058,                646230,,              2012859,,,             53463236,              1660485,             55123721,            195009203,,                 38492,,            128143486,,                842113,,              8002847,            137026938,            332036141,,,,             91019608,             91019608,,,             94069086,                 44117,                              0,              1673570,                189512,                              0,             95976285,,              2328981,                              0,,              5754507,              8083488,,,               -184339,,             -1692552,,                455066,,               -540691,             -1962516,            193116865,              1530679,            194647544,,                198490,,                              0,,                              0,,                113681,,,
