證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收房地款,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　 預付退休金－非流動,　　　　 特別股股本,　　　　 債券換股權利證書,　　　　 預收股本,　　　　 待分配股票股利,　　　　 特別股轉換普通股權利證書,　　　　 待註銷股本
1472,2015年09月30日,,,,                 53200,,                 66555,,                 74400,,                 10051,,                120090,,                  3850,,                 66983,,                134477,                  2361,                136838,                531967,,,                470631,,                    548,                  5943,,                  7068,,                 26717,                 26717,                 33785,                510907,              1042874,,,,,                453402,,                 63533,,                 44874,,                 32345,                  9850,                    116,,,                 47400,                 47400,,                 10534,                  5274,                 63208,                667328,,,                  5000,,                 38396,,                  8265,                  8265,                 51661,                718989,,,,                716500,                716500,,                              0,,,               -343113,               -343113,,,                 -8775,                 -8775,                    226,                364386,                -40501,                323885,              1042874,              0,          8200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,2015年06月30日,,,,                 90235,,                 34259,,                 63621,,                 79713,,                115834,,                  2979,,,,                 18499,                  3911,                 22410,                409051,,,                545254,,                    515,                  5977,,                  6575,,                 25685,                 25685,                 32260,                584006,                993057,,,,,                468787,,                 43794,,                 39961,,                 23407,                  9850,                    117,,,,,,                 13095,                  5486,                 18581,                604497,,,                  5000,,                 37957,,                  8227,                  8227,                 51184,                655681,,,,                716500,                716500,,                              0,,,               -331516,               -331516,,,                 -7579,                 -7579,                    226,                377179,                -39803,                337376,                993057,              0,          8200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,2015年03月31日,,,,                111355,,                 26136,,                 64909,,                 11403,,                146285,,                 27448,,,,                 18428,                  4783,                 23211,                410747,,,                595333,,                    473,                  8247,,                    602,,                 34283,                 34283,                 34885,                638938,              1049685,,,,,                475268,,                 70293,,                 66658,,                 26829,                  9850,                    861,,,,,,                 15256,                  6848,                 22104,                671863,,,                 10392,,                 38060,,                  8195,                  8195,                 56647,                728510,,,,                716500,                716500,,                              0,,,               -355068,               -355068,,,                   -824,                   -824,                    226,                360382,                -39207,                321175,              1049685,              0,          8200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,2014年12月31日,,,,                122294,,                 45262,,                 53595,,                     76,,                130974,,                  7561,,                              0,,                 16868,                  3114,                 19982,                379744,,,                599177,,                    391,                  8606,,                  6602,,                 33614,                 33614,                 40216,                648390,              1028134,,,,,                482722,,                 54202,,                 37141,,                 27955,                  9850,                    740,,,                              0,                              0,,                 15228,                  8785,                 24013,                636623,,,                 12967,,                 38409,,                  8160,                  8160,                 59536,                696159,,,,                716500,                716500,,                  3590,,,               -324718,               -324718,,,                   -521,                   -521,                 24274,                370577,                -38602,                331975,              1028134,              0,        899204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,2014年09月30日,,,,                118621,,                 63025,,                 70298,,                    871,,                156988,,                  8103,,                              0,,                 28914,                  4838,                 33752,                451658,,,                595069,,                    442,                  8298,,                  6589,,                 35807,                 35807,                 42396,                646205,              1097863,,,,,                480887,,                 50639,,                115683,,                 33996,                  9850,                    235,,,                              0,                              0,,                 15201,                  5728,                 20929,                712219,,,                 20534,,                 38100,,                  9559,                  9559,                 68193,                780412,,,,                716500,                716500,,                  3805,,,               -310005,               -310005,,,                 -3591,                 -3591,                 51399,                355310,                -37859,                317451,              1097863,              0,      1904204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,2014年06月30日,,,,                129688,,                 25306,,                 71374,,                     15,,                158442,,                  9840,,,,                 26341,                  6753,                 33094,                427759,,,                597261,,                    493,                  7760,,                  6514,,                 14545,                 14545,                 21059,                626573,              1054332,,,,,                448721,,                 48801,,                106090,,                 32203,                  9850,                              0,,,,,,                 20174,                  4685,                 24859,                670524,,,                 23095,,                 37563,,                  9496,                  9496,                 70154,                740678,,,,                716500,                716500,,                              0,,,               -299633,               -299633,,,                 -6434,                 -6434,                 59604,                350829,                -37175,                313654,              1054332,              0,      2208204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,2014年03月31日,,,,                 84219,,                 15726,,                 75979,,                    374,,                173728,,                  8220,,,,                 24381,                  4330,                 28711,                386957,,,                595911,,                    555,                  8624,,                    523,,                 20648,                 20648,                 21171,                626261,              1013218,,,,,                411854,,                 46934,,                 74135,,                 31062,                  9850,                              0,,,,,,                 20146,                  6077,                 26223,                600058,,,                 30648,,                 38427,,                  9452,                  9452,                 78527,                678585,,,,                716500,                716500,,                 25500,,,               -307631,               -307631,,,                 -3615,                 -3615,                 59604,                371150,                -36517,                334633,              1013218,              0,      2208204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,2013年12月31日,,,,,,                 32038,,                 82363,,,,                171312,,                  4084,,,,                 23366,                  3570,                 26936,                424855,,,                598483,,                    638,                  8301,,                    508,,                 13022,                 13022,                 13530,                620952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      2208204,                108122,              1045807,,,,                441368,,                 41019,,                 84171,,                 31961,                  9850,                              0,,,                 18275,                  9345,                 27620,                635989,,,                 13195,,                 38112,,                  9400,                  9400,                 60707,                696696,,,,                716500,                716500,,                 25500,,,               -289835,               -289835,,,                 -7686,                 -7686,                 59604,                384875,                -35764,                349111,              0,,,,,,,
1472,2013年09月30日,,,,,,                 60496,,                 70934,,                 15047,,                177894,,                  6172,,,,                 29175,                  6574,                 35749,                554661,,,                621370,,                     79,                  8034,,                    525,,                 14298,                 14298,                 17006,                646489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      2208204,                188369,              1201150,,,,                576751,,                 44009,,                 68406,,                 34037,                  9850,                              0,,,                 27936,                  6014,                 33950,                767003,,,                 15735,,                 37326,,                  7678,                  7678,                 60739,                827742,,,,                716500,                716500,,                 25500,,,               -272691,               -272691,,,                 -1842,                 -1842,                 59604,                407863,                -34455,                373408,              0,                  2183,,,,,,
1472,2013年06月30日,,,,,,                 28113,,                 94066,,                 47141,,                198257,,                  6310,,,,                 23512,                  8155,                 31667,                486583,,,                640271,,                    118,                  8034,,                  6167,,                  9453,                  9453,                 17789,                666212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      2208204,                 81029,              1152795,,,,                564604,,                 40538,,                 76195,,                 36398,                  9850,,,,                 38022,                  6276,                 44298,                771883,,,                 26963,,                 37926,,                  7649,                  7649,                 72538,                844421,,,,                666500,                666500,,                              0,,,               -264230,               -264230,,,                  1085,                  1085,                 59604,                343751,                -35377,                308374,              0,                  2169,                              0,                              0,                              0,                              0,                              0,                              0
