證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 庫存現金,　　　　 銀行存款,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據,　　　　 備抵呆帳－應收票據,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 應收帳款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 在製品,　　　　　 原料,　　　　　 物料,　　　　　 在途原物料,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 未完工程及待驗設備,　　　　 不動產、廠房及設備合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－其他－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付費用,　　　　　 應付設備款,　　　　　 應付股利,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 銀行長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債－所得稅,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 待分配股票股利,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之關聯企業及合資,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益－採用權益法之關聯企業及合資,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 約當現金,　　　　 庫藏股票,　　　　　 備抵存貨跌價,　　　　　 累計減損－機器設備,　　　 無形資產,　　　　 其他無形資產,　　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　　　　 本期損益,　　　　　　 國外營運機構財務報表換算之兌換差額 －母公司,　　　　　　 備供出售金融資產未實現損益－母公司,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付費用,　　　　 應付設備款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 銀行長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債－所得稅,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈虧,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之關聯企業及合資,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益－採用權益法之關聯企業及合資,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付股利,　　　　 待分配股票股利,　　　 庫藏股票,　　　　　 本期損益,　　　　　 國外營運機構財務報表換算之兌換差額 －母公司,　　　　　 備供出售金融資產未實現損益－母公司
1711,2015年09月30日,,,,                  2776,                910965,                913741,,                              0,                              0,,                              0,                              0,,                310026,                  1190,                308836,,              1731696,                 48283,              1683413,,,              1679528,                633496,                815103,                 29239,                 50754,              3208120,              3208120,,                 24622,                122589,                147211,              6261321,,,              1133788,              1133788,,                132664,                132664,,                105568,                105568,,,                896148,                896148,,              3336795,              1747155,              1589640,,              7772501,              5940229,              1832272,                902837,              5220897,                 85192,,                133786,,                  1665,                  1665,                 28232,,                 41209,                 41209,                204892,              6883001,             13144322,,,,,              2701994,              2701994,,                 24959,                 24959,,                  2583,                  2583,,                200569,                200569,,                365714,                365714,,                397255,                 43494,                              0,                440749,                 62322,,,                421596,                421596,                 22635,                444231,              4243121,,,                759202,                759202,,                 48704,                 48704,,                254725,                254725,              1062631,              5305752,,,,              5216688,                              0,              5216688,,,                473558,                473558,                              0,                473558,,                858401,                 43346,,                696442,                696442,              1598189,,,                 91445,                 91445,,                126379,                126379,                217824,              7506259,                332311,              7838570,             13144322,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,2015年06月30日,,,,                  1991,                792088,                824079,,                    153,                    153,,                              0,                              0,,                304679,                  1287,                303392,,              1831451,                 42555,              1788896,,,              1731664,                630264,                800073,                 26663,                 70502,              3259166,              3259166,,                 31996,                110296,                142292,              6317978,,,              1284576,              1284576,,                132400,                132400,,                114489,                114489,,,                895901,                895901,,              3304401,              1711290,              1593111,,              7657338,              5857238,              1800100,                827341,              5116453,                 85192,,                 91433,,                 15103,                 15103,                 27292,,                 33961,                 33961,                167789,              6900899,             13218877,,,,,              2864201,              2864201,,                 14973,                 14973,,                  4132,                  4132,,                221016,                221016,,                359879,                359879,,                393668,                 37610,                248414,                679692,                 66978,,,                421375,                421375,                 24611,                445986,              4656857,,,                509548,                509548,,                 48704,                 48704,,                270387,                270387,                828639,              5485496,,,,              4968274,                248414,              5216688,,,                462559,                462559,                 10999,                473558,,                858401,                 43346,,                510699,                510699,              1412446,,,                 30963,                 30963,,                277167,                277167,                308130,              7410822,                322559,              7733381,             13218877,              0,              0,              0,                 30000,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,2015年03月31日,,,,                  2058,                644845,                646903,,,                              0,,                              0,                              0,,                256383,                  1080,                255303,,              1782100,                 36165,              1745935,,,              1849388,                622714,                731364,                 32412,                 69805,              3254712,              3254712,,                 35107,                128471,                163578,              6066431,,,              1265923,              1265923,,                132024,                132024,,                118852,                118852,,,                895955,                895955,,              3302132,              1681403,              1620729,,              7581357,              5786558,              1794799,                733904,              5045387,                 85192,,                 93895,,                  4234,                  4234,,,                 35914,                 35914,                134043,              6809271,             12875702,,,,,              2629152,              2629152,,                 14973,                 14973,,                  1324,                  1324,,                186961,                186961,,                494245,                494245,,                353675,                 26556,,                380231,                 94621,,,                361000,                361000,                 24641,                385641,              4187148,,,                499923,                499923,,                 48704,                 48704,,                273642,                273642,                822269,              5009417,,,,              4968274,,              4968274,,,                462559,                462559,                 10999,                473558,,                800558,                 43346,,                806202,                951054,              1794958,,,,                 47504,,,                258514,                306018,              7542808,                323477,              7866285,             12875702,              0,              0,              0,                              0,                              0,                 50971,                              0,,,                 27850,                 27850,                 27850,                144852,                 47504,                258514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,2014年12月31日,,,,                  2791,                633066,                635857,,                              0,                              0,,                              0,                              0,,                292495,                  1182,                291313,,              1648128,                 34881,              1613247,,,              1849698,                601139,                741928,                 24259,                 54386,              3271410,              3271410,,                 31389,                150995,                182384,              5994211,,,              1267434,              1267434,,                134244,                134244,,                123972,                123972,,,                900214,                900214,,              3311108,              1655747,              1655361,,              7491928,              5741451,              1750477,                661179,              4967231,                 85192,,                117704,,                  4088,                  4088,                 28286,,                  9088,                  9088,                159166,              6737239,             12731450,,,,,              2741305,              2741305,,                 14973,                 14973,,                              0,                              0,,                172663,                172663,,                275532,                275532,,                430613,                 45350,                              0,                475963,                 65632,,,                360625,                360625,                 58510,                419135,              4165203,,,                500298,                500298,,                 48704,                 48704,,                275545,                275545,                824547,              4989750,,,,              4968274,                              0,              4968274,,,                473558,                473558,                              0,                473558,,                800558,                 43346,,                806202,                806202,              1650106,,,                 67892,                 67892,,                260025,                260025,                327917,              7419855,                321845,              7741700,             12731450,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,2014年09月30日,,,,                  2283,                711938,                714221,,                    386,                    386,,                              0,                              0,,                301967,                  1213,                300754,,              1733580,                 34389,              1699191,,,              1978617,                620578,                939310,                 21743,                127307,              3687555,              3687555,,                 37476,                122679,                160155,              6562262,,,              1225920,              1225920,,                 99561,                 99561,,                 95091,                 95091,,,                899899,                899899,,              3061042,              1633138,              1427904,,              7295769,              5715913,              1579856,                844260,              4751919,                 76329,,                107686,,                  9812,                  9812,                 27574,,                 17648,                 17648,                162720,              6411540,             12973802,,,,,              2778837,              2778837,,                 14965,                 14965,,                  1794,                  1794,,                221322,                221322,,                387593,                387593,,                410108,                 32131,                              0,                442239,                 52110,,,                300000,                300000,                 41630,                341630,              4240490,,,                680923,                680923,,                 42053,                 42053,,                280412,                280412,              1003388,              5243878,,,,              4968274,                              0,              4968274,,,                473558,                473558,                              0,                473558,,                800558,                 43346,,                816668,                816668,              1660572,,,                 26054,                 26054,,                274768,                274768,                300822,              7403226,                326698,              7729924,             12973802,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,2014年06月30日,,,,                  2719,                738217,                740936,,                    911,                    911,,                              0,                              0,,                294688,                  1312,                293376,,              1870481,                 35381,              1835100,,,              1704979,                676241,                868085,                 21894,                116190,              3387389,              3387389,,                 34226,                145252,                179478,              6437190,,,              1405028,              1405028,,                 88220,                 88220,,                101521,                101521,,,                898026,                898026,,              3009228,              1602714,              1406514,,              7087509,              5677345,              1410164,                833584,              4548288,                 76329,,                157772,,                  3439,                  3439,                 27048,,                 19752,                 19752,                208011,              6427397,             12864587,,,,,              2259744,              2259744,,                 14965,                 14965,,                  4155,                  4155,,                200538,                200538,,                541688,                541688,,                403284,                 31269,                236584,                671137,                 94047,,,                300000,                300000,                 43908,                343908,              4130182,,,                660000,                660000,,                 42053,                 42053,,                283649,                283649,                985702,              5115884,,,,              4731690,                236584,              4968274,,,                462559,                462559,                 10999,                473558,,                800558,                 43346,,                676718,                676718,              1520622,,,                   -825,                   -825,,                489157,                489157,                488332,              7450786,                297917,              7748703,             12864587,              0,              0,              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,2014年03月31日,,,,                  3243,                824688,                827931,,,                    265,,                              0,                              0,,                333851,                  1113,                332738,,              1671893,                 32702,              1639191,,,              1676744,                640957,                779768,                 25059,                170264,              3242989,              3242989,,                 69435,                119456,                188891,              6232005,,,              1208472,              1208472,,                 88696,                 88696,,                102018,                102018,,,                898182,                898182,,              2997428,              1577077,              1420351,,              7012644,              5663965,              1348679,                735430,              4402642,                 76329,,                115960,,                  5039,                  5039,,,                 18037,                 18037,                139036,              6044905,             12276910,,,,,              1891399,              1891399,,                 14964,                 14964,,                  5736,                  5736,,                176264,                176264,,                582644,                582644,,                348615,                 28883,,                377498,                106726,,,                240000,                240000,                 45132,                285132,              3440363,,,                840000,                840000,,                 42053,                 42053,,                287477,                287477,              1169530,              4609893,,,,              4731690,,              4731690,,,                462559,                462559,                 10999,                473558,,                741741,                 43346,,                771211,                962786,              1747873,,,,                 24005,,,                383116,                407121,              7360242,                306775,              7667017,             12276910,              0,              0,              0,                              0,                              0,                 49803,                              0,,,                 27712,                 27712,                 27712,                191575,                 24005,                383116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,2013年12月31日,,,,                  3042,                842409,,,                 60021,                 60021,,,,,                308891,                  1264,                307627,,              1559274,                 31703,              1527571,,,              1403445,                682732,                613833,                 18574,                210062,              2928646,              2928646,,                 30243,                144453,                174696,              5844012,,,              1061161,              1061161,,                 87526,                 87526,,                 93160,                 93160,,,                898011,                898011,,              2994966,              1551364,              1443602,,              6986599,              5623977,              1362622,                618021,              4322256,                 76329,,                123136,,                  3443,                  3443,                 27985,,                 14016,                 14016,                168580,              5809012,,,,,,,,                 19952,,,,,,                192519,,,                424677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,,,,,,,                845451,             11653024,,,,              1713000,              1713000,,                 19952,,                192519,,                424677,,                420953,                 36087,                457040,                 79942,,,                240000,                240000,                 27771,                267771,              3154901,,,                840000,                840000,,                 42053,                 42053,,                292955,                292955,              1175008,              4329909,,,,              4731690,              4731690,,,                462559,                462559,                 10999,                473558,,                741741,                 43346,,                771211,                771211,              1556298,,,                 20482,                 20482,,                238958,                238958,                259440,              7020986,                302129,              7323115,,,,,,,,,
1711,2013年09月30日,,,,                 14272,                949177,,,                120079,                120079,,                              0,                              0,,                238216,                  1158,                237058,,              1549303,                 32006,              1517297,,,              1342325,                677222,                578489,                 19532,                 45002,              2662570,              2662570,,                 18679,                159452,                178131,              5678584,,,              1026999,              1026999,,                105615,                105615,,                 93989,                 93989,,,                897951,                897951,,              2964035,              1532600,              1431435,,              6936851,              5581651,              1355200,                431069,              4115655,                 78515,,                157840,,                  3578,                  3578,                 27658,,                 11454,                 11454,                200530,              5621303,,,,,,,,                 19988,,,,,,                199909,,,                387855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,,,,,,,                963449,             11299887,,,,              1566432,              1566432,,                 19988,,                199909,,                387855,,                332409,                 23885,                356294,                 74122,,,                240000,                240000,                 48841,                288841,              2894758,,,                960000,                960000,,                 36504,                 36504,,                305514,                305514,              1302018,              4196776,,,,              4731690,              4731690,,,                462559,                462559,                 10999,                473558,,                741741,                 43346,,                613868,                613868,              1398955,,,                    -41,                    -41,,                201883,                201883,                201842,              6806045,                297066,              7103111,,                  1317,                  1317,                              0,                              0,,,,
1711,2013年06月30日,,,,                  2277,                835925,,,                 90116,                 90116,,                              0,                              0,,                247351,                  1162,                246189,,              1610101,                 26014,              1584087,,,              1328374,                678240,                572697,                 18336,                 39075,              2636722,              2636722,,                  6350,                132998,                139348,              5534664,,,                943602,                943602,,                108385,                108385,,                 89586,                 89586,,,                898061,                898061,,              2941792,              1506593,              1435199,,              6812182,              5530602,              1281580,                416667,              4031507,                 78515,,                 95321,,                  6724,                  6724,                 28136,,                  8886,                  8886,                139067,              5390662,,,,,,,,                 24983,,,,,,                202702,,,                393829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,,,,,,,                838202,             10925326,,,,              1631444,              1631444,,                 24983,,                202702,,                393829,,                309269,                 18002,                552590,                 61877,,,                              0,                              0,                 33216,                 33216,              2902512,,,                900000,                900000,,                 36504,                 36504,,                308183,                308183,              1244687,              4147199,,,,              4506371,              4731690,,,                462559,                462559,                 10999,                473558,,                741741,                 43346,,                422029,                422029,              1207116,,,                 12717,                 12717,,                 58553,                 58553,                 71270,              6483634,                294493,              6778127,,                  1871,                  1871,                225319,                225319,                              0,,,
