證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 零用金／週轉金,　　　　 銀行存款,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據,　　　　 備抵呆帳－應收票據,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人,　　　　 備抵呆帳－應收關係人帳款、分期帳款及租賃款,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款－其他,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人－其他,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨－買賣業,　　　　　 商品存貨,　　　　　 存貨－買賣業淨額,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 在製品,　　　　　 原料,　　　　　 物料,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付貨款,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 工程存出保證金,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備成本,　　　　　 累計折舊－辦公設備,　　　　　 辦公設備淨額,　　　　 租賃改良淨額,　　　　　 租賃改良成本,　　　　　 累計折舊－租賃改良,　　　　　 租賃改良淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產－土地,　　　　 投資性不動產－建築物,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 商譽,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 淨確定福利資產-非流動,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 其他短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 應付薪資,　　　　　 應付租金,　　　　　 其他應付費用,　　　　　 應付設備款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 員工福利負債準備－流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收貨款,　　　　　　 預收款項合計,　　　　　 代收款,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－轉換公司債轉換溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－員工認股權,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益－採用權益法之子公司,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　　　 累計減損－其他設備,　　　　 累計折舊－投資性不動產－建築物,　　　　　 資本公積－限制員工權利股票,　　　　 現金及約當現金合計,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產－流動,　　　　 預付退休金－非流動,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 應付薪資,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 員工福利負債準備－流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 代收款,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債－所得稅,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 預收股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－員工認股權,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈虧,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益－採用權益法之子公司,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 其他應付費用,　　　　 待出售非流動資產,　　　　 備供出售金融資產評價調整－非流動,　　　 與待出售非流動資產直接相關之負債,　　　　　 資本公積－轉換公司債轉換溢價,　　　　 資本公積－限制員工權利股票,　　　　　 累計減損－土地,　　　　　 累計減損－房屋及建築,　　　　　 累計減損－機器設備,　　　　　 累計減損－運輸設備,　　　　　 累計減損－辦公設備,　　　　　 累計減損－租賃改良,　　　　 未完工程及待驗設備,　　　　 資本公積－認股權,　　　　 投資性不動產－土地－重估增值,　　　　 投資性不動產－土地－累計公允價值變動數,　　　　 累計減損－投資性不動產－土地,　　　　 投資性不動產－建築物－重估增值,　　　　 投資性不動產－建築物－累計公允價值變動數,　　　　 累計減損－投資性不動產－建築物
3229,2015年09月30日,,,,                    302,                395432,                395734,,                 15465,,                 19456,                     71,                 19385,,                307107,                  2031,                305076,,                              0,                              0,                              0,,                  3690,                  3690,,                 11309,                 11309,,,                              0,                              0,,                 19835,                 10593,                 11131,                    895,                 42454,                 42454,,                 29841,                 29841,,                 50533,                 44484,                 41037,                136054,                959008,,,                  6105,                  6105,,                 44920,                 44920,,,                 44768,                 44768,,                121508,                 10988,                110520,,                151656,                 44527,                107129,,                  8276,                  2652,                  5624,,                  4102,                  1155,                  2947,,                  5278,                  3042,                  2236,,                 36370,                  3278,                 33092,                306316,,                  8882,                 99335,                108217,,                 49459,                 49459,                  4268,,                 42179,                  5056,                 27155,,                  4932,                  4932,                 79322,                598607,              1557615,,,,,                203794,                              0,                203794,,                    387,                    387,,                 56661,                 56661,,                  9828,                  9828,,                 26314,                  1137,                 11839,                  2942,                 31934,                 74166,                 17802,                  3633,,                  2591,                  2591,,,                  1527,                  1527,                  3613,                    388,                  5528,                374390,,,                  5124,,                              0,                              0,                  5124,                379514,,,,                935159,                935159,,,                 15617,                              0,                 15617,                  5222,                    258,                 21097,,,                 18137,                 18137,,,                 16511,                 16511,,                    591,                    591,                 17102,                991495,                186606,              1178101,              1557615,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,2015年06月30日,,,,                    390,                476076,                476466,,                 15780,,                  5877,                     29,                  5848,,                287144,                  1609,                285535,,                              0,                              0,                              0,,,                  3551,,                  8192,                  8192,,,,,,                 20847,                  9420,                 10869,                    782,                 41918,                 41918,,                 29484,                 29484,,                 48010,                 43456,                 35273,                126739,                993513,,,                  6105,                  6105,,                 49733,                 49733,,,                 40130,                 40130,,                117652,                  9793,                107859,,                148461,                 41547,                106914,,                  6873,                  2347,                  4526,,                  3649,                    900,                  2749,,                  5278,                  2664,                  2614,,                 35309,                  3154,                 32155,                296947,,                  8735,                 99235,                107970,,                 46434,                 46434,                  4268,,,                  4555,                 24675,,                  7091,                  7091,                 36321,                547778,              1541291,,,,,                191332,                  1281,                192613,,                    513,                    513,,                 63859,                 63859,,                  8867,                  8867,,                 21358,                  1028,                 10192,                  1792,                 34615,                 68985,                 21036,                              0,,                  2247,                  2247,,,                  1745,                  1745,                  3653,                    291,                  5689,                363809,,,                  5124,,                              0,                              0,                  5124,                368933,,,,                935159,                935159,,,                 15617,                              0,                 15617,                  5222,                    258,                 21097,,,                 35741,                 35741,,,                 -8109,                 -8109,,                    591,                    591,                 -7518,                984479,                187879,              1172358,              1541291,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,2015年03月31日,,,,                    187,                568292,                568479,,                 15540,,                  5472,                     27,                  5445,,                225498,                  1510,                223988,,,,,,                  4799,                  4799,,                              0,                              0,,,,,,                 14010,                 12718,                 10696,                  1151,                 38575,                 38575,,                 80392,                 80392,,                 48695,,                 29529,                 78224,              1015442,,,                  6105,                  6105,,                 47819,                 47819,,,,                 40130,,                 23188,                  9252,                 13936,,                101424,                 37603,                 63821,,                  6030,                  2081,                  3949,,                  2534,                    703,                  1831,,                  5135,                  2293,                  2842,,                  9522,                  3508,                  6005,                132514,,                  8878,                200328,                111275,,,,                  4268,,,                  4026,,,                  4639,                  4639,                  8665,                310646,              1326088,,,,,,,                194060,,                    284,                    284,,                 39145,                 39145,,                  5657,                  5657,,,,,,,                 63657,                 18899,                    637,,                  2089,                  2089,,,,,,                  4060,                  4060,                328488,,,                  5124,,                              0,                              0,                  5124,                333612,,,,                935159,                935159,,,                 15617,                              0,                 15617,                  5222,                              0,                 21097,,,,                 40838,,,                 -5209,                 -5209,,                    591,                    591,                 -4618,                992476,,                992476,              1326088,              0,              0,              0,,                              0,                      9,                 97931,                    258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,2014年12月31日,,,,                    763,                549520,                550283,,                 22570,,                  8642,                     43,                  8599,,                204102,                  1344,                202758,,                              0,                              0,                              0,,                  4488,                  4488,,                              0,                              0,,,                              0,                              0,,                 18162,                  8178,                 10493,                  1326,                 38159,                 38159,,                 12525,                 12525,,                117852,                 87931,                 31487,                237270,              1076652,,,                  6105,                  6105,,                 46988,                 46988,,,                 40130,                 40130,,                 23188,                  9074,                 14114,,                 91036,                 34207,                 56829,,                  6079,                  1831,                  4248,,                  2252,                    530,                  1722,,                  5135,                  1927,                  3208,,                  9756,                  3471,                  6285,                126536,,                  9071,                106184,                115255,,                              0,                              0,                  4268,,                              0,                  3511,                              0,,                  4553,                  4553,                  8064,                307216,              1383868,,,,,                243705,                              0,                243705,,                    334,                    334,,                 40884,                 40884,,                  5742,                  5742,,                 29559,                      5,                 11640,                  1862,                 28621,                 71687,                 13360,                    637,,                  2000,                  2000,,,                    120,                    120,                  3152,                     83,                  3355,                381704,,,                  5124,,                              0,                              0,                  5124,                386828,,,,                935159,                935159,,,                 15617,                              0,                 15617,                  5222,                    258,                 21097,,,                 44534,                 44534,,,                 -4341,                 -4341,,                    591,                    591,                 -3750,                997040,                              0,                997040,              1383868,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,2014年09月30日,,,,                    751,                502235,                502986,,                 36958,,                  6668,                     32,                  6636,,                168807,                  1265,                167542,,                  9051,                     22,                  9029,,                  4495,                  4495,,                 67179,                 67179,,,                      9,                      9,,                 15165,                  5799,                 10999,                  1072,                 33035,                 33044,,                              0,                              0,,                138541,                 84054,                 31203,                253798,              1081667,,,                  7040,                  7040,,                 45818,                 45818,,,                 40130,                 40130,,                 23188,                  8894,                 14294,,                 95089,                 34829,                 60260,,                  5933,                  1538,                  4395,,                  2242,                    370,                  1872,,                  5135,                  1559,                  3576,,                 11158,                  4536,                  6622,                131149,,                  8727,                103653,                112380,,                              0,                              0,                  4562,,                              0,                  6083,                              0,,                  4196,                  4196,                 10279,                311228,              1392895,,,,,                258570,                              0,                258570,,                    690,                    690,,                 42422,                 42422,,                  5489,                  5489,,                 25066,                      5,                 11790,                  1840,                 38441,                 77142,                 20199,                              0,,                  2197,                  2197,,,                    219,                    219,                  3288,                     69,                  3576,                410285,,,                  1995,,                              0,                              0,                  1995,                412280,,,,                935159,                935159,,,                 15617,                              0,                 15617,                  5222,                    258,                 21097,,,                 31323,                 31323,,,                 -8490,                 -8490,,                  1526,                  1526,                 -6964,                980615,                              0,                980615,              1392895,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,2014年06月30日,,,,                    196,                558013,                558209,,                 24922,,                  6496,                     27,                  6469,,                164244,                  1242,                163002,,                 12243,                    825,                 11418,,,                  4639,,                              0,                              0,,,,,,                 13367,                 15985,                 10533,                    917,                 40802,                 40802,,                  4160,                  4160,,                133280,                              0,                  8882,                142162,                955783,,,                  7040,                  7040,,                 49041,                 49041,,,                 40130,                 40130,,                 23188,                  8715,                 14473,,                108948,                 45819,                 63129,,                  5875,                  1281,                  4594,,                  1680,                    211,                  1469,,                  5110,                  1261,                  3849,,                  6542,                  4270,                  2272,                129916,,                  8624,                103868,                112492,,                              0,                              0,                  4562,,,                              0,                              0,,                  4450,                  4450,                  4450,                307501,              1263284,,,,,                140366,                              0,                140366,,                    891,                    891,,                 47366,                 47366,,                  5388,                  5388,,                 20302,                     11,                 10530,                    646,                 36991,                 68480,                 22652,                  3773,,                  2071,                  2071,,,                    361,                    361,                  3089,                     58,                  3508,                294495,,,                  1995,,                              0,                              0,                  1995,                296490,,,,                935159,                935159,,,                 15617,                              0,                 15617,                  5222,                    258,                 21097,,,                 19894,                 19894,,,                -10882,                -10882,,                  1526,                  1526,                 -9356,                966794,                              0,                966794,              1263284,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,2014年03月31日,,,,                    130,                553678,                553808,,                 22634,,                  5739,                     28,                  5711,,                324675,                  2004,                322671,,,,,,                  4269,                  4269,,                              0,                              0,,,,,,                  9593,                 11769,                 11927,                    840,                 34129,                 34129,,                              0,                              0,,                              0,,                  3654,                  3654,                946876,,,                  7040,                  7040,,                 47706,                 47706,,,,                 40130,,                 23273,                  8621,                 14652,,                112398,                 43461,                 68937,,                  3324,                  1150,                  2174,,                  1250,                    242,                  1008,,                  5110,                    899,                  4211,,                  6925,                  4475,                  2450,                133562,,                  8857,                194702,                116995,,,,                  4562,,,                              0,,,                  1924,                  1924,                  1924,                311789,              1258665,,,,,,,                143209,,                    995,                    995,,                 36702,                 36702,,                 10102,                 10102,,,,,,,                 66476,                 18102,                  7920,,                  2055,                  2055,,,,,,                  3645,                  3645,                289206,,,                  1995,,                  2604,                  2604,                  4599,                293805,,,,                935159,                935159,,,                 15617,                              0,                 15617,                  5222,                              0,                 21097,,,,                 15284,,,                 -8206,                 -8206,,                  1526,                  1526,                 -6680,                964860,,                964860,              1258665,              0,              0,              0,,                              0,                              0,                 86564,                    258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,2013年12月31日,,,,                    109,                583728,,,                 22868,,                  8974,                     45,                  8929,,                248892,                  1693,                247199,,,,,,                  4318,                  4318,,                    280,                    280,,,                      9,                      9,,                 11005,                 10009,                 13987,                  1067,                 36068,                 36077,,,,,                              0,,                  1087,                  1087,                904595,,,                  7040,                  7040,,                 46704,                 46704,,,                 40130,                 40130,,                 23273,                  8437,                 14836,,                113294,                 39696,                 73598,,                  2305,                  1032,                  1273,,                    650,                    191,                    459,,                  5042,                    540,                  4502,,                  6677,                  4340,                  2337,                137135,,                  8799,                192175,                117660,,,,                  4562,,,,,,                  1974,                  1974,                  1974,                315075,,,,,,,,,                  1876,,,                 43255,,,                 33249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,                 83314,,                583837,                 22868,                              0,              1219670,,,,                 95376,                 95376,,                              0,,                  1876,,                 43255,,                 33249,,                 23952,                 42020,                 65972,                 20528,                  4728,,                  1975,                  1975,,                  4366,                              0,                  4366,                271325,,,                  1995,                  1995,,                  3306,                  3306,                  5301,                276626,,,,                935159,                              0,                935159,,,                 15617,                 15617,                  5222,                    258,                              0,                 21097,,                              0,                              0,,                 -1647,                 -1647,                 -1647,,,                -13091,                -13091,,                  1526,                  1526,                -11565,                              0,                943044,                              0,                943044,,,,,,,,,,,,,,,,,,,,
3229,2013年09月30日,,,,                    108,                535499,,,                 23136,,                  9721,                     53,                  9668,,                166445,                  1257,                165188,,                              0,                              0,                              0,,                  4359,                  4359,,                    908,                    908,,,                      9,                      9,,                 11727,                  9308,                 13017,                  1016,                 35068,                 35077,,,,,                              0,,                    688,                    688,                774631,,,                  8773,                  8773,,                 45441,                 45441,,,                 40130,                 40130,,                 23273,                  8253,                 15020,,                156559,                 80814,                 75745,,                  2293,                    924,                  1369,,                    326,                    161,                    165,,                  1252,                    394,                    858,,                  6718,                  4025,                  2693,                135980,,                  8713,                193923,                122781,,,,                  4911,,,,,,                  3099,                  3099,                  3099,                320985,,,,,,,,,                    519,,,                 39492,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,         38019,              0,,,,                 79855,,                535607,                 23136,,              1095616,,,,                 41398,                 41398,,,,                    519,,                 39492,,                              0,,                 22816,,                 64304,                 16995,                  1528,,                  2126,                  2126,,,                  3677,                  3677,                170039,,,                  1640,                  1640,,                  6944,                  6944,                  8584,                178623,,,,                908699,                 38019,                946718,,,                              0,                              0,                  5222,                  3968,                              0,                  9190,,,,,                -29721,                -29721,                -29721,,,                -12453,                -12453,,                  3259,                  3259,                 -9194,,                916993,,                916993,                 41488,,,,,,,,,,,,,,,,,,,
3229,2013年06月30日,,,,,,,,                 22524,,                 10514,                     52,                 10462,,                169735,                  1244,                168491,,                              0,                              0,                              0,,,                  3983,,,                              0,,,,,,,,,,                 40355,                 40355,,,,,,,                    554,                    554,                605825,,,                  5514,                  8773,,                 46144,                 46144,,,                 40130,                 40130,,                 23187,                  8069,                 15118,,                118135,                 48658,                 69477,,                  1748,                    461,                  1287,,                    669,                    481,                    188,,                  1506,                    595,                    911,,                  7198,                  4123,                  3075,                130186,,                              0,                              0,                              0,,,,                  4606,,,,,,                  1044,                  1044,                  1044,                190753,,,,,,,,,,,,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                157773,,                              0,,                201683,,,                796578,,,,,                 81000,,,,                    538,,                 39559,,                              0,,,,                 64828,                 19661,                  4327,,,,,,,                  3112,                216342,,,,                  1456,,                  8029,                  8029,                  9485,                225827,,,,                579699,,                579699,,,                              0,                  1664,                  5222,                  4244,                              0,                 11130,,,,,,                -13920,                -13920,,,,                 -9417,,,                  3259,                 -6158,,                570751,,                570751,,                157773,                  3259,                  3317,                  1664,,,,,,,,,,,,,,,
