證券代號,年季,　 資產,　　 現金及約當現金,　　 存放央行及拆借金融同業,　　 透過損益按公允價值衡量之金融資產,　　 備供出售金融資產－淨額,　　 附賣回票券及債券投資,　　 應收款項－淨額,　　　 應收款項－淨額,　　 當期所得稅資產,　　　 本期所得稅資產合計,　　 貼現及放款－淨額,　　 再保險合約資產－淨額,　　 持有至到期日金融資產－淨額,　　 採用權益法之投資－淨額,　　 其他金融資產－淨額,　　　 其他金融資產－淨額,　　 投資性不動產－淨額,　　　 投資性不動產－淨額,　　 不動產及設備－淨額,　　 無形資產－淨額,　　 遞延所得稅資產,　　 其他資產－淨額,　　　 其他資產－淨額,　　 資產總計,　 負債及權益 ,　　 負債,　　　 央行及金融同業存款,　　　 透過損益按公允價值衡量之金融負債,　　　 附買回票券及債券負債,　　　 應付商業本票－淨額,　　　 應付款項,　　　　 應付款項合計,　　　 本期所得稅負債,　　　 存款及匯款,　　　 應付債券,　　　 其他借款,　　　　 其他借款合計,　　　 負債準備,　　　　 負債準備合計,　　　 其他金融負債,　　　　 其他金融負債合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他負債,　　　　 其他負債合計,　　　 負債總計,　　 權益 ,　　　 歸屬於母公司業主之權益 ,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總計,　　 負債及權益總計,　　 預收股款（股東權益項下）之約當發行股數（單位：股）,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 增資準備,　　 待註銷股本股數,　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 央行及金融同業存款,　　 透過損益按公允價值衡量之金融負債,　　 附買回票券及債券負債,　　 應付商業本票－淨額,　　 應付款項,　　　 應付款項合計,　　 當期所得稅負債,　　 存款及匯款,　　 應付債券,　　 其他借款,　　　 其他借款合計,　　 負債準備,　　　 負債準備合計,　　 其他金融負債,　　　 其他金融負債合計,　　 遞延所得稅負債,　　　 遞延所得稅負債合計,　　 其他負債,　　　 其他負債合計,　　 負債總額,　 權益 ,　　 歸屬於母公司業主之權益 ,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 增資準備
5880,2015年09月30日,,             58568763,            697586788,             57186531,            144503373,              2106046,,             25554643,,              1145743,          1945102596,                 20896,             42120669,                121640,,            188365787,,              2984231,             39917258,              3696516,              1171229,,              4787225,          3214939934,,,            235118335,             17945383,             48664432,             14724633,,             53137426,                871863,          2441572779,             69610000,,              1915853,,             55889644,,             83424275,,              3702034,,              1909249,          3028485906,,,,            110722290,            110722290,             57964343,,              2356575,                996026,             10202757,             13555358,,                669517,            182911508,              3542520,            186454028,          3214939934,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5880,2015年06月30日,,             41964221,            698634420,             64164795,            137886850,              2457734,,             26137184,,              1075307,          1895074730,                  8677,             35442779,                116030,,            183536583,,              2867804,             40001321,              3696673,              1209035,,              3405672,          3137679815,,,            215798580,             15627416,             43332007,             10290949,,             39805771,              1124421,          2415906571,             69610000,,              1039360,,             57897500,,             80725903,,              2970638,,              1765861,          2955894977,,,,            105449800,            110722290,             57964343,,              2356575,                996026,              6424436,              9777037,,               -235155,            178228515,              3556323,            181784838,          3137679815,              0,              0,              5272490,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5880,2015年03月31日,,             44878583,            740702960,             69712590,            133104563,              3022652,,             26286332,,              1663977,          1856355672,                  5929,             27626586,                118918,,            189998328,,              2785336,             40216472,              3745266,              1173299,,              3761782,          3145159245,,,            225931272,             17310668,             41963027,             12096364,,             36666272,                709070,          2393248737,             88110000,,              1454350,,             58620498,,             80490708,,              3163214,,              1455907,          2961220087,,,,            105449800,            105449800,             59018841,,              1332940,                996026,             13651229,             15980195,,                -21476,            180427360,              3511798,            183939158,          3145159245,              0,              0,,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5880,2014年12月31日,,             45149610,            685306762,             62603553,            126818812,              2322745,,             24735185,,              1676447,          1860748281,                 18056,             22066804,                115905,,            196758103,,              2714707,             40312130,              3765773,              1142191,,              5910142,          3082165206,,,            182820696,              6730193,             46390229,             12177863,,             45499471,                104927,          2396440749,             92110000,,                922008,,             59454738,,             75942974,,              3598327,,              1386405,          2923578580,,,,             90449800,             90449800,             51818091,,              1332940,                996026,             10918919,             13247885,,               -164453,            155351323,              3235303,            158586626,          3082165206,              0,              0,                              0,              0,              1676447,          3082165206,,            182820696,              6730193,             46390229,             12177863,,             45499471,                104927,          2396440749,             92110000,,                922008,,             59452594,,             75942974,,              3598327,,              1386405,          2923576436,,,,             90449800,             90449800,             51818091,,              1332940,                996026,             10921063,             13250029,,               -164453,                              0,            155353467,              3235303,            158588770,
5880,2014年09月30日,,             40386797,            644547054,             56234438,            122890859,              1105558,,             25189461,,              1566096,          1923309790,                  3189,             20453502,                111099,,            199315268,,              2723783,             39430933,              3781395,              1190224,,              3074029,          3085313475,,,            229807385,              3778504,             40341420,              6952584,,             44898068,                398114,          2365109751,             96210000,,                452538,,             60900621,,             76843555,,              3268609,,              1330838,          2930291987,,,,             90449800,             90449800,             51818091,,              1332940,                996076,              8869611,             11198627,,             -1325082,            152141436,              2880052,            155021488,          3085313475,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5880,2014年06月30日,,             42325545,            700675024,             63693940,            121191552,              2078543,,             26988809,,              1583939,          1897908908,                  6996,             18003187,                106098,,            192213588,,              2729366,             39411568,              3781029,              1234729,,              2604191,          3116537012,,,            229854492,              2367681,             42198127,              7080590,,             40915832,                655229,          2396168635,            103380000,,                250000,,             62804433,,             72736164,,              3444416,,              1473794,          2963329393,,,,             86142667,             90449800,             51818091,,              1332940,              1071454,              5896005,              8300399,,               -358077,            150210213,              2997406,            153207619,          3116537012,              0,              0,              4307133,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5880,2014年03月31日,,             39443208,            709806241,             58672919,            115972527,              1601368,,             25381055,,              1530730,          1923737584,                    755,             14241509,                107701,,            175207551,,              2745234,             39111250,              3823241,              1146013,,              2899975,          3115428861,,,            250684805,              2570734,             42790743,              7765949,,             38583442,                421700,          2381519678,             97880000,,                280000,,             64586724,,             68170233,,              3589777,,              1502916,          2960346701,,,,             86142667,             86142667,             56125224,,                782391,              1071454,              7947332,              9801177,,                -77242,            151991826,              3090334,            155082160,          3115428861,              0,              0,,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5880,2013年12月31日,,             40655599,            708509511,             56218820,            115688301,                417288,,             25289967,,,          1905442305,                  1057,             10565019,                106127,,            159529468,,              2750709,             38909695,              3801728,              1129579,,              2434725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,              0,              1626802,          3073076700,,            245541110,              2307488,             50441240,              7120706,,             39756520,                328318,          2338512889,             97880000,,                150000,,             66060582,,             67710055,,              3489088,,              1412651,          2920710647,,,,             86142667,             86142667,             56125224,,                782391,              1083833,              5505489,              7371713,,               -333858,                              0,            149305746,              3060307,            152366053,                              0
5880,2013年09月30日,,             43384804,            697355582,             66616110,            117068996,                641046,,             25915376,,,          1850727786,                 11808,             14774807,                101453,,            144695781,,              1127029,             40227091,              3842362,              1253588,,              2853404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     75510216,,              0,              1507390,          3012104413,,            247258964,              2136028,             50161527,              3537249,,             44292516,                508728,          2282245632,             99380000,,                433000,,             67904381,,             61089941,,              3431040,,              1364731,          2863743737,,,,             86142667,             86142667,             56125224,,                782391,              1083833,              4576825,              6443049,,               -874873,              2341763,            145494304,              2866372,            148360676,
5880,2013年06月30日,,             62880124,            710894137,             63063504,            117284564,              2905304,,             24554991,,,          1812700351,                 15424,             15250452,                 98718,,            124851111,,              1152029,             39829717,              3823067,              1247799,,              2368663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,    195234242,,              0,              1483206,          2984403161,,            236597598,              3202926,             54541453,              3744598,,             49323960,                612182,          2260647678,             99380000,,                651000,,             66712911,,             58932767,,              3426325,,              1498754,          2839272152,,,,             81266667,             86142667,             56125224,,                782391,              1083969,              4296452,              6162812,,                 58517,              6417991,            142071229,              3059780,            145131009,              4876000
