證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 重估增值,　　　　　　 重估增值合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 重估增值,　　　　　 重估增值合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額
1701,2015年09月30日,,,,                722835,,                386016,,                149937,,              1012894,,                 79376,,                100629,,                164606,,                              0,,              1511120,,                 64870,,                              0,,                 29924,                 29924,              4222207,,,                253715,,                 30710,,                758315,,              4283360,,                              0,,                  9049,                172894,,                233239,              5741282,              9963489,,,,,              1159527,,                118000,,                139271,,                559347,,                266427,                 15854,,                 49000,,                 35083,              2342509,,,              1595000,,                143786,,                401663,              2140449,              4482958,,,,              2980811,              2980811,,,                578416,                 64224,                              0,                642640,,                362229,                188958,,              1152525,              1703712,,,                 78895,,                 54474,,                              0,                133369,                 28054,              5432478,                 48053,              5480531,              9963489,              0,              0,        827883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,2015年06月30日,,,,                692939,,                384910,,                176622,,                979846,,                 58999,,                 67668,,                166893,,                              0,,              1576315,,                 63927,,                202746,,                 14701,                 14701,              4385566,,,                350180,,                 15710,,                734459,,              4286936,,                              0,,                  9026,                176464,,                226050,              5798825,             10184391,,,,,              1313744,,                259000,,                 73505,,                532284,,                490325,                 47520,,                 98980,,                 50168,              2865526,,,              1365000,,                131724,,                405042,              1901766,              4767292,,,,              2980811,              2980811,,,                578416,                 63868,                              0,                642284,,                362229,                188958,,              1033696,              1584883,,,                 37997,,                153411,,                              0,                191408,                 28054,              5371332,                 45767,              5417099,             10184391,              0,              0,        827883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,2015年03月31日,,,,                682285,,                373746,,                185975,,              1020414,,                 55904,,                 58883,,                157625,,                              0,,              1541182,,                 88239,,                202746,,                  9274,                  9274,              4376273,,,                337190,,                 15710,,                754110,,              4304062,,                              0,,                  9477,                174109,,                223880,              5818538,             10194811,,,,,              1162226,,                122978,,                 46741,,                568434,,                296046,                 64703,,                 98980,,                 54229,              2414337,,,              1745000,,                130354,,                404760,              2280114,              4694451,,,,              2980811,              2980811,,,                578416,                 63868,                              0,                642284,,                327457,                188958,,              1147976,              1664391,,,                 52688,,                141657,,                              0,                194345,                 28054,              5453777,                 46583,              5500360,             10194811,              0,              0,        827883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,2014年12月31日,,,,                795907,,                341765,,                160072,,                978370,,                 85694,,                 42960,,                161277,,                  1016,,              1547744,,                 62012,,                202746,,                 17722,                 17722,              4397285,,,                435782,,                 15710,,                701450,,              4297122,,                 27856,,                  9900,                170585,,                254171,              5912576,             10309861,,,,,              1269899,,                222978,,                 88610,,                538031,,                358314,                 47328,,                 98980,,                 36054,              2660194,,,              1625000,,                131245,,                409870,              2166115,              4826309,,,,              2980811,              2980811,,,                578416,                 63868,                              0,                642284,,                327457,                188958,,              1042487,              1558902,,,                 63345,,                240249,,                              0,                303594,                 28054,              5457537,                 26015,              5483552,             10309861,              0,              0,        827883,                795907,                  1016,             10309861,,,,              1269899,,                222978,,                 88610,,                538031,,                358314,                 47328,,                 98980,,                 36054,              2660194,,,              1625000,,                131245,,                409870,              2166115,              4826309,,,,              2980811,              2980811,,,                578416,                 63868,                              0,                642284,,                327457,                188958,,              1042487,              1558902,,,                 63345,,                240249,,                              0,                303594,                 28054,              5457537,                 26015,              5483552,,
1701,2014年09月30日,,,,                802577,,                339690,,                168731,,                943400,,                 74759,,                 77206,,                170805,,                  2842,,              1534968,,                 46098,,                              0,,                 28921,                 28921,              4189997,,,                433845,,                 15710,,                687265,,              4249416,,                230566,,                 10365,                157182,,                231848,              6016197,             10206194,,,,,              1232290,,                268000,,                144604,,                511682,,                287611,                 29185,,                 98980,,                 38400,              2610752,,,              1805000,,                128418,,                408590,              2342008,              4952760,,,,              2980811,              2980811,,,                578416,                 63868,                              0,                642284,,                327457,                188958,,                918809,              1435224,,,                 26248,,                171534,,                              0,                197782,                 28054,              5228047,                 25387,              5253434,             10206194,              0,              0,        827883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,2014年06月30日,,,,                655571,,                337685,,                198143,,                948929,,                 63276,,                212779,,                169383,,                              0,,              1519229,,                 70352,,                              0,,                 34075,                 34075,              4209422,,,                427662,,                    710,,                682341,,              4167451,,                231370,,                 10233,                157730,,                316836,              5994333,             10203755,,,,,              1346208,,                168000,,                170358,,                536683,,                481559,                 34739,,                 98980,,                 23587,              2860114,,,              1645000,,                122545,,                411230,              2178775,              5038889,,,,              2980811,              2980811,,,                578416,                 63571,                              0,                641987,,                327457,                188958,,                854906,              1371321,,,                  4228,,                168865,,                              0,                173093,                 28054,              5139158,                 25708,              5164866,             10203755,              0,              0,        827823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,2014年03月31日,,,,                783401,,                349876,,                217236,,                922889,,                 97796,,                 61823,,                160994,,                              0,,              1427252,,                 65726,,                              0,,                 28947,                 28947,              4115940,,,                331482,,                    710,,                707715,,              5100244,,                232174,,                 10587,                156433,,                473527,              7012872,             11128812,,,,,              1306048,,                320000,,                144730,,                546904,,                296553,                 28913,,                 98980,,                 24405,              2766533,,,              1675000,,                120330,,              1420712,              3216042,              5982575,,,,              2980811,              2980811,,,                578416,                 63571,                              0,                641987,,                303422,                188958,,                939516,              1431896,,,                 21918,,                 72966,,                              0,                 94884,                 28054,              5121524,                 24713,              5146237,             11128812,              0,              0,        827883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,2013年12月31日,,,,,,                329163,,                238645,,                906855,,                 96877,,                 43696,,                113642,,,,              1454155,,                 54748,,                              0,,                 22804,                 22804,              4079240,,,                348634,,                    710,,                694473,,              4759933,,                231775,,                 10729,                158809,,                787566,              6992629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,        827883,                818655,                              0,             11071869,,,,              1631333,,                112924,,                114077,,                525555,,                355136,                 23951,,                 98980,,                 32894,              2894850,,,              1555000,,                114896,,              1418508,              3088404,              5983254,,,,              2980811,              2980811,,,                578416,                 63571,                              0,                641987,,                303422,                188958,,                870681,              1363061,,,                 19597,,                 86835,,                              0,                106432,                 28054,              5064237,                 24378,              5088615,,
1701,2013年09月30日,,,,,,                334459,,                226087,,                948610,,                 92091,,                 55835,,                134305,,,,              1371479,,                 66593,,,,                 23166,                 23166,              4041583,,,                182933,,                    710,,                680250,,              4626314,,                232570,,                 11331,                177526,,                801534,              6713168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,        827883,                788958,                              0,             10754751,,,,              1607606,,                 50000,,                115578,,                494852,,                316902,                 25728,,                 98980,,                 29919,              2739565,,,              1615000,,                102310,,              1448677,              3165987,              5905552,,,,              2980811,              2980811,,,                578416,                 63274,                              0,                641690,,                303422,                188958,,                811776,              1304156,,,                  5555,,                -78945,,                              0,                -73390,                 28054,              4825213,                 23986,              4849199,,
1701,2013年06月30日,,,,,,                379982,,                204084,,                955073,,                 90313,,                 76146,,                120155,,,,              1308347,,                 53453,,,,                 21799,                 21799,              3970252,,,                182933,,                    710,,                661083,,              4611876,,                233365,,                 11634,                177925,,                741203,              6620729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,        827883,                760900,,             10590981,,,,              1149582,,                 80000,,                108995,,                564823,,                482612,                 35764,,                 98980,,                 32989,              2553745,,,              1705000,,                 94198,,              1459263,              3258461,              5812206,,,,              2980811,              2980811,,,                578416,                 63274,                              0,                641690,,                303422,                188958,,                741388,              1233768,,,                 12778,,                -85231,,                              0,                -72453,                 28054,              4755762,                 23013,              4778775,,
