證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 應付設備款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 預收股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　　　 應付股利,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 應付設備款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　 預收股本,　　　　 應付股利,　　　 避險之衍生金融資產－流動
3607,2015年09月30日,,,,              2715760,,                 11552,,                  6221,,              2627637,,                 18718,                 18718,,                  2030,,                 61716,,                858802,,                203936,,                266516,                 12724,                279240,              6785612,,,                 56345,,                880856,,              4435847,,                 63224,                 88394,,                328056,                 64052,,                  6007,                398115,              5922781,             12708393,,,,,                              0,,                 10240,,                  1587,                  1587,,              1056711,,                  7473,                  7473,,                 61178,                856479,                917657,                  4880,                150838,,                 18121,,,                188657,                 73488,                262145,              2429652,,,                726327,,              1222083,,                517025,,                 18711,                 31568,                 50279,              2515714,              4945366,,,,              1245718,                  5794,              1251512,,              2940462,,                605355,                              0,,              1910102,              2515457,,                594615,              7302046,                460981,              7763027,             12708393,        579448,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3607,2015年06月30日,,,,              3485701,,                 13357,,                  2694,,              2544333,,                 24862,                 24862,,                  2773,,                 43281,,                907757,,                162958,,                217713,                 14504,                232217,              7419933,,,                 56345,,                922340,,              4442605,,                 63968,                 82165,,                291781,                 63115,,                 10540,                365436,              5932859,             13352792,,,,,                254300,,                  9003,,                  1182,                  1182,,                954076,,                 15933,                 15933,,                 72170,                907526,              1497146,                  7071,                142194,,                 18195,,,                828307,                 50115,                878422,              3777522,,,                722603,,                910417,,                474922,,                 18728,                 98913,                117641,              2225583,              6003105,,,,              1242273,                  3654,              1245927,,              2918942,,                605355,                              0,,              1737871,              2343226,,                388627,              6896722,                452965,              7349687,             13352792,        344479,              0,,                              0,                517450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3607,2015年03月31日,,,,              2340165,,                 16353,,                 74214,,              2843242,,                 33882,                 33882,,                 29435,,                 58852,,                851797,,                150398,,                256635,                 15114,                271749,              6670142,,,                 56345,,                916887,,              4582042,,                 50582,                 93082,,                266821,                 64266,,                 10644,                341731,              6040669,             12710811,,,,,                575600,,                              0,,,                  1018,,                810801,,                  4864,                  4864,,                 86898,                997286,              1084184,                  3858,                158754,,                 15851,,,                472568,                 69189,                541757,              3196687,,,                 43525,,              1184958,,                457617,,                 18750,                 99914,                118664,              1804764,              5001451,,,,              1192244,                 51623,              1243867,,              2840639,,                533475,                173553,,              2014884,              2721912,,                459095,              7265513,                443847,              7709360,             12710811,      5002871,              0,,                     55,,,                459095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3607,2014年12月31日,,,,              1622331,,                 16534,,                  7438,,              3344451,,                 10367,                 10367,,                 21006,,                 88352,,                914471,,                111657,,                239628,                 13005,                252633,              6389240,,,                 56345,,                924399,,              4711297,,                 51988,                 80661,,                339486,                 65788,,                 10834,                416108,              6240798,             12630038,,,,,                              0,,                    335,,                  1424,                  1424,,              1016046,,                 10604,                 10604,,                120068,              1159859,              1279927,                  5955,                 67988,,                 20386,,,                640863,                 64633,                705496,              3108161,,,                283297,,              1277041,,                515189,,                 18767,                100178,                118945,              2194472,              5302633,,,,              1192244,                              0,              1192244,,              2649344,,                533475,                173553,,              1797488,              2504516,,                542642,              6888746,                438659,              7327405,             12630038,              0,              0,,                              0,                              0,,                542642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3607,2014年09月30日,,,,              1506548,,                 19097,,                 22821,,              2599028,,                    377,                    377,,                 78305,,                134490,,                844871,,                 97851,,                315503,                 23829,                339332,              5642720,,,                 56345,,                908748,,              4482320,,                 52782,                 91206,,                210572,                 63419,,                 27438,                301429,              5892830,             11535550,,,,,                152100,,                  1618,,                  1474,                  1474,,              1035722,,                  2727,                  2727,,                 60564,                910291,                970855,                  4409,                 10390,,                 18051,,,                352608,                 73244,                425852,              2623198,,,                281776,,              1646209,,                370173,,                 21416,                  7348,                 28764,              2326922,              4950120,,,,              1190834,                    279,              1191113,,              2645128,,                533475,                173553,,              1344133,              2051161,,                290467,              6177869,                407561,              6585430,             11535550,         27930,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3607,2014年06月30日,,,,              1692166,,                 22122,,                  5817,,              2251492,,                  1123,                  1123,,                 22551,,                 58973,,                659021,,                131803,,                311140,                 42606,                353746,              5198930,,,                 56345,,                697688,,              4588814,,                 47181,                 94694,,                 83176,                 62781,,                 11246,                157203,              5641925,             10840855,,,,,                              0,,                  1552,,                    904,                    904,,                896368,,                  3436,                  3436,,                114513,                824792,              1318487,                 30934,                 25051,,                 16236,,,                237500,                 80238,                317738,              2610706,,,                280178,,              1334128,,                273786,,                 21371,                  8265,                 29636,              1917728,              4528434,,,,              1189734,                              0,              1189734,,              2641840,,                533475,                173553,,              1192604,              1899632,,                190128,              5921334,                391087,              6312421,             10840855,              0,              0,,                    116,                379182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3607,2014年03月31日,,,,              2207618,,                 23083,,                 18140,,              1625916,,                158517,                158517,,                 25837,,                 15523,,                548043,,                101600,,                207840,                 35419,                243259,              4967536,,,                 56345,,                443447,,              5051202,,                 33881,                 94542,,                115145,                 64594,,                  7665,                187404,              5866821,             10834357,,,,,                152350,,                  2665,,,                  1123,,                661035,,                 39600,                 39600,,                119662,                719496,                839158,                 33407,                 34855,,                 13283,,,                310683,                 42124,                352807,              2130283,,,                278692,,              1173936,,                274582,,                 21325,                 19814,                 41139,              1768349,              3898632,,,,              1187184,                    279,              1187463,,              2634215,,                491765,                173553,,              1499433,              2164751,,                303537,              6289966,                645759,              6935725,             10834357,         27900,              0,,                              0,,,                303537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3607,2013年12月31日,,,,,,                 28700,,                  2708,,              2214269,,                185625,                185625,,                 32532,,                  7145,,                588241,,                 84995,,                205607,                  6553,                212160,              5370856,,,                 56345,,                358082,,              5074615,,                 36644,                 82107,,                107675,                 64282,,                  8099,                180056,              5787849,,,,,,,,,,,,,,                 46614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,              2014481,             11158705,,,,                149025,,                  7199,,                  1635,,                862252,,                 46614,,                173264,                879365,              1052629,                 19185,                 31324,,                 18464,,,                274025,                 55944,                329969,              2518296,,,                277213,,              1235279,,                247647,,                 21274,                 34236,                 55510,              1815649,              4333945,,,,              1184844,              1184844,,              2627218,,                491765,                173553,,              1497340,              2162658,,,                214758,                214758,              6189478,                635282,              6824760,              0,,,
3607,2013年09月30日,,,,,,                 33700,,                              0,,              1935045,,                122986,                122986,,                 36986,,                  6903,,                629391,,                133144,,                206496,                  5013,                211509,              4776367,,,                 56345,,                379641,,              5070532,,                 32631,                104416,,                178755,                 63763,,                 22953,                265471,              5909036,,,,,,,,,,,,,,                 40805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                  1613,,,,              1665090,             10685403,,,,                147850,,                  1948,,                  1559,,                762490,,                 40805,,                242439,                757829,              1000268,                 16394,                  4995,,                 15438,,,                235887,                 42190,                278077,              2269824,,,                275742,,              1321371,,                226810,,                 18484,                 60770,                 79254,              1903177,              4173001,,,,              1183384,              1183384,,              2622800,,                491765,                173553,,              1282430,              1947748,,,                152159,                152159,              5906091,                606311,              6512402,              0,                              0,,
3607,2013年06月30日,,,,,,                 34700,,                  8530,,              1687682,,,                 86435,,                 26602,,                  6669,,                691268,,                124378,,                179590,                 30718,                210308,              5108197,,,                 56345,,                367628,,              5277472,,                 34361,                111808,,                105906,                 64891,,                 23280,                194077,              6041691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                              0,,,,              2231625,             11149888,,,,                150000,,                  1281,,                  1262,,                674655,,                 31717,,                273840,                773997,              1395100,                 10885,                 29393,,                 15874,,,                801000,                 46053,                847053,              3157220,,,                278037,,                880000,,                241248,,                 18494,                 90342,                108836,              1508121,              4665341,,,,              1179381,              1179381,,              2606762,,                491765,                173553,,              1253380,              1918698,,,                177592,                177592,              5882433,                602114,              6484547,              0,,                347263,
