證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 應收建造合約款,　　　 應收建造合約款－關係人,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 應付建造合約款,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 與待出售非流動資產直接相關之負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 長期應付票據及款項,　　　　　　 長期應付款,　　　　　　 長期應付票據及款項合計,　　　　　 待分配股票股利,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 當期所得稅資產合計,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 應付建造合約款,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 與待出售非流動資產直接相關之負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 長期應付款,　　　　　 長期應付票據及款項合計,　　　　 長期遞延收入,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 待分配股票股利,　　　　　 應付租賃款－非流動,　　　 其他應付款項－關係人
2023,2015年09月30日,,,,              9546005,,                131597,,                              0,,                536851,,                              0,,              1892194,,                128197,                306476,                198809,,                215537,,                 12370,,              6399626,,              2340444,,                              0,,                807292,                807292,             22515398,,,                  9999,,                 43065,,                564400,,             15737484,,             35529854,,                974855,,                  3341,                529803,,                 68122,,                 80547,                281626,                430295,             53823096,             76338494,,,,,             13727553,,                863366,,              1023973,,                997014,,                137882,                 59374,,              1041898,                 14507,,                101316,                              0,,,                449170,,              1945327,              2394497,             20361380,,,              1541588,,             23196434,,                136627,,                 47417,                989143,                  9900,              1046460,             25921109,             46282489,,,,             17180905,             17180905,,              4658011,,              2448261,                327757,,              1304950,              4080968,,                866691,                              0,             26786575,              3269430,             30056005,             76338494,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2015年06月30日,,,,              9656147,,                152348,,                              0,,                427118,,                 89642,,              1918851,,                103724,                291049,                 76385,,                269308,,                 11763,,              6911935,,              2261970,,,,                831830,                831830,             23002070,,,                 10000,,                 55800,,                282440,,             15757821,,             34389315,,                975067,,                  3610,                479388,,                 81667,,                104557,                276706,                462930,             52416371,             75418441,,,,,             13350125,,                864036,,              1392149,,                974708,,                392173,                 43868,,              1311264,                133018,,                109901,,,,                339867,,              3034641,              3374508,             21945750,,,              1504443,,             20800548,,                 70243,,                 46311,                991305,                  9716,              1047332,             23422566,             45368316,,,,             16680490,             17180905,,              4652563,,              2448261,                327757,,              1751187,              4527205,,                427506,                              0,             26788179,              3261946,             30050125,             75418441,              0,              0,              0,,                              0,                              0,                500415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2015年03月31日,,,,              7269974,,                251045,,                              0,,                297030,,                              0,,              2152900,,                542191,                395695,                 65852,,                266918,,                 12822,,              8111953,,              1908638,,,,                930606,                930606,             22205624,,,                  9999,,                 64350,,                282440,,             16090583,,             33385179,,                975279,,                  6831,                435701,,                 33010,,                 95884,                281013,                409907,             51660269,             73865893,,,,,             14366876,,                634136,,              1559183,,              1161626,,                449755,                 44509,,                830049,                185935,,                 99511,,,,                296500,,              5674329,              5970829,             25302409,,,              1517604,,             14838447,,                 82340,,                 46754,                995030,                  9535,              1051319,             17489710,             42792119,,,,             16680490,             16680490,,              4628048,,              2324376,                327757,,              2978646,              5630779,,                575937,                              0,             27515254,              3558520,             31073774,             73865893,              0,              0,              0,,                              0,                              0,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2014年12月31日,,,,              8866805,,                227689,,                              0,,                285513,,                              0,,              2132229,,              1119918,                286204,                 67648,,                374139,,                 10233,,              7481877,,              1936416,,                              0,,              1051350,              1051350,             23840021,,,                  9998,,              3394069,,                269771,,              9233405,,             33374278,,                975491,,                  4485,                373627,,                 34924,,                 98941,                285419,                419284,             48054408,             71894429,,,,,             11992548,,                708874,,              1655816,,              1180666,,                427389,                 36000,,              1039017,                158853,,                113337,                              0,,,                427336,,              7477039,              7904375,             25216875,,,              1539462,,             14698306,,                127267,,                 47465,              1007234,                  9649,              1064348,             17429383,             42646258,,,,             16680490,             16680490,,              4627688,,              2324376,                327757,,              2649026,              5301159,,                381002,                              0,             26990339,              2257832,             29248171,             71894429,              0,              0,              0,,                              0,                              0,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2014年09月30日,,,,              8955935,,                255177,,                              0,,                180279,,                              0,,              2024419,,                627618,                295063,                 66664,,                239446,,                 10699,,              7283919,,              2286030,,                208101,,                674757,                674757,             23108107,,,                  9999,,              3421518,,                254771,,              8914913,,             31174057,,                975420,,                  1991,                354116,,                 30916,,                 59929,                213087,                303932,             45410717,             68518824,,,,,             11766370,,                709052,,              1240749,,              1118407,,                  2811,                 29952,,                850246,                107235,,                114258,                 45000,,,                448132,,              6439427,              6887559,             22871639,,,              1470401,,             14477046,,                  7593,,                              0,              1028927,                 12914,              1041841,             16996881,             39868520,,,,             16680490,             16680490,,              4622009,,              2324376,                327757,,              2172235,              4824368,,                203722,                              0,             26330589,              2319715,             28650304,             68518824,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2014年06月30日,,,,              9140620,,              1136333,,                              0,,                401080,,                     55,,              2029042,,                709668,                202818,                 63310,,                307985,,                  3800,,              7331135,,              2164816,,,,                853640,                853640,             24344302,,,                 10000,,              3360904,,                254771,,              7140051,,             30235968,,              1183733,,                  2233,                392923,,                 34174,,                 57004,                210478,                301656,             42882239,             67226541,,,,,             13936707,,                789300,,                738648,,              1274874,,                 23585,                 39077,,              1231568,                154791,,                 93154,,,,                417421,,              7773261,              8190682,             26472386,,,                              0,,             11123180,,                  6663,,                              0,              1030733,                 12472,              1049505,             12179348,             38651734,,,,             16353422,             16680490,,              4622016,,              2324376,                327757,,              1858580,              4510713,,                 75885,                              0,             25889104,              2685703,             28574807,             67226541,              0,              0,              0,,                  6300,                  6300,                327068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2014年03月31日,,,,              8356265,,                931331,,                450044,,              1508549,,                              0,,              2249464,,                756252,                151610,                 61389,,                206097,,                  4289,,              7473519,,              2029034,,,,                964083,                964083,             25141926,,,                 10000,,              3442722,,                279977,,              6901192,,             29997897,,              1183945,,                  2810,                383230,,                 29811,,                 37000,                216105,                282916,             42484689,             67626615,,,,,             14130611,,                788007,,                713953,,              1146304,,                    454,                 15389,,                974706,                247598,,                 98027,,,,                282582,,              6658058,              6940640,             25055769,,,                              0,,             12760855,,                 12071,,                              0,              1035362,                 12397,              1054081,             13827007,             38882776,,,,             16353422,             16353422,,              4622016,,              2247179,                454837,,              2143723,              4845739,,                158273,                              0,             25979450,              2764389,             28743839,             67626615,              0,              0,              0,,                  6322,                  6322,,,                     80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2014年01月01日,,,,              8180966,,                890245,,                450094,,              1297550,,                              0,,              1757004,,                551155,                 85401,                 77962,,                232717,,                  1041,,              7431332,,              1522445,,                              0,,                875438,                875438,             23353350,,,                 10000,,              3510926,,                280477,,              7022006,,             29323857,,              1184157,,                  3220,                406873,,                 24647,,                 37000,                214521,                276168,             42017684,             65371034,,,,,             11699767,,                788558,,              1280044,,              1150437,,                  1119,                 18163,,                864778,                207170,,                 92670,                              0,,,                510104,,              7356308,              7866412,             23969118,,,                              0,,             11683386,,                 22092,,                              0,              1039558,                  8263,              1047821,             12753299,             36722417,,,,             16353422,             16353422,,              4622016,,              2247179,                454837,,              2024206,              4726222,,                116205,                              0,             25817865,              2830752,             28648617,             65371034,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2013年12月31日,,,,,,                890245,,,,              1297550,,                              0,,              1757004,,                551155,                 85401,                 77962,,                232717,,,,              7306637,,              1522445,,                              0,,                875438,                875438,             23228655,,,                 10000,,              3510926,,                280477,,              7022006,,             29448552,,              1184157,,                  3220,                406873,,                 24647,,                 37000,                214521,                276168,             42142379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,              8180966,                450094,                  1041,,                              0,             65371034,,,,             11699767,,                788558,,                              0,,              1280044,,              1150437,,                  1119,                 18163,,                864778,                207170,,                 92670,                              0,,,                510104,,              7350227,              7860331,             23963037,,,                              0,,                              0,,             11683386,,                 22092,,,                  6081,                  6081,                              0,              1039558,                  8263,              1053902,             12759380,             36722417,,,,             16353422,             16353422,,              4622016,,              2247179,                454837,,              2024206,              4726222,,                116205,                              0,             25817865,              2830752,             28648617,                              0,,
2023,2013年09月30日,,,,,,                920325,,,,              1337490,,                174517,,              1748830,,                810805,                 96839,                108225,,                333403,,,,              7035117,,              2032455,,                              0,,              1292507,              1292507,             27647737,,,                 16393,,              3406923,,                273477,,              7020520,,             29563812,,              1176141,,                  3743,                370312,,                 47375,,                 44501,                212324,                304200,             42135521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,             11305497,                450145,                  1582,,                              0,             69783258,,,,             13193435,,                788770,,                              0,,              1299795,,              1126357,,                              0,                  8723,,                734386,                100542,,                 89253,                              0,,,                401775,,              7509115,              7910890,             25252151,,,                              0,,                              0,,             12751635,,                  2514,,,                  6262,                  6262,,              1027440,                  7007,              1040709,             13794858,             39047009,,,,             16353422,             16353422,,              4622016,,              2247179,                454837,,              1846207,              4548223,,               -151301,                              0,             25372360,              5363889,             30736249,,,
