證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 應收租賃款,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 長期應收票據及款項,　　　　　 長期應收租賃款,　　　　　 長期應收票據及款項淨額,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 避險之衍生金融負債－流動,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 預收股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　 現金及約當現金合計,　　　 避險之衍生金融資產－流動,　　　　 無活絡市場之債券投資－流動淨額,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 避險之衍生金融負債－流動,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收收入／遞延收入,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期遞延收入,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 預收股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應付票據,　　　　 應付票據合計,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－認股權
9941,2015年09月30日,,,,              3535736,,                  8236,,                640451,,             58653129,             10094349,             68747478,,                656177,,                399732,,              2365832,,              3312904,,                 79211,             79745757,,,                 17673,,                  3813,,                232018,,             15835402,,                138179,                376030,,,              1150611,              1150611,,                 99877,              1250488,             17853603,             97599360,,,,,             22401093,,             48033423,,                  2284,                  2174,,                268756,,                644152,,                982532,                982532,                101713,,                428268,,,              4102664,              8844281,             12946945,             85811340,,,              1198981,,                688234,,                 29350,                 97133,                126483,              2013698,             87825038,,,,              2668232,                  4652,              2672884,,              2206519,,              1361220,                 35588,,              2564629,              3961437,,                144006,              8984846,                789476,              9774322,             97599360,              0,            465,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941,2015年06月30日,,,,              2795791,,                 87233,,                686069,,             57677929,              8835262,             66513191,,                725289,,                405086,,              2378273,,              3104357,,                 86887,             76782176,,,                 17788,,                  3813,,                227551,,             15817375,,                125890,                390174,,,                946272,                946272,,                 92065,              1038337,             17620928,             94403104,,,,,             21161646,,             44612324,,                    224,                  1373,,                375408,,              1233230,,,              2272741,                219539,,                407270,,,              4427716,              8584538,             13012254,             83296009,,,                898383,,                711481,,,,                133026,              1742890,             85038899,,,,              2640737,                 27495,              2668232,,              2183731,,              1361220,                 35588,,              2311976,              3708784,,                 51239,              8611986,                752219,              9364205,             94403104,              0,          2750,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941,2015年03月31日,,,,              2507774,,                 57335,,                448761,,             54757230,              7835206,             62592436,,                542481,,                380649,,              1578471,,              3277977,,                 79252,             71465136,,,                 17904,,                  5404,,                231217,,             15670974,,                128344,                387540,,,              1130224,              1130224,,                 88812,              1219036,             17660419,             89125555,,,,,             21055122,,             40435065,,                     33,                  1526,,                350698,,                837134,,,                657848,                311315,,                424325,,,              4593846,              8543544,             13137390,             77210456,,,                899145,,                683218,,                 41757,                107926,                149683,              1732046,             78942502,,,,              2621581,                 19156,              2640737,,              2042497,,              1209778,                 35588,,              3329618,              4574984,,                 86358,              9344576,                838477,             10183053,             89125555,              0,          1916,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941,2014年12月31日,,,,              1699802,,                 42296,,                483182,,             53143318,              6857460,             60000778,,                372119,,                398434,,                486669,,              3201685,,                100165,             66785130,,,                 18019,,                  7874,,                225050,,             15632136,,                124329,                385526,,,              1877583,              1877583,,                 74705,              1952288,             18345222,             85130352,,,,,             19495984,,             39282531,,                              0,                  1200,,                384539,,                283049,,                955935,                955935,                215620,,                427386,,,              4907660,              8326816,             13234476,             74280720,,,                399217,,                659650,,                 30563,                107808,                138371,              1197238,             75477958,,,,              2608252,                 13329,              2621581,,              1944337,,              1209778,                 35588,,              2883977,              4129343,,                146668,              8841929,                810465,              9652394,             85130352,              0,          1333,              0,,                              0,              1699802,                              0,                483182,                  7874,             85130352,,,,             19495984,,             39282531,,                              0,                  1200,,                384539,,                283049,,                955935,                955935,                215620,,                427386,,,                              0,                              0,,              4907660,              8326816,             13234476,             74280720,,,                399217,,                659650,,                 30563,                107808,                138371,              1197238,             75477958,,,,              2608252,                 13329,              2621581,,              1944337,,              1209778,                 35588,,              2883977,              4129343,,                146668,              8841929,                810465,              9652394,,,,,,,,,,,
9941,2014年09月30日,,,,              1596291,,                 28431,,                515028,,             51877450,              6900250,             58777700,,                286559,,                487589,,              2271799,,              3000555,,                147863,             67111815,,,                 18135,,                  7845,,                223605,,             15628649,,                 81158,                364326,,,                319543,                319543,,                 48941,                368484,             16692202,             83804017,,,,,             18047142,,             40157382,,                     22,                     59,,                495153,,                915481,,                839942,                839942,                135714,,                410393,,,              4886217,              8006529,             12892746,             73894034,,,                              0,,                639596,,                 22728,                 96179,                118907,                758503,             74652537,,,,              2556377,                 51876,              2608253,,              1876437,,              1209778,                 35588,,              2603972,              3849338,,                 40964,              8374992,                776488,              9151480,             83804017,              0,          5188,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941,2014年06月30日,,,,              1453258,,                 13794,,                612803,,             48410844,              6469466,             54880310,,                430644,,                382399,,              1564179,,              2802485,,                272294,             62412166,,,                 18250,,                  7845,,                218586,,             15529849,,                 68111,                367449,,,                309838,                309838,,                 26796,                336634,             16546724,             78958890,,,,,             16038670,,             35906904,,                    999,                     70,,                450697,,              1283714,,,              2598921,                180641,,                427368,,,              4704280,              7945875,             12650300,             69538284,,,                299708,,                619833,,,,                126225,              1045766,             70584050,,,,              2534619,                 21758,              2556377,,              1608004,,              1209778,                 35588,,              2224061,              3469427,,                    471,              7634279,                740561,              8374840,             78958890,              0,          2176,              0,,                    145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941,2014年03月31日,,,,              2207904,,                 58194,,                573074,,             45174906,              5635989,             50810895,,                377845,,                380114,,              1064479,,              2483397,,                241073,             58196975,,,                 18366,,                  9791,,                224728,,             15319366,,                 14260,                392359,,,                291609,                291609,,                 26392,                318001,             16296871,             74493846,,,,,             15247946,,             33420635,,                  2255,                     64,,                390979,,              1351624,,,                950873,                300490,,                410598,,,              3241664,              8281324,             11523404,             63598868,,,                997886,,                599310,,                 37867,                 99991,                137858,              1735054,             65333922,,,,              2500622,                 33997,              2534619,,              1490121,,              1073391,                 54776,,              3148652,              4276819,,                 43222,              8344781,                815143,              9159924,             74493846,              0,          3400,              0,,                    416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9941,2013年12月31日,,,,,,                 62363,,,,             41766876,              3758292,             45525168,,                224437,,                274362,,              1103425,,              2153907,,                 78800,             51318660,,,                 18481,,,,                179030,,             15259533,,                 56922,                398843,,,                744138,                744138,,                 28327,                772465,             16698736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,          9378,              0,,,              1282527,                     41,                613630,                 13462,             68017396,,,,             14975804,,             30169834,,                  3754,                    114,,                427684,,                253214,,                686712,                686712,                213118,,                396182,,,                  1077,                  1077,,              3454400,              7290675,             10746152,             57872568,,,                998573,,                583027,,                 44158,                 96225,                140383,              1721983,             59594551,,,,              2406840,                 93782,              2500622,,              1305199,,              1073391,                 54776,,              2743319,              3871486,,                 26542,              7703849,                718996,              8422845,,,,,,,,,,,
9941,2013年09月30日,,,,,,                 90299,,,,             39421486,              3591345,             43012831,,                340809,,                262690,,              1585649,,              1632882,,                 79770,             48921825,,,                  6110,,,,                169896,,             15461860,,                 44561,                388498,,,                285731,                285731,,                 29301,                315032,             16397775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,          1080,              0,,,              1233197,                    250,                683448,                 11818,             65319600,,,,             14947413,,             27902084,,                  5744,                              0,,                375050,,                900459,,,                488755,                150698,,                368420,,,                  2866,                  2866,,              4046041,              7138592,             11187499,             56326122,,,                798115,,                570215,,,,                108117,              1476447,             57802569,,,,              2396043,                 10797,              2406840,,                800221,,              1073391,                 54776,,              2483202,              3611369,,                  5025,              6823455,                693576,              7517031,,,,,,,,,,,
9941,2013年06月30日,,,,,,                 90253,,,,             38331235,              3209923,             41541158,,                253243,,                191576,,              1049771,,              1372773,,                177274,             46256308,,,                  6141,,,,                166536,,             15510381,,                 39702,                396546,,,                268432,                268432,,                 27427,                295859,             16426983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,            343,              0,,,                979449,                    496,                590305,                 11818,             62683291,,,,             15028968,,             25187600,,                 10399,                              0,,                385806,,                563707,,              1224708,              1224708,                211632,,                310758,,,                  3735,                  3735,,              4106947,              7089351,             11200033,             54123611,,,                798549,,                557823,,                 32181,                 92531,                124712,              1481084,             55604695,,,,              2392614,                  3429,              2396043,,                742173,,              1073391,                 54776,,              2131795,              3259962,,                 15426,              6413604,                664992,              7078596,,                 10010,,,,,,,,,
