證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨（建設業適用）,　　　　　 存貨（建設業適用）淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付租金,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付投資款,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 與待出售非流動資產直接相關之負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 長期應付款,　　　　　　 長期應付票據及款項合計,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 共同控制下前手權益,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　　 以成本衡量之金融資產－流動,　　　　 以成本衡量之金融資產－流動淨額,　　　　 無活絡市場之債券投資－流動淨額,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 與待出售非流動資產直接相關之負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 長期應付款,　　　　　 長期應付票據及款項合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 避險之衍生金融負債－流動,　　　 應付建造合約款,　　　 避險之衍生金融負債－非流動,　　　　 預收股本
9904,2015年09月30日,,,,             38274519,,                543739,,             12548307,,                 84237,,              1377821,,                 20452,,                    174,,             31292333,,                223787,,              4045315,,,             42100859,,              4373523,             46474382,,                182231,                182231,,                              0,,             10831255,            145898552,,,                667035,,                852725,,              1285000,,                671209,,                 27336,,             36856179,,             68203617,,              2336342,,              9549190,,              3455329,             13004519,                619943,,                583443,              5696662,,              4063684,             10343789,            134867694,            280766246,,,,,             18352318,,              2175077,,                998961,,                 37964,,                 19140,,             15519772,,              1937821,,             25867552,              2493096,                              0,,,             18681852,              4539664,             23221516,             90623217,,,             32293070,,              1712076,,,                589905,                589905,              1620418,                 39820,              2250143,             36255289,            126878506,,,,             29467872,             29467872,,              4628082,,             10260048,              5608553,,             30314449,             46183050,,,            -11234330,            -11234330,                              0,             69044674,             84843066,            153887740,            280766246,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904,2015年06月30日,,,,             34686431,,                286808,,             15210030,,,,              2145849,,                 11029,,                     88,,             32894180,,                209709,,              3818525,,,             36590419,,              4542187,             41132606,,                171551,                171551,,                              0,,              9757550,            140324356,,,                639823,,                829090,,,,                631870,,                 30380,,             40071426,,             63556879,,              2280958,,              8948131,,              3384072,             12332203,                589388,,                547765,              5333122,,              2576928,              8457815,            129419832,            269744188,,,,,             14683762,,              2524239,,                162967,,                 31522,,                 24691,,             13195455,,              1764982,,             27169042,              1651029,                              0,,,             21437500,              4460717,             25898217,             87105906,,,             27677267,,              2109639,,,                619779,                619779,              1615072,                 39451,              2274302,             32061208,            119167114,,,,             29441372,             29441372,,              4628173,,             10260048,              5608553,,             26748180,             42616781,,,,             -6591706,                              0,             70094620,             80482454,            150577074,            269744188,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904,2015年03月31日,,,,             39526667,,                233981,,             14306890,,,,              1558430,,                 18908,,                     55,,             27591773,,                225993,,              3608672,,,,,,             46477756,,,                173997,,                479547,,             10223845,            144426514,,,                638192,,                883173,,,,                714495,,                 29719,,             42911891,,             63893866,,              2300595,,              9032036,,              3494520,             12526556,                529831,,,              5576059,,              1982156,              7558215,            131986533,            276413047,,,,,             19628023,,              2234353,,                536817,,                 49183,,                 19819,,             13555222,,              1586433,,             24031853,              1495349,                178911,,,             10386000,              5105730,             15491730,             78807693,,,             39228905,,              1989965,,,                696408,                696408,              1609785,                 40662,              2346855,             43565725,            122373418,,,,             29441372,             29441372,,              4627929,,              9398498,              9180047,,             25771796,             44350341,,,,             -4065635,                              0,             74354007,             79685622,            154039629,            276413047,              0,              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904,2014年12月31日,,,,             34734908,,                227685,,             13568135,,                              0,,              2908384,,                 18249,,                     53,,             31231528,,                189500,,              4228115,,,             41899068,,              4541642,             46440710,,                175911,                175911,,                484910,,              9386875,            143594963,,,                337449,,                569519,,                              0,,                741401,,                 21542,,             41071544,,             63500454,,              2254309,,              9136165,,              3590003,             12726168,                556638,,                              0,              5685844,,              1982114,              7667958,            129446982,            273041945,,,,,             18422674,,              1752076,,                674234,,                 38302,,                 36515,,             13379025,,              1719010,,             23856859,              1350485,                180911,,,              8247500,              4981142,             13228642,             74638733,,,             41968390,,              1882324,,,                671180,                671180,              1714985,                 40738,              2426903,             46277617,            120916350,,,,             29441372,             29441372,,              4627549,,              9398498,              9180047,,             23675306,             42253851,,,             -5608553,             -5608553,                              0,             70714219,             81411376,            152125595,            273041945,              0,              0,                              0,              0,             34734908,,                              0,              2908384,                 21542,            273041945,,,,             18422674,,              1752076,,                674234,,                 38302,,                 36515,,             13379025,,              1719010,,             23856859,              1350485,                180911,,,              8247500,              4981142,             13228642,             74638733,,,             41968390,,              1882324,,,                671180,                671180,              1714985,                 40738,              2426903,             46277617,            120916350,,,,             29441372,             29441372,,              4627549,,              9398498,              9180047,,             23675306,             42253851,,             -5608553,                              0,             70714219,             81411376,            152125595,,,,
9904,2014年09月30日,,,,             36648439,,                222738,,             13881903,,                              0,,              3313052,,                 12975,,                    103,,             28683152,,                209531,,              3779671,,,             39027660,,              4442176,             43469836,,                154169,                154169,,                              0,,              9673392,            140048961,,,                322756,,                513110,,                              0,,                762260,,                 31854,,             36341008,,             60301737,,              2250376,,              8781055,,              3535105,             12316160,                473735,,                              0,              5210852,,              1931896,              7142748,            120455744,            260504705,,,,,             18110982,,              1875259,,                529465,,                 27333,,                 39905,,             14203150,,              1767815,,             23894704,              1503038,                              0,,,              9541134,              3743746,             13284880,             75236531,,,             41024640,,              1644903,,,                671571,                671571,              1529257,                 40274,              2241102,             44910645,            120147176,,,,             29441372,             29441372,,              4577581,,              9398498,              9180047,,             21390126,             39968671,,,            -10279634,            -10279634,                              0,             63707990,             76649539,            140357529,            260504705,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904,2014年06月30日,,,,             31430565,,                420910,,             13849693,,,,              2565920,,                 26913,,                    114,,             31556358,,                244629,,              3466268,,,             35121752,,              4052665,             39174417,,                151236,                151236,,                              0,,              9299777,            132186800,,,                316719,,                539342,,,,                760249,,                 33830,,             39063062,,             58527705,,              2149522,,              8617490,,              3508266,             12125756,                473358,,                 48053,              5128234,,              1611298,              6787585,            120777128,            252963928,,,,,             16095976,,              2028586,,                752758,,                 45321,,                 34728,,             11668210,,              1720470,,             25847255,                996546,                              0,,,             14190356,              3849482,             18039838,             77229688,,,             33627525,,              1935096,,,                667793,                667793,              1543784,                 39099,              2250676,             37813297,            115042985,,,,             29441372,             29441372,,              4584394,,              9398498,              9180047,,             17454707,             36033252,,,,             -6801870,                              0,             63257148,             74663795,            137920943,            252963928,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904,2014年03月31日,,,,             34155275,,                212432,,             13267795,,,,              2610789,,                 19410,,                     80,,             28185057,,                230159,,              3786928,,,,,,             42691202,,,                154330,,                              0,,             11156509,            136469966,,,                317251,,                485201,,,,                874185,,                 37770,,             36954920,,             59388366,,              2158704,,              8790844,,              3465385,             12256229,                419759,,,              5261403,,              1594756,              6856159,            119748544,            256218510,,,,,             19488326,,              2252337,,                710538,,                 16417,,                 28202,,             12737794,,              1475243,,             18601564,              1807101,                              0,,,             12971219,              3433410,             16404629,             73522151,,,             35644478,,              1910069,,,                703032,                703032,              1539174,                 33157,              2275363,             39829910,            113352061,,,,             29441372,             29441372,,              4584154,,              8336553,              4435090,,             25053455,             37825098,,,,             -7646442,                              0,             64204182,             78662267,            142866449,            256218510,              0,              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904,2013年12月31日,,,,,,                630225,,             14250585,,,,,,                 16481,,                     65,,             29959225,,                215018,,              4180464,,,             37071053,,              4011453,             41082506,,                151409,                151409,,                              0,,              9592557,            131246086,,,                311801,,                444958,,,,                876405,,,,             34822264,,             59099839,,              2153463,,              8599567,,              3523633,             12123200,                411155,,,              5235714,,              1363792,              6599506,            116883140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      9934059,,              0,             29606164,,                  4950,              1556437,                 40549,            248129226,,,,             16640291,,              2201866,,                 20430,,                 13366,,                 38804,,             12762966,,              1513745,,             20069301,              1907298,                              0,,,              8785643,              3320149,             12105792,             67273859,,,             39210241,,              1769337,,,                683130,                683130,              1534353,                 38129,              2255612,             43235190,            110509049,,,,             29441372,             29441372,,              4366099,,              8336553,              4435090,,             24000543,             36772186,,             -9180047,                188728,             61210882,             76409295,            137620177,                              0,,,
9904,2013年09月30日,,,,,,                456959,,             12900654,,,,,,                 21670,,                     91,,             27939680,,                251177,,              2907315,,,             36830072,,              3822164,             40652236,,                160861,                160861,,                159648,,              9623126,            127029348,,,                297300,,                421341,,,,                996343,,,,             34336905,,             59925847,,              2079900,,              8530550,,              3854065,             12384615,                396440,,,              5212927,,              1113648,              6326575,            117184876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      9934059,,              0,             31718523,,                  4911,                232497,                 19610,            244214224,,,,             20144391,,              2426003,,                 24010,,                 18782,,                 34718,,             11375764,,              1459363,,             19061480,              1749851,                 53906,,,              1530163,              3761869,              5292032,             61640300,,,             47071297,,              1802671,,,                668022,                668022,              1293129,                 36128,              1997279,             50871247,            112511547,,,,             29441372,             29441372,,              4366010,,              8336553,              4435090,,             21392234,             34163877,,            -10339134,                188728,             57443397,             74259280,            131702677,,,,
9904,2013年06月30日,,,,,,                572170,,             12254780,,,,,,                 80823,,                    129,,             30486436,,                276361,,              2927691,,,,,,             40085724,,                163140,                163140,,                677070,,             10094307,            123501205,,,                287579,,                307854,,,,              1028798,,,,             34830764,,             61413092,,              2188857,,              8666550,,              3959622,             12626172,                397611,,                              0,              5241673,,              1201630,              6443303,            119549460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      9934059,,              0,             25379149,,                  4980,                498445,                 25430,            243050665,,,,             15513470,,              2334362,,                336953,,                 37547,,                 40974,,             11073567,,              1562399,,             22046889,                973366,,,,              1192487,              5121491,              6313978,             60233505,,,             47236350,,              2371809,,,                696542,                696542,              1291341,                 36236,              2024119,             51632278,            111865783,,,,             29441372,             29441372,,              4361694,,              8336553,              4435090,,             17488670,             30260313,,             -7149916,                188728,             56724735,             74460147,            131184882,,,,
