證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 長期應付票據及款項合計,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　　 長期應付款,　　　　 庫藏股票,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 當期所得稅資產合計,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 長期應付票據及款項合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　　　 長期應付款,　　　 庫藏股票,　　　　 其他非流動負債－其他,　　　　　 預收貨款
2022,2015年09月30日,,,,                855330,,                161027,,                500325,,                 97803,,                577927,,                 53604,,                    778,,              2871138,,                302227,,                 30008,              5450167,,,                204949,,                  4000,,                              0,,                117829,,              8278592,,                 10905,                180241,,                 21472,                  2893,                 74553,,                  8793,                107711,              8904227,             14354394,,,,,              4003692,,                239401,,                    141,,                151167,,                634232,,                244358,                  3147,,                              0,,,                175275,,                              0,                357874,                357874,                 13251,                546400,              5822538,,,                    988,,              2102470,,                              0,,                 69299,,,                  2719,                 24966,                  1083,                264206,                292974,              2465731,              8288269,,,,              5470911,              5470911,,                 38596,,                 16248,,             -1290583,             -1274335,,,                323920,,                -22634,                301286,              4536458,              1529667,              6066125,             14354394,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2015年06月30日,,,,                515615,,                 70734,,                413147,,                 76005,,                675820,,                 29854,,                    741,,              2921145,,                352138,,                 31030,              5086229,,,                222644,,                  4000,,                 22918,,                109313,,              8394281,,                 11367,                176130,,                 63002,                  3350,                 71687,,                  9352,                147391,              9088044,             14174273,,,,,              3210231,,,,                  3972,,                189765,,                637672,,                231974,                  2789,,                              0,,,                164537,,                              0,                428311,                428311,                 14395,                607243,              4883646,,,                256092,,              2628099,,,,                 67290,,,                  3058,                 24610,                    967,,                 28635,              2980116,              7863762,,,,              5470911,              5470911,,                 46033,,                 16248,,             -1095507,             -1079259,,,                322747,,                   -717,                322030,              4759715,              1550796,              6310511,             14174273,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2015年03月31日,,,,                566884,,                 20059,,                439289,,                 86254,,                685459,,                 30857,,                    698,,              3233135,,                369383,,                 31711,              5463729,,,                242308,,                  4000,,                 23251,,                116734,,              8832447,,                  7040,                180334,,                 61474,                  3597,                 74007,,                 12432,                151510,              9557624,             15021353,,,,,              4102765,,                              0,,                 23404,,                200323,,                738109,,                218596,                  2718,,                              0,,,                178811,,                              0,                440581,                440581,                  9552,                628944,              5914859,,,                255255,,              2015528,,,,                105425,,,                              0,                 24952,                    977,,                 25929,              2402137,              8316996,,,,              5470911,              5470911,,                 14282,,                 16248,,               -997161,               -980913,,,                512019,,                  6196,                518215,              5022495,              1681862,              6704357,             15021353,              0,              0,              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2014年12月31日,,,,                447926,,                 40927,,                387871,,                 54385,,                793426,,                 29545,,                    642,,              3461758,,                322243,,                 35376,              5574099,,,                290938,,                  4000,,                 99705,,                112381,,              8734827,,                  7234,                170548,,                 81942,                  3385,                 75809,,                 28418,                189554,              9609187,             15183286,,,,,              3742777,,                              0,,                  1682,,                211255,,                830125,,                251458,                  2265,,                              0,,,                109511,,                254418,                509773,                764191,                  7019,                880721,              5920283,,,                              0,,              2294546,,                              0,,                108532,,,                  2702,                 24425,                  5388,                              0,                 32515,              2435593,              8355876,,,,              5470911,              5470911,,                 13445,,                 16248,,               -913529,               -897281,,,                520974,,                 12281,                533255,              5120330,              1707080,              6827410,             15183286,              0,              0,              0,                  2702,                              0,                447926,                387871,                    642,                 99705,             15183286,,,,              3742777,,                              0,,                  1682,,                211255,,                830125,,                251458,                  2265,,                              0,,,                109511,,                254418,                509773,                764191,                  7019,                880721,              5920283,,,                              0,,              2294546,,                108532,,,                  2702,                 24425,                  5388,                 32515,              2435593,              8355876,,,,              5470911,              5470911,,                 13445,,                 16248,,               -913529,               -897281,,,                520974,,                 12281,                533255,              5120330,              1707080,              6827410,,,,,,
2022,2014年09月30日,,,,                820864,,                 27886,,                155379,,                 76567,,                551718,,                 59610,,                    571,,              3385938,,                300459,,                  4902,              5383894,,,                355880,,                  4000,,                186018,,                111530,,              8175553,,                  6960,                192373,,                 20044,                  3114,                 73191,,                 10923,                107272,              9139586,             14523480,,,,,              4041534,,                              0,,                  3311,,                180181,,                672444,,                206400,                  1622,,                              0,,,                137504,,                268199,                453291,                721490,                  6935,                865929,              5971421,,,                              0,,              1675187,,                              0,,                 83942,,,                  3348,                 22611,                    680,                              0,                 26639,              1785768,              7757189,,,,              5445911,              5445911,,                 10229,,                 16248,,               -866559,               -850311,,,                406066,,                 81554,                487620,              5093449,              1672842,              6766291,             14523480,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2014年06月30日,,,,                762275,,                  2534,,                226426,,                 54479,,                629144,,                 60965,,                    629,,              2822785,,                225917,,                  9637,              4794791,,,                344846,,                  4000,,                182736,,                107047,,              7940240,,                  4852,                190199,,                 27510,                  3013,                 72396,,                 10588,                113507,              8887427,             13682218,,,,,              2996545,,,,                 12071,,                152009,,                439815,,                415930,                  3391,,                     34,,,                121273,,                              0,                346030,                346030,                  8712,                476015,              4495810,,,                291653,,              2173149,,,,                 68078,,,                  3990,                 21761,                  2949,,                 28700,              2561580,              7057390,,,,              5404245,              5404245,,                  8910,,                 16248,,               -849236,               -832988,,,                330807,,                 72181,                402988,              4983155,              1641673,              6624828,             13682218,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2014年03月31日,,,,              1108576,,                 10022,,                200105,,                 32102,,                548931,,                 31793,,                    561,,              2967566,,                179343,,                  2805,              5081804,,,                306554,,                  4000,,                163861,,                102890,,              7967832,,                  4887,                192924,,                 45724,                  3265,                 75167,,                 12905,                137061,              8880009,             13961813,,,,,              2815137,,                 49908,,                  4615,,                169180,,              1061023,,                171259,                  3604,,                              0,,,                132869,,                              0,                681059,                681059,                  9070,                822998,              5097724,,,                290725,,              1768839,,,,                 84870,,,                  3867,                 21556,                  2249,,                 27672,              2172106,              7269830,,,,              5404245,              5404245,,                 11301,,                 16248,,               -849794,               -833546,,,                409781,,                 31902,                441683,              5023683,              1668300,              6691983,             13961813,              0,              0,              0,                  3867,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2013年12月31日,,,,,,                 24309,,,,                 70187,,                548131,,                 20614,,,,              3049598,,                217693,,                  5831,              5453065,,,                267509,,                  4000,,,,                 98367,,              7483640,,                  3771,                189431,,                 75956,                  2663,                 74207,,                 11139,                163965,              8388365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,              1324377,                191832,                    493,                177682,             13841430,,,,              3383174,,                 49988,,                  8078,,                157661,,                566837,,                502543,                  4615,,                  5529,,,                 98845,,                              0,                278137,                278137,                 10159,                387141,              5065566,,,                289798,,              1949770,,                 52902,,,                  4428,                 20711,                  6587,                 31726,              2324196,              7389762,,,,              5404245,              5404245,,                  8910,,                 16248,,               -889094,               -872846,,,                254709,,                 -5094,                249615,              4789924,              1661744,              6451668,,,,,,
2022,2013年09月30日,,,,,,                 17022,,,,                 75768,,                514628,,                262609,,,,              3086056,,                120870,,                 34469,              5682977,,,                272650,,                  4000,,,,                 97177,,              7064125,,                    621,                260880,,                226233,                  1875,                 72999,,                 12971,                314078,              8178945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,              1379472,                191478,                    605,                165414,             13861922,,,,              3565329,,                 50000,,                 18358,,                182061,,                741991,,                176547,                  6849,,                  3304,,,                129531,,                              0,                287878,                287878,                 10518,                427927,              5172366,,,                288870,,              1306536,,                 85858,,,                              0,                  7930,                    807,                  8737,              1703659,              6876025,,,,              5404245,              5404245,,                  8910,,                 16248,,               -602543,               -586295,,,                422189,,                  3205,                425394,              5252254,              1733643,              6985897,,                 13658,,,,
2022,2013年06月30日,,,,,,                 22325,,,,                 72816,,                569715,,                258505,,,,              3836972,,                268075,,                 18241,              5955586,,,                244962,,                  4000,,,,                 92712,,              6753096,,                    730,                260385,,                325774,                  1646,                 72626,,                 14183,                414229,              7938637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,                698698,                209666,                    573,                168523,             13894223,,,,              3896841,,                 49998,,                 10845,,                217421,,                505915,,                172350,                  8740,,                  3734,,,                147283,,                 25272,                291650,                316922,                428408,                892613,              5758457,,,                              0,,              1002997,,                 99160,,,                              0,                  7836,                    806,                  8642,              1124311,              6882768,,,,              5124999,              5124999,,                  4070,,                 16248,,               -380665,               -364417,,,                485683,,                -26920,                458763,              5223415,              1788040,              7011455,,                 13512,,,,
2022,2013年03月31日,,,,,,                  5288,,,,                 90007,,                675470,,                269786,,,,              4630799,,                168677,,                 22652,              6800426,,,                256897,,                  4000,,,,                 91821,,              6436874,,                    813,                252769,,                651084,                  2203,                 73531,,                 15738,                742556,              7992845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,                814414,                122868,                    465,                207115,             14793271,,,,              4047041,,                              0,,                    736,,                215215,,                422975,,                197577,                  9423,,                  4382,,,                179940,,,,                353308,                592042,              1125290,              6022639,,,                216885,,                975520,,                139520,,,                              0,                  7754,                    786,                  8540,              1354338,              7376977,,,,              4983490,              4983490,,                  6133,,                 16248,,               -170944,               -154696,,,                679469,,                -15082,                664387,              5499314,              1916980,              7416294,,                 13873,                              0,                              0,,
2022,2012年12月31日,,,,                886084,,                    792,,,,                 36090,,                512752,,                 28652,,,,              3937928,,                275073,,                 18236,              5870016,,,                253485,,                  4000,,,,                 76095,,              6007358,,                    694,                 81128,,                505731,                 13281,                 72406,,                 15327,                606745,              7116359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,                174409,                              0,                 86854,             12986375,,,,              3021064,,                              0,,                  2848,,                198982,,              1003195,,                168369,                  4528,,                 11120,,,                155474,,,,                303580,                 21245,                480299,              4890405,,,                290881,,                946278,,                 83497,,,                  5072,                 25211,                  4770,                 35053,              1368249,              6258654,,,,              4838207,              4838207,,                  8250,,                 16248,,               -277639,               -261391,,,                419338,,                -15483,                403855,              4988921,              1738800,              6727721,,                 12540,,,                              0,
2022,2012年09月30日,,,,                930328,,                  7567,,,,                 56234,,                521737,,                 39783,,,,              3428590,,                131518,,                 31152,              5241674,,,                274936,,                  4000,,,,                 79335,,              6090809,,                    495,                 76711,,                414829,                  1498,                 73327,,                 16730,                506384,              7114930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,                 94344,                    421,                 82260,             12356604,,,,              2455755,,                              0,,                  4450,,                198244,,                739030,,                185671,                              0,,                 19876,,,                148647,,,,                387729,                 31272,                567648,              4170674,,,                289998,,                930275,,                 78311,,,                              0,                 25863,                    787,                 26650,              1337436,              5508110,,,,              4838207,              4838207,,                  8250,,                 16248,,               -191921,               -175673,,,                435661,,                -33148,                402513,              5073297,              1775197,              6848494,,                 12202,,,                              0,
