證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　 預付款項,　　　　 其他預付款,　　　　 預付款項合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 其他預收款,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　　 一年或一營業週期內到期長期借款,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 庫藏股票,　　　　 其他金融資產－流動
2434,2015年09月30日,,,,                182672,,                     13,,                              0,,                 35367,,                101527,,                  2725,,                224057,,                 63194,                 63194,                609555,,,                  2918,,                615142,,                  3408,                  2935,,                 23554,                    503,                 12134,                 36191,                660594,              1270149,,,,,                              0,,                  9437,,                 27785,,                 39069,                 39069,,,                 48257,                  2220,                 50477,                126768,,,                118596,,                 54591,,                102533,                     22,                102555,                275742,                402510,,,,              1106776,              1106776,,                              0,,,               -252140,               -252140,,,                 13000,,                      3,                 13003,                867639,                              0,                              0,                867639,              1270149,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,2015年06月30日,,,,                209443,,                     13,,                              0,,                 34448,,                 96916,,                 32169,,                369665,,                 62536,                 62536,                805190,,,                  2918,,                614914,,                  3424,                    824,,                 16638,                 12937,                 11918,                 41493,                663573,              1468763,,,,,                 30000,,                 10714,,                 11462,,                 37920,                 37920,,,                 51351,                  1674,                 53025,                143121,,,                130543,,                 52378,,                102159,                  1174,                103333,                286254,                429375,,,,              1106776,              1106776,,                              0,,,                -76814,                -76814,,,                  9421,,                      5,                  9426,              1039388,                              0,                              0,              1039388,              1468763,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,2015年03月31日,,,,                332842,,                     13,,,,                 29966,,                104990,,                 32241,,                372771,,,                 65247,                938070,,,                  2918,,                613650,,                  3440,                  1009,,                 27372,                 12715,                 12097,                 52184,                673201,              1611271,,,,,                100000,,                 10913,,                 21621,,,                 35945,,,                 52783,                  2794,                 55577,                224056,,,                142428,,                 51328,,                101777,                  1619,                103396,                297152,                521208,,,,              1106776,              1106776,,                              0,,,                -27861,                -27861,,,                 11143,,                      5,                 11148,              1090063,                              0,                              0,              1090063,              1611271,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,2014年12月31日,,,,                384526,,                     10,,                              0,,                 26111,,                116760,,                 32018,,                349833,,                 84304,                 84304,                993562,,,                  4359,,                626230,,                  3457,                  2991,,                 21640,                 13033,                 12346,                 47019,                684056,              1677618,,,,,                100000,,                  9408,,                 19458,,                 42750,                 42750,,,                 55049,                  1806,                 56855,                228471,,,                154254,,                 54414,,                101352,                  1626,                102978,                311646,                540117,,,,              1106776,              1106776,,                              0,,,                 16719,                 16719,,,                 14004,,                      2,                 14006,              1137501,                              0,                              0,              1137501,              1677618,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,2014年09月30日,,,,                384561,,                     10,,                 55772,,                  2352,,                158343,,                 29222,,                292976,,                 31068,                 31068,                954304,,,                 11350,,                599285,,                  3473,                              0,,                  7598,                 12587,                 11865,                 32050,                646158,              1600462,,,,,                100000,,                 14068,,                 36206,,                 35243,                 35243,,,                 56485,                  4732,                 61217,                246734,,,                166852,,                 47339,,                 88758,                  1174,                 89932,                304123,                550857,,,,              1475701,              1475701,,                              0,,,               -431646,               -431646,,,                  5548,,                      2,                  5550,              1049605,                              0,                              0,              1049605,              1600462,              0,              0,                384561,                 55772,,                              0,                              0,              1600462,,,,                100000,,                 14068,,                 36206,,                 35243,,,                              0,                              0,,                 56485,                  4732,                 61217,                246734,,,                166852,,                 47339,,                 88758,                  1174,                 89932,                304123,                550857,,,,              1475701,              1475701,,                              0,,,               -431646,               -431646,,,                  5548,,                      2,                  5550,              1049605,                              0,                              0,              1049605,              0,,,,,,,,,
2434,2014年06月30日,,,,                443279,,                     10,,                 54382,,                  3083,,                170889,,                 29222,,                245251,,                 28796,                 28796,                974912,,,                 11350,,                594841,,                  3490,                    347,,                 14475,                 12387,                 18388,                 45250,                655278,              1630190,,,,,                100000,,                 14582,,                  4829,,                 23754,                 23754,,,                 56253,                  6408,                 62661,                205826,,,                181061,,                 47044,,                 88367,                  1174,                 89541,                317646,                523472,,,,              1475701,              1475701,,                              0,,,               -371398,               -371398,,,                  2413,,                      2,                  2415,              1106718,                              0,                              0,              1106718,              1630190,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,2014年03月31日,,,,                534985,,                     11,,,,                  2146,,                173982,,                 29222,,                273915,,,                 34659,              1048920,,,                 11350,,                622953,,                  3506,                              0,,                              0,                 12634,                 18862,                 31496,                669305,              1718225,,,,,                100000,,                 10805,,                  3134,,,                 21392,,,                 56023,                  3454,                 59477,                194808,,,                195211,,                 46203,,                 87942,                  1174,                 89116,                330530,                525338,,,,              1475701,              1475701,,                              0,,,               -291545,               -291545,,,                  8728,,                      3,                  8731,              1192887,                              0,                              0,              1192887,              1718225,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,2013年12月31日,,,,,,                     11,,,,                 28697,,                162862,,                     58,,                351371,,                 13368,                 13368,                786312,,,                 11350,,                696283,,                  3523,                    347,,                 14124,                    250,                 41511,                 55885,                767388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,                204629,                              0,,                 25316,                 25316,              1553700,,,,                 30000,,                 17864,,                 20750,,                 55489,,,                144395,                144395,,                 55793,                  2545,                202733,                326836,,,                209303,,                 57464,,                 87576,                  1174,                 88750,                355517,                682353,,,,              1475701,              1475701,,                              0,,,               -613071,               -613071,,,                  8714,,                      3,                  8717,                871347,                              0,                              0,                871347,              0,,                351371,                 55793,,,,,,
2434,2013年09月30日,,,,,,                     11,,,,                 57581,,                131539,,                     57,,                336669,,                 17613,                 17613,                748642,,,                 25596,,                752658,,                  3539,                    771,,                  7461,                    250,                 40501,                 48212,                830776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,                205172,                              0,,                              0,                              0,              1579418,,,,                 30000,,                 22222,,                 34951,,                 39349,,,                 38865,                 38865,,                 57232,                  2347,                 98444,                224966,,,                223337,,                 56227,,                 94573,                  1174,                 95747,                375311,                600277,,,,              1475701,              1475701,,                              0,,,               -497173,               -497173,,,                    610,,                      3,                    613,                979141,                              0,                              0,                979141,              0,,,,,,,,,
2434,2013年06月30日,,,,,,                     11,,,,                 76041,,                136386,,                     90,,                313938,,                 17814,                 17814,                787379,,,                 25596,,                728591,,                  3556,                    878,,                  6270,                    250,                 41131,                 47651,                806272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,                243099,                              0,,                              0,                              0,              1593651,,,,                 30000,,                 20897,,                 41010,,                 44947,,,                              0,                              0,,                 62838,                  2260,                 65098,                201952,,,                237314,,                 57174,,                 94158,                  1174,                 95332,                389820,                591772,,,,              1475701,              1475701,,                              0,,,               -478539,               -478539,,,                  4714,,                      3,                  4717,              1001879,                              0,                              0,              1001879,              0,,                313938,                 62838,,,,,,
2434,2013年03月31日,,,,,,                     13,,,,                100341,,                148073,,                  1109,,                310610,,,                 13982,                819690,,,                 25596,,                706656,,                  3572,                  9444,,,                    250,                 55752,                 62144,                807412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,                245562,,,                              0,                              0,              1627102,,,,                 30000,,                 17184,,                 39811,,                 49000,,,                              0,                              0,,                 67612,                  2284,                 69896,                205891,,,                251234,,                 55647,,                 93781,                  1174,                 94955,                401836,                607727,,,,              1475701,              1475701,,                              0,,,               -454318,               -454318,,,,,,                 -2008,              1019375,                              0,                              0,              1019375,              0,,                310610,,,                  6142,,,,
2434,2012年12月31日,,,,                144390,,                     12,,,,                 86257,,                155161,,                     57,,                298971,,,                 14774,                699622,,,                 25596,,                714939,,                  3589,                  7719,,                              0,                    250,                 53889,                 54139,                805982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,                              0,                              0,              1505604,,,,                 60000,,                 20743,,                 18103,,                 38151,,,                              0,                              0,,                 56798,                  2742,                 59540,                211522,,,                179398,,                 53922,,                 93650,                  1174,                 94824,                328144,                539666,,,,              1347501,              1347501,,                 46435,,,               -416319,               -416319,,,,,,                -11679,                965938,                              0,                              0,                965938,,,,,,,,                 14985,                              0,
2434,2012年09月30日,,,,                120346,,                     13,,,,                 70799,,                114274,,                    547,,                347617,,,                 15379,                668975,,,                 37313,,                731935,,                  3605,                 14405,,                              0,                    250,                 82574,                 82824,                870082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,              1539057,,,,                 75000,,                 23901,,                 17917,,                 54392,,,,,,                 49152,                 10369,                 59521,                245716,,,                170111,,                 53940,,                 87598,                  1174,                 88772,                312823,                558539,,,,              1347501,              1347501,,                 46435,,,               -389994,               -389994,,,,,,                -23424,                980518,,,                980518,,,                347617,,,,,                 14985,,
