證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他長期投資（淨額）,　　　　　 其他長期投資,　　　　　 其他長期投資（淨額）,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－其他－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 應付租賃款－非流動,　　　　　　 長期應付票據及款項合計,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 特別股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 其他應付費用,　　　　　 應付設備款,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付費用,　　　　 應付設備款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 應付租賃款－非流動,　　　　　 長期應付票據及款項合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 特別股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 長期預付租金,　　　　 零用金／週轉金,　　　　 銀行存款,　　　　 持有供交易之金融資產評價調整－流動,　　　　 備供出售金融資產－流動,　　　　 應收帳款,　　　　 應收帳款－關係人,　　　　 其他應收款－其他,　　　　 其他應收款－關係人－其他,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 在製品,　　　　　 原料,　　　　　 存貨－製造業淨額,　　　　 其他預付費用,　　　　 備供出售金融資產－非流動,　　　　 採用權益法之投資,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備淨額,　　　　 租賃資產淨額,　　　　　 租賃資產淨額,　　　　 其他設備淨額,　　　　　 其他設備淨額,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　　 其他非流動資產－其他,　　　　 銀行借款,　　　　 持有供交易金融負債評價調整－流動,　　　　　 一年或一營業週期內到期長期借款,　　　　 銀行長期借款,　　　　 遞延所得稅負債－所得稅,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 持有供交易之金融資產－流動,　　　　 強制按公允價值衡量之金融資產－非流動,　　　　 持有供交易金融負債－流動,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 電腦軟體,　　　　　 累積盈虧,　　　　　 本期損益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之關聯企業及合資,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益－母公司,　　　　　 備供出售金融資產未實現損益合計
8215,2015年09月30日,,,,                513651,,                 14816,,                 13614,,                              0,                              0,,              1095813,,              1926642,,                 86804,,                446013,,              1646935,,                              0,,                 12883,                131723,                144606,              5888894,,,                              0,,                 55575,,                160265,,              4261960,,                 26152,                396351,,                116304,,                              0,                              0,,                              0,                              0,,                138157,                254461,              5154764,             11043658,,,,,                329828,,                              0,,                 54653,,              2923667,,                 21309,,              1145872,              1145872,                 24363,,,                              0,                164954,                164954,              4664646,,,                750000,,                 49150,,,                963913,                963913,                 11236,                  6200,                981349,              1780499,              6445145,,,,              3206745,                              0,              3206745,,                              0,,                115989,                              0,,              1010673,              1126662,,                265106,              4598513,                              0,              4598513,             11043658,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8215,2015年06月30日,,,,                306639,,                 14519,,                 20070,,                              0,                              0,,                848227,,              1940338,,                 95231,,                431843,,              1807891,,                              0,,                 16727,                113227,                129954,              5594712,,,                              0,,                 54225,,                150283,,              4252538,,                 35023,                395056,,                116163,,                              0,                              0,,                              0,                              0,,                144634,                260797,              5147922,             10742634,,,,,                 92580,,                              0,,                  7075,,              2647996,,                  4838,,              1430655,              1430655,                212674,,,                              0,                148339,                148339,              4544157,,,                750000,,                 49150,,,                950834,                950834,                 11642,                  6007,                968483,              1767633,              6311790,,,,              3206745,                              0,              3206745,,                  9037,,                115989,                              0,,                905805,              1021794,,                193268,              4430844,                              0,              4430844,             10742634,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8215,2015年03月31日,,,,                446508,,                  9424,,                 28228,,                              0,                              0,,                944985,,              2564544,,                 38489,,                436729,,              2379112,,                              0,,                 11726,                 80203,                 91929,              6939948,,,                              0,,                 86625,,                167503,,              4323803,,                 44613,                395537,,                117800,,                              0,                              0,,                              0,                              0,,                143892,                261692,              5279773,             12219721,,,,,              1091988,,                              0,,                 12533,,              3123254,,                 13604,,,              1032349,                 16348,,,                              0,                 89580,                 89580,              5379656,,,              1050000,,                 49150,,,                956445,                956445,                 12064,                  1247,                969756,              2068906,              7448562,,,,              3206745,                              0,              3206745,,                  9037,,                 10785,                              0,,              1280320,              1291105,,                264272,              4771159,                              0,              4771159,             12219721,              0,              0,              0,              1032349,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8215,2014年12月31日,,,,                460951,,                  1808,,                107551,,                              0,                              0,,              1085272,,              2537653,,                 62214,,                419896,,              2520148,,                              0,,                 11432,                 79736,                 91168,              7286661,,,                              0,,                              0,,                190274,,              4417675,,                 57933,                395912,,                117505,,                              0,                              0,,                              0,                              0,,                142446,                259951,              5321745,             12608406,,,,,              1072243,,                              0,,                 96043,,              3680499,,                 19105,,              1129087,              1129087,                 20966,,,                854940,                 91592,                946532,              6964475,,,                              0,,                 49150,,,                961605,                961605,                 12499,                  1274,                975378,              1024528,              7989003,,,,              3206745,                              0,              3206745,,                  9037,,                 10785,                              0,,              1063144,              1073929,,                329692,              4619403,                              0,              4619403,             12608406,              0,              0,              0,              1129087,                              0,                460951,             12608406,,,,              1072243,,                              0,,                 96043,,              3680499,,                 19105,,              1129087,                              0,              1129087,                 20966,,,                854940,                 91592,                946532,              6964475,,,                              0,,                 49150,,,                961605,                961605,                 12499,                  1274,                975378,              1024528,              7989003,,,,              3206745,                              0,              3206745,,                  9037,,                 10785,                              0,,              1052047,              1062832,,                340789,              4619403,                              0,              4619403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8215,2014年09月30日,,,,                310762,,                              0,,                109038,,                              0,                              0,,              1041587,,              2554541,,                 69216,,                407517,,              2456342,,                              0,,                 11474,                 84226,                 95700,              7044703,,,                              0,,                              0,,                185821,,              4515077,,                 17651,                362386,,                115335,,                              0,                              0,,                              0,                              0,,                153438,                268773,              5349708,             12394411,,,,,              1003151,,                              0,,                134250,,              3560945,,                  9953,,                953355,                953355,                 14414,,,                420000,                 89122,                509122,              6185190,,,                839940,,                 18791,,,                967130,                967130,                  4127,                  1153,                972410,              1831141,              8016331,,,,              3206745,                              0,              3206745,,                  9037,,                 10785,                              0,,                874334,                885119,,                277179,              4378080,                              0,              4378080,             12394411,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8215,2014年06月30日,,,,                474356,,                 21290,,                    554,,                              0,                              0,,              1099147,,              3108715,,                  3780,,                392574,,              2341941,,                              0,,                  9958,                 54517,                 64475,              7506832,,,                              0,,                103071,,                201191,,              4615354,,                 14265,                361517,,                115663,,                              0,                              0,,                              0,                              0,,                161037,                276700,              5572098,             13078930,,,,,              2133470,,                              0,,                    118,,              3458545,,                 11405,,                963596,                963596,                 59043,,,                420000,                 70795,                490795,              7116972,,,                944940,,                 18791,,,                964756,                964756,                  4597,                    994,                970347,              1934078,              9051050,,,,              3206745,                              0,              3206745,,                  9037,,                 10785,                              0,,                702416,                713201,,                 98897,              4027880,                              0,              4027880,             13078930,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8215,2014年03月31日,,,,                371759,,                    234,,                    518,,                 40517,                 40517,,                966020,,              2151211,,                241976,,                383876,,              2165346,,                              0,,                 19995,                181950,                201945,              6523402,,,                              0,,                112480,,                185634,,              4793148,,                  9044,                214192,,                115800,,                              0,                              0,,                              0,                              0,,                138562,                254362,              5568860,             12092262,,,,,              1381373,,                              0,,                 16886,,              3185013,,                  8769,,,                728426,                 15291,,,                420000,                135892,                555892,              5891650,,,              1349940,,                 18791,,,                970155,                970155,                  5060,                  6259,                981474,              2350205,              8241855,,,,              3206745,                              0,              3206745,,                  9037,,                              0,                              0,,                490302,                490302,,                144323,              3850407,                              0,              3850407,             12092262,              0,              0,              0,                728426,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8215,2013年12月31日,,,,,,                    140,,                    376,,                              0,                              0,,                706004,,                597603,,                527212,,                133383,,              2546562,,                              0,,                 15239,                163824,                179063,              5162900,,,                              0,,                103048,,                187917,,              5000906,,                 11779,                214306,,                100801,,                              0,                              0,,                              0,                              0,,                140365,                241166,              5759122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,                472557,             10922022,,,,                              0,,                              0,,                 30155,,              3532680,,                  4569,,                860568,                              0,                860568,                 15741,,,                420000,                130240,                550240,              4993953,,,              1454940,,                 18791,,,                975512,                975512,                  5519,                  5878,                986909,              2460640,              7454593,,,,              3206745,                              0,              3206745,,                  7280,,                              0,                              0,,                107845,                107845,,                145559,              3467429,                              0,              3467429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8215,2013年09月30日,,,,,,                 22547,,                    354,,                              0,                              0,,                732652,,              1042110,,                445730,,                113145,,              2405153,,                              0,,                141264,                148987,                290251,              5533214,,,                              0,,                103881,,                206987,,              5262138,,                 12975,                156887,,                100668,,                              0,                              0,,                              0,                              0,,                 54244,                240882,              5983750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,                481272,             11516964,,,,                625554,,                              0,,                    789,,              3602271,,                    964,,                759902,                 78286,                838188,                 17412,,,                420000,                 97069,                517069,              5602247,,,              1860000,,                 36596,,,,              1003818,                  5974,                  5750,              1015542,              2912138,              8514385,,,,              3206745,                              0,              3206745,,                  7280,,                              0,                              0,,               -292010,               -292010,,                 80564,              3002579,                              0,              3002579,                 85970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8215,2013年06月30日,,,,,,                  2000,,                    346,,                              0,                              0,,                636815,,                807542,,                647577,,                114675,,              2672195,,                              0,,                 46309,                147055,                193364,              5700198,,,                              0,,                 98681,,                217388,,              5513386,,                 11149,                157264,,                 96929,,                              0,                              0,,                              0,                              0,,                 58456,                242821,              6240689,,,,,,,                              0,,,,              3880282,,                    502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,                625684,             11940887,,,,                300000,,                              0,,                 10717,,              3880282,,                    502,,                833402,                 92296,                925698,                 22977,,,                784875,                 50842,                835717,              5975893,,,              2337000,,                 36596,,,                990782,                990782,                  6643,                  5706,              1003131,              3376727,              9352620,,,,              3206745,                              0,              3206745,,                  7280,,                              0,                              0,,               -723118,               -723118,,                 97360,              2588267,                              0,              2588267,                 87436,                    471,                625213,                  2000,                    346,                636815,                807542,                647577,                114675,,                725012,                966501,                980682,              2672195,                              0,                 98681,                217388,,                390233,                390233,,              2049998,,              1367137,,                955335,,                750683,,                 11149,,                              0,                 58456,                300000,                 10717,                784875,              2337000,                 36596,,                              0,                              0,                  7280,,                 97360,,,,,,,,,,,,,,,,,,
