證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 基金,　　　　　 基金合計,　　　　 其他長期投資（淨額）,　　　　　 其他長期投資（淨額）,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 應付租賃款－流動,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 應付租賃款－非流動,　　　　　　 長期應付票據及款項合計,　　　　　 淨確定福利負債-非流動,　　　　　 採用權益法之投資貸餘,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 待分配股票股利,　　　　 現金及約當現金合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券投資－流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　 資產總額,　 負債,　　 流動負債,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 應付租賃款－流動,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 應付租賃款－非流動,　　　　　 長期應付票據及款項合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 採用權益法之投資貸餘,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 短期借款,　　　　 短期借款合計,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　　 待分配股票股利
9931,2015年09月30日,,,,                237037,,                341306,,                 10052,,                 15138,,                 86553,,                  1242,,                179460,,                 20161,                890949,,,                 10500,,              2253814,,                    625,                 44358,,,                 57051,,                 52950,,                143326,                253327,              2562624,              3453573,,,,,                 20000,,                109918,,                 68880,,                175746,                  8750,,,                676510,,                              0,                     29,                 12624,                689163,              1072457,,,                 30000,,                  1711,,,                     68,                     68,                  8561,                 11316,                671186,                691131,                722842,              1795299,,,,              1022505,              1022505,,                 30101,,                214725,                 63542,,                233718,                511985,,                 69494,              1634085,                 24189,              1658274,              3453573,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9931,2015年06月30日,,,,                302573,,                288411,,                              0,,                  5165,,                117625,,                    393,,                161257,,                 21751,                897175,,,                 10500,,              2268464,,                    673,                 44736,,,                 57051,,                 52950,,                143628,                253629,              2578002,              3475177,,,,,,,                109894,,                 68534,,                312827,                 27307,,,                640178,,                              0,                     28,                 13118,                653324,              1171886,,,                 30000,,                  1711,,,                     75,                     75,                  8561,                  9486,                659926,                678048,                709759,              1881645,,,,              1022505,              1022505,,                 30101,,                214725,                 63542,,                221642,                499909,,                 17398,              1569913,                 23619,              1593532,              3475177,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9931,2015年03月31日,,,,                325037,,                298048,,                              0,,                  9062,,                129981,,                    443,,                158743,,                 19850,                941164,,,                 10500,,              2248854,,                    721,                 38743,,,                 42708,,                 52950,,                147373,                243031,              2541849,              3483013,,,,,                              0,,                109885,,                 96916,,                175460,                 42916,,,                700163,,                 60000,                     28,                 12405,                772596,              1197773,,,                              0,,                  1711,,,                     82,                     82,                  8561,                  8356,                601167,                618166,                619877,              1817650,,,,              1022505,              1022505,,                 30101,,                198649,                 48504,,                315047,                562200,,                 26777,              1641583,                 23780,              1665363,              3483013,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9931,2014年12月31日,,,,                254076,,                292414,,                 30041,,                  9864,,                130798,,                    481,,                195644,,                 23077,                936395,,,                 10500,,              2226456,,                    770,                 38514,,,                 42708,,                 52950,,                116898,                212556,              2488796,              3425191,,,,,                              0,,                109874,,                128540,,                172253,                 29653,,,                779077,,                 60000,                     27,                 11191,                850295,              1290615,,,                              0,,                  1711,,,                     89,                     89,                  8606,                  7054,                497167,                512916,                514627,              1805242,,,,              1022505,              1022505,,                 30101,,                198649,                 48504,,                275199,                522352,,                 21262,              1596220,                 23729,              1619949,              3425191,              0,              0,              0,                              0,                254076,,                              0,,                              0,              3425191,,,,                109874,,                128540,,                172253,                 29653,,,                779077,,                 60000,                     27,                 11191,                850295,              1290615,,,                              0,,                  1711,,,                     89,                     89,                  8606,                  7054,                497167,                512916,                514627,              1805242,,,,              1022505,              1022505,,                 30101,,                198649,                 48504,,                275199,                522352,,                 21262,              1596220,                 23729,              1619949,,,,,
9931,2014年09月30日,,,,                239192,,                280981,,                              0,,                 12349,,                147924,,                  1433,,                208843,,                 20718,                911440,,,                 18500,,              2228313,,                    524,                 40491,,,                 42708,,                 52950,,                 99638,                195296,              2483124,              3394564,,,,,                              0,,                109915,,                102035,,                183646,                 34178,,,                863459,,                 60000,                     27,                 10935,                934421,              1364195,,,                              0,,                    836,,,                     96,                     96,                 13753,                 10885,                448305,                473039,                473875,              1838070,,,,              1022505,              1022505,,                 30101,,                198649,                 48504,,                224182,                471335,,                  9936,              1533877,                 22617,              1556494,              3394564,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9931,2014年06月30日,,,,                223444,,                276902,,                 60335,,                 11462,,                203894,,                    686,,                299962,,                 29980,              1106665,,,                 18500,,              2155316,,                    590,                 11109,,,                 42708,,                 52950,,                 81972,                177630,              2363145,              3469810,,,,,,,                109902,,                115566,,                258228,                 43832,,,              1084201,,                              0,                     27,                 10642,              1094870,              1622398,,,                 60000,,                    836,,,                    103,                    103,                 13753,                  8561,                225414,                247831,                308667,              1931065,,,,                946764,              1022505,,                 30101,,                198649,                 48504,,                210893,                458046,,                  6096,              1516748,                 21997,              1538745,              3469810,              0,              0,              0,                 75741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9931,2014年03月31日,,,,                247025,,                269711,,                 60335,,                  5452,,                190852,,                    700,,                299712,,                 31392,              1105179,,,                 18500,,              2146105,,                    723,                 11066,,,                 25987,,                 52950,,                 81172,                160109,              2336503,              3441682,,,,,                 10000,,                129849,,                137742,,                174943,                 68592,,,              1085819,,                              0,                     26,                 10502,              1096347,              1617473,,,                 60000,,                    836,,,                    110,                    110,                 13753,                  4176,                196053,                214092,                274928,              1892401,,,,                946764,                946764,,                 30101,,                176283,                 68848,,                298972,                544103,,                  6517,              1527485,                 21796,              1549281,              3441682,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9931,2013年12月31日,,,,,,                275078,,                 60323,,                 12745,,                179907,,                    865,,                291956,,                 31415,              1125090,,,                 18500,,              2121555,,                    657,                 11099,,,                 25987,,                 57150,,                 54499,                137636,              2289807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                269381,,                  3420,,                    360,              3414897,,,,                169823,,                127281,,                188420,                 41006,,,              1107165,,                              0,                     26,                 10589,              1117780,              1644310,,,                 60000,,                    836,,,                    117,                    117,                 15296,                              0,                175371,                190784,                251620,              1895930,,,,                946764,                946764,,                 30101,,                176283,                 68848,,                263669,                508800,,                 11963,              1497628,                 21339,              1518967,,,,,
9931,2013年09月30日,,,,,,                259332,,                              0,,                 17475,,                165197,,                    774,,                309985,,                  3344,              1079866,,,                 18500,,              2124079,,                    839,                 10353,,,                 25987,,                 82150,,                 45022,                153159,              2306930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                323759,,                              0,,                              0,              3386796,,,,                219703,,                114093,,                184068,                 37556,,,              1073514,,                              0,                              0,                  9847,              1083361,              1643670,,,                 60000,,                              0,,,                              0,                              0,                 25646,                 10586,                169843,                206075,                266075,              1909745,,,,                946764,                946764,,                 30101,,                176283,                 68848,,                237890,                483021,,                 -3569,              1456317,                 20734,              1477051,,                  2000,,                  2889,
9931,2013年06月30日,,,,,,                244362,,                 10133,,                 20004,,                167529,,                    941,,                286550,,                  3950,              1191687,,,                 18500,,              2128291,,                    591,                 10624,,,                 25987,,                 82150,,                 43030,                151167,              2312940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                458218,,                              0,,                  3767,              3504627,,,,                249858,,                 81335,,                350217,                 51441,,,              1018191,,,                              0,                  9349,              1027540,              1783371,,,                 80000,,                              0,,,                              0,                              0,                 27146,                  8694,                166266,                202106,                282106,              2065477,,,,                946764,                946764,,                 30101,,                176283,                 68848,,                215420,                460551,,                -18124,              1419292,                 19858,              1439150,,                 20000,,                  2980,                              0
