證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 流動資產合計,　　 非流動資產,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付投資款,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期遞延收入,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 與待出售非流動資產直接相關之負債,　　　　 與待出售非流動資產直接相關之權益,　　　　　 與待出售非流動資產直接相關之權益合計,　　　　 存出保證金,　　　　 長期預付租金,　　　 庫藏股票
2475,2015年09月30日,,,,             16043990,,              1252352,,             12839653,,                  4545,,              5500878,,                128270,,              1788703,,                 97939,,,              4626639,              4626639,,                998515,             43281484,,,                              0,,              2143662,,                206687,,              6886817,,                192122,,             43927961,,              1272382,              1609431,,                516718,,                652386,              1169104,             57408166,            100689650,,,,,             23871596,,              2583188,,                438799,,                 13408,,                 28788,,              8883936,,              1857963,,              6988416,              1386340,                161370,,,                310252,,                600000,             13809575,             14409575,                445475,             15165302,             61379106,,,                              0,,                              0,,             20785165,,                413419,,              1505916,,                232692,              1888572,                409166,              2530430,             25234930,             86614036,,,,             64794541,             64794541,,                386219,,,            -56564448,            -56564448,,,               -227276,,             -2535107,             -2762383,              5853929,              8221685,             14075614,            100689650,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,2015年06月30日,,,,             19849352,,              1457602,,              9561053,,                     39,,              4614601,,                385755,,              1352998,,                 93230,,,              4952183,              4952183,,                896408,             43163221,,,                              0,,              2726704,,                201910,,              8479227,,                174443,,             44625490,,              1297966,              1305542,,                504776,,                617155,              1121931,             59933213,            103096434,,,,,             22246303,,              3782020,,                811238,,                 31054,,                 24572,,              8177926,,              1615304,,              6022789,              1486658,                117280,,,                227737,,                600000,             12058210,             12658210,                447622,             13333569,             57648713,,,                              0,,                300000,,             22633506,,                413419,,              1388299,,                246697,              1956616,                399911,              2603224,             27338448,             84987161,,,,             64794541,             64794541,,                321148,,,            -52896494,            -52896494,,,               -297080,,             -2078223,             -2375303,              9843892,              8265381,             18109273,            103096434,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,2015年03月31日,,,,             22051514,,              1451343,,             10098465,,                    126,,              5565394,,                232350,,              1364889,,                118783,,,,              5047792,,                859319,             46789975,,,                  3917,,              2913795,,                203836,,              8560076,,                185281,,             47267697,,              1406606,              1415423,,,,,                638972,             62595603,            109385578,,,,,             22324868,,              5088190,,                834372,,                 84695,,                 30934,,              8376899,,              1730410,,              5716216,              1960061,                183155,,,              1516615,,                600000,             11570981,             12170981,                322478,             14010074,             60339874,,,                              0,,                300000,,             23957787,,                456248,,              1914143,,                268616,              2010782,                408065,              2687463,             29315641,             89655515,,,,             64794541,             64794541,,                321148,,,            -51687778,            -51687778,,,                 37357,,             -1995509,             -1958152,             11469759,              8260304,             19730063,            109385578,,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,2014年12月31日,,,,             20603486,,              1465581,,              4947116,,                  6832,,              6292905,,                 79728,,              1151480,,                118925,,,              5654453,              5654453,,                904109,             41224615,,,                 10646,,              2977004,,                206897,,              8725856,,                191765,,             48486446,,              1370202,              1616420,,                              0,,                542191,                542191,             64127427,            105352042,,,,,             22101130,,              5159421,,                849059,,                295885,,                 23238,,              8557372,,              1640729,,              6229208,              1872482,                290701,,,              1297710,,                600000,              5075334,              5675334,                356070,              7329114,             54348339,,,                              0,,                600000,,             23543942,,                461349,,              2118547,,                194423,              2060566,                408874,              2663863,             29387701,             83736040,,,,             64794541,             64794541,,                321148,,,            -50528216,            -50528216,,,                584530,,             -1989644,             -1405114,             13182359,              8433643,             21616002,            105352042,              0,              0,              0,,                              0,             20603486,              4947116,              8725856,            105352042,,,,             22101130,,              5159421,,                849059,,                295885,,                 23238,,              8557372,,              1640729,,              6229208,              1872482,                290701,,,              1297710,,                600000,              5075334,              5675334,                356070,              7329114,             54348339,,,                              0,,                600000,,             23543942,,                461349,,              2118547,,                194423,              2060566,                408874,              2663863,             29387701,             83736040,,,,             64794541,             64794541,,                321148,,,            -50528216,            -50528216,,,                584530,,             -1989644,             -1405114,             13182359,              8433643,             21616002,,,,,,,,
2475,2014年09月30日,,,,             17689706,,                              0,,              5668633,,                  7393,,              6039179,,                 46790,,              1099653,,                133991,,,              6933121,              6933121,,                934124,             38552590,,,              1812583,,              3522545,,                197773,,              5028384,,                186303,,             48642073,,              1458807,              1062162,,                              0,,                791792,                791792,             62702422,            101255012,,,,,             25993666,,              2464968,,                 27289,,                245807,,                 18252,,              8638211,,              1897423,,              6373855,              2049073,                118316,,,                971917,,                600000,              4342709,              4942709,                432846,              6347472,             54174332,,,              1355888,,                600000,,             16647668,,                477820,,              1720261,,                200625,              2160681,                 17939,              2379245,             23180882,             77355214,,,,             64794541,             64794541,,                322595,,,            -48071320,            -48071320,,,                118734,,             -1598307,             -1479573,             15566243,              8333555,             23899798,            101255012,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,2014年06月30日,,,,             16741935,,                  4649,,              6404837,,                 29162,,              6065165,,                646352,,                889418,,                 59563,,,              6054485,              6054485,,                834918,             37827159,,,              1305670,,              2824914,,                194156,,                              0,,                195815,,             49351449,,              1399171,              1089606,,                              0,,                661501,                661501,             57022282,             94849441,,,,,             22661997,,              1209643,,                              0,,                224867,,                 43411,,              8429935,,              2083793,,              5604698,              2031661,                123941,,,              1123548,,              1504301,              4462711,              5967012,                318087,              7408647,             49822593,,,                924839,,                              0,,             15001227,,                476233,,              1701567,,                198260,              2207823,                 24618,              2430701,             20534567,             70357160,,,,             64794541,             64794541,,                320921,,,            -45524485,            -45524485,,,               -181435,,             -1902278,             -2083713,             17507264,              6985017,             24492281,             94849441,              0,              0,              0,,                 96675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,2014年03月31日,,,,             20358881,,                              0,,              4563673,,                277979,,              7205478,,                116875,,                887882,,                 43322,,,,              5946675,,                948209,             40452464,,,                933090,,              2403869,,                              0,,              3318363,,                199143,,             50726051,,              1446045,              1505999,,,,,                678629,             61211189,            101663653,,,,,             29155351,,                              0,,                  3085,,                303452,,                 51009,,              8459455,,              2466360,,              6157673,                431914,                226432,,,              1426975,,              1479378,              8249472,              9728850,                311751,             11467576,             58722307,,,                460725,,                  9439,,             12964839,,                479728,,              2091817,,                202299,              2255427,                 23607,              2481333,             18487881,             77210188,,,,             64794541,             64794541,,                320035,,,            -45518101,            -45518101,,,                116948,,             -2229792,             -2112844,             17483631,              6969834,             24453465,            101663653,,              0,              0,,                103490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,2013年12月31日,,,,,,                              0,,,,                109546,,              6184630,,                125147,,              1716051,,                 37223,,,              5434640,              5434640,,                887931,             32136406,,,                783783,,              2250817,,                              0,,,,                202059,,             51676375,,              1481862,              1347299,,,,,                635697,             58377892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                 98265,             13579147,              3963826,                              0,             90514298,,,,             22913127,,              3763561,,                 19392,,                197038,,                              0,,              8386696,,              2708145,,              6592373,                269033,                132029,,,              1823580,,              1545967,              7811260,              9357227,                305057,             11485864,             56467258,,,                320959,,                              0,,              5107722,,                466491,,              2056710,,                188851,              2288451,                 23139,              2500441,             10452323,             66919581,,,,             64794541,             64794541,,                321524,,,            -45594351,            -45594351,,,               -169627,,             -2381389,             -2551016,             16970698,              6624019,             23594717,,                              0,                              0,,                              0,,,
2475,2013年09月30日,,,,,,                  8116,,,,                 48282,,              5715490,,                151877,,              1503809,,                 36594,,,,              5848109,,              1246896,             33340489,,,                              0,,              1102104,,                              0,,,,              1167176,,             53558472,,              1706091,                929964,,,,,                637776,             59101583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                108038,             14130003,              4543275,                              0,             92442072,,,,             23036920,,              3800324,,                  2596,,                302378,,                 26182,,              8357193,,              2974682,,              5665433,                132330,                214568,,,              1869734,,              1530453,              7724187,              9254640,                428946,             11553320,             56065926,,,                              0,,                              0,,              8657061,,                479478,,              1852125,,                139850,              2427095,                 34494,              2601439,             13590103,             69656029,,,,             64794541,             64794541,,                321000,,,            -45956012,            -45956012,,,               -365127,,             -2368520,             -2733647,             16425882,              6360161,             22786043,,,,,,,,
2475,2013年06月30日,,,,,,                              0,,,,                 26293,,              5095795,,                 70077,,                465146,,                 18444,,,,              5403649,,              1138664,             35408250,,,                              0,,              1137860,,                              0,,,,              1225780,,             55404096,,              1849604,                586608,,,,,                712349,             60933427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                126981,             15862857,              5067766,                 17130,             96341677,,,,             23593281,,              4844371,,                 13834,,                234024,,                 35208,,              8755692,,              3222616,,              6498031,                146933,                274904,,,              2521786,,                 81087,              7764701,              7845788,                427659,             10795233,             58834267,,,                              0,,              1434010,,              8824245,,                468660,,              1635183,,                115212,              2459818,                 25638,              2600668,             14962766,             73797033,,,,             64794541,             64794541,,                178502,,,            -46426168,            -46426168,,,                -69701,,             -2313849,             -2391334,             16155541,              6389103,             22544644,,              2132578,                420140,,                 -7784,,,
