證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 資本公積－庫藏股票交易,　　　　　 累積盈虧,　　　　　 本期損益
1460,2015年09月30日,,,,                381252,,                297418,,                              0,,                 22269,,              1034129,,                  2438,,                 87656,,              3421651,,                 70237,              5317050,,,                  4807,,              3346609,                150179,,                374103,              3875698,              9192748,,,,,                868827,,                849450,,                 69882,,                  1953,,                428042,,                110783,,                385417,                206091,                 16488,,,                204167,                204167,                 30328,                234495,              3171428,,,                750000,,                170871,,                406617,                  1020,                407637,              1328508,              4499936,,,,              4711891,              4711891,,                 62039,,                 43925,                              0,,                328121,                372046,,                 12503,                465679,              4692800,                     12,              4692812,              9192748,              0,     33706585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,2015年06月30日,,,,                383997,,                325388,,                              0,,                 55835,,                824917,,                  3037,,                 66774,,              3381247,,                 52413,              5093608,,,                  4807,,              3300313,                154833,,                294188,              3754141,              8847749,,,,,                915924,,                549513,,                 36297,,                 12623,,                384586,,                 78697,,                653051,                157565,                  7167,,,                225000,                225000,                 23159,                248159,              3043582,,,                614167,,                169777,,                403842,                  1020,                404862,              1188806,              4232388,,,,              4711891,              4711891,,                 62039,,                 43925,                              0,,                236838,                280763,,                 26336,                465679,              4615350,                     11,              4615361,              8847749,              0,     33706585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,2015年03月31日,,,,                357099,,                254632,,                 29940,,                 21235,,              1017717,,                    365,,                 86539,,              3416291,,                 60140,              5243958,,,                  4807,,              3326771,                159630,,                184029,              3675237,              8919195,,,,,                802546,,                699513,,                 35868,,                  4961,,                411549,,                 89926,,                348612,                162342,                  2427,,,                237500,                237500,                 42885,                280385,              2838129,,,                626667,,                170048,,                404678,                  1765,                406443,              1203158,              4041287,,,,              4711891,              4711891,,                 38445,,                 10535,                 89304,,                443959,                543798,,                 49442,                465679,              4877897,                     11,              4877908,              8919195,              0,     33706585,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,2014年12月31日,,,,                251616,,                280010,,                 29940,,                 38497,,                924174,,                  1781,,                117659,,              3528104,,                 62190,              5233971,,,                  4807,,              3272755,                177623,,                218717,              3673902,              8907873,,,,,                773272,,                649536,,                 35042,,                 14413,,                467733,,                 82345,,                430381,                220507,                  1205,,,                250000,                250000,                 37987,                287987,              2962421,,,                589167,,                172207,,                401978,                  1665,                403643,              1165017,              4127438,,,,              4711891,              4711891,,                 38445,,                 10535,                 89304,,                333897,                433736,,                 62025,                465679,              4780418,                     17,              4780435,              8907873,              0,     33706585,              0,                251616,                 29940,              8907873,,,,                773272,,                649536,,                 35042,,                 14413,,                467733,,                 82345,,                430381,                220507,                  1205,,,                250000,                250000,                 37987,                287987,              2962421,,,                589167,,                172207,,                401978,                  1665,                403643,              1165017,              4127438,,,,              4711891,              4711891,,                 38445,,                 10535,                 89304,,                333897,                433736,,                 62025,                465679,              4780418,                     17,              4780435,,,,,,,
1460,2014年09月30日,,,,                308359,,                273409,,                              0,,                 35792,,                869626,,                 12992,,                113233,,              3584247,,                 67591,              5265249,,,                  4807,,              3133083,                196954,,                 58654,              3393498,              8658747,,,,,                751353,,                649401,,                 85152,,                  5103,,                434899,,                 73932,,                413337,                209700,                              0,,,                250000,                250000,                 27655,                277655,              2900532,,,                614167,,                170802,,                351265,                  1905,                353170,              1138139,              4038671,,,,              4711891,              4711891,,                 38445,,                 10535,                 89304,,                218980,                318819,,                 16589,                465679,              4620065,                     11,              4620076,              8658747,              0,     33706585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,2014年06月30日,,,,                262003,,                182504,,                              0,,                 48134,,                710033,,                  5106,,                103959,,              3529259,,                 82187,              4923185,,,                  4807,,              3126578,                207753,,                 28118,              3367256,              8290441,,,,,                745499,,                299853,,                 79924,,                  4476,,                432085,,                 95600,,                462734,                194957,                              0,,,                 95833,                 95833,                 34776,                130609,              2445737,,,                789167,,                169777,,                349040,                  2072,                351112,              1310056,              3755793,,,,              4711891,              4711891,,                 38445,,                 10535,                 89304,,                142526,                242365,,                  7614,                465679,              4534636,                     12,              4534648,              8290441,              0,     33706585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,2014年03月31日,,,,                355595,,                202565,,                              0,,                 32681,,                789562,,                 15374,,                132496,,              3530359,,                 65798,              5124430,,,                  4807,,              3142031,                220205,,                 45617,              3412660,              8537090,,,,,                742904,,                449620,,                 61839,,                    255,,                481456,,                 85121,,                294293,                245785,                    123,,,                 83333,                 83333,                 37805,                121138,              2482534,,,                964167,,                170835,,                346637,                  2716,                349353,              1484355,              3966889,,,,              4711891,              4711891,,                125942,,                    614,                              0,,                176894,                177508,,                 20526,                465679,              4570188,                     13,              4570201,              8537090,              0,     33706585,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,2013年12月31日,,,,,,                206845,,,,                 16695,,                766440,,                 11308,,                 95285,,              3461132,,                107961,              5054672,,,                  5849,,              3140083,                229464,,                 71187,              3446583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     33706585,              0,                389006,                              0,              8501255,,,,                692017,,                649557,,                 68899,,                  2283,,                533630,,                116249,,                362185,                259596,                    123,,,                 93363,                 93363,                 30789,                124152,              2808691,,,                689167,,                170194,,                348901,                  4944,                353845,              1213206,              4021897,,,,              4711891,              4711891,,                125942,,                    614,                              0,,                 99225,                 99839,,                  7350,                465679,              4479343,                     15,              4479358,,,,,,,
1460,2013年09月30日,,,,,,                219420,,,,                 39742,,                782988,,                 17125,,                102001,,              3549511,,                 69318,              4999066,,,                  5849,,              3186425,                226342,,                 70405,              3489021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     33706585,              0,                218959,,              8488087,,,,                822556,,                649425,,                 43166,,                  2461,,                443159,,                153810,,                375101,                204527,                     42,,,                635893,                635893,                 37633,                673526,              3367773,,,                219167,,                169777,,                334069,                  4861,                338930,                727874,              4095647,,,,              4711891,              4711891,,                125942,,                    614,                              0,,                 24568,                 25182,,                 -4910,                465679,              4392426,                     14,              4392440,,                      2,,,,,
1460,2013年06月30日,,,,,,                216022,,,,                 42915,,                694748,,                  6758,,                 85789,,              3494857,,                 62294,              4867364,,,                  5849,,              3275734,                226634,,                 35625,              3543842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     33706585,              0,                262936,,              8411206,,,,                870625,,                549472,,                118353,,                 49135,,                463234,,                144835,,                370071,                241947,                              0,,,                481340,                481340,                 29863,                511203,              3318875,,,                205000,,                169777,,                332137,                  5238,                337375,                712152,              4031027,,,,              4711891,              4711891,,                125942,,                    614,                              0,,                  1282,                  1896,,                  6115,                465679,              4380165,                     14,              4380179,,                  1045,,              3494857,                125942,,
