證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　　 資本公積－認列對子公司所有權權益變動數,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積－員工認股權,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　 資本公積－認列對子公司所有權權益變動數,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－員工認股權,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應付公司債,　　　　 應付公司債合計,　　　　 資本公積－取得或處分子公司股權價格與帳面價值差額,　　　　 待分配股票股利,　　　　 資本公積－認股權,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）
2392,2015年09月30日,,,,              6415881,,                              0,,                 20369,,             21749379,,                609007,,                774476,,                667933,,                  3137,,             14062896,,              2005440,,                412865,             46721383,,,              1845946,,                600363,,              4659148,,             22098431,,                303890,,              2910784,                178806,,              2590882,             35188250,             81909633,,,,,             12390175,,                              0,,                 46478,,             21662761,,                646808,,              5991866,                412433,,                603217,             41753738,,,              7233733,,              1575937,,              1495803,             10305473,             52059211,,,,              5123269,              5123269,,,              8985731,                  3065,                  7124,                  3037,                 66525,                352119,              9417601,,              2364742,                665206,,              6049093,              9079041,,,              1375857,,              1144847,              2520704,             26140615,              3709807,             29850422,             81909633,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,2015年06月30日,,,,              6171226,,                              0,,                 46958,,             13245113,,                474409,,                703185,,                890936,,                  2534,,              8167434,,              1545005,,                502971,             31749771,,,              2030767,,                565486,,              4460281,,             19792410,,                301709,,              2777905,                174244,,              2199001,             32301803,             64051574,,,,,              9873699,,                              0,,                 14132,,             10521646,,                338727,,              5511707,                503097,,                537277,             27300285,,,              5984130,,              1305543,,              1433580,              8723253,             36023538,,,,              5123269,              5123269,,,              8985731,                  3065,                  7124,                  3281,                 66670,                352119,              9417990,,              2364742,                665206,,              5024584,              8054532,,,                566465,,              1370085,              1936550,             24532341,              3495695,             28028036,             64051574,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,2015年03月31日,,,,              6821833,,                              0,,                 47633,,             11527778,,                433069,,              1051754,,                692269,,                  3409,,              7083168,,                826201,,                254273,             28741387,,,              2257208,,                565926,,              3681993,,             20072215,,                322878,,              2798910,                188718,,              1752868,             31640716,             60382103,,,,,              9930063,,                     10,,                 14915,,              7759519,,                335648,,              3805783,                339423,,              6011614,             28196975,,,                139295,,              1381842,,              1254897,              2776034,             30973009,,,,              5123269,              5123269,,,              8985731,                  3065,                  7124,                  3281,                 66670,                352119,              9417990,,              2186163,                665206,,              6083089,              8934458,,,                866828,,              1496731,              2363559,             25839276,              3569818,             29409094,             60382103,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,2014年12月31日,,,,              7435487,,                     79,,                 62366,,             16291001,,                687736,,                947185,,                710538,,                  3498,,              7557453,,                849694,,                222597,             34767634,,,              1994714,,                534626,,              3639732,,             20246065,,                315059,,              2810977,                236608,,              1744799,             31522580,             66290214,,,,,             10266779,,                              0,,                  4073,,             12523506,,                406419,,              4752329,                477364,,                491664,             28922134,,,              5701497,,              1329680,,              1232509,              8263686,             37185820,,,,              5123269,              5123269,,,              8985731,                  3065,                  7124,                  3281,                 68182,                352119,              9419502,,              2186163,                665206,,              5853307,              8704676,,,              1123014,,              1245345,              2368359,             25615806,              3488588,             29104394,             66290214,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,2014年09月30日,,,,              7216328,,                              0,,                108826,,             13446285,,                827754,,                830726,,                192466,,                 14732,,              8736800,,                667648,,                231400,             32272965,,,              2934150,,                533000,,              3503571,,             19672560,,                315163,,              2724196,                234242,,              1984947,             31901829,             64174794,,,,,              9900263,,                    530,,                  7517,,             11807815,,                321707,,              4682986,                242908,,                993618,             27957344,,,              5698663,,              1355583,,              1177803,              8232049,             36189393,,,,              5092087,              5092087,,,              8985731,                  3065,                  7118,                  3043,                 51688,                248906,              9299551,,              2186163,                665206,,              5161983,              8013352,,,                513855,,              1971389,              2485244,             24890234,              3095167,             27985401,             64174794,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,2014年06月30日,,,,              6825401,,                  1000,,                 93742,,             11661480,,                535508,,                532705,,                178041,,                 55670,,              7059568,,                692091,,                197767,             27832973,,,              2879015,,                533000,,              3374775,,             19065894,,                312883,,              2684912,                232127,,              1993602,             31076208,             58909181,,,,,              9132741,,                              0,,                  6883,,              8002897,,                330633,,              5130591,                382434,,              1129114,             24115293,,,              5666063,,              1139017,,              1162242,              7967322,             32082615,,,,              5066237,              5066237,,,              8985731,                  3065,                  7124,                  3043,                 50245,                163343,              9212551,,              2186163,                665206,,              4637845,              7489214,,,                 55380,,              2005185,              2060565,             23828567,              2997999,             26826566,             58909181,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,2014年03月31日,,,,              6990144,,                              0,,                121000,,             14510746,,                526214,,                551797,,                179818,,                 55499,,              7759461,,                556157,,                201722,             31452558,,,              2321580,,                533000,,              3673956,,             19477263,,                320883,,              2728334,                249761,,              1802043,             31106820,             62559378,,,,,             10200324,,                    488,,                  6682,,             10167717,,                420076,,              3890712,                521390,,              1318141,             26525530,,,              5682100,,                865329,,              1154974,              7702403,             34227933,,,,              5055557,              5055557,,,              9111266,                  3065,                 10167,                              0,                 49778,                              0,              9174276,,              1978663,                665206,,              6212216,              8856085,,,                397253,,              1700702,              2097955,             25183873,              3147572,             28331445,             62559378,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,2013年12月31日,,,,,,                              0,,                 18075,,             18748352,,                871744,,                690377,,                182229,,,,              9833600,,                776812,,                215760,             39258217,,,              2160581,,                 33000,,              3631463,,             19856090,,                305968,,              2683526,                253197,,              2036258,             30960083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              7917337,                  3931,             70218300,,,,              9909862,,                 10338,,                    726,,             17060049,,                419439,,              5615456,                735320,,              1039830,             34791020,,,              5649804,,                861692,,              1167995,              7679491,             42470511,,,,              5020095,              5020095,,,              8985731,                  3065,                 10185,                              0,                 50218,                              0,              9049199,,              1978663,                665206,,              5980533,              8624402,,,                431720,,              1565400,              1997120,             24690816,              3056973,             27747789,,                              0,,                              0,,,,,
2392,2013年09月30日,,,,,,                 43576,,                 15625,,             14666248,,                882376,,                197860,,                177912,,,,             10583568,,                664688,,                390538,             33707838,,,              2225931,,                 34429,,              3808798,,             20048831,,                309136,,              2664977,                267180,,              1845585,             31204867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              6072342,                 13105,             64912705,,,,             12117967,,                              0,,                 40238,,             12153906,,                292345,,              5404330,                565375,,                820452,             31394613,,,              5652349,,                432909,,                442186,              6986687,             38381300,,,,              4950347,              4950347,,,              8738823,                  3065,                 10196,,                 68113,                              0,              8820197,,              1978663,                665206,,              5291866,              7935735,,,                153501,,              1680406,              1833907,             23540186,              2991219,             26531405,,                              0,,                459243,,,,,
2392,2013年06月30日,,,,,,                              0,,                 12318,,             10983522,,                468058,,                198879,,                344197,,,,              8798822,,                461210,,                402322,             27709497,,,              1708746,,                 34429,,              3739090,,             20244687,,                316696,,              2697494,                281617,,              1653346,             30676105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              5988794,                 51375,             58385602,,,,             10445825,,                 28368,,                  6377,,              8467218,,                290154,,              5208706,                501524,,                771647,             25719819,,,              5673437,,                495047,,                459712,              7083999,             32803818,,,,              4944439,              4944439,,,              8717909,                  3065,                  3191,,                 55830,,              8779995,,              1978662,                665206,,              4700742,              7344610,,,                314348,,              1144648,              1458996,             22528040,              3053744,             25581784,,                              0,,                455803,,,,,
