證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　　 其他流動資產－其他,　　　 當期所得稅資產,　　　　 當期所得稅資產合計,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計
8046,2015年09月30日,,,,              9700630,,              4502833,,              6487680,,                  5411,,                247892,,              2457681,,,              3420236,              3420236,,                292024,             27114387,,,                704001,,             17357819,,                 10256,                808707,,                 66762,             18947545,             46061932,,,,,                331291,,              1297432,,                386847,,              1655984,                154396,                157331,,,                284902,                183526,                468428,              4451709,,,              2153393,,              1372878,,              1543329,                 49305,              1592634,              5118905,              9570614,,,,              6461655,              6461655,,             21916582,,              4402201,                672510,,              1912061,              6986772,,              1126309,             36491318,             36491318,             46061932,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046,2015年06月30日,,,,              9321811,,              5688536,,              6785943,,                  9824,,                109754,,              1714579,,,              3433162,              3433162,,                303804,             27367413,,,                702913,,             17114857,,                 10859,                847050,,                 61838,             18737517,             46104930,,,,,                310687,,              1128295,,                389301,,              2576801,                155714,                128256,,,                534400,                198025,                732425,              5421479,,,              1584502,,              1372757,,              1535815,                 52920,              1588735,              4545994,              9967473,,,,              6461655,              6461655,,             21916582,,              4402201,                672510,,              1478957,              6553668,,              1205552,             36137457,             36137457,             46104930,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046,2015年03月31日,,,,              8292813,,              7223108,,              6900009,,                 11015,,                169932,,              1408215,,,              3681093,              3681093,,                261878,             27948063,,,                671921,,             17415719,,                 11462,                844066,,                 67183,             19010351,             46958414,,,,,                456878,,              1403289,,                425342,,              1354263,                 95247,                162651,,,                540101,                161071,                701172,              4598842,,,              1287448,,              1372774,,              1530182,                 50180,              1580362,              4240584,              8839426,,,,              6461655,              6461655,,             21916582,,              4240724,                672510,,              2512190,              7425424,,              2315327,             38118988,             38118988,             46958414,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046,2014年12月31日,,,,              4952303,,              9966531,,              7174849,,                  6448,,                338493,,              2034340,,,              3590450,              3590450,,                161360,             28224774,,,                670510,,             18013785,,                 12066,                881389,,                 72676,             19650426,             47875200,,,,,                516293,,              1362445,,                437613,,              1792213,                 86628,                120599,,,                545548,                153449,                698997,              5014788,,,              1382886,,              1372794,,              1522655,                 53752,              1576407,              4332087,              9346875,,,,              6461655,              6461655,,             21916582,,              4240724,                672510,,              1948759,              6861993,,              3288095,             38528325,             38528325,             47875200,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046,2014年09月30日,,,,              6371808,,              6307358,,              8180463,,                 19974,,                172488,,              2088272,,,              3806730,              3806730,,                306157,             27253250,,,                686833,,             18085132,,                 48355,                819496,,                 61851,             19701667,             46954917,,,,,                642587,,              1604323,,                475980,,              1581390,                146636,                204373,,,                523506,                173071,                696577,              5351866,,,              1174861,,              1196268,,              1505730,                 60937,              1566667,              3937796,              9289662,,,,              6461655,              6461655,,             21916582,,              4240724,                672510,,              1677604,              6590838,,              2696180,             37665255,             37665255,             46954917,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046,2014年06月30日,,,,              6270813,,              7425983,,              8173824,,                 10914,,                263167,,              2069576,,,              3536976,              3536976,,                187004,             27938257,,,                708179,,             18211709,,                 50029,                827414,,                 55016,             19852347,             47790604,,,,,                776491,,              1985387,,                418320,,              1750109,                 73273,                143228,,,                523518,                174603,                698121,              5844929,,,              1172673,,              1161753,,              1493779,                 68387,              1562166,              3896592,              9741521,,,,              6461655,              6461655,,             21916582,,              4240724,                672510,,              1194545,              6107779,,              3563067,             38049083,             38049083,             47790604,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046,2014年03月31日,,,,              5753845,,              5331072,,              7146926,,                  2272,,                118590,,                694315,,,              3323735,              3323735,,                152684,             22523439,,,                700017,,             18883377,,                 51703,                923508,,                 50855,             20609460,             43132899,,,,,                791509,,              1536811,,                421223,,              1380274,                 86858,                  1630,,,                540022,                129842,                669864,              4888169,,,                951916,,              1200733,,              1488926,                 69137,              1558063,              3710712,              8598881,,,,              6461655,              6461655,,             21916582,,              4240724,              2726512,,             -1694985,              5272251,,                883530,             34534018,             34534018,             43132899,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046,2013年12月31日,,,,,,              6826333,,              7569787,,                 15746,,                110465,,                589455,,,              3445384,              3445384,,                222805,             22433667,,,                689025,,             19332727,,                 53377,                905514,,                 53155,             21033798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              3653692,             43467465,,,,                858785,,              1587860,,                513149,,              1349325,                168809,                 22840,,,                530108,                118773,                648881,              5149649,,,              1191984,,              1181999,,              1372181,                 73550,              1445731,              3819714,              8969363,,,,              6461655,              6461655,,             21910181,,              4240724,              2726512,,             -1617175,              5350061,,                776205,             34498102,             34498102,                222805,,,,,,
8046,2013年09月30日,,,,,,              6849321,,              7817398,,                  6838,,                156880,,                579106,,,              3856997,              3856997,,                154650,             21456802,,,                680350,,             19291752,,                 55051,                917240,,                 52004,             20996397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              2035612,             42453199,,,,                632493,,              1909839,,                569708,,              1362162,                 91881,                 52770,,,                531086,                146027,                677113,              5295966,,,                913824,,              1086393,,              1370274,                 53726,              1424000,              3424217,              8720183,,,,              6461655,              6461655,,             21902761,,              4240724,              2726512,,             -1433505,              5533731,,               -165131,             33733016,             33733016,,,,,,,
8046,2013年06月30日,,,,,,              7182818,,              6627435,,                 10805,,                123511,,                584971,,,              3712607,              3712607,,                173699,             21660530,,,                670908,,             19688430,,                 56725,                917240,,                 53238,             21386541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              3244684,             43047071,,,,                814469,,              1609603,,                586275,,              1527029,                127977,                  5712,,,              1102381,                129680,              1232061,              5903126,,,              1057201,,              1105250,,              1365545,                 56830,              1422375,              3584826,              9487952,,,,              6461655,              6461655,,             21833338,,              4240724,              2726512,,             -1368435,              5598801,,               -334675,             33559119,             33559119,                173699,,,,,,
