證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　　　 待分配股票股利,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　 待分配股票股利,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　　 其他權益－其他,　　　　　 其他權益－其他合計
1447,2015年09月30日,,,,              3357978,,                393234,,                222232,,              2261568,,                 34112,,              3115049,,                 42177,,              1434562,                 66297,              1500859,             10927209,,,              1559392,,                 24052,,              1759515,,              5869966,,                 11915,                 63657,,                712548,,                 53667,                766215,             10054712,             20981921,,,,,              4798000,,              1618000,,                 97059,,                 23937,,                727692,,                 52537,,                469631,                469631,                328934,                 17389,,                 25394,,,                184167,                140909,                325076,              8483649,,,              1365389,,                146650,,                255883,                  1215,                257098,              1769137,             10252786,,,,              9144872,              9144872,,                 77993,,                507233,                499724,,                569310,              1576267,,               -403021,                357738,             10038373,                690762,             10729135,             20981921,              0,     82948106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,2015年06月30日,,,,              3193473,,                359262,,                260092,,              3041535,,                 63792,,              3243504,,                 61860,,                998695,                 42782,              1041477,             11264995,,,              1756300,,                 36410,,              1843460,,              5668100,,                 14153,                 72592,,                722401,,                 11407,                733808,             10124823,             21389818,,,,,              5369122,,              1237000,,                173718,,                 24703,,              1254652,,                 55585,,                494880,                494880,                206934,                 12973,,                  7582,,,                105611,                208567,                314178,              9151327,,,                950056,,                146650,,                255899,                  1024,                256923,              1353629,             10504956,,,,              8709402,              9144872,,                 77993,,                507233,                499724,,                512260,              1519217,,               -221677,                357738,             10162667,                722195,             10884862,             21389818,              0,     78998198,,                              0,                435470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,2015年03月31日,,,,              2114634,,                301254,,                222162,,              2623901,,                 49858,,              3282488,,                 47265,,              1679864,                 44072,              1723936,             10365498,,,              1581733,,                 36726,,              1834049,,              5307800,,                 14406,                 98941,,                854282,,                 11753,                866035,              9739690,             20105188,,,,,              4718889,,              1397000,,                 91073,,                 27182,,              1143736,,                 61227,,                435563,                435563,                276391,                 67147,,                  7424,,,                 97278,                 99189,                196467,              8422099,,,                693972,,                146650,,                255915,                    921,                256836,              1097458,              9519557,,,,              8709402,              8709402,,                 61480,,                472409,                508076,,                834598,              1815083,,               -319610,                357738,              9908617,                677014,             10585631,             20105188,              0,     78998198,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,2014年12月31日,,,,                761186,,                283828,,                287785,,              3114132,,                 35616,,              3225304,,                 54599,,                141821,                 20582,                162403,              7924853,,,              1573137,,                 36726,,              1883347,,              5194978,,                 16235,                 76325,,                725000,,                 11860,                736860,              9517608,             17442461,,,,,              2547000,,                879000,,                 92625,,                 22583,,              1018520,,                 57158,,                541745,                541745,                263391,                 67164,,                 11761,,,                138944,                146921,                285865,              5786812,,,                505639,,                146650,,                255927,                    738,                256665,                908954,              6695766,,,,              8709402,              8709402,,                 61480,,                472409,                508076,,                948920,              1929405,,               -270055,                357738,             10072494,                674201,             10746695,             17442461,              0,     78998198,,                              0,                              0,                761186,             17442461,,,,              2547000,,                879000,,                 92625,,                 22583,,              1018520,,                 57158,,                541745,                541745,                263391,                 67164,,                 11761,,,                138944,                146921,                285865,              5786812,,,                505639,,                146650,,                255927,                    738,                256665,                908954,              6695766,,,,              8709402,              8709402,,                 61480,,                472409,                508076,,                948920,              1929405,,               -270055,                357738,             10072494,                674201,             10746695,              0,,,,,
1447,2014年09月30日,,,,              1322569,,                166900,,                240780,,              3219935,,                 74834,,              3796470,,                 54973,,              2491080,                 41602,              2532682,             11409143,,,              1616119,,                 36726,,              1749787,,              5106599,,                 15282,                 40302,,                436306,,                 52569,                488875,              9053690,             20462833,,,,,              5190000,,              1169000,,                190820,,                 34239,,                972533,,                 62070,,                467587,                467587,                152000,                 76569,,                 11697,,,                130611,                267637,                398248,              8724763,,,                549556,,                146650,,                260936,                    886,                261822,                958028,              9682791,,,,              8709402,              8709402,,                 64024,,                472409,                508076,,                981787,              1962272,,               -232433,                357738,             10145527,                634515,             10780042,             20462833,              0,     78998198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,2014年06月30日,,,,                462906,,                198894,,                259321,,              4001386,,                 47302,,              3842382,,                 58453,,              2494087,                 34453,              2528540,             11399240,,,              1743671,,                 36924,,              1781497,,              4850699,,                 11517,                 60739,,                327314,,                 11914,                339228,              8824275,             20223515,,,,,              5116000,,              1229000,,                 92681,,                 29911,,              1126012,,                 58554,,                396176,                396176,                171000,                 71645,,                  9111,,,                177833,                233637,                411470,              8711560,,,                355667,,                146650,,                260915,                    878,                261793,                764110,              9475670,,,,              7917638,              8709402,,                 73529,,                472409,                508076,,                776903,              1757388,,                -50942,                357738,             10131639,                616206,             10747845,             20223515,              0,     71816545,,                     56,                791764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,2014年03月31日,,,,                431779,,                216199,,                302274,,              3770187,,                 21668,,              4633165,,                 90246,,              2455107,                 68748,              2523855,             11989397,,,              1762803,,                 64807,,              1746870,,              4738429,,                 13242,                 46685,,                237591,,                 12051,                249642,              8622478,             20611875,,,,,              4391482,,              1049000,,                 99740,,                 29357,,              2146670,,                 68294,,                402671,                402671,                262410,                134264,,                 13443,,,                177833,                185231,                363064,              8960395,,,                391250,,                146650,,                260908,                    888,                261796,                799696,              9760091,,,,              7917638,              7917638,,                 52766,,                372061,                508076,,              1723245,              2603382,,                 88627,                363621,             10298792,                552992,             10851784,             20611875,              0,     72577545,,                     24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,2013年12月31日,,,,,,                178271,,                187049,,              4209653,,                 58876,,              3383687,,                103947,,                326701,                 21405,                348106,              9028473,,,              1795147,,                 64807,,              1755851,,              4832508,,                 16885,                 41492,,                144022,,                 12294,                156316,              8663006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     72577545,,,,                558884,             17691479,,,,              2112491,,              1049000,,                100624,,                 18676,,              1503763,,                 76997,,                403435,                403435,                238415,                 77751,,                 14857,,,                535369,                138943,                674312,              6270321,,,                344583,,                146650,,                260878,                    877,                261755,                752988,              7023309,,,,              7917638,              7917638,,                 52453,,                372061,                508076,,              1496851,              2376988,,                120761,                363621,             10104219,                563951,             10668170,              0,,,,,
1447,2013年09月30日,,,,,,                148869,,                109154,,              3993532,,                 53561,,              4102869,,                 60933,,                182747,                168332,                351079,              9402083,,,              1722371,,                 64807,,              1720782,,              4907563,,                 19260,                 55476,,                 38757,,                 12404,                 51161,              8541420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     88168545,,,,                582086,             17943503,,,,              2911239,,              1044000,,                 76784,,                 25849,,              1447511,,                 75783,,                380524,                380524,                178789,                 55106,,                 25588,,,                535375,                103521,                638896,              6860069,,,                558931,,                146650,,                255177,                    924,                256101,                961682,              7821751,,,,              7917638,              7917638,,                  3421,,                372061,                508076,,              1312664,              2192801,,               -161021,                441204,              9511635,                610117,             10121752,              0,,,,,
1447,2013年06月30日,,,,,,                126242,,                142453,,              4285060,,                 74500,,              4328140,,                 68462,,                196674,                111576,                308250,              9780340,,,              1738544,,                 64807,,              1636098,,              4752982,,                 18844,                 55460,,                 31119,,                 24289,                 55408,              8322143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     84002278,,                 68217,,                379016,             18102483,,,,              3453093,,                944000,,                157122,,                 41599,,              1505350,,                 57390,,                382466,                382466,                154798,                 31219,,                 20637,,,                542125,                114574,                656699,              7404373,,,                514015,,                146650,,                255754,                    932,                256686,                917351,              8321724,,,,              7540608,              7917638,,                  3421,,                372061,                508076,,              1071387,              1951524,,               -238462,                441204,              9192917,                587842,              9780759,              0,                377030,,,,
