證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 累計減損－機器設備,　　　　　 機器設備淨額,　　　　 模具設備淨額,　　　　　 模具設備成本,　　　　　 累計折舊－模具設備,　　　　　 累計減損－模具設備,　　　　　 模具設備淨額,　　　　 試驗設備淨額,　　　　　 試驗設備成本,　　　　　 累計折舊－試驗設備,　　　　　 累計減損－試驗設備,　　　　　 試驗設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 運輸設備淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 累計減損－其他設備,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產－土地,　　　　 投資性不動產－建築物,　　　　 累計折舊－投資性不動產－建築物,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 商標權淨額,　　　　　 商標權,　　　　　 累計減損－商標權,　　　　　 商標權淨額,　　　　 專利權淨額,　　　　　 專利權,　　　　　 累計減損－專利權,　　　　　 專利權淨額,　　　　 電腦軟體淨額,　　　　　 電腦軟體,　　　　　 累計減損－電腦軟體,　　　　　 電腦軟體淨額,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產,　　　　　 累計減損－其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期應收票據及款項,　　　　　 催收款項,　　　　　 備抵呆帳－長期應收款項,　　　　　 長期應收票據及款項淨額,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 負債準備-非流動,　　　　　 員工福利負債準備－非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債－土地增值稅,　　　　　 遞延所得稅負債－所得稅,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 長期應付款,　　　　　　 長期應付票據及款項合計,　　　　　 長期遞延收入,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－合併溢額,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 累計減損－運輸設備,　　　　　 應付股利,　　　　　 其他應付款－其他,　　　　 預付投資款,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 負債準備-非流動,　　　　 員工福利負債準備－非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債－土地增值稅,　　　　 遞延所得稅負債－所得稅,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 長期應付款,　　　　　 長期應付票據及款項合計,　　　　 長期遞延收入,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－合併溢額,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 應收帳款－關係人,　　　　 其他應付票據,　　　 庫藏股票,　　　　 遞延所得稅負債－其他
2477,2015年09月30日,,,,              1172675,,                134063,                134063,,                 30251,,                961460,                961460,,                     51,,                  1259,,,                815129,                815129,,                 92446,,                225688,                 54442,                280130,              3487464,,,                              0,,                  6179,,,                108831,                108831,,                979058,                348475,                630583,,                869551,                648526,                 17590,                203435,,                317863,                212937,                  6603,                 98323,,                152652,                132410,                  4071,                 16171,,                 65287,                 56614,                  8673,,                315596,                259873,                 29546,                 26177,                  1215,              1093408,,                447250,                221303,                 39298,                629255,,,                     16,                     16,                              0,,                  5286,                  5286,                              0,,                 81261,                 75326,                  5935,                  7027,,                  3540,                  2503,                  1037,                 13999,                 94570,,                397648,                    879,,                  4788,                  4788,                              0,                 62878,,                      3,                461408,              2298819,              5786283,,,,,                360000,                360000,,                              0,                              0,,                  5667,                  5667,,              1019263,              1019263,,                177953,                    867,,                 84002,                 84002,              1647752,,,                108037,                108037,,                 48265,                204984,                253249,,,                 33226,                 33226,                 68543,                 57492,                  8951,                              0,                168212,                529498,              2177250,,,,              2388151,              2388151,,,                      5,                  3924,                    382,                  4311,,                506987,                  2820,,                236821,                746628,,,                150814,                150814,              3289904,                319129,              3609033,              5786283,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,2015年06月30日,,,,              1320900,,                100108,                100108,,                  8438,,                723638,                723638,,                              0,,                    421,,,                751598,                751598,,                 81525,,                170553,                 55752,                226305,              3212933,,,                    204,,                  6328,,,                108831,                108831,,                942933,                331892,                611041,,                843729,                620932,                 17000,                205797,,                299321,                186954,                  6552,                105815,,                146952,                127251,                  4027,                 15674,,                 61735,                 53765,                  7970,,                303658,                246189,                 28428,                 29041,                  1361,              1085530,,                387169,                213277,                 37007,                563439,,,                     16,                     16,                              0,,                  5286,                  5286,                              0,,                 80744,                 71874,                  8870,                  7027,,                  3324,                  2085,                  1239,                 17136,                109368,,                422723,                    829,,                  4463,                  4463,                              0,                 60853,,                              0,                484405,              2266410,              5479343,,,,,                315000,                315000,,                              0,                              0,,                  3239,                  3239,,                849942,                849942,,                374456,                  1100,,                 77574,                 77574,              1621311,,,                100035,                100035,,                 48265,                163397,                211662,,,                 32001,                 32001,                 64468,                 57414,                  8985,                              0,                162868,                474565,              2095876,,,,              2388151,              2388151,,,                      5,                  3924,                    382,                  4311,,                506987,                  2820,,                 86344,                596151,,,                 66488,                 66488,              3055101,                328366,              3383467,              5479343,              0,              0,              0,                              0,                238850,                135606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,2015年03月31日,,,,              1341357,,                106082,                106082,,                  2656,,                522505,                522505,,                              0,,                              0,,,                710324,                710324,,                124586,,                196762,                 50822,                247584,              3055094,,,                    207,,                  7386,,,                108348,                108348,,                954761,                332045,                622716,,                861552,                621682,                 17207,                222663,,                284699,                170341,                  6570,                107788,,                150049,                129350,                  4042,                 16657,,                 64609,                 55542,                  9067,,                307248,                244309,                 28819,                 34120,                  1381,              1122740,,                387652,                216892,                 36428,                568116,,,                     16,                     16,                              0,,                  5286,                  5286,                              0,,                 80175,                 69044,                 11131,                  7027,,                  3371,                  1846,                  1525,                 19683,                106798,,                407930,                    834,,,,,                 62168,,                              0,                470932,              2295862,              5350956,,,,,                288000,                288000,,                              0,                              0,,                  5222,                  5222,,                699943,                699943,,                124343,                 18576,,                 75166,                 75166,              1211250,,,                 98303,                 98303,,                 48265,                168197,                216462,,,                 24268,                 24268,                 75188,                 57341,                  9162,                              0,                165959,                480724,              1691974,,,,              2388151,              2388151,,,                      5,                  3924,                    382,                  4311,,                506987,                 97792,,                218242,                823021,,,                105495,                105495,              3320978,                338004,              3658982,              5350956,              0,              0,              0,                              0,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,2014年12月31日,,,,                965106,,                142083,                142083,,                 17093,,                697658,                697658,,                     56,,                              0,,,                763492,                763492,,                113680,,                605237,                115764,                721001,              3420169,,,                    209,,                  7723,,,                108348,                108348,,                963307,                330868,                632439,,                871156,                616217,                 17623,                237316,,                295858,                173127,                  7664,                115067,,                158254,                130585,                  9203,                 18466,,                 65163,                 54687,                 10476,,                329123,                253674,                 34906,                 40543,                  1394,              1164049,,                387652,                218791,                 35551,                570892,,,                     16,                     16,                              0,,                  5286,                  5286,                              0,,                 81118,                 67038,                 14080,                  7027,,                  3409,                  1594,                  1815,                 22922,                108598,,                382603,                  3604,,                  3881,                  3881,                              0,                 63211,,                              0,                449418,              2323811,              5743980,,,,,                540000,                540000,,                    825,                    825,,                  4716,                  4716,,                830620,                830620,,                158675,                 16905,,                110055,                110055,              1661796,,,                 96928,                 96928,,                 48265,                176101,                224366,,,                  8528,                  8528,                 34902,                 57283,                  9416,                      2,                110131,                431425,              2093221,,,,              2388151,              2388151,,,                      5,                  3924,                    382,                  4311,,                506987,                 97792,,                183992,                788771,,,                148314,                148314,              3329547,                321212,              3650759,              5743980,              0,              0,              0,                              0,                     35,                158640,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,2014年09月30日,,,,              1276888,,                 91563,                 91563,,                 13252,,                753356,                753356,,                              0,,                  1709,,,                947932,                947932,,                114795,,                253071,                 52897,                305968,              3505463,,,                    201,,                  9656,,,                108348,                108348,,                935183,                317450,                617733,,                842718,                585576,                 13450,                243692,,                262170,                150621,                  7591,                103958,,                153488,                125809,                  9008,                 18671,,                 63342,                 52213,                 11129,,                319914,                241146,                 33855,                 44913,                  1351,              1149795,,                387653,                212540,                 33626,                566567,,,                     16,                     16,                              0,,                  5286,                  5286,                              0,,                 80547,                 63743,                 16804,                  7027,,                  3276,                  1271,                  2005,                 25836,                105034,,                304114,                  1362,,                  4128,                  4128,                              0,                 61687,,                              0,                367163,              2224252,              5729715,,,,,                468000,                468000,,                              0,                              0,,                  2436,                  2436,,                921687,                921687,,                162919,                 31725,,                 81009,                 81009,              1667776,,,                 67423,                 67423,,                 48265,                171658,                219923,,,                 23503,                 23503,                 59941,                 59494,                  9233,                              0,                152171,                439517,              2107293,,,,              2388151,              2388151,,,                      5,                  3924,                    382,                  4311,,                506987,                 97792,,                212849,                817628,,,                 67222,                 67222,              3277312,                345110,              3622422,              5729715,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,2014年06月30日,,,,              1936616,,                 99581,                 99581,,                  8355,,                626838,                626838,,                    804,,                    595,,,                908842,                908842,,                 80601,,                316037,                 49953,                365990,              4028222,,,                180105,,                 10373,,,                108348,                108348,,                913298,                306306,                606992,,                823131,                563389,                 13862,                245880,,                247748,                135332,                  7535,                104881,,                164684,                136192,                 10426,                 18066,,                 61948,                 50735,                 11068,,                312854,                230284,                 33116,                 49454,                  1317,              1146006,,                387653,                207678,                 31935,                563396,,,                     16,                     16,                              0,,                  5286,                  5286,                              0,,                 79541,                 60550,                 18991,                  7027,,                  3216,                    990,                  2226,                 28244,                111070,,                224637,                  3763,,                  4652,                  4652,                              0,                 60575,,                              0,                288975,              2328169,              6356391,,,,,                312800,                312800,,                              0,                              0,,                  3262,                  3262,,                775131,                775131,,                849399,                 28517,,                 64038,                 64038,              2033147,,,                 63414,                 63414,,                 48265,                161763,                210028,,,                 45907,                 45907,                 63731,                 59416,                  7684,                      1,                176739,                450181,              2483328,,,,              2388151,              2388151,,,                      5,                  3924,                    382,                  4311,,                506987,                 97792,,                307584,                912363,,,                 24280,                 24280,              3329105,                543958,              3873063,              6356391,              0,              0,              0,                    145,                716445,                132954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,2014年03月31日,,,,              1802313,,                 92662,                 92662,,                 18665,,                530517,                530517,,                    705,,                     37,,,                905114,                905114,,                 79517,,                569496,                 55344,                624840,              4054370,,,                180109,,                 10792,,,                106488,                106488,,                967820,                312554,                655266,,                837468,                557248,                 16308,                263912,,                386597,                282191,                  7577,                 96829,,                167343,                135512,                 12873,                 18958,,                 62527,                 51830,                 10345,,                317454,                222879,                 38869,                 55706,                  1342,              1208846,,                389513,                172918,                 26382,                536049,,,                     16,                     16,                              0,,                  5286,                  5286,                              0,,                 77629,                 57911,                 19718,                  7027,,                  3281,                    748,                  2533,                 29278,                 98602,,                123672,                  3580,,,,,                 62154,,                              0,                189406,              2253082,              6307452,,,,,                302800,                302800,,                              0,                              0,,                  5663,                  5663,,                697370,                697370,,                164020,                 25531,,                 44276,                 44276,              1239660,,,                 61424,                 61424,,                 48265,                175249,                223514,,,                 20000,                 20000,                 65186,                 59341,                  7650,                  2313,                154490,                439428,              1679088,,,,              2388151,              2388151,,,                      5,                  3924,                    382,                  4311,,                397544,                 97792,,              1180611,              1675947,,,                 81762,                 81762,              4150171,                478193,              4628364,              6307452,              0,              0,              0,                    352,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,2013年12月31日,,,,,,                691190,                691190,,                  6555,,                873814,                873814,,                              0,,,,,                972147,                972147,,                118984,,                276696,                 38829,                315525,              4608239,,,                    197,,                  8959,,,                344410,                344410,,                972740,                309817,                662923,,                841450,                546152,                 16370,                278928,,                382513,                269026,                  7587,                105900,,                169003,                136056,                 12917,                 20030,,                 61989,                 51086,                 10549,,                320771,                219383,                 39040,                 62348,                  1348,              1486436,,                151590,                172811,                 25432,                298969,,,                     16,                     16,                              0,,                  5286,                  5286,                              0,,                 77163,                 55262,                 21901,                  7027,,                  2999,                    490,                  2509,                 31437,                 96087,,                              0,                  3327,,,,,                 62870,,                      2,                283658,              2205743,,,,,,,,,,,                  6121,,,                991949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                    354,,,                217459,              1629842,                    182,              6813982,,,,                312800,                312800,,                              0,                              0,,                  6121,,                991949,,                214348,                 22920,,                 42270,                 42270,              1590408,,,                 59664,                 59664,,                 48265,                177209,                225474,,,                              0,                              0,                 69280,                 59280,                  7195,                              0,                135755,                420893,              2011301,,,,              2388151,              2388151,,,                      5,                  3924,                    382,                  4311,,                397544,                 97792,,              1189451,              1684787,,,                 70893,                 70893,              4148142,                654539,              4802681,,,,
2477,2013年09月30日,,,,,,                226523,                226523,,                  4065,,              2729062,              2729062,,,,,,,              1092731,              1092731,,                121937,,                115701,                 81454,                197155,              4706325,,,                    193,,                  4976,,,                344277,                344277,,                954691,                300500,                654191,,                842170,                542313,                 15881,                283976,,                356029,                250910,                  7326,                 97793,,                174402,                137787,                 12375,                 24240,,                 63056,                 50765,                 11944,,                310524,                207618,                 38376,                 64530,                  1324,              1482275,,                151724,                169956,                 24240,                297440,,,                     16,                     15,                      1,,                  5286,                  3917,                  1369,,                 76891,                 52361,                 24530,                  7027,,                  5950,                    165,                  5785,                 38712,                 95373,,                              0,                  1700,,                     96,,                     96,                 62145,,                      8,                243857,              2162826,,,,,,,,,,,                  4586,,,              1099609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                    347,,,                179908,                334650,                    202,              6869151,,,,                294000,                294000,,,,,                  4586,,              1099609,,                213020,                  2203,,                 42314,                 42314,              1655732,,,                 51891,                 51891,,                 48265,                200795,                249060,,,                              0,                              0,                 58226,                 63373,                  7000,,                128599,                429550,              2085282,,,,              2388151,              2388151,,,                      5,                  3924,                    382,                  4311,,                397544,                 97792,,              1198160,              1693496,,,                 44219,                 44219,              4130177,                653692,              4783869,,,,
2477,2013年06月30日,,,,,,                 52027,                 52027,,                 20086,,                646219,                646219,,,,,,,              1087741,              1087741,,                105904,,                 12403,                 83584,                 95987,              2603329,,,                    196,,                  4791,,,                354367,                354367,,                972483,                300607,                671876,,                840609,                536863,                 18695,                285051,,                331081,                242003,                  7755,                 81323,,                177964,                139880,                 12572,                 25512,,                 61561,                 50155,                 11055,,                304071,                202033,                 39016,                 63022,                  1339,              1493545,,                596890,                164498,                 22538,                738850,,,                     16,                     15,                      1,,                  5286,                  3868,                  1418,,                 71466,                 49777,                 21689,                  7027,,                              0,                              0,                              0,                 30135,                108408,,                 23558,                  1485,,                     96,,                     96,                 63308,,                     23,                 88470,              2464395,,,,,,,,,,,                  4265,,,              1002554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                    351,,,                              0,                595183,                    182,              5067724,,,,                140000,                140000,,,,,                  4265,,              1002554,,                309565,                  1763,,                 57786,                 57786,              1515933,,,                              0,                              0,,                 48265,                215459,                263724,,,                              0,                              0,                 52920,                 63376,                  6802,                              0,                123098,                386822,              1902755,,,,              2388151,              2388151,,,                      5,                  3924,                    382,                  4311,,                397544,                 97792,,                 72779,                568115,,,                 67678,                 67678,              3028255,                136714,              3164969,,,,
