證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 應收建造合約款,　　　 應收建造合約款－關係人,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 長期應收票據及款項,　　　　　 長期應收票據及款項淨額,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付建造合約款,　　　　 應付建造合約款－關係人,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 其他金融負債－流動,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 長期應付票據及款項合計,　　　　　 長期遞延收入,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－受贈資產,　　　　　　 資本公積－受贈資產合計,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付建造合約款,　　　 應付建造合約款－關係人,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 其他金融負債－流動,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 長期應付票據及款項合計,　　　　 長期遞延收入,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－受贈資產,　　　　　 資本公積－受贈資產合計,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應付票據,　　　　 應付票據合計,　　　 長期借款,　　　　 長期借款合計,　　　　 其他流動負債－其他,　　　　 待分配股票股利
2208,2015年09月30日,,,,              2387893,,                 99000,,                              0,,                197774,,                 20533,              4987507,                              0,,                158148,,                 69207,,              2468588,,              1625926,,                              0,                  1290,                  1290,             12015866,,,                              0,,                  3385,,             10934381,,                234851,,                 39792,                681435,,                 54023,,                              0,,                     85,                 54108,             11947952,             23963818,,,,,                 78931,,                              0,,                              0,,                              0,,                236075,,              1161208,              3384542,                737234,,              1068096,                  6305,,                135810,,                 20000,,                140667,,                              0,                160667,              6968868,,,              1324910,,,                824534,                793713,                184981,                192098,                 12129,              2007455,              3332365,             10301233,,,,              7435652,              7435652,,,                  1965,                  1965,,              1018481,              3190349,,              1965764,              6174594,             13612211,                 50374,             13662585,             23963818,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,2015年06月30日,,,,              1809884,,                 99000,,                              0,,                295370,,                 40714,              4992491,                              0,,                154616,,                 76967,,              2677009,,              1620187,,                              0,                  1684,                  1684,             11767922,,,                              0,,                  3503,,             10960166,,                234945,,                 33104,                695889,,                 90361,,                 30409,,,                120770,             12048377,             23816299,,,,,                575067,,                              0,,                  1117,,                              0,,                440458,,              1047368,              3433407,                591586,,              1371887,                  6315,,                117431,,                 45000,,                 18302,,                              0,                 63302,              7647938,,,              1324910,,,                840801,                 50699,                178342,                183322,                 11613,              1264777,              2589687,             10237625,,,,              7435652,              7435652,,,                  1965,                  1965,,              1018481,              3190349,,              1883989,              6092819,             13530436,                 48238,             13578674,             23816299,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,2015年03月31日,,,,                155397,,                 99000,,                              0,,              1101075,,                 13427,              8485348,                              0,,                152352,,                 56318,,              2631761,,              1615490,,                              0,                  1843,                  1843,             14312011,,,                              0,,                  3623,,             11035507,,                235038,,                 34979,                704738,,                 74228,,                 30844,,,                105072,             12118957,             26430968,,,,,              1560400,,                649332,,                  1657,,                    228,,                303107,,              1081119,              4323294,                567084,,                895329,                361850,,                153554,,                 45000,,                 15379,,                              0,                 60379,              9957333,,,              1324910,,,                837068,                 54432,                171703,                186151,                 12108,              1261462,              2586372,             12543705,,,,              7435652,              7435652,,,                  1965,                  1965,,                973403,              3190349,,              2235168,              6398920,             13836537,                 50726,             13887263,             26430968,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,2014年12月31日,,,,                344342,,                              0,,                    210,,                321439,,                 19985,             12259864,                              0,,                123987,,                 35376,,              2389345,,              1924774,,                              0,                    991,                    991,             17420313,,,                 99000,,                  3907,,             11126753,,                235132,,                 38910,                730956,,                 70218,,                 80201,,                              0,                150419,             12385077,             29805390,,,,,              3406366,,                999599,,                 34749,,                              0,,                159409,,              1444742,              5049285,                575514,,              1216648,                361313,,                168519,,                 20000,,                  7835,,                              0,                 27835,             13443979,,,              1324910,,,                870571,                 45929,                165064,                184872,                 11981,              1278417,              2603327,             16047306,,,,              7435652,              7435652,,,                  1965,                  1965,,                973403,              3190349,,              2106532,              6270284,             13707901,                 50183,             13758084,             29805390,              0,              0,              0,,                              0,                344342,             29805390,,,,              3406366,,                999599,,                 34749,,                159409,,              1444742,              5049285,                575514,,              1216648,                361313,,                168519,,                 20000,,                  7835,,                              0,                 27835,             13443979,,,              1324910,,,                870571,                 45929,                165064,                184872,                 11981,              1278417,              2603327,             16047306,,,,              7435652,              7435652,,,                  1965,                  1965,,                973403,              3190349,,              2106532,              6270284,             13707901,                 50183,             13758084,,,,,,
2208,2014年09月30日,,,,                 70049,,                              0,,                    210,,                571349,,                 10961,              8392584,                              0,,                 63307,,                 94615,,              2752892,,              1715258,,              1311960,                  2361,              1314321,             14985546,,,                 99000,,                  4000,,             10643565,,                235226,,                 41265,                678867,,                 60958,,                 77079,,                              0,                138037,             11839960,             26825506,,,,,              1152196,,              1099448,,                  1703,,                    228,,                367576,,              1105130,              5068691,                 41059,,                850035,                275192,,                171975,,                              0,,                 24652,,                 71429,                 96081,             10229314,,,              1324910,,,                886667,                489833,                174313,                181482,                 11909,              1744204,              3069114,             13298428,,,,              7435652,              7435652,,,                  1965,                  1965,,                973403,              3190349,,              1878430,              6042182,             13479799,                 47279,             13527078,             26825506,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,2014年06月30日,,,,                147093,,                              0,,                    355,,                229986,,                 22853,              7459858,                              0,,                 69792,,                 83302,,              2712398,,              2019948,,              1311960,                     83,              1312043,             14067357,,,                 99000,,                              0,,             10607005,,                235319,,                 39187,                620452,,                 78432,,                121913,,,                200345,             11801308,             25868665,,,,,                666147,,                              0,,                              0,,                     21,,                287313,,                954765,              5411204,                              0,,              1175139,                255606,,                184440,,                 43500,,                 26403,,                 71428,                141331,              9075966,,,              1324910,,,                882764,                807314,                162793,                184641,                 10738,              2048250,              3373160,             12449126,,,,              7435652,              7435652,,,                  1965,                  1965,,                973403,              3190349,,              1769610,              5933362,             13370979,                 48560,             13419539,             25868665,              0,              0,              0,,                  9729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,2014年03月31日,,,,                749669,,                              0,,                    400,,                200037,,                  4101,              7356683,                              0,,                169421,,                105800,,              2612491,,              2097874,,              1311960,                    190,              1312150,             14608626,,,                 99000,,                              0,,             10477452,,                235413,,                 28110,                562734,,                 62866,,                124387,,,                187253,             11589962,             26198588,,,,,                437343,,                              0,,                 25001,,                              0,,                485781,,              1141572,              5709620,                              0,,                831111,                214072,,                178706,,                 43500,,                 29045,,                142857,                215402,              9238608,,,              1324910,,,                878860,                684795,                151273,                186919,                 15369,              1917216,              3242126,             12480734,,,,              7435652,              7435652,,,                  1965,                  1965,,                929713,              3190349,,              2106664,              6226726,             13664343,                 53511,             13717854,             26198588,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,2013年12月31日,,,,,,,,                    840,,                203930,,                  5299,              8154233,                657684,,                 33035,,                131741,,              2427245,,              1734049,,              1341960,                 99472,              1441432,             14915755,,,                 99000,,                              0,,             10369432,,                235507,,                 31442,                384360,,                 66040,,                167818,,,                233858,             11353599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,                126267,             26269354,,,,                694212,,                              0,,                  8338,,                600843,,                990599,              4820949,                              0,,              1514857,                 34160,,                170630,,                230000,,                 44865,,                142857,                417722,              9252310,,,              1324910,,,                698788,                991944,                139753,                186158,                 10458,              2027101,              3352011,             12604321,,,,              7435652,              7435652,,,                  1965,                  1965,,                929713,              3190349,,              2053986,              6174048,             13611665,                 53368,             13665033,,,,,,
2208,2013年09月30日,,,,,,,,                              0,,                443477,,                 14030,              6311273,                201006,,                151032,,                324539,,              2584699,,              1899862,,              1300000,                  2217,              1302217,             14887920,,,                 99000,,                              0,,             10134422,,                235601,,                 22543,                381319,,                 69181,,                              0,,                  6635,                 75816,             10948701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                 12652,              1643133,             25836621,,,,                490930,,                              0,,                              0,,                522556,,                930715,              4460080,                142572,,                938576,                 31708,,                173316,,                150000,,                 54348,,                142857,                347205,              8037658,,,              1327134,,,                844614,              1623272,                178638,                175681,                 10442,              2832647,              4231210,             12268868,,,,              7435652,              7435652,,,                  1965,                  1965,,                929713,              3201365,,              1946000,              6077078,             13514695,                 53058,             13567753,,                              0,,                 71429,,
2208,2013年06月30日,,,,,,,,                    855,,                511256,,                 26012,              5196519,                              0,,                146719,,                432963,,              2294379,,              1712859,,              1300000,                  2151,              1302151,             14597291,,,                 99000,,,,             10140380,,                235694,,                 23437,                364335,,                 63211,,                              0,,                 12115,                 75326,             10938172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                              0,              2973578,             25535463,,,,                356602,,,,                    962,,                594582,,                745061,              5001350,                466471,,              1612329,                 69267,,                192672,,                150000,,                 37374,,                142857,                330231,              9369527,,,              1327134,,,                840440,                 59560,                171218,                168292,                  8482,              1247992,              2646555,             12016082,,,,              7435652,              7435652,,,                  1965,                  1965,,                929713,              3201365,,              1897899,              6028977,             13466594,                 52787,             13519381,,                              0,,                 71429,,
2208,2013年03月31日,,,,,,,,                              0,,                527322,,                 19947,              7686335,                              0,,                126510,,                294915,,              2259528,,              1487505,,              1300000,                  2293,              1302293,             14685068,,,                 99000,,,,             10213465,,                235788,,                 26629,                360956,,                 57581,,                              0,,                 29615,                 87196,             11023034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                              0,                980713,             25708102,,,,                571494,,,,                  5993,,                360179,,                789424,              4510904,                820193,,                909300,                249503,,                197470,,                150000,,                  7465,,                142857,                302218,              8716678,,,              1327134,,,                836266,                363773,                186721,                162313,                 10619,              1559692,              3029683,             11746361,,,,              7435652,              7435652,,,                  1965,                  1965,,                859049,              3201365,,              2413099,              6473513,             13911130,                 50611,             13961741,,,,                142857,                  1896,
2208,2012年12月31日,,,,              3613671,,,,                  1488,,                526600,,                 27659,              5750382,                              0,,                114376,,                359539,,              2530475,,              1485290,,              1300000,                    802,              1300802,             15711593,,,                 99000,,,,             10190229,,                252661,,                 29866,                362581,,                 55797,,                239022,,                 23459,                318278,             11252615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                  1311,,             26964208,,,,                244762,,,,                              0,,                546437,,                847763,              4877217,                861492,,              1377091,                216667,,                201217,,                300000,,                  3116,,                142857,                445973,              9618619,,,              1327134,,,                832092,                911391,                170964,                170668,                  8655,              2093770,              3563761,             13182380,,,,              7435652,              7435652,,,                  1965,                  1965,,                859049,              3201365,,              2233328,              6293742,             13731359,                 50469,             13781828,,,,                142857,,
2208,2012年09月30日,,,,                150335,,,,                              0,,                636187,,                 33038,              9396460,                              0,,                133256,,                 66641,,              2800268,,              1644262,,              1300000,,              1300000,             16170936,,,                 99000,,,,             10136614,,                252754,,                 26691,                344839,,                 52996,,                241125,,                 32245,                326366,             11186264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                 10489,,             27357200,,,,              1188261,,,,,,                450521,,                976233,              4329056,                646943,,              1032034,                242825,,                215515,,                150000,,                 16468,,                142857,                309325,              9390713,,,              1327134,,,                977361,              1458483,                168061,                163280,                  8882,              2776067,              4317487,             13708200,,,,              7435652,              7435652,,,                  1965,                  1965,,                859049,              3201365,,              2101827,              6162241,             13599858,                 49142,             13649000,,,,                214286,,
2208,2012年06月30日,,,,                169459,,,,                    390,,                411214,,                 38873,              9250010,,,                316253,,                 47920,,              2654052,,              1742015,,,,              1300000,             15930243,,,                 99000,,,,             10242533,,                252848,,                 28055,                254571,,,,,,,                350577,             11227584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                     57,,             27157827,,,,                529422,,,,                              0,,                579679,,                929059,              4253983,                210096,,              1663988,                167339,,                229686,,,,,,,                295321,              8858573,,,              1327134,,,,,,,,              3310363,              4851783,             13710356,,,,              7219079,              7435652,,,                  1965,                  1965,,                859049,              3201365,,              1901610,              5962024,             13399641,                 47830,             13447471,,,,                214286,,                216573
2208,2012年03月31日,,,,                131090,,,,                              0,,                391895,,                 11311,             10971954,,,                116723,,                 50252,,              2921684,,              2445012,,,,              1300000,             18352899,,,                 99000,,,,             10053801,,                226951,,                 26687,                252657,,,,,,,                617261,             11276357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                 12978,,             29629256,,,,              3559540,,,,                              0,,                590209,,                838404,              3794981,                              0,,              1248191,                353847,,                210806,,,,,,,                333440,             10929418,,,              1327134,,,,,,,,              3083861,              4696709,             15626127,,,,              7219079,              7219079,,,                  1965,                  1965,,                685455,              3201365,,              2848611,              6735431,             13956475,                 46654,             14003129,,,,                285714,,
2208,2012年01月01日,,,,              1395820,,,,                  1449,,                400533,,                 59683,              8522497,                              0,,                764224,,                 51275,,              2946741,,              1959899,,              1300000,                  7375,              1307375,             17409585,,,                              0,,,,             10403881,,                227045,,                 29054,                290805,,                 60885,,                248382,,                 56520,                365787,             11316572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                     89,,             28726157,,,,              1367342,,,,,,                602956,,                978902,              4629569,                              0,,              1664201,                350305,,                214817,,                150000,,                 67195,,                142857,                360052,             10168144,,,              1327134,,,                963168,              1849878,                142314,                167766,                  6743,              3129869,              4742717,             14910861,,,,              7219079,              7219079,,,                  1965,                  1965,,                685455,              3201365,,              2661307,              6548127,             13769171,                 46125,             13815296,,,,                285714,,
