證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 待分配股票股利,　　　　　 應付公司債,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　　 待分配股票股利,　　　　 其他非流動負債－其他,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　 庫藏股票,　　 非控制權益
6176,2015年09月30日,,,,             17836236,,                 14932,,              7893687,,             14127615,,             12680880,,              4105679,,                683011,             57342040,,,                649991,,              9317121,,                 69715,                337516,,                 30049,,                646256,                676305,             11050648,             68392688,,,,,              8550636,,                 26950,,             11764824,,             11092712,              2103845,,,              3782858,              1869043,              5651901,             39190868,,,                  3900,,              2865005,,              2580304,,                  8489,,                149123,                 17651,                166774,              5624472,             44815340,,,,              4650273,              4650273,,              4726025,,              3353015,              1276525,,              7572743,             12202283,,              1998767,             23577348,             23577348,             68392688,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6176,2015年06月30日,,,,             27869154,,                  4258,,              4131289,,              6967073,,                 97734,,              2718601,,                738700,             42526809,,,                422566,,              7178178,,                 70913,                340192,,                 29561,,              2246363,              2275924,             10287773,             52814582,,,,,              5647932,,                    300,,              7304475,,              4978018,              2088821,,,                216022,              1961690,              2177712,             22197258,,,                101914,,              5862350,,              2839138,,                  8489,,                147998,                 19627,                167625,              8979516,             31176774,,,,              4650273,              4650273,,              4726025,,              3353015,              1276525,,              6279053,             10908593,,              1352917,             21637808,             21637808,             52814582,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6176,2015年03月31日,,,,             30215868,,                 11986,,              2649562,,              7013591,,                130371,,              2390180,,                567495,             42979053,,,                 29207,,              6807722,,                 84589,                307655,,                 27874,,              1756210,              1784084,              9013257,             51992310,,,,,              5339653,,                              0,,              6911232,,              2234016,              2086393,,,                453851,              1507020,              1960871,             18532165,,,                 17700,,              5875544,,              2957853,,                  8489,,                146873,                 17872,                164745,              9024331,             27556496,,,,              4650273,              4650273,,              4726025,,              2980367,              1276525,,              9194505,             13451397,,              1608119,             24435814,             24435814,             51992310,              0,              0,              0,,              5875544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6176,2014年12月31日,,,,             29080031,,                  8615,,              2315732,,             12300356,,                109931,,              2574590,,                550263,             46939518,,,                 28714,,              7114162,,                 96792,                262469,,                 28631,,                857829,                886460,              8388597,             55328115,,,,,              4014290,,                 24968,,             10345412,,              3290792,              2270839,,,                458924,              1282889,              1741813,             21688114,,,                 32942,,              5879692,,              3101693,,                  8489,,                145748,                 21683,                167431,              9190247,             30878361,,,,              4650273,              4650273,,              4726025,,              2980367,              1276525,,              8798900,             13055792,,              2017664,             24449754,             24449754,             55328115,              0,              0,              0,                              0,              5879692,             29080031,              2315732,                 28714,             55328115,,,,              4014290,,                 24968,,             10345412,,              3290792,              2270839,,,                458924,              1282889,              1741813,             21688114,,,                 32942,,              5879692,,              3101693,,                  8489,,                145748,                 21683,                167431,              9190247,             30878361,,,,              4650273,              4650273,,              4726025,,              2980367,              1276525,,              8798900,             13055792,,              2017664,             24449754,             24449754,,,,,,
6176,2014年09月30日,,,,             27839761,,                 10495,,              2023390,,             10579659,,                145043,,              2899220,,                697180,             44194748,,,                 30498,,              6431493,,                 89570,                129055,,                 27477,,                900857,                928334,              7608950,             51803698,,,,,              3493231,,                    104,,             10352787,,              2773307,              1924103,,,                669236,              1205402,              1874638,             20418170,,,                295177,,              5732537,,              3330976,,                  3830,,                133380,                 19090,                152470,              9514990,             29933160,,,,              4650273,              4650273,,              4726025,,              2980367,              1276525,,              7422541,             11679433,,                814807,             21870538,             21870538,             51803698,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6176,2014年06月30日,,,,             32912511,,                  1762,,              1986836,,              9036258,,                127187,,              1888547,,                634082,             46587183,,,                 31310,,              6527532,,                101705,                123241,,                 26005,,                497598,                523603,              7307391,             53894574,,,,,              5652016,,                 11385,,              7522560,,              6050694,              1986368,,,                552504,              2059602,              2612106,             23835129,,,                353365,,              5651162,,              3404616,,                  3476,,                132193,                 18319,                150512,              9563131,             33398260,,,,              4650273,              4650273,,              4726025,,              2980367,              1276525,,              6510790,             10767682,,                352334,             20496314,             20496314,             53894574,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6176,2014年03月31日,,,,             30063903,,                    339,,                 61470,,             10434486,,                 84903,,              2008342,,                662996,             43316439,,,                 31045,,              6882653,,                102499,                158440,,                 27775,,                489327,                517102,              7691739,             51008178,,,,,              2711166,,                397107,,              8769660,,              2677786,              2318502,,,              3387215,              1644425,              5031640,             21905861,,,                 16200,,              2804765,,              2489404,,                 41957,,                131006,                 21769,                152775,              5505101,             27410962,,,,              4650273,              4650273,,              4694258,,              2509312,              1276525,,              9595095,             13380932,,                871753,             23597216,             23597216,             51008178,              0,              0,              0,,              2804765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6176,2013年12月31日,,,,,,                  5274,,,,             14931561,,                100666,,              3491579,,                567154,             44673364,,,,,              7088880,,                111247,                123615,,                 27760,,                470103,                497863,              7858278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,             25512189,                 64941,                 36673,             52531642,,,,              5599666,,                165352,,             13534898,,              2637094,              2187773,,,              3241569,              1093872,              4335441,             28460224,,,                              0,,                              0,,              1415735,,                182466,,                129820,                 15611,                145431,              1743632,             30203856,,,,              4650273,              4650273,,              4539163,,              2509312,              1276525,,              8809843,             12595680,,                542670,             22327786,             22327786,                              0,,,,,
6176,2013年09月30日,,,,,,                  7121,,,,             11505917,,                141404,,              2752300,,                528189,             37659243,,,,,              7050262,,                102497,                203163,,                 25984,,                540370,                566354,              7965362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,             21251042,              1473270,                 43086,             45624605,,,,              5408626,,                  4296,,             10144161,,              1988596,              1869266,,,                443551,              1492933,              1936484,             21351429,,,                148441,,              2754658,,                916671,,                              0,,                126906,                 17033,                143939,              3963709,             25315138,,,,              4650273,              4650273,,              4539163,,              2509312,              1276525,,              7193890,             10979727,,                140304,             20309467,             20309467,,,,,,
6176,2013年06月30日,,,,,,                 11234,,,,             13480617,,                130645,,              1978709,,                959996,             44359655,,,,,              7278391,,                127780,                208408,,                 31580,,                525043,                556623,              8267115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,             21983007,              5815447,                 95913,             52626770,,,,              9891320,,                  8956,,              9786780,,              6010922,              1793479,,,                450001,              1811868,              2261869,             29753326,,,                 26700,,              2776764,,                450001,,                              0,,                125955,                 16451,                142406,              3395871,             33149197,,,,              4514828,              4650273,,              4539163,,              2509312,              1276525,,              6142828,              9928665,,                359472,             19477573,             19477573,                135445,,,,,
