證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 在製品,　　　　　 原料,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 電腦通訊設備淨額,　　　　　 電腦通訊設備成本,　　　　　 累計折舊－電腦通訊設備,　　　　　 電腦通訊設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備成本,　　　　　 累計折舊－辦公設備,　　　　　 辦公設備淨額,　　　　 租賃改良淨額,　　　　　 租賃改良成本,　　　　　 累計折舊－租賃改良,　　　　　 租賃改良淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 銀行存款,　　　　 應收帳款,　　　　 其他應收款－其他,　　　　 其他流動資產－其他,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　　 租賃資產淨額,　　　　　 租賃資產成本,　　　　　 累計折舊－租賃資產,　　　　　 租賃資產淨額,　　　　　 其他無形資產,　　　　　 其他金融資產－其他－非流動,　　　　　 應付帳款,　　　　　 銀行長期借款,　　　　 庫藏股票,　　　　 庫存現金,　　　　 約當現金,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 銀行長期借款,　　　 庫藏股票,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）
3025,2015年09月30日,,,,                112324,,                  2451,,                 17738,,                187255,,                 66784,,                  3367,,,                 41823,                 90296,                101703,                233822,                233822,,                 13303,                637044,,,                  4169,,,                296193,                 71865,                224328,,                  8637,                  7147,                  1490,,                 18590,                  9198,                  9392,,                  4666,                  3149,                  1517,,                  6380,                  4044,                  2336,,                    317,                    317,                              0,,                  2282,                  1529,                    753,                239816,,,                  7226,                  7226,                  3489,,                 18261,,                  9800,                 28061,                282761,                919805,,,,,                  1152,,                    123,,                 43758,                              0,,,                  5594,                 46564,                 52158,                 97191,,,                 33263,,                 34027,                  1811,                 35838,                 69101,                166292,,,,                709206,                709206,,                 49419,,                  7957,,                -16370,                 -8413,,,                    -45,                    -45,                750167,                  3346,                753513,                919805,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,2015年06月30日,,,,                165059,,                  3056,,                  4716,,                186469,,                 96035,,                    645,,,                 42241,                 76650,                102038,                220929,                220929,,                  8185,                685094,,,                  4895,,,                298190,                 71713,                226477,,                  8540,                  6911,                  1629,,                 18250,                  8122,                 10128,,                  5998,                  4198,                  1800,,                  6053,                  3762,                  2291,,,,,,                  2281,                  1426,                    855,                243180,,,                  7376,                  7376,                  3939,,                 20750,,                  9800,                 30550,                289940,                975034,,,,,,,,,                 66522,,,,                  6477,                 71762,                 78239,                144761,,,                 34443,,                 34676,                  1455,                 36131,                 70574,                215335,,,,                709206,                709206,,                 49419,,                  7957,,                -11823,                 -3866,,,                   -336,                   -336,                754423,                  5276,                759699,                975034,              0,              0,              0,                165059,                 96035,                    645,                  8185,,                              0,,                    310,                    310,                              0,                  7376,                  9800,                 66522,                 34443,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,2015年03月31日,,,,                178793,,                  3369,,                  9710,,                173912,,                102420,,                    592,,,                 43704,                 91278,                 82769,                217751,                217751,,                 14356,                700903,,,                  5372,,,                299582,                 70235,                229347,,                  8579,                  6785,                  1794,,                 16823,                  7046,                  9777,,                  6026,                  4054,                  1972,,                  5591,                  3580,                  2011,,,,,,                  2233,                  1298,                    935,                245836,,,                  6590,                  6590,                  3391,,                 19751,,                  9800,                 29551,                290740,                991643,,,,,,,,,                 80097,                              0,,,                  7361,                 54221,                 61582,                141679,,,                 35617,,                 35333,                  1650,                 36983,                 72600,                214279,,,,                709206,                709206,,                 49419,,                  6723,,                  4015,                 10738,,,                  2249,                  2249,                771612,                  5752,                777364,                991643,              0,              0,              0,                178793,                102420,                    592,                 14356,,                              0,,                    313,                    313,                              0,                  6590,                  9800,                 80097,                 35617,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,2014年12月31日,,,,                237594,,                  3330,,                 14903,,                150866,,                107497,,                    734,,,                 40755,                 76117,                 87272,                204144,                204144,,                 10272,                729340,,,                  5103,,,                290389,                 68125,                222264,,                  8617,                  6620,                  1997,,                 16651,                  6012,                 10639,,                  6071,                  3927,                  2144,,                  5223,                  3444,                  1779,,                    319,                    319,                              0,,                  2193,                  1160,                  1033,                239856,,,                  7196,                  7196,                  1743,,                 20198,,                 16388,                 36586,                290484,              1019824,,,,,                              0,,                              0,,                 81236,                              0,,,                  7714,                 67431,                 75145,                156381,,,                 37317,,                 35983,                  1264,                 37247,                 74564,                230945,,,,                709206,                709206,,                 49419,,                  6723,,                 12834,                 19557,,,                  4382,                  4382,                782564,                  6315,                788879,              1019824,              0,              0,              0,                237594,                107497,                    734,                 10272,,                              0,,                    319,                    319,                              0,                  7196,                 16388,                 81236,                 37317,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,2014年09月30日,,,,                 95424,,                  3018,,                 17955,,                271807,,                 92649,,                    958,,,                 40989,                 72066,                 78220,                191275,                191275,,                 14325,                687411,,,                  4750,,,                289597,                 65555,                224042,,                  8987,                  6965,                  2022,,                 23180,                 13470,                  9710,,                  5936,                  3670,                  2266,,                  5259,                  3910,                  1349,,                    305,                    305,                              0,,                  2723,                  1594,                  1129,                240518,,,                  6318,                  6318,                  2697,,                 21282,,                 14260,                 35542,                289825,                977236,,,,,                              0,,                              0,,                 81579,                              0,,,                  7714,                 40858,                 48572,                130151,,,                 39364,,                 36449,                    870,                 37319,                 76683,                206834,,,,                709206,                709206,,                 49419,,                  6723,,                 -3479,                  3244,,,                  2209,                  2209,                764078,                  6324,                770402,                977236,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,2014年06月30日,,,,                103791,,                  3389,,                 12978,,                299908,,                 89421,,                    744,,,                 40242,                 74852,                 59286,                174380,                174380,,                  9819,                694430,,,                  4646,,,                289264,                 63258,                226006,,                  8913,                  6647,                  2266,,                 23002,                 12527,                 10475,,                  5883,                  3496,                  2387,,                  5096,                  3705,                  1391,,,,,,                  2656,                  1449,                  1207,                243732,,,                  6357,                  6357,                  2697,,                 25962,,                 25542,                 51504,                308936,              1003366,,,,,,,,,                 81629,,,,                  7714,                 65544,                 73258,                154887,,,                 41405,,                 37058,                    862,                 37920,                 79325,                234212,,,,                709206,                709206,,                 49419,,                  6723,,                 -4152,                  2571,,,                  1500,                  1500,                762696,                  6458,                769154,              1003366,              0,              0,              0,                103791,                 89421,                    744,                  9819,,                              0,,                    300,                    300,                              0,                  6357,                 25542,                 81629,                 41405,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,2014年03月31日,,,,                204359,,                  4026,,                 12811,,                185586,,                 76182,,                    473,,,                 47177,                 59871,                 70773,                177821,                177821,,                 10577,                671835,,,                  4750,,,                289772,                 61351,                228421,,                  9030,                  6462,                  2568,,                 22545,                 11314,                 11231,,                  5968,                  3406,                  2562,,                  5138,                  3575,                  1563,,,,,,                  2657,                  1296,                  1361,                247706,,,                  6982,                  6982,                  2129,,                 25551,,                 23464,                 49015,                310582,                982417,,,,,,,,,                 50461,                  2508,,,                  7714,                 42121,                 49835,                102804,,,                 43440,,                 37668,                    684,                 38352,                 81792,                184596,,,,                709206,                709206,,                 49419,,                  4761,,                 25564,                 30325,,,                  2144,                  2144,                791094,                  6727,                797821,                982417,              0,              0,              0,                204359,                 76182,                    473,                 10577,,                              0,,                    307,                    307,                              0,                  6982,                 23464,                 50461,                 43440,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,2013年12月31日,,,,,,                  3165,,                 12822,,,,                111690,,                    616,,,                 36832,                 59420,                 64889,                161141,                161141,,                  7257,                670292,,,                  4729,,,                299359,                 60409,                238950,,                  8943,                  6080,                  2863,,                 22147,                  9915,                 12232,,                  5904,                  3168,                  2736,,                  4967,                  3339,                  1628,,                    300,                    290,                     10,,                  2656,                  1133,                  1523,                259942,,,                  6347,                  6347,                  2697,,                 20749,,                 23010,                 43759,                317474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                 73843,,,,,                              0,,,,,,,,,,                    457,                197956,                272256,                101345,                987766,,,,                              0,,                 48499,                  2112,,,                  7714,                 49339,                 57053,                107664,,,                 45472,,                 38293,                    321,                 38614,                 84086,                191750,,,,                709206,                709206,,                 49419,,                  4761,,                 19618,                 24379,,,                  6803,                  6803,                789807,                  6209,                796016,,,,
3025,2013年09月30日,,,,,,                  3494,,                 14188,,,,                 95956,,                    840,,,                 56536,                 69262,                 74025,                199823,                199823,,                 13705,                704144,,,                  4380,,,                267120,                 58005,                209115,,                 11751,                  8492,                  3259,,                 21041,                 12452,                  8589,,                  6351,                  3438,                  2913,,                  9563,                  7875,                  1688,,                    295,                    271,                     24,,                 15634,                 14966,                    668,                226256,,,                  6648,                  6648,                  3173,,                 20840,,                 32163,                 53003,                293460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,                              0,,,,,,,,,,,,                241089,                135049,                997604,,,,                              0,,                 80098,                  2481,,,                  5771,                 58780,                 64551,                147130,,,                 27880,,                 38338,                    610,                 38948,                 66828,                213958,,,,                709206,                709206,,                 49419,,                  4761,,                  8446,                 13207,,,                  5853,                  5853,                777685,                  5961,                783646,,,,
3025,2013年06月30日,,,,,,                  2500,,                 13858,,,,                169558,,                    606,,,                 38401,                 72620,                 61863,                172884,                172884,,                 14272,                780407,,,                  4980,,,                267374,                 56069,                211305,,                 10086,                  8289,                  1797,,                 16534,                 11436,                  5098,,                  5793,                  3270,                  2523,,                  9241,                  7596,                  1645,,,,,,                 15607,                 14842,                    765,                223173,,,                  6381,                  6381,                  3149,,                 17838,,                 22551,                 40389,                278072,,,,,,,,,                 95287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                118372,                169558,                    606,                 14272,,                              0,,                    298,                    258,                     40,                  6381,                 22551,,,,,,                118372,                288357,              1058479,,,,,,                 95287,                  1459,,,                  5771,                118871,                124642,                221388,,,                 29421,,                 39014,                    320,                 39334,                 68755,                290143,,,,                709206,                709206,,                 49419,,                  4761,,                 -5436,                   -675,,,                  3927,                  3927,                761877,                  6459,                768336,                 29421,                              0,,
