證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 累計減損－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 累計減損－機器設備,　　　　　 機器設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備成本,　　　　　 累計折舊－辦公設備,　　　　　 辦公設備淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 以成本衡量之金融資產－流動,　　　　 以成本衡量之金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　　　 累計減損－運輸設備,　　　　　 累計減損－辦公設備,　　　　　 累計減損－其他設備,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 庫藏股票,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 待出售非流動資產,　　　　 累計減損－待出售非流動資產,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 庫藏股票
1612,2015年09月30日,,,,                873797,,                150588,,                 15098,,                 57971,,                              0,,                660444,,                              0,,                 36477,,                733613,,                 21485,,                     82,              2549555,,,                316864,,                532669,,                              0,,                296832,,,                553275,                553275,,                730099,                384135,                  2601,                343363,,              1937113,              1757154,                  6856,                173103,,                  7786,                  7369,                    417,,                 23822,                 22406,                  1416,,                380245,                348515,                 31730,                    700,              1104004,,                297380,,                     39,                 60707,,                 25839,,                 57523,                 83362,              2691857,              5241412,,,,,                 27844,,                    291,,                217556,,                 36142,,                113333,                  4383,,,                187835,                    913,                188748,                588297,,,                              0,,                 42246,,                 63979,                  2729,                 66708,                108954,                697251,,,,              3241511,              3241511,,                179445,,                645746,                              0,,                646697,              1292443,,,               -219454,,                 41780,               -177674,              4535725,                  8436,              4544161,              5241412,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,2015年06月30日,,,,                970163,,                229316,,                 19420,,                 98866,,                              0,,                537953,,                              0,,                 23476,,                764494,,                 33296,,                     99,              2677083,,,                463516,,                445816,,                              0,,                315659,,,                553275,                553275,,                730099,                379372,                  2601,                348126,,              1935337,              1745040,                  7175,                183122,,                  7786,                  7315,                    471,,                 23822,                 22213,                  1609,,                380148,                344933,                 35215,                    700,              1122518,,                291732,,                     45,                 66232,,                 16186,,                104964,                121150,              2826668,              5503751,,,,,                 27957,,                      2,,                189109,,                  1204,,                278526,                  5348,,,                200324,                    937,                201261,                703407,,,,,                 41142,,                 71584,                  2729,                 74313,                115455,                818862,,,,              3241511,              3241511,,                179445,,                645746,                              0,,                655978,              1301724,,,               -202560,,                155341,                -47219,              4675461,                  9428,              4684889,              5503751,              0,              0,              0,,                              0,,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,2015年03月31日,,,,                850933,,                181939,,                 20602,,                 72229,,                              0,,                607062,,                              0,,                 51944,,                833043,,                 25548,,                    103,              2643403,,,                588934,,                431374,,                              0,,                318707,,,                553275,                553275,,                730099,                374613,                  2601,                352885,,              1933753,              1733009,                  7494,                193250,,                  7786,                  7260,                    526,,                 23822,                 21989,                  1833,,                377648,                341403,                 36245,                    700,              1138714,,                290833,,                     51,                 60625,,                 44177,,                 78003,                122180,              2951418,              5594821,,,,,                 31866,,                  1736,,                221833,,                 24756,,                115195,                 12302,,,                136128,                    995,                137123,                544811,,,                              0,,                 39891,,                 71491,                  2729,                 74220,                114111,                658922,,,,              3241511,              3241511,,                179445,,                620631,                              0,,                855154,              1475785,,,               -194404,,                223702,                 29298,              4926039,                  9860,              4935899,              5594821,              0,              0,              0,,                              0,,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,2014年12月31日,,,,                826847,,                200135,,                 21915,,                 79438,,                              0,,                505885,,                              0,,                 17012,,                917664,,                 29983,,                    101,              2598980,,,                562920,,                437431,,                              0,,                341363,,,                553275,                553275,,                730099,                369855,                  2601,                357643,,              1933241,              1721016,                  7851,                204374,,                  7786,                  7206,                    580,,                 23822,                 21701,                  2121,,                376860,                337917,                 38943,                    700,              1157636,,                291115,,                     56,                 57871,,                 21778,,                 50368,                 72146,              2920538,              5519518,,,,,                 27162,,                    189,,                236698,,                    993,,                103091,                 12038,,,                102634,                    960,                103594,                483765,,,                              0,,                 40242,,                 71471,                  2729,                 74200,                114442,                598207,,,,              3241511,              3241511,,                179445,,                620631,                              0,,                830869,              1451500,,,               -165269,,                204106,                 38837,              4911293,                 10018,              4921311,              5519518,              0,              0,              0,,                              0,,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                826847,                              0,                              0,                              0,                              0,              5519518,,,,                 27162,,                              0,,                    189,,                236698,,                    993,,                103091,                 12038,,,                102634,                    960,                103594,                483765,,,                              0,,                 40242,,                 71471,                  2729,                 74200,                114442,                598207,,,,              3241511,              3241511,,                179445,,                620631,                              0,,                830869,              1451500,,,               -165269,,                204106,                 38837,              4911293,                 10018,              4921311,
1612,2014年09月30日,,,,                728214,,                214386,,                 23151,,                 97160,,                              0,,                636724,,                              0,,                 21012,,                853338,,                 33001,,                    246,              2607232,,,                560102,,                393912,,                              0,,                304550,,,                553275,                553275,,                730098,                365086,                  2601,                362411,,              1924383,              1709222,                  8170,                206991,,                  8628,                  7995,                    633,,                 23753,                 21394,                  2359,,                376583,                334861,                 41722,                    552,              1167943,,                282420,,                     62,                 33432,,                 63099,,                 78658,                141757,              2884178,              5491410,,,,,                 20110,,                  5038,,                234534,,                              0,,                 79781,                  8329,,,                150383,                  1991,                152374,                500166,,,                              0,,                 34066,,                 72752,                  2728,                 75480,                109546,                609712,,,,              3241511,              3241511,,                179445,,                620631,                              0,,                794986,              1415617,,,               -173576,,                196842,                 23266,              4859839,                 21859,              4881698,              5491410,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,2014年06月30日,,,,              1039482,,                243669,,                  2962,,                114549,,                              0,,                581304,,                              0,,                194248,,                798797,,                 35849,,                  1061,              3011921,,,                379537,,                408667,,                              0,,                316804,,,                553275,                553275,,                729890,                360321,                              0,                369569,,              1921516,              1696965,                 11094,                213457,,                  8295,                  7948,                    347,,                 23753,                 21089,                  2664,,                376728,                331579,                 45149,                  6912,              1191373,,                249146,,                     67,                 36549,,                 16894,,                167353,                184247,              2766390,              5778311,,,,,                105566,,                    231,,                251081,,                  1623,,                342893,                  5508,,,                142255,                  1976,                144231,                851133,,,,,                 32074,,                 72635,                  2729,                 75364,                107438,                958571,,,,              3241511,              3241511,,                179445,,                620631,                              0,,                749966,              1370597,,,               -157008,,                164410,                  7402,              4798955,                 20785,              4819740,              5778311,              0,              0,              0,,                              0,,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,2014年03月31日,,,,              1094588,,                257391,,                  3026,,                 89882,,                              0,,                763805,,                              0,,                 16528,,                804072,,                 39791,,                  1537,              3162252,,,                376417,,                321810,,                              0,,                323056,,,                553275,                553275,,                729890,                355547,                              0,                374343,,              1920411,              1684927,                 11418,                224066,,                  8295,                  7906,                    389,,                 23573,                 20785,                  2788,,                372994,                327969,                 45025,                    917,              1200803,,                248005,,                              0,                 44557,,                 24714,,                156293,                181007,              2695655,              5857907,,,,,                 75179,,                    360,,                414388,,                  2008,,                 87605,                  2609,,,                150313,                  2190,                152503,                734652,,,                 30000,,                 32191,,                 72520,                  2729,                 75249,                137440,                872092,,,,              3241511,              3241511,,                179445,,                615494,                192829,,                733253,              1541576,,,               -147881,,                157907,                 10026,              4972558,                 13257,              4985815,              5857907,              0,              0,              0,,                              0,,                              0,,                 91632,                              0,                              0,                              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,2013年12月31日,,,,,,                241238,,                  2603,,                 83587,,                              0,,                703146,,                              0,,                 17427,,                867603,,                 23060,,                  1031,              3190753,,,                417216,,                316123,,,,                317212,,,                553275,                553275,,                728113,                350797,                              0,                377316,,              1920086,              1672656,                 11741,                235689,,                 11341,                  9656,                  1685,,                 23573,                 20485,                  3088,,                373309,                324738,                 48571,                    917,              1220541,,                247811,,                              0,                 50813,,                 17178,,                 13063,                 30241,              2599957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                              0,,,,                 92611,,,,,,,              1158447,                              0,                136206,                 43595,                              0,              5790710,,,,                 69669,,                              0,,                    796,,                333351,,                 92066,,                 98876,                  2510,,,                131343,                  1966,                133309,                730577,,,                 30000,,                 31661,,                 72283,                  2652,                 74935,                136596,                867173,,,,              3241511,              3241511,,                179445,,                615494,                192829,,                640957,              1449280,,,               -154179,,                193693,                 39514,              4909750,                 13787,              4923537,
1612,2013年09月30日,,,,,,                214291,,                  2518,,                 91303,,                              0,,                735658,,                  1143,,                 22299,,                788472,,                 43779,,                    304,              2828923,,,                402714,,                333456,,,,                373185,,,                639736,                639736,,                775240,                375779,                              0,                399461,,              2002669,              1736829,                 17265,                248575,,                 11286,                  9453,                  1833,,                 25147,                 21544,                  3603,,                383809,                329719,                 54090,                  1514,              1348812,,                362065,,                              0,                 51101,,                 18569,,                  7028,                 25597,              2896930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                    820,,,,                              0,,,,,,,                928336,                              0,,,                              0,              5725853,,,,                 67864,,                              0,,                  9684,,                298728,,                 70691,,                 92644,                    287,,,                140277,                    948,                141225,                681123,,,                 30000,,                 44069,,                 54942,                  3892,                 58834,                132903,                814026,,,,              3241511,              3241511,,                179445,,                615494,                192829,,                641362,              1449685,,,               -153559,,                178087,                 24528,              4895169,                 16658,              4911827,
1612,2013年06月30日,,,,,,                204805,,                  2543,,                126737,,                              0,,                650814,,                    844,,                  6762,,                959148,,                 24939,,                    342,              2960238,,,                373288,,                312617,,,,                378586,,,                639745,                639745,,                774635,                370757,                              0,                403878,,              2001921,              1724809,                 17609,                259503,,                 11286,                  9251,                  2035,,                 25095,                 21070,                  4025,,                383296,                325646,                 57650,                 46221,              1413057,,                316814,,                              0,                 50483,,                 24858,,                  8728,                 33586,              2878431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                    820,,,,                              0,                              0,                              0,                              0,,,,                982484,                              0,,,                              0,              5838669,,,,                 79128,,                              0,,                  2462,,                374078,,                 70991,,                154328,                  1857,,,                144468,                  1029,                145497,                828341,,,                 30000,,                 41635,,                 54828,                  3892,                 58720,                130355,                958696,,,,              3241511,              3241511,,                179445,,                615494,                192829,,                612702,              1421025,,,               -134297,,                153965,                 19668,              4861649,                 18324,              4879973,                              0
