證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 應收租賃款,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付租金,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 長期應收票據及款項,　　　　　 長期應收票據及款項淨額,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 避險之衍生金融負債－流動,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 與待出售非流動資產直接相關之負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收房地款,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 避險之衍生金融負債－非流動,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 長期應付票據及款項,　　　　　　 長期應付票據及款項合計,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 避險之衍生金融負債－流動,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 與待出售非流動資產直接相關之負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收房地款,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 避險之衍生金融負債－非流動,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 長期應付票據及款項合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 避險之衍生金融資產－非流動,　　　　 預付投資款,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 避險之衍生金融資產－流動
1605,2015年09月30日,,,,              9119777,,                514175,,              1091306,,              7198651,,              9098629,                 47071,              9145700,,              1481220,,             22366865,,                 32688,                 32688,,                              0,,                233678,              1046691,              1280369,             52230751,,,              1686192,,              2009100,,             16899804,,             18003183,,             11126114,,                198290,              1242466,,                201625,,                995340,              1177784,,                327959,              2702708,             53867857,            106098608,,,,,              4675502,,                 77394,                  6980,,                492047,,              5519762,,              2140429,              2140429,              1249066,                              0,,,                              0,                              0,,              2614196,              1164921,              3779117,             17940297,,,                              0,                              0,,             22331889,,                348069,,              1313561,                303488,              1617049,             24297007,             42237304,,,,             35760002,             35760002,,             15629048,,              2664570,              2712250,,              5661367,             11038187,,,              2345338,,             -2082568,,                -58954,                203816,                608810,             62022243,              1839061,             63861304,            106098608,              0,     70000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,2015年06月30日,,,,              9800447,,              1506604,,              1999493,,              6142697,,              8916035,                 46678,              8962713,,              1666436,,             20968575,,                 31957,                 31957,,                              0,,                219730,              1292005,              1511735,             52590657,,,              2119047,,              1995025,,             17109124,,             17984981,,             11149309,,                195279,              1307103,,                215433,,              1007256,              1160046,,                325890,              2708625,             54568493,            107159150,,,,,             11245759,,                 84926,                 25626,,                549783,,              6257074,,              1845625,              1845625,              1261005,                              0,,,                              0,                              0,,             11115330,              1137335,             12252665,             33522463,,,                              0,                              0,,              8977937,,                344771,,              1314450,                267265,              1581715,             10904423,             44426886,,,,             35760002,             35760002,,             15629048,,              2664570,              2712250,,              4996563,             10373383,,,              1161462,,             -1288194,,               -161215,               -287947,                608810,             60865676,              1866588,             62732264,            107159150,              0,     70000000,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,2015年03月31日,,,,              7908872,,              2162301,,                              0,,              7624913,,             10237792,                 46289,             10284081,,                791984,,             22183265,,                 32266,                 32266,,                              0,,                205713,              1470780,              1676493,             52664175,,,              2786308,,              2003360,,             17042990,,             18309234,,             10953806,,                196674,              1457239,,                215012,,              1019073,              1179114,,                352286,              2765485,             55515096,            108179271,,,,,              9647371,,                 40753,                157006,,                481135,,              6316318,,              1806265,              1806265,              1041267,                              0,,,                              0,                              0,,              2104196,              1427105,              3531301,             23021416,,,                              0,                 19963,,             19072698,,                344893,,              1319812,                274701,              1594513,             21032067,             44053483,,,,             35760002,             35760002,,             15648353,,              2438101,              2712250,,              4580926,              9731277,,,              1508383,,                 60770,,               -176969,              1392184,                292893,             62238923,              1886865,             64125788,            108179271,              0,     30000000,,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,2014年12月31日,,,,              6417086,,              2258875,,                884588,,              6020010,,             10065779,                 45902,             10111681,,              1461218,,             22908521,,                 32763,                 32763,,                              0,,                983413,              1062280,              2045693,             52140435,,,              3038429,,              2016614,,             17601900,,             18439033,,             11027645,,                201172,              1505137,,                211252,,              1030791,              1205621,,                339417,              2787081,             56617011,            108757446,,,,,              6235740,,                 19462,                    742,,                617402,,              6928780,,              2313717,              2313717,              1470129,                              0,,,                              0,                              0,,              1083421,              1302489,              2385910,             19971882,,,                              0,                    683,,             21424357,,                355803,,              1308828,                280932,              1589760,             23370603,             43342485,,,,             35760002,             35760002,,             15647004,,              2438101,              2712250,,              4782167,              9932518,,,              2035498,,                419051,,                 -1865,              2452684,                292893,             63499315,              1915646,             65414961,            108757446,              0,     30000000,,                              0,              0,              6417086,                884588,            108757446,,,,              6235740,,                 19462,                    742,,                617402,,              6928780,,              2313717,              2313717,              1470129,                              0,,,                              0,                              0,,              1083421,              1302489,              2385910,             19971882,,                    683,,             21424357,,                355803,,,                              0,              1308828,                280932,              1589760,             23370603,             43342485,,,,             35760002,             35760002,,             15647004,,              2438101,              2712250,,              4782167,              9932518,,,              2035498,,                419051,,                 -1865,              2452684,                292893,             63499315,              1915646,             65414961,,,,,,,,,,,,,,,
1605,2014年09月30日,,,,              7297432,,              2238236,,                              0,,              7173237,,             10795659,                 45519,             10841178,,                874012,,             24896649,,                 25322,                 25322,,              4599352,,                373169,              1283999,              1657168,             59602586,,,              2893924,,              1977154,,             17143690,,             17997216,,             10873198,,                193363,              1573670,,                243598,,              1042411,              1137089,,                395006,              2818104,             55470319,            115072905,,,,,             11636529,,                              0,                              0,,                720469,,              5562874,,              2223222,              2223222,              1453625,              2304902,,,                445578,                445578,,              1081096,              1546122,              3072796,             26974417,,,                  7114,                              0,,             21561058,,                348945,,              1227158,                743183,              1970341,             23887458,             50861875,,,,             35760002,             35760002,,             15629049,,              2438101,              2713159,,              4692958,              9844218,,,                689968,,                104214,,                              0,                794182,                292893,             61734558,              2476472,             64211030,            115072905,              0,     30000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,2014年06月30日,,,,              5797574,,                218652,,                              0,,              6953935,,             12332515,                 70697,             12403212,,              1121975,,             24733223,,                 30543,                 30543,,              4511403,,                271516,              2000302,              2271818,             58042335,,,              3736220,,              1956121,,             17669188,,             21004684,,             10828600,,                197156,              1372975,,                297512,,              2623078,              1170368,,                632847,              4723805,             61488749,            119531084,,,,,             13488789,,                  4783,                              0,,                554406,,              6943169,,              3164771,              3164771,                100528,                985356,,,              4958797,              4958797,,                163773,              1147220,              6269790,             31511592,,,                  7159,                              0,,             21488107,,                345800,,              1235363,              1601323,              2907283,             24748349,             56259941,,,,             35760002,             35760002,,             15630159,,              2438101,              2713159,,              3100663,              8251923,,,                 87812,,              1503653,,                              0,              1591465,                292893,             60940656,              2330487,             63271143,            119531084,              0,     30000000,,                 70597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,2014年03月31日,,,,              8203206,,                              0,,                              0,,              8491035,,             11050247,                 67928,             11118175,,                985113,,             22032874,,                 31396,                 31396,,              4199736,,                289630,              1695908,              1985538,             57047073,,,              3525905,,              1273942,,             17047447,,             21534704,,             10907818,,                200070,              1523771,,                302339,,              2672438,              1202800,,                647096,              4824673,             60838330,            117885403,,,,,             12404424,,                 68642,                              0,,                604303,,              6483057,,              2919756,              2919756,                 89766,                933906,,,              5039965,              5039965,,              9911420,                994515,             15945900,             39449754,,,                  5073,                              0,,             12237056,,                355335,,              1228394,              1904708,              3205887,             15803351,             55253105,,,,             35760002,             35760002,,             15629654,,              2438101,              3507455,,              1631258,              7576814,,,                763447,,                748961,,                              0,              1512408,                 92299,             60386579,              2245719,             62632298,            117885403,              0,      9750000,,                 72785,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,2013年12月31日,,,,,,                 55430,,,,              7943404,,              9434396,                 69379,              9503775,,                796544,,             21068259,,                 32150,                 32150,,              3955006,,                797957,              1164719,              1962676,             52873326,,,              3212430,,              1396821,,             16894103,,             21635479,,             10945109,,                199178,              1471593,,                325085,,              2653354,              1194362,,                607501,              4780302,             60535015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,              0,              7556082,                              0,            113408341,,,,              9614797,,                              0,                              0,,                709311,,              6103919,,              2798682,              2798682,                747863,                952803,,,              4694783,              4694783,,              9068283,              1172828,             14935894,             35863269,,                              0,,             12103582,,                356242,,,                 70474,              1222346,              1595151,              2887971,             15347795,             51211064,,,,             35760002,             35760002,,             15629054,,              2438101,              3507455,,              1813125,              7758681,,,                317266,,                506269,,                              0,                823535,                              0,             59971272,              2226005,             62197277,,                              0,,                              0,,,,,,,,,,,
1605,2013年09月30日,,,,,,                105367,,,,              7515575,,             10466790,                 62221,             10529011,,                675819,,             20079753,,                 38678,                 38678,,                115983,,                939667,              1230518,              2170185,             47818394,,,              4531228,,              1663238,,             18053375,,             25574325,,             10983998,,                202920,              1299569,,                322081,,              2155679,              1532427,,                714568,              4724755,             67033408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,    102187289,,,              0,              6583211,,            114851802,,,,              9637287,,                 15568,,,                765698,,              4488853,,              3422377,              3422377,                281413,                  9068,,,              4002910,              4002910,,              7304532,              1383504,             12690946,             31311210,,,,             12083714,,                328926,,,                 70545,              1312766,              1673485,              3056796,             15469436,             46780646,,,,             35760002,             35760002,,             15629054,,              2438101,              3718846,,              4944513,             11101460,,,               -180629,,                800653,,,                620024,                499679,             62610861,              5460295,             68071156,,                  4812,,                              0,,,,,,,,,,,
1605,2013年06月30日,,,,,,                292432,,,,              5699946,,             11072575,                 57631,             11130206,,              1279181,,             20666363,,                 40851,                 40851,,                              0,,                394966,              1588564,              1983530,             47798410,,,              4736890,,              1671185,,             18039340,,             26142361,,             11047979,,                207616,              1101592,,                392581,,              2076722,              1560974,,                792476,              4822753,             67769716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,    102187289,,,              0,              6701142,,            115568126,,,,             12355704,,                  3821,,,                793262,,              4316353,,              3625590,              3625590,                321965,                              0,,,                              0,                              0,,                145621,              1250728,              1396349,             22813044,,,,             21127780,,                328421,,,                 73750,              1330467,              2113911,              3518128,             24974329,             47787373,,,,             35760002,             35760002,,             15634123,,              2438101,              3727426,,              4550658,             10716185,,,                179876,,                986463,,,              1166339,                542298,             62734351,              5046402,             67780753,,                  4759,,                              0,,,,,,,,,,,
