證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收建造合約款,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨（建設業適用）,　　　　　 存貨（建設業適用）淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 採用權益法之投資,　　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 應付建造合約款,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 應付建造合約款,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　 存出保證金,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　 庫藏股票
3266,2015年09月30日,,,,                382451,,                287553,,                 63951,,                189688,                100092,,                235558,,                 12279,,,              6493285,              6493285,,                104285,,                156022,                  4068,                160090,              8029232,,,                595176,                595176,,                186198,,              1080336,,                    485,                 61376,,,                  5263,                190457,                195720,              2119291,             10148523,,,,,              2395452,,                 29979,,                  8181,,                581804,,                  2272,                174475,,                288654,                 24713,,                  5952,,,                596553,                 12188,                608741,              4120223,,,                 81225,,                 17682,,                  5843,                  3226,                  9069,                107976,              4228199,,,,              3523143,              3523143,,                802339,,                695767,,                 86328,              5107577,                812747,              5920324,             10148523,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,2015年06月30日,,,,                357685,,                218973,,                 93005,,                264128,                 17442,,                202635,,                 12316,,,              6938293,              6938293,,                138711,,                175858,                    959,                176817,              8420005,,,                620680,                620680,,                187652,,              1086012,,                    567,                 59466,,,                  5894,                191453,                197347,              2151724,             10571729,,,,,              2046923,,                 29988,,                 23888,,                418040,,                  4432,                173945,,                691843,                 47115,,                  2752,,,                550159,                  5645,                555804,              3994730,,,                 84638,,                  6419,,                  5843,                  2629,                  8472,                 99529,              4094259,,,,              3523143,              3523143,,                802339,,              1058111,,                 31336,              5414929,              1062541,              6477470,             10571729,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,2015年03月31日,,,,                390132,,                163975,,                 61388,,                117146,                 74073,,                204228,,                 12522,,,              6760962,              6760962,,                142951,,                170096,                    728,                170824,              8098201,,,,                635030,,                182196,,              1091686,,                    649,                 60098,,,                  6018,                192449,                198467,              2168126,             10266327,,,,,              1878573,,                 79931,,                  1474,,                341234,,                  6408,                 82178,,                307483,                  3147,,                  2752,,,                511465,                  4296,                515761,              3218941,,,                 84141,,                  9607,,                  5843,                  1164,                  7007,                100755,              3319696,,,,              3523143,              3523143,,                802339,,              1472349,,                 46905,              5844736,              1101895,              6946631,             10266327,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,2014年12月31日,,,,                542362,,                220552,,                 42950,,                122602,                142014,,                 24985,,                 12723,,,              6460917,              6460917,,                139533,,                325143,                    618,                325761,              8034399,,,                645137,                645137,,                181571,,              1097112,,                    744,                 60526,,,                  5382,                193445,                198827,              2183917,             10218316,,,,,              1621413,,                 19991,,                  3593,,                588421,,                  8185,                 28836,,                375789,                  3147,,                  2752,,,                448587,                  1807,                450394,              3102521,,,                 85073,,                 11734,,                  5414,                  1200,                  6614,                103421,              3205942,,,,              3523143,              3523143,,                802339,,              1515606,,                 57289,              5898377,              1113997,              7012374,             10218316,              0,              0,                542362,                 12723,             10218316,,,,              1621413,,                 19991,,                  3593,,                588421,,                  8185,                 28836,,                375789,                  3147,,                  2752,,,                448587,                  1807,                450394,              3102521,,,                 85073,,                 11734,,                  5414,                  1200,                  6614,                103421,              3205942,,,,              3523143,              3523143,,                802339,,              1515606,,                 57289,              5898377,              1113997,              7012374,              0,,,,,,,,,,,,,,,,,,
3266,2014年09月30日,,,,                550660,,                185018,,                 66250,,                108608,                 27965,,                 26057,,                              0,,,              6106915,              6106915,,                130823,,                514291,                  3438,                517729,              7720025,,,                630401,                630401,,                182564,,              1102857,,                    257,                 35739,,,                  4586,                194441,                199027,              2150845,              9870870,,,,,              1388713,,                              0,,                 69493,,                332845,,                  9237,                 96507,,                208739,                              0,,                  5522,,,                406751,                  1949,                408700,              2519756,,,                 72200,,                  1640,,                 14824,                  5445,                 20269,                 94109,              2613865,,,,              3523143,              3523143,,                802339,,              1828696,,                 25256,              6179434,              1077571,              7257005,              9870870,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,2014年06月30日,,,,                753789,,                194952,,                 51181,,                105469,                 31629,,                 24751,,                              0,,,              5898757,              5898757,,                137332,,                487702,                  1543,                489245,              7687105,,,                611378,                611378,,                182833,,              1107964,,                    292,                 35175,,,                  8056,                195437,                203493,              2141135,              9828240,,,,,              1342923,,                 19989,,                  8687,,                471120,,                 16320,                 25855,,                221109,                 32365,,                  5522,,,                332945,                  6334,                339279,              2483169,,,                 72200,,                  1640,,                 17367,                  4498,                 21865,                 95705,              2578874,,,,              3523143,              3523143,,                802339,,              1868271,,                 -6577,              6187176,              1062190,              7249366,              9828240,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,2014年03月31日,,,,              2164334,,                146027,,                 44348,,                114059,                 29013,,                 26083,,                              0,,,              2306497,              2306497,,                107827,,                457407,                  1455,                458862,              5397050,,,,                619176,,                180897,,              1065833,,                    319,                 13101,,,                 52857,                196433,                249290,              2128616,              7525666,,,,,                312273,,                              0,,                    717,,                477233,,                 19412,                 17123,,                171168,                114568,,                  5522,,,                 76749,                  7221,                 83970,              1201986,,,                 72200,,                  1640,,                 14825,                    686,                 15511,                 89351,              1291337,,,,              3523143,              3523143,,                802339,,              1814818,,                 -1985,              6138315,                 96014,              6234329,              7525666,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,2013年12月31日,,,,,,                104248,,                 68281,,                215828,                 61409,,                 26266,,,,,              4604281,              4604281,,                253132,,                423461,                 13201,                436662,              7617042,,,                639032,                639032,,                182127,,                 56013,,                    391,                 13101,,,                 51841,                197429,                249270,              1139934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              1846935,                              0,              8756976,,,,              1713273,,                              0,,                  2430,,                715756,,                 50228,                              0,,                177017,                 82283,,                  2752,,,              1388969,                 25451,              1414420,              4158159,,,                 71614,,                  1640,,                 14874,                    596,                 15470,                 88724,              4246883,,,,              3523143,              3523143,,                802339,,                 94070,,                  6095,              4425647,                 84446,              4510093,              0,                 51841,,,,,,,,,,,,,,,,,
3266,2013年09月30日,,,,,,                160083,,                102752,,                 35484,                 28792,,                 99603,,,,,              4239751,              4239751,,                395959,,                447994,                 10649,                458643,              6516727,,,                  9954,                  9954,,                179898,,                 66179,,                    486,                 10804,,,,                198425,                202020,                469341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,                995660,,              6986068,,,,              1736493,,,,                  1386,,                287964,,                 33463,                 83268,,                190621,                 68137,,                  2752,,,              1819555,                  5959,              1825514,              4229598,,,                 30200,,                              0,,                 16652,                    608,                 17260,                 47460,              4277058,,,,              3023143,              3023143,,                 49356,,               -445985,,                              0,              2626514,                 82496,              2709010,              0,                  3595,,,,,,,,,,,,,,,,,
3266,2013年06月30日,,,,,,                106931,,                129512,,                169534,                 35391,,                 96489,,,,,              4757695,              4757695,,                401474,,                466871,                 31767,                498638,              6874653,,,,                  9955,,                181346,,                 66233,,                    491,                 10804,,,,                              0,                  3099,                271928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,                678989,,              7146581,,,,              2092297,,                              0,,                  6845,,                432225,,                 46051,                 38270,,                153659,                 12683,,                  2752,,,              1966614,                 22961,              1989575,              4774357,,,                 30200,,                              0,,                 15785,                    756,                 16541,                 46741,              4821098,,,,              3023143,              3023143,,                 49356,,               -828088,,                              0,              2244411,                 81072,              2325483,              0,                  3099,,,,,,,,,,,,,,,,,
3266,2013年03月31日,,,,,,                210708,,                 72264,,                214289,                 77777,,                 23955,,,,,              5112765,              5112765,,                344382,,,,                430358,              7134143,,,,                  9950,,                180402,,                 66363,,                              0,                  7188,,,,                              0,                  2302,                266205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,                647642,                      3,              7400348,,,,              2607747,,                 79943,,                 10568,,                543371,,                              0,                 32601,,                126716,                 22172,,                  2752,,,              1818402,                 22622,              1841024,              5266894,,,                 30200,,                              0,,                 15785,                  1065,                 16850,                 47050,              5313944,,,,              3023143,              3023143,,                 49356,,             -1085135,,                              0,              1987364,                 99040,              2086404,              0,                  2302,,,,,,,,,,,,,,,,,
3266,2012年12月31日,,,,                507886,,                 57634,,                108524,,                266639,                 62443,,                 23915,,,,,              6254904,              6254904,,                504339,,,,                441273,              8230489,,,                  9950,                  9950,,                182084,,                 66476,,                  1815,                 41912,,,,                              0,                  2553,                304790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                  2932,              8535279,,,,              3274209,,                 49941,,                  5948,,                787847,,                 91802,                 22404,,                298615,                    937,,                              0,,,              2194436,                 22918,              2217354,              6749057,,,                 18200,,                 46001,,                 40041,                    895,                 40936,                105137,              6854194,,,,              1298000,              1298000,,                  7689,,               -702066,,                 -2783,                600840,              1080245,              1681085,,                  2553,,                              0,,                              0,,                              0,,                              0,                              0,,,,,,,,
