證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期應收票據及款項,　　　　　 長期應收款,　　　　　 長期應收票據及款項淨額,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 與待出售非流動資產直接相關之負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　 當期所得稅資產,　　　　 當期所得稅資產合計,　　　　 預付退休金－非流動,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 與待出售非流動資產直接相關之負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期遞延收入,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券投資－流動淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債券投資－非流動淨額,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 庫藏股票,　　　　 特別盈餘公積
2428,2015年09月30日,,,,              1174935,,                              0,,                181972,,                134963,,              1648041,,                 17344,,                  8504,,                    982,,,                982284,                982284,,                              0,,                576629,                 73914,                650543,              4799568,,,                 24594,,              1255305,,                  9059,,,                  1520,                  1520,                 35815,,                116614,                     78,,                              0,                              0,                122666,,                  7884,                247242,              1573535,              6373103,,,,,                256717,,                 49937,,                              0,,                  3564,,                272842,,                284336,,                257844,                 40973,                 71707,                              0,,,                 22485,                 22485,                 26893,                 49378,              1287298,,,                              0,,                399568,,                 18972,                  5029,                  5175,                 29176,                428744,              1716042,,,,              1274697,              1274697,,                332100,,                542664,,              2004262,              2546926,,                350959,                              0,              4504682,                152379,              4657061,              6373103,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,2015年06月30日,,,,              1036392,,                              0,,                256043,,                125955,,              1384993,,                 50039,,                 10894,,                    956,,,                923741,                923741,,                              0,,                761558,                 94828,                856386,              4645399,,,                 23730,,              1239850,,                  8975,,,                  1720,                  1720,                 36865,,                 60620,                  1960,,                              0,                              0,                119825,,                  7918,                190323,              1501463,              6146862,,,,,                121744,,                109640,,                              0,,                     96,,                222003,,                301391,,                526455,                 44813,                 79925,                              0,,,                 26633,                 26633,                 23606,                 50239,              1456306,,,                              0,,                354358,,                 18578,                  6061,                  5175,                 29814,                384172,              1840478,,,,              1273518,              1273518,,                328952,,                542664,,              1735242,              2277906,,                274353,                              0,              4154729,                151655,              4306384,              6146862,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,2015年03月31日,,,,              1418431,,                 31527,,                138956,,                121523,,              1265925,,                 52040,,                  8203,,                  1994,,,                840666,                840666,,                              0,,                522072,                101572,                623644,              4502909,,,                 24161,,              1214943,,                  9188,,,                  1921,                  1921,                 35355,,                 72914,                  1901,,                  2544,                  2544,                121010,,                  7522,                205891,              1491459,              5994368,,,,,                339003,,                 59671,,                              0,,                     96,,                197206,,                159335,,                227712,                 43348,                 84892,                              0,,,                 27984,                 27984,                 27017,                 55001,              1166264,,,                              0,,                340939,,                 18799,                  7120,                  5175,                 31094,                372033,              1538297,,,,              1273089,              1273089,,                327809,,                480792,,              1930265,              2411057,,                290247,                              0,              4302202,                153869,              4456071,              5994368,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,2014年12月31日,,,,              1485962,,                 32519,,                 28664,,                128068,,              1405623,,                 47268,,                  7956,,                  3659,,,                828432,                828432,,                              0,,                425626,                 98802,                524428,              4492579,,,                 24157,,              1240212,,                  9495,,,                  2122,                  2122,                 33679,,                 56515,                  1937,,                  2586,                  2586,                 64381,,                  7967,                133386,              1443051,              5935630,,,,,                388741,,                              0,,                              0,,                     96,,                222941,,                140531,,                288581,                 47574,                 71989,                              0,,,                              0,                              0,                 16834,                 16834,              1177287,,,                 30861,,                338157,,                 19205,                  8194,                  5175,                 32574,                401592,              1578879,,,,              1272231,              1272231,,                325559,,                480792,,              1791411,              2272203,,                330734,                              0,              4200727,                156024,              4356751,              5935630,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,2014年09月30日,,,,              1006604,,                 31311,,                 22182,,                115703,,              1379549,,                 53896,,                  5708,,                  2644,,,                758514,                758514,,                              0,,                643328,                 60816,                704144,              4080255,,,                 23181,,              1226094,,                  9230,,,                  2322,                  2322,                 30245,,                 47924,                  2004,,                  2474,                  2474,                 61863,,                  7917,                122182,              1413254,              5493509,,,,,                332971,,                              0,,                              0,,                    142,,                268566,,                145963,,                226780,                 37864,                 54074,                              0,,,                              0,                              0,                  9656,                  9656,              1076016,,,                 37626,,                293885,,                 18464,                  6994,                  5175,                 30633,                362144,              1438160,,,,              1270274,              1270274,,                320487,,                480792,,              1613245,              2094037,,                215022,                              0,              3899820,                155529,              4055349,              5493509,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,2014年06月30日,,,,                830652,,                 30776,,                  9230,,                101362,,              1211634,,                 59082,,                  4430,,                  1467,,,                728122,                728122,,                 89703,,                714885,                 60367,                775252,              3841710,,,                 23450,,              1221050,,                  4936,,,                  2523,                  2523,                 30996,,                 43734,                    830,,                  2426,                  2426,                 61049,,                  8357,                116396,              1399351,              5241061,,,,,                 91287,,                              0,,                              0,,                     14,,                258141,,                 84467,,                498480,                 51295,                 70886,                              0,,,                              0,                              0,                 11463,                 11463,              1066033,,,                 39141,,                273886,,                 18202,                  8090,                  5175,                 31467,                344494,              1410527,,,,              1269764,              1269764,,                319174,,                480792,,              1432549,              1913341,,                176378,                              0,              3678657,                151877,              3830534,              5241061,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,2014年03月31日,,,,              1197615,,                  1082,,                  8970,,                 97638,,              1177564,,                 51442,,                  6992,,                  5561,,,                728571,                728571,,                 79980,,                605825,                 61825,                667650,              4023065,,,                 23056,,              1238662,,                  5132,,,                  2723,                  2723,                 27890,,                 37032,                    835,,                  2475,                  2475,                 63128,,                  8674,                112144,              1409607,              5432672,,,,,                400703,,                 59840,,                              0,,                     32,,                202182,,                 82963,,                202925,                 41790,                 70577,                              0,,,                              0,                              0,                  3679,                  3679,              1064691,,,                 39873,,                276408,,                 18662,                  9166,                  5175,                 33003,                349284,              1413975,,,,              1269482,              1269482,,                318412,,                429877,,              1630928,              2060805,,                221423,                              0,              3870122,                148575,              4018697,              5432672,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,2014年01月01日,,,,                954423,,                  1703,,                  8960,,                 91248,,              1307351,,                 53131,,                 18127,,                  3373,,,                721057,                721057,,                 80370,,                485847,                 51767,                537614,              3777357,,,                 22672,,              1219914,,                  5178,,,                  2924,                  2924,                 26072,,                 63876,                    177,,                  2451,                  2451,                 62862,,                  8822,                138188,              1414948,              5192305,,,,,                207782,,                 99586,,                  1497,,                    108,,                242372,,                116410,,                237590,                 47738,                 55067,                  1775,,,                 40217,                 40217,                  4851,                 45068,              1054993,,,                              0,,                259653,,                 18544,                 10267,                  5175,                 33986,                293639,              1348632,,,,              1269482,              1269482,,                318462,,                429877,,              1478933,              1908810,,                200350,                              0,              3697104,                146569,              3843673,              5192305,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,2013年12月31日,,,,,,                  1703,,                  8960,,                 91248,,              1307351,,                 53131,,                 18127,,                  3373,,,                721057,                721057,,                 80370,,                485847,                 51767,                537614,              3777357,,,                 22672,,              1219914,,                  5178,,,                  2924,                  2924,                 24752,,                 63876,                    177,,                  2451,                  2451,                 62862,,                  8822,                139220,              1414660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                954423,,                              0,                  1032,              5192017,,,,                207782,,                 99586,,                  1497,,                    108,,                242372,,                116410,,                237590,                 47738,                 55067,                  1775,,,                 40217,                 40217,                  4851,                 45068,              1054993,,,                              0,,                259653,,                 18544,                  3537,                  5175,                 27256,                286909,              1341902,,,,              1269482,              1269482,,                318462,,                429877,,              1484477,              1914354,,                200350,              3702648,                147467,              3850115,,,,,,,,,,
2428,2013年09月30日,,,,,,                  1015,,                  8120,,                 80065,,              1266838,,                 47059,,                 11059,,                  1967,,,                696017,                696017,,                              0,,                449328,                 73995,                523323,              3382424,,,                 22690,,              1202238,,                  5166,,,                  3128,                  3128,                 23580,,                 57461,                    174,,                              0,                              0,                103843,,                  7334,                168812,              1425614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                746961,,,,              4808038,,,,                182490,,                  9985,,                  2630,,                     27,,                230567,,                111101,,                208937,                 43412,                 30644,                              0,,,                 39902,                 39902,                  6987,                 46889,                866682,,,                              0,,                237504,,                 47510,                  5894,                  5175,                 58579,                296083,              1162765,,,,              1269482,              1269482,,                318462,,                429877,,              1325095,              1754972,,                156497,              3499413,                145860,              3645273,,,,,,,,,,
