證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 零用金／週轉金,　　　　 銀行存款,　　　　 在途現金,　　　　 約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產－流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產評價調整－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動,　　　　 備供出售金融資產評價調整－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 備抵銷售退回及折讓,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款－其他,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 在製品,　　　　　 原料,　　　　　 在途原物料,　　　　　 備抵存貨跌價,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 累計減損－以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 試驗設備淨額,　　　　　 試驗設備成本,　　　　　 累計折舊－試驗設備,　　　　　 試驗設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備成本,　　　　　 累計折舊－辦公設備,　　　　　 辦公設備淨額,　　　　 租賃改良淨額,　　　　　 租賃改良成本,　　　　　 累計折舊－租賃改良,　　　　　 租賃改良淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產－土地,　　　　 投資性不動產－建築物,　　　　 累計折舊－投資性不動產－建築物,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 電腦軟體淨額,　　　　　 電腦軟體,　　　　　 電腦軟體淨額,　　　　 商譽,　　　　 專門技術淨額,　　　　　 專門技術,　　　　　 專門技術淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付費用,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 保固之短期負債準備,　　　　　 銷貨退回及折讓之短期負債準備,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債－所得稅,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－轉換公司債轉換溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－員工認股權,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 本期損益,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之關聯企業及合資,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益－母公司,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 應付票據,　　　　　 應付票據,　　　　　 應付票據合計,　　　　　 資本公積－限制員工權利股票,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券投資－流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付費用,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 保固之短期負債準備,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債－所得稅,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－轉換公司債轉換溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－員工認股權,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈虧,　　　　　 本期損益,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之關聯企業及合資,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益－母公司,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應付票據,　　　　 應付票據合計,　　　 預付款項,　　　　 其他預付款,　　　　 預付款項合計,　　　　 其他金融資產－流動
3041,2015年09月30日,,,,                     38,                517955,                              0,                257472,                775465,,                188706,                              0,                188706,,                 52527,                              0,                 52527,,              2787720,              2787720,,                              0,                              0,,                227414,                              0,                  3067,                224347,,                389706,                389706,,,                197866,                 97792,                190216,                  1146,                124978,                362042,                362042,,                              0,                              0,,                 47173,                 47173,              4827686,,,                 45178,                 45178,,                 46915,                 46915,,                    810,                              0,                    810,,                              0,                              0,,,                327522,                327522,,                171786,                 56336,                115450,,                221645,                148934,                 72711,,                 84536,                 59686,                 24850,,                 29350,                 26822,                  2528,,                 20078,                 17120,                  2958,                546019,,                101660,                 47656,                 13315,                136001,,,                 35372,                 35372,                319236,,                121077,                121077,                475685,                165486,,                              0,                 12375,                 12375,              1428469,              6256155,,,,,                              0,                              0,,                345868,                345868,,                              0,                332105,                332105,                              0,                  3182,,                  4653,                  7953,                 12606,,                 55373,                 55373,                749134,,,                 36781,                 36781,,                  1126,                  1126,                 37907,                787041,,,,              3031611,              3031611,,,                247358,                638419,                885777,                 64345,                189493,              1139615,,                649857,,                774153,               -103739,                670414,              1320271,,,                 90616,                              0,                 90616,,                  1210,                  1210,,                -72776,                 19050,                 41433,              5469114,                              0,              5469114,              6256155,              0,              0,      3200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,2015年06月30日,,,,                     41,                359615,                              0,                233769,                593425,,                186995,                              0,                186995,,                 50627,                              0,                 50627,,              3066121,              3066121,,                              0,                              0,,                158088,                              0,                  3012,                155076,,                332555,                332555,,,                263960,                 44138,                336284,                  1214,                145461,                500135,                500135,,                              0,                              0,,                 58255,                 58255,              4943189,,,                 51532,                 51532,,                 45126,                 45126,,                  4871,                              0,                  4871,,                              0,                              0,,,                327522,                327522,,                171787,                 55050,                116737,,                207762,                137271,                 70491,,                 81176,                 56253,                 24923,,                 28374,                 24975,                  3399,,                 19484,                 16419,                  3065,                546137,,                101660,                 47656,                 13082,                136234,,,                 36886,                 36886,                319236,,                140369,                140369,                496491,                164165,,                              0,                 11889,                 11889,              1456445,              6399634,,,,,                              0,                              0,,                324307,                324307,,                              0,                548063,                548063,                              0,                  6486,,                 12562,,                 12562,,                 32422,                 32422,                923840,,,                 30593,                 30593,,                  1126,                  1126,                 31719,                955559,,,,              3031611,              3031611,,,                247358,                638419,                885777,                 61817,                191194,              1138788,,                649857,,                774153,               -134784,                639369,              1289226,,,                 73175,                              0,                 73175,,                  1753,                  1753,,                -90478,                -15550,                              0,              5444075,                              0,              5444075,              6399634,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,2015年03月31日,,,,                     36,                489683,                              0,                247080,                736799,,                 92761,                              0,                 92761,,                              0,                 51599,                 51599,,              3287765,              3287765,,,,,                174977,                              0,                  3121,                171856,,                373307,                373307,,,                270265,                108876,                230374,                              0,                123424,                486091,                486091,,,,,                 57791,                 57791,              5257969,,,                 50483,                 50483,,                 45820,                 45820,,                  4871,                              0,                  4871,,,,,,                326178,                326178,,                171787,                 53522,                118265,,                200628,                132515,                 68113,,                 78542,                 54014,                 24528,,                 58686,                 54242,                  4444,,                 20329,                 17014,                  3315,                544843,,                103004,                 47656,                 13085,                137575,,,                 42712,                 42712,                319236,,                160334,                160334,                522282,                145670,,                              0,                 11579,                 11579,              1463123,              6721092,,,,,                              0,                              0,,                451214,                451214,,                              0,                342682,                342682,                              0,                 38058,,                 10372,,                 10372,,                 51478,                 51478,                893804,,,                 33076,                 33076,,                  1126,                  1126,                 34202,                928006,,,,              3031981,              3031981,,,                247358,                638419,                885777,                 59531,,              1122491,,                623392,,              1040144,                    623,              1040767,              1664159,,,                 76507,                              0,                 76507,,                    243,                    243,,               -102295,                -25545,                              0,              5793086,                              0,              5793086,              6721092,              0,              0,              0,,                              0,                              0,                177183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,2014年12月31日,,,,                     39,                298756,                              0,                120083,                418878,,                147160,                              0,                147160,,                 52911,                              0,                 52911,,              3497497,              3497497,,                              0,                              0,,                167238,                              0,                  3104,                164134,,                457267,                457267,,,                228880,                143937,                270373,                              0,                131145,                512045,                512045,,                              0,                              0,,                108434,                108434,              5358326,,,                 44444,                 44444,,                 46306,                 46306,,                  4871,                              0,                  4871,,                              0,                              0,,,                429182,                429182,,                219443,                 65074,                154369,,                196016,                126533,                 69483,,                 76022,                 51702,                 24320,,                 59203,                 53709,                  5494,,                 19208,                 17048,                  2160,                685008,,                              0,                              0,                              0,                              0,,,                 54741,                 54741,                319236,,                174448,                174448,                548425,                141138,,                              0,                 12047,                 12047,              1482239,              6840565,,,,,                              0,                              0,,                511217,                511217,,                              0,                419264,                419264,                              0,                 30038,,                  3999,                  3314,                  7313,,                 59797,                 59797,              1027629,,,                 37789,                 37789,,                  1126,                  1126,                 38915,              1066544,,,,              3033041,              3033041,,,                247358,                638419,                885777,                 58864,                178625,              1123266,,                623392,,                775494,                264650,              1040144,              1663536,,,                 86517,                              0,                 86517,,                 -1342,                 -1342,,               -130997,                -45822,                              0,              5774021,                              0,              5774021,              6840565,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,2014年09月30日,,,,                     57,                246890,                              0,                278421,                525368,,                 24691,                              0,                 24691,,                 51211,                              0,                 51211,,              3411377,              3411377,,                              0,                              0,,                287475,                              0,                  3406,                284069,,                587378,                587378,,,                223222,                139954,                272703,                              0,                126536,                509343,                509343,,                              0,                              0,,                 57238,                 57238,              5450675,,,                 43199,                 43199,,                              0,                              0,,                  4871,                              0,                  4871,,                              0,                              0,,,                429182,                429182,,                219443,                 63535,                155908,,                194050,                126740,                 67310,,                 76454,                 52334,                 24120,,                 57469,                 51070,                  6399,,                 18727,                 16553,                  2174,                685093,,                              0,                              0,                              0,                              0,,,                 58508,                 58508,                319236,,                 99355,                 99355,                477099,                140619,,                              0,                 11390,                 11390,              1362271,              6812946,,,,,                     62,                     62,,                604935,                604935,,                              0,                398082,                398082,                              0,                 32131,,                  3269,                              0,                  3269,,                 36787,                 36787,              1075266,,,                 35734,                 35734,,                              0,                              0,                 35734,              1111000,,,,              3033261,              3033261,,,                247358,                638419,                885777,                 57246,                178879,              1121902,,                623392,,                775494,                228679,              1004173,              1627565,,,                 75763,                              0,                 75763,,                 -1226,                 -1226,,               -155319,                -80782,                              0,              5701946,                              0,              5701946,              6812946,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,2014年06月30日,,,,                     60,                555800,                              0,                845739,              1401599,,                 17266,                              0,                 17266,,                 50492,                              0,                 50492,,              3270863,              3270863,,                              0,                              0,,                196984,                              0,                  3688,                193296,,                292545,                292545,,,                244976,                126316,                292720,                              0,                103259,                560753,                560753,,                              0,                              0,,                 40311,                 40311,              5827125,,,                 34593,                 34593,,                              0,                              0,,                 30370,                              0,                 30370,,                              0,                              0,,,                429182,                429182,,                219443,                 61891,                157552,,                204829,                133596,                 71233,,                 76859,                 50570,                 26289,,                 55766,                 48828,                  6938,,                  4171,                  3426,                    745,                691939,,                              0,                              0,                              0,                              0,,,                 67357,                 67357,                319236,,                115525,                115525,                502118,                116162,,                     51,                 11444,                 11495,              1386677,              7213802,,,,,                              0,                              0,,                484040,                484040,,                              0,              1075289,              1075289,                              0,                 35109,,                  8670,,                  8670,,                 41090,                 41090,              1644198,,,                 20352,                 20352,,                              0,                              0,                 20352,              1664550,,,,              3109491,              3109491,,,                256791,                662767,                919558,                 55263,                114536,              1089357,,                623392,,              1117877,                116429,              1234306,              1857698,,,                 67783,                              0,                 67783,,                    801,                    801,,                -85484,                -16900,                490394,              5549252,                              0,              5549252,              7213802,              0,              0,     11423000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,2014年03月31日,,,,                     71,                367703,                              0,                392823,                760597,,                     42,                              0,                     42,,                              0,                 51019,                 51019,,              4091600,              4091600,,,,,                238069,                              0,                  3780,                234289,,                332772,                332772,,,                251370,                 96152,                179168,                              0,                 96522,                430168,                430168,,,,,                 18385,                 18385,              5918872,,,                 27453,                 27453,,                              0,                              0,,                 30370,                              0,                 30370,,,,,,                429182,                429182,,                219443,                 60194,                159249,,                192278,                117735,                 74543,,                 81071,                 52611,                 28460,,                 56714,                 48546,                  8168,,                 18728,                 16436,                  2292,                701894,,                              0,                              0,                              0,                              0,,,                 76822,                 76822,                319236,,                133025,                133025,                529083,                 83840,,                     51,                 11628,                 11679,              1384319,              7303191,,,,,                              0,                              0,,                554009,                554009,,                              0,                422781,                422781,                              0,                 75999,,                  2746,,                  2746,,                 52294,                 52294,              1107829,,,                              0,                              0,,                              0,                              0,                              0,              1107829,,,,              3109491,              3109491,,,                256791,                662767,                919558,                 53772,,              1087866,,                534313,,              1895866,                 82749,              1978615,              2512928,,,                 74631,                              0,                 74631,,                  1702,                  1702,,               -100862,                -24529,                490394,              6195362,                              0,              6195362,              7303191,              0,              0,     11423000,,                              0,                              0,                114536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,2013年12月31日,,,,                     88,                450606,                              0,              1126673,,,                    244,                              0,                    244,,                 50561,                              0,                 50561,,,,,                      4,                      4,,                596288,                              0,                  2831,                593457,,                 87160,                 87160,,,                229432,                107727,                138481,                              0,                 89160,                386480,                386480,,                              0,                              0,,                 22392,                 22392,              5806129,,,                              0,                              0,,                              0,                              0,,                 30370,                              0,                 30370,,                 27878,                 27878,,,                429182,                429182,,                226754,                 65404,                161350,,                183683,                111953,                 71730,,                 78799,                 49936,                 28863,,                 56917,                 47585,                  9332,,                 18782,                 16420,                  2362,                702819,,,,,,,,                 85464,                 85464,                319236,,                150599,                150599,                555299,                104670,,                              0,                 11613,                 11613,              1432649,,,,,,,,                492527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     11423000,,,,,              1577367,              3088464,              3088464,              7238778,,,,                  2464,                  2464,,                492527,,                              0,                512949,                512949,                              0,                 64025,,                  1877,                  1877,,                 46930,                 46930,              1120772,,,                 23331,                 23331,,                              0,                              0,                 23331,              1144103,,,,              3109491,              3109491,,,                256791,                662767,                919558,                 52282,                114536,              1086376,,                534313,,              1005078,                890788,              1895866,              2430179,,,                 73892,                              0,                 73892,,                  1371,                  1371,,               -116240,                -40977,                490394,              6094675,                              0,              6094675,,,,,,
3041,2013年09月30日,,,,                     39,                365130,                              0,              1378011,,,                  1238,                              0,                  1238,,                 50318,                              0,                 50318,,,,,                              0,                              0,,                494568,                              0,                              0,                494568,,                 33031,                 33031,,,                225389,                 92707,                266283,                  2031,                127569,                458841,                458841,,                              0,                              0,,                 22554,                 22554,              5447274,,,                              0,                              0,,,,,                 31510,                              0,                 31510,,                 27692,                 27692,,,                429182,                429182,,                238549,                 74881,                163668,,                174629,                104968,                 69661,,                 74438,                 49158,                 25280,,                 56000,                 45630,                 10370,,                 18515,                 16122,                  2393,                700554,,,,,,,,                 88725,                 88725,                319236,,                166275,                166275,                574236,                138928,,                  1762,                 11429,                 13191,              1486111,,,,,,,,                456522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     11423000,,,,,              1743180,              2643544,              2643544,              6933385,,,,                    104,                    104,,                456522,,                              0,                353661,                353661,                              0,                 53651,,                    859,                    859,,                 30755,                 30755,                895552,,,                 38217,                 38217,,                              0,                              0,                 38217,                933769,,,,              3109491,              3109491,,,                256791,                662767,                919558,                 50760,                114536,              1084854,,                534313,,              1005078,                824493,              1829571,              2363884,,,                 61411,                              0,                 61411,,                  1988,                  1988,,               -131618,                -68219,                490394,              5999616,                              0,              5999616,,,,,,
3041,2013年06月30日,,,,                     12,                513512,                              0,              1867939,,,                    129,                              0,                    129,,                 51364,                              0,                 51364,,,,,                              0,                              0,,                361040,                              0,                              0,                361040,,                 35599,                 35599,,,                200591,                124338,                333602,                              0,                108071,                550460,                550460,,                              0,                              0,,                 33121,                 33121,              6200026,,,                              0,                              0,,,,,                 31510,                              0,                 31510,,                 27449,                 27449,,,                429182,                429182,,                258724,                 92610,                166114,,                169104,                 99781,                 69323,,                 73194,                 46824,                 26370,,                 56562,                 44775,                 11787,,                 18535,                 16215,                  2320,                705096,,,,,,,,                 93915,                 93915,                320022,,                177021,                177021,                590958,                157221,,                              0,                 11334,                 11334,              1523568,,,,,,,,                574761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     11423000,,,,,              2381463,              2786850,              2786850,              7723594,,,,                    177,                    177,,                574761,,                              0,              1006591,              1006591,                              0,                 35497,,                     66,                     66,,                 34219,                 34219,              1651311,,,                 40142,                 40142,,                              0,                              0,                 40142,              1691453,,,,              3089491,              3089491,,,                256791,                662767,                919558,                 49702,                 82880,              1052140,,                534313,,              1005078,                868494,              1873572,              2407885,,,                 63884,                              0,                 63884,,                  2484,                  2484,,                -93349,                -26981,                490394,              6032141,                              0,              6032141,,,,,,
