證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 避險之衍生金融資產－流動,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 避險之衍生金融負債－流動,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 避險之衍生金融負債－流動,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計
2207,2015年09月30日,,,,              6974438,,              2285274,                339516,,             10583563,,                 74412,,             71287454,,                688508,,              1274766,,              6308981,,              4222422,,                118179,            104157513,,,                857808,,             13124299,,             35778443,,                782472,,                              0,              1019588,,              1534453,             53097063,            157254576,,,,,             34503835,,             38890471,                  1183,,                134819,,              1754670,,              2145462,,              5400492,              1057820,,              1250974,,              5232773,             90372499,,,              9256776,,              1097719,,              1867164,,             11107913,             23329572,            113702071,,,,              5461792,              5461792,,,                263060,                263060,,              7285058,                381843,,             22845054,             30511955,,,                462242,,                704105,,                  4928,              1171275,             37408082,              6144423,             43552505,            157254576,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,2015年06月30日,,,,              9831889,,              2791128,                131758,,              9688631,,                  2682,,             69685010,,              3938653,,              1425950,,              6157027,,              3768004,,                117627,            107538359,,,                948124,,             14600855,,             36556139,,                484335,,                    297,              1036767,,              1635475,             55261992,            162800351,,,,,             37183063,,             34118673,                268343,,                 73193,,              2457577,,              5705938,,             11017882,              1385686,,              1216923,,              4748441,             98175719,,,              9245864,,              1158821,,              1854742,,             10984190,             23243617,            121419336,,,,              5461792,              5461792,,,                263060,                263060,,              7285058,                381843,,             20633670,             28300571,,,                285346,,                795951,,                  5153,              1086450,             35111873,              6269142,             41381015,            162800351,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,2015年03月31日,,,,              9122186,,              2292367,                184629,,              8915197,,                 12054,,             65835423,,              3612327,,              1489501,,              6429014,,              3515422,,                134287,            101542407,,,                916618,,             14164301,,             36636843,,                485675,,                    995,              1034805,,              1147534,             54386771,            155929178,,,,,             37654598,,             31563963,                252101,,                 55049,,              1964669,,              5217878,,              4642735,              1589999,,              1354105,,              4178206,             88513850,,,              9511459,,              1007020,,              1820104,,             10734454,             23073037,            111586887,,,,              5461792,              5461792,,,                263060,                263060,,              6365384,                381843,,             24763214,             31510441,,,                345428,,                764110,,                    405,              1109943,             38345236,              5997055,             44342291,            155929178,              0,              0,              0,,                 40547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,2014年12月31日,,,,              7288563,,              3129242,                215016,,              8535498,,                  3111,,             64876815,,                591570,,              1517878,,              5314086,,              3417113,,                124302,             95013194,,,                887358,,             13622097,,             36763973,,                487015,,                  1692,              1020346,,              1374276,             54156757,            149169951,,,,,             39325617,,             30930339,                248713,,                 40850,,              1378685,,              2497230,,              5128441,              1018451,,              1300155,,              3980346,             85848827,,,              8773662,,              1026078,,              1811960,,             10625616,             22237316,            108086143,,,,              5461792,              5461792,,,                263060,                263060,,              6365384,                381843,,             21805767,             28552994,,,                390270,,                734523,,                 -9942,              1114851,             35392697,              5691111,             41083808,            149169951,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,2014年09月30日,,,,              4423970,,              2437415,                              0,,              9855788,,                  3436,,             62396332,,              2845271,,              1523971,,              6415934,,              3418074,,                128987,             93449178,,,                881766,,             12045357,,             35826269,,                488355,,                  2392,              1024633,,              1306594,             51575366,            145024544,,,,,             39376993,,             30682575,                164255,,                 60572,,              1712562,,              3882849,,              5114536,                805392,,              1270787,,              2704608,             85775129,,,              7089786,,              1021128,,              1776090,,             10531647,             20418651,            106193780,,,,              5461792,              5461792,,,                263060,                263060,,              6365384,                381843,,             20105487,             26852714,,,                216597,,                643849,,                -15064,                845382,             33422948,              5407816,             38830764,            145024544,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,2014年06月30日,,,,             10075368,,              1685037,                              0,,              8996460,,                  3732,,             58176224,,              2847586,,              1953481,,              6979390,,              3441946,,                151209,             94310433,,,                871642,,             12672527,,             34884794,,                489696,,                  3123,                982463,,              1301918,             51206163,            145516596,,,,,             38386388,,             27082006,                209251,,                 58099,,              2641220,,              4682593,,             11594759,                961021,,              1452695,,              3375745,             90481841,,,              5911530,,                861881,,              1729958,,             10220376,             18723745,            109205586,,,,              5461792,              5461792,,,                263060,                263060,,              6365384,                381843,,             17683689,             24430916,,,                 99529,,                634148,,                -15111,                718566,             30874334,              5436676,             36311010,            145516596,              0,              0,              0,,                 38064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,2014年03月31日,,,,             10257524,,              1999777,                              0,,              8440514,,                  1972,,             54065281,,              1776480,,              2510315,,              6833539,,              3355009,,                133394,             89373805,,,                847600,,              9671016,,             34103517,,                491036,,                  3940,              1024463,,              1159179,             47300751,            136674556,,,,,             37441898,,             24231425,                164716,,                109492,,              1921916,,              3679599,,              4454748,              1490196,,              1328565,,              2645310,             77467865,,,              5716234,,                961298,,              1744506,,              9996639,             18418677,             95886542,,,,              5461792,              5461792,,,                263060,                263060,,              5600373,                381843,,             22826966,             28809182,,,                174093,,                609116,,                -37647,                745562,             35279596,              5508418,             40788014,            136674556,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,2014年01月01日,,,,              9845686,,              2046850,                              0,,              8043156,,                              0,,             53217866,,              1703718,,              2484251,,              7756089,,              3264627,,                147538,             88509781,,,                892259,,              9413664,,             33596748,,                487664,,                  4726,              1033603,,              1086483,             46515147,            135024928,,,,,             39805982,,             21728390,                287595,,                 80586,,              3022385,,              4363897,,              4399369,              1050981,,              1249238,,              2505801,             78494224,,,              5672479,,                993233,,              1740745,,              9851350,             18257807,             96752031,,,,              5461792,              5461792,,,                263060,                263060,,              5600373,                381843,,             20584842,             26567058,,,                173701,,                636163,,                -59246,                750618,             33042528,              5230369,             38272897,            135024928,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,2013年12月31日,,,,,,              2046850,                              0,,              8043156,,                              0,,             53217866,,              1703718,,              2484251,,              7756089,,              3264627,,                147538,             88509781,,,                892259,,              9417091,,             33596748,,                487664,,                  4726,              1033603,,              1086483,             46518574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,              9845686,            135028355,,,,             39805982,,             21728390,                287595,,                 80586,,              3022385,,              4363897,,              4399369,              1050981,,              1249238,,              2505801,             78494224,,,              5672479,,                993233,,              1740745,,              9851350,             18257807,             96752031,,,,              5461792,              5461792,,,                263060,                263060,,              5600373,                381843,,             20588269,             26570485,,,                173701,,                636163,,                -59246,,                              0,                750618,             33045955,              5230369,             38276324,,                              0,,                              0
2207,2013年09月30日,,,,,,              2294155,                  3139,,              8234450,,                              0,,             52866743,,                895896,,              2019636,,              6955553,,              3469724,,                174073,             85892934,,,                816433,,              6187493,,             32738180,,                493716,,                  5447,              1029872,,                989369,             42260510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,              8978708,            128153444,,,,             38022386,,             21597922,                206209,,                 99353,,              2065294,,              3374730,,              4564875,                771435,,              1221476,,              3022675,             74980468,,,              4796029,,              1014805,,              1704443,,              9588989,             17104266,             92084734,,,,              5461792,              5461792,,,                263060,                263060,,              5600373,                381843,,             18858272,             24840488,,,                102641,,                595148,,                -14426,,               -127049,                556314,             31121654,              4947056,             36068710,,                    857,,                 34113
