證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－合併溢額,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－合併溢額,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）,　　　　　 透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）合計
3028,2015年09月30日,,,,              1095893,,                118461,,              1192251,,                171425,,              6325393,,                 71694,,              4377676,,                137443,             13490236,,,                 10400,,                  4455,,                238285,,                492756,,                 81993,                 32678,,                 53808,                914375,             14404611,,,,,              5389729,,                199882,,                  7866,,              2882129,,                369485,                 80236,,,                              0,                 78478,                 78478,              9007805,,,                              0,,                106902,,                 89290,                196192,              9203997,,,,              2138249,              2138249,,,              1001786,                  7795,                 70456,              1080037,,                548188,,                435250,                983438,,,                120618,,                878272,,                              0,                998890,              5200614,                              0,              5200614,             14404611,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,2015年06月30日,,,,              1493143,,                119543,,              1248162,,                156789,,              5636885,,                 62871,,              4684344,,                 92438,             13494175,,,                 10550,,                  4455,,                232498,,                491452,,                 82221,                 32185,,                 54217,                907578,             14401753,,,,,              4339736,,                199882,,                  8004,,              3764496,,                689498,                 64418,,,                              0,                 69967,                 69967,              9136001,,,,,                 92374,,                 88746,                181120,              9317121,,,,              2138249,              2138249,,,              1001786,                  7795,                 70456,              1080037,,                548188,,                347393,                895581,,,                 36582,,                934183,,                              0,                970765,              5084632,                              0,              5084632,             14401753,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,2015年03月31日,,,,              1373775,,                131695,,                954187,,                131412,,              4832779,,                 59742,,              4371474,,                121315,             11976379,,,                 11030,,                 18909,,                245624,,                498720,,                 82450,                 33710,,                 50644,                941087,             12917466,,,,,              3474577,,                199882,,                  3724,,              2760170,,                321886,                 55969,,,                720650,                 61446,                782096,              7598304,,,                              0,,                 99245,,                 88169,                187414,              7785718,,,,              2137999,              2137999,,,              1036286,                  7795,                 70456,              1114537,,                511684,,                656088,              1167772,,,                 57237,,                654203,,                              0,                711440,              5131748,                              0,              5131748,             12917466,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,2014年12月31日,,,,              1418952,,                239200,,                887904,,                147973,,              5696789,,                 45903,,              4332086,,                109930,             12878737,,,                 11570,,                 18909,,                253522,,                498737,,                 82679,                 37579,,                 52857,                955853,             13834590,,,,,              4191625,,                199882,,                  3161,,              2935620,,                335747,                 19208,,,                887208,                 89521,                976729,              8661972,,,                              0,,                106718,,                 87746,                194464,              8856436,,,,              2137999,              2137999,,,              1036286,                  7795,                 70456,              1114537,,                511684,,                554171,              1065855,,,                 71843,,                587920,,                              0,                659763,              4978154,                              0,              4978154,             13834590,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,2014年09月30日,,,,              1231303,,                193535,,                886600,,                184293,,              6348128,,                 64152,,              4235784,,                110731,             13254526,,,                 11885,,                 18909,,                246900,,                498877,,                 82908,                 36673,,                 52022,                948174,             14202700,,,,,              4275930,,                              0,,                  9318,,              3514436,,                295672,                  9304,,,                974532,                106017,              1080549,              9185209,,,                              0,,                101603,,                 86757,                188360,              9373569,,,,              2137586,              2137586,,,              1036286,                  7795,                 70456,              1114537,,                511684,,                456488,                968172,,,                 20851,,                586198,,                              0,                607049,              4827344,                  1787,              4829131,             14202700,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,2014年06月30日,,,,                995508,,                209788,,                889356,,                183658,,              6254303,,                 54532,,              3935137,,                115349,             12637631,,,                 11700,,                 18909,,                243945,,                501926,,                 83137,                 36232,,                 54183,                950032,             13587663,,,,,              3676473,,                              0,,                 22412,,              3398811,,                529727,                 19350,,,                956890,                 79068,              1035958,              8682731,,,,,                103173,,                 86037,                189210,              8871941,,,,              2137424,              2137424,,,              1036286,                  7795,                 70456,              1114537,,                511684,,                367571,                879255,,,                 -7003,,                589709,,                              0,                582706,              4713922,                  1800,              4715722,             13587663,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,2014年03月31日,,,,              1140830,,                 35295,,                670078,,                229103,,              5900154,,                 47322,,              3557355,,                153037,             11733174,,,                              0,,                 18909,,                247240,,                508096,,                 83366,                 34769,,                 50752,                943132,             12676306,,,,,              3534542,,                              0,,                  5303,,              2953252,,                248978,                 13779,,,                251485,                 67958,                319443,              7075297,,,                723755,,                111068,,                 93873,                928696,              8003993,,,,              2137124,              2137124,,,              1036286,                  7795,                 70456,              1114537,,                488724,,                524472,              1013196,,,                 19414,,                386378,,                              0,                405792,              4670649,                  1664,              4672313,             12676306,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,2013年12月31日,,,,,,                 27851,,                572470,,                338939,,              6315538,,                 47009,,              3714302,,                138958,             12229281,,,                              0,,                 18909,,                247155,,                515326,,                 83595,                 34151,,                 51664,                950800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              1074214,             13180081,,,,              3780027,,                 99918,,                  4179,,              3277617,,                274721,                  2934,,,                              0,                124219,                124219,              7563615,,,                954794,,                106758,,                 90321,              1151873,              8715488,,,,              2135839,              2135839,,,              1036286,                  7795,                 70456,              1114537,,                488724,,                430019,                918743,,,                  2554,,                291265,,                              0,                293819,              4462938,                  1655,              4464593,,
3028,2013年09月30日,,,,,,                 33168,,                575241,,                260752,,              5546221,,                 44227,,              3928506,,                126912,             11396696,,,                100022,,                 18909,,                246463,,                520048,,                 83901,                 34034,,                 54632,              1058009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                881669,             12454705,,,,              3667101,,                              0,,                  5496,,              2755593,,                275057,                 12425,,,                              0,                 67746,                 67746,              6783418,,,                947296,,                118075,,                 81506,              1146877,              7930295,,,,              2135484,              2135484,,,              1036286,                  7795,                 70456,              1114537,,                488724,,                501433,                990157,,,                -11644,,                294209,,                              0,                282565,              4522743,                  1667,              4524410,,
3028,2013年06月30日,,,,,,                 39424,,                451965,,                169066,,              5509564,,                 36061,,              4065444,,                169792,             11424491,,,                100000,,                 18909,,                222798,,                563677,,                 46471,                 34186,,                 54110,              1040151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                983175,             12464642,,,,              3561661,,                              0,,                  4449,,              2778875,,                538378,                 22419,,,                              0,                 68175,                 68175,              6973957,,,                961025,,                120686,,                 80914,              1162625,              8136582,,,,              2134826,              2134826,,,              1036286,                  7795,                 70456,              1114537,,                488724,,                418567,                907291,,,                  5804,,                164055,,                              0,                169859,              4326513,                  1547,              4328060,,
