證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 待分配股票股利,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　　 現金及約當現金合計,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　　 當期所得稅資產合計,　　 共同控制下前手權益,　　 非控制權益
5285,2015年09月30日,,,,                574569,,                 96286,,                    256,,                565806,,                    161,,                  3609,,                625469,,                  8630,,                 37613,              1912399,,,                779210,,                    354,                  5416,,                 19743,                804723,              2717122,,,,,                141796,,                  2604,,                  2926,,                 51586,,                    421,,                 66550,                  7523,                 24373,,,                 99200,                 99200,                  7017,                106217,                403996,,,                 12251,,                655678,,                              0,,                 30209,,                              0,                              0,                698138,              1102134,,,,                748000,                748000,,                333543,,                 71760,                 34253,,                336533,                442546,,                 90899,                              0,              1614988,              1614988,              2717122,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5285,2015年06月30日,,,,                730613,,                 91817,,                    344,,                543392,,                    133,,                  5449,,                616195,,                  4499,,                 39126,              2031568,,,                726265,,                    438,                  6972,,                 18013,                751688,              2783256,,,,,                172619,,                  2000,,                  2427,,                 50089,,                      4,,                175576,                  4629,                 27130,,,                100000,                100000,                  6657,                106657,                541131,,,                 10092,,                651773,,                 49100,,                 21621,,                              0,                              0,                732586,              1273717,,,,                680000,                748000,,                333543,,                 71760,                 34253,,                266331,                372344,,                 55652,                              0,              1509539,              1509539,              2783256,              0,              0,              0,                 68000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5285,2015年03月31日,,,,                700517,,                 87831,,                    332,,                566184,,                    415,,                  4723,,                650342,,                  6061,,                 41543,              2057948,,,                695065,,                    566,                  6837,,                 19606,                722074,              2780022,,,,,                174595,,                  2216,,                  2526,,                 56934,,                    347,,                 68282,                  7418,                 31209,,,                100000,                100000,                  6188,                106188,                449715,,,                  7859,,                647891,,                 49000,,                 34701,,                              0,                              0,                739451,              1189166,,,,                680000,                680000,,                333543,,                 50857,                 34253,,                423049,                508159,,                 69154,                              0,              1590856,              1590856,              2780022,              0,              0,              0,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5285,2014年12月31日,,,,                699460,,                 77094,,                              0,,                600298,,                              0,,                  3708,,                625421,,                  4053,,                 50327,              2060361,,,                690235,,                    693,                  6144,,                 16831,                713903,              2774264,,,,,                180390,,                  1515,,                  1635,,                 25915,,                     24,,                 77350,                  6110,                 24556,,,                100000,                100000,                  7304,                107304,                424799,,,                  7859,,                644033,,                 98900,,                 38237,,                              0,                              0,                789029,              1213828,,,,                680000,                680000,,                333543,,                 50857,                 34253,,                383872,                468982,,                 77911,                              0,              1560436,              1560436,              2774264,              0,              0,              0,                              0,,                              0,                699460,,                              0,              2774264,,,,                180390,,                  1515,,                  1635,,                 25915,,                     24,,                 77350,                  6110,                 24556,,,                100000,                100000,                  7304,                107304,                424799,,,                  7859,,                644033,,                 98900,,                 38237,,                              0,                              0,                789029,              1213828,,,,                680000,                680000,,                333543,,                 50857,                 34253,,                383872,                468982,,                 77911,                              0,              1560436,              1560436,,,
5285,2014年09月30日,,,,                710579,,                 52900,,                              0,,                568325,,                  1575,,                  5015,,                654418,,                 11712,,                 88176,              2092700,,,                688587,,                    821,                  5590,,                  9820,                704818,              2797518,,,,,                309712,,                  1551,,                  3756,,                 33447,,                     36,,                 68896,                  4964,                 19970,,,                100000,                100000,                  4617,                104617,                546949,,,                  8219,,                640197,,                 98800,,                 28334,,                    263,                    263,                775813,              1322762,,,,                680000,                680000,,                333543,,                 50857,                 34253,,                326468,                411578,,                 49635,                              0,              1474756,              1474756,              2797518,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5285,2014年06月30日,,,,                308008,,                 37747,,                              0,,                561895,,                              0,,                 15248,,                580788,,                  3974,,                    826,              1508486,,,                691114,,                    783,                  6226,,                  8006,                706129,              2214615,,,,,                234097,,                  1620,,                  7419,,                 50997,,                     20,,                175764,                 13615,                 24152,,,                100000,                100000,                  3453,                103453,                611137,,,                              0,,                              0,,                248700,,                 20895,,                    262,                    262,                269857,                880994,,,,                680000,                680000,,                266118,,                 50857,                 34253,,                274171,                359281,,                 28222,                              0,              1333621,              1333621,              2214615,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5285,2014年03月31日,,,,                358861,,                 14104,,                              0,,                536484,,                              0,,                  5694,,                636849,,                  7740,,                    784,              1560517,,,                666558,,                    601,                  5528,,                 12488,                685175,              2245692,,,,,                325423,,                    573,,                     12,,                 57925,,                     24,,                 62505,                  6000,                 26465,,,                100000,                100000,                  2309,                102309,                581236,,,                              0,,                              0,,                248600,,                 21775,,                    260,                    260,                270635,                851871,,,,                680000,                680000,,                266118,,                 39729,                 34253,,                330122,                404104,,                 43599,                              0,              1393821,              1393821,              2245692,              0,              0,              0,,,                      1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5285,2013年12月31日,,,,,,                 33205,,                     71,,                444358,,,,                  1876,,                592292,,                  4669,,                    677,              1379482,,,                690028,,                    855,                  3888,,                 11436,                706207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,                302334,,                              0,              2085689,,,,                375755,,                  1199,,                     91,,                 46578,,                    108,,                 63097,                 29157,                 19297,,,                 84615,                 84615,                  1694,                 86309,                621591,,,                              0,,                              0,,                298500,,                 20600,,                    260,                    260,                319360,                940951,,,,                609000,                609000,,                127118,,                 39729,                 34253,,                287724,                361706,,                 46914,                              0,              1144738,              1144738,                              0,                              0,                              0
5285,2013年09月30日,,,,,,                  5582,,                     74,,                497908,,                  1725,,                  2516,,                561767,,                  5849,,                  1315,              1344700,,,                665486,,                    989,                  3914,,                 27989,                698378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,                267964,,                              0,              2043078,,,,                387118,,                    201,,                     32,,                 32285,,                     28,,                 56078,                 41306,                 14678,,,                 96154,                 96154,                  2305,                 98459,                630185,,,                              0,,                              0,,                298400,,                 16858,,                  2014,                  2014,                317272,                947457,,,,                609000,                609000,,                127118,,                 39729,                 29950,,                257156,                326835,,                 32668,                              0,              1095621,              1095621,,,
5285,2013年06月30日,,,,,,                  3801,,                     44,,                570000,,                  1740,,                  2594,,                586973,,                  5234,,                  1020,              1480584,,,                658387,,                  1242,                  2797,,                 42004,                704430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,                309178,,                              0,              2185014,,,,                499315,,                  1494,,                     75,,                 67450,,                      8,,                122951,                 43910,                 11764,,,,                              0,                  2592,                  2592,                749559,,,,,,,                338300,,                 16464,,                  2008,                  2008,                356772,              1106331,,,,                609000,                609000,,                127118,,                 39729,                 34253,,                227137,                301119,,                 41446,                              0,              1078683,              1078683,,,
