證券代號,年季,　 資產,　　 現金及約當現金,　　　 庫存現金,　　　 待交換票據,　　　 存放銀行同業,　　　 現金及約當現金合計,　　 存放央行及拆借銀行同業,　　　 拆放銀行同業,　　　 存放央行,　　　 轉存央行存款,　　　 存放央行及拆借銀行同業合計,　　 透過損益按公允價值衡量之金融資產,　　　 持有供交易之金融資產,　　　 透過損益按公允價值衡量之金融資產合計,　　 附賣回票券及債券投資,　　　 附賣回票券及債券投資,　　　 附賣回票券及債券投資淨額,　　 應收款項－淨額,　　　 應收票據,　　　 應收帳款,　　　 應收收益,　　　 應收利息,　　　 應收承兌票款,　　　 應收承購帳款－無追索權,　　　 應收信用卡款項,　　　 其他應收款,　　　 備抵呆帳－其他應收款,　　　 應收款項－淨額,　　 當期所得稅資產,　　　 本期所得稅資產合計,　　 待出售資產－淨額,　　　 其他待出售資產,　　　 待出售資產－淨額,　　 貼現及放款－淨額,　　　 出口押匯,　　　 短期放款,　　　 中期放款,　　　 長期放款,　　　 放款轉列之催收款項,　　　 備抵呆帳－貼現及放款,　　　 貼現及放款折溢價調整,　　　 貼現及放款－淨額,　　 備供出售金融資產－淨額,　　　 備供出售金融資產,　　　 備供出售金融資產評價調整,　　　 備供出售金融資產－淨額,　　 持有至到期日金融資產－淨額,　　　 持有至到期日金融資產,　　　 持有至到期日金融資產－淨額,　　 其他金融資產－淨額,　　　 以成本衡量之金融資產,　　　 累計減損－以成本衡量之金融資產,　　　 非放款轉列之催收款項,　　　 備抵呆帳－非放款轉列之催收款項,　　　 其他什項金融資產,　　　 其他金融資產－淨額,　　 不動產及設備－淨額,　　　 土地,　　　 房屋及建築,　　　 累計折舊－房屋及建築,　　　 機械及電腦設備,　　　 累計折舊－機械及電腦設備,　　　 交通及運輸設備,　　　 累計折舊－交通及運輸設備,　　　 什項設備,　　　 累計折舊－什項設備,　　　 租賃權益改良,　　　 累計折舊－租賃權益改良,　　　 租賃資產,　　　 累計折舊－租賃資產,　　　 不動產及設備－淨額,　　 無形資產－淨額,　　　 商譽,　　　 電腦軟體,　　　 無形資產－淨額,　　 遞延所得稅資產,　　　 遞延所得稅資產,　　　 遞延所得稅資產合計,　　 其他資產－淨額,　　　 預付費用,　　　 其他預付款,　　　 存出保證金,　　　 暫付及待結轉帳項,　　　 其他資產－淨額,　　 資產總計,　 負債及權益,　　 負債,　　　 央行及銀行同業存款,　　　　 銀行同業存款,　　　　 中華郵政轉存款,　　　　 透支銀行同業,　　　　 銀行同業拆放,　　　　 央行及銀行同業存款合計,　　　 透過損益按公允價值衡量之金融負債,　　　　 持有供交易之金融負債,　　　　 原始認列時指定透過損益按公允價值衡量之金融負債,　　　　 透過損益按公允價值衡量之金融負債合計,　　　 附買回票券及債券負債,　　　　 附買回票券及債券負債合計,　　　 應付款項,　　　　 應付帳款,　　　　 應付費用,　　　　 應付利息,　　　　 應付其他稅款,　　　　 應付股（官）息紅利,　　　　 承兌匯票,　　　　 應付承購帳款,　　　　 應付代收款,　　　　 其他應付款,　　　　 應付款項合計,　　　 當期所得稅負債,　　　　 本期所得稅負債合計,　　　 存款及匯款,　　　　 支票存款,　　　　 活期存款,　　　　 外匯活期存款,　　　　 定期存款（不含NCD）,　　　　 可轉讓定期存單,　　　　 外匯定期存款,　　　　 活期儲蓄存款,　　　　 行員活期儲蓄存款,　　　　 匯出匯款,　　　　 應解匯款,　　　　 存款及匯款合計,　　　 應付金融債券,　　　　 應付金融債券,　　　　 應付金融債券合計,　　　 特別股負債,　　　　 特別股負債,　　　　 特別股負債合計,　　　 其他金融負債,　　　　 結構型商品所收本金,　　　　 其他什項金融負債,　　　　 其他金融負債合計,　　　 負債準備,　　　　 保證責任準備,　　　　 員工福利負債準備,　　　　 其他營業準備,　　　　 負債準備合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他負債,　　　　 預收收入,　　　　 預收利息,　　　　 其他預收款,　　　　 存入保證金,　　　　 暫收及待結轉帳項,　　　　 其他雜項負債,　　　　 其他負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 其他資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈餘,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益－其他,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　　 庫藏股票,　　　　　 庫藏股票合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　　 非控制權益合計,　　　 權益總計,　　 負債及權益總計,　　 待註銷股本股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　 預收股款（權益項下）之約當發行股數（單位：股） ,　　　 無活絡市場之債務工具投資,　　　 累計減損-無活絡市場之債務工具投資,　　　　 應付租賃款,　　　 現金及約當現金總額,　　　 當期所得稅資產合計,　　　 無活絡市場之債務商品投資,　　　 累計減損－無活絡市場之債務商品投資,　　 資產總額,　 負債,　　 央行及銀行同業存款,　　　 銀行同業存款,　　　 中華郵政轉存款,　　　 透支銀行同業,　　　 銀行同業拆放,　　　 央行及銀行同業存款合計,　　 透過損益按公允價值衡量之金融負債,　　　 持有供交易之金融負債,　　　 原始認列時指定透過損益按公允價值衡量之金融負債,　　　 透過損益按公允價值衡量之金融負債合計,　　 附買回票券及債券負債,　　　 附買回票券及債券負債合計,　　 應付款項,　　　 應付帳款,　　　 應付費用,　　　 應付利息,　　　 應付其他稅款,　　　 應付股（官）息紅利,　　　 承兌匯票,　　　 應付承購帳款,　　　 應付代收款,　　　 其他應付款,　　　 應付款項合計,　　 當期所得稅負債,　　　 當期所得稅負債合計,　　 存款及匯款,　　　 支票存款,　　　 活期存款,　　　 外匯活期存款,　　　 定期存款（不含NCD）,　　　 可轉讓定期存單,　　　 外匯定期存款,　　　 活期儲蓄存款,　　　 行員活期儲蓄存款,　　　 匯出匯款,　　　 應解匯款,　　　 存款及匯款合計,　　 應付金融債券,　　　 應付金融債券合計,　　 特別股負債,　　　 特別股負債合計,　　 其他金融負債,　　　 結構型商品所收本金,　　　 應付租賃款,　　　 其他金融負債合計,　　 負債準備,　　　 保證責任準備,　　　 員工福利負債準備,　　　 其他營業準備,　　　 負債準備合計,　　 遞延所得稅負債,　　　 遞延所得稅負債合計,　　 其他負債,　　　 預收收入,　　　 預收利息,　　　 其他預收款,　　　 存入保證金,　　　 暫收及待結轉帳項,　　　 其他負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 其他資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈餘,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益－其他,　　　　 其他權益合計,　　　 庫藏股票,　　　　 庫藏股票合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　　 非控制權益合計,　　 權益總額,　　　 其他什項金融負債,　　　 其他雜項負債,　　　 預付其他稅款
2849,2015年09月30日,,,              1562218,                904034,              3649603,              6115855,,              7835198,              8165512,             36500000,             52500710,,             24689095,             24689095,,                748556,                748556,,                     73,                 51180,                431889,                399688,                269744,              3292580,              1976313,              2060474,              1365154,              7116787,,                291381,,                  6999,                  6999,,                 50410,             37628840,             70809425,             78466607,              2371925,              2619639,               -363407,            186344161,,             43891722,                    581,             43892303,,                894240,                894240,,                125859,                  5165,                  9288,                  9288,                553254,                673948,,                496505,                189561,                 60418,                394971,                309739,                 82999,                 62415,                273464,                216890,                543431,                420655,                 49761,                 10971,                949604,,                137326,                 91032,                228358,,              2768589,              2768589,,                 44966,                 38099,              5816746,                 43990,              5943801,            333164387,,,,                145000,              4056933,                              0,             12653920,             16855853,,              5054564,              3501861,              8556425,,              9416860,,                 25199,                570435,                620542,                 36937,                299090,                269744,                187911,                392403,              1487061,              3889322,,                228600,,              1499009,             22727487,             10455953,            138516666,              2581400,             32800337,             40499093,                767154,                718332,                 32500,            250597931,,             10000000,             10000000,,              1414865,              1414865,,              1982083,                 32129,              2014212,,                112377,                309956,                  6678,                429011,,                 64237,,                  3715,                 25785,                100531,                    538,                103238,                              0,                233807,            303701123,,,,             16796775,             16796775,,              1461505,              1461505,,              4259918,                249011,,              6570680,              6570680,             11079609,,                125375,                125375,,                              0,                              0,             29463264,,                              0,             29463264,            333164387,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,2015年06月30日,,,              1481317,                326329,              3967810,              5775456,,              7828166,             10161876,             38100000,             56090042,,             20366916,             20366916,,                548514,                548514,,                  3108,                 52163,                380728,                386806,                302878,              2895928,              1917902,              2127057,              1301805,              6764765,,                266696,,,,,                160103,             39959900,             72369769,             79481239,              1631456,              2299208,               -365725,            190937534,,             38584155,               -232283,             38351872,,                465900,                465900,,                125859,                  5165,                  2895,                  2908,                369672,                490353,,                500512,                193277,                 60198,                417542,                328888,                 85694,                 65062,                269845,                215013,                529784,                410929,                 48951,                  8871,                956644,,                137326,                 91504,                228830,,              2843816,              2843816,,                 35923,                 36862,              3158309,                  2483,              3233577,            327320915,,,,                145001,              4056933,                              0,              3106000,              7307934,,              2626766,              3514058,              6140824,,              8809538,,                 28670,                525337,                597405,                 77838,              1605986,                302905,                207883,                 78545,                807258,              4231827,,                219854,,              1241907,             21242518,              9538130,            146767001,              4451400,             34935613,             39787413,                739854,                 14301,                 25014,            258743151,,             10000000,             10000000,,              1414865,              1414865,,              1500062,,              1530822,,                 97587,                309956,                  6691,                414234,,                 42623,,                  3591,                 26354,                 81012,                    538,                 24222,,                135717,            298991389,,,,             16796775,             16796775,,              1461505,              1461505,,              4259918,                249011,,              5775335,              5775335,             10284264,,               -213018,               -213018,,                              0,                              0,             28329526,,                              0,             28329526,            327320915,              0,              0,              0,                              0,                              0,                 30760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,2015年03月31日,,,              1650929,                286717,              3653507,              5591153,,             10822481,              8817376,             39330000,             58969857,,             25565901,             25565901,,                448588,                448588,,                      3,                 56470,                326929,                389599,                238000,              2339620,              1901612,              2731715,              1289563,              6694385,,                202524,,,,,                247409,             42110355,             71099115,             79352183,              2205424,              2777544,               -375837,            191861105,,             36725310,               -153707,             36571603,,,,,                125859,                  5165,                  6917,                  6917,              1195572,              1316266,,                500512,                193277,                 59254,                447812,                356581,                 85528,                 64206,                271760,                214719,                526069,                400906,                 48381,                  6818,                970855,,                137326,                100847,                238173,,              2989682,              2989682,,                 42798,                 20088,              3138154,                 12885,              3213925,            334634017,,,,                145000,              4056933,                  2924,              8994700,             13199557,,              3122285,              8542738,             11665023,,              5282481,,                 32444,                419870,                621036,                 40122,                498484,                238084,                512842,                 55639,              1433257,              3851778,,                              0,,              1228326,             21002701,              9259319,            151000700,              4164100,             30537901,             40640942,                785116,                 21634,                 10844,            258651583,,             10000000,             10000000,,              1414865,              1414865,,              1206712,,              1236297,,                109918,                309956,                  7022,                426896,,                 45134,,                  4140,                  2246,                107316,                    538,                 52800,,                167040,            305940654,,,,             16796775,             16796775,,              1461505,              1461505,,              3299474,                777149,,              6480643,              6480643,             10557266,,               -122183,               -122183,,                              0,                              0,             28693363,,                              0,             28693363,            334634017,              0,              0,              0,                              0,                              0,                 29585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,2014年12月31日,,,              1576849,                509795,              5480717,              7567361,,              8495832,             10939641,             43530000,             62965473,,             25436545,             25436545,,              1029062,              1029062,,                    932,                 46517,                290193,                371542,                422969,              2081853,              1917393,              1701851,              1227450,              5605800,,                221936,,                              0,                              0,,                408593,             39742730,             72681475,             80348295,                598160,              2371059,               -398986,            191009208,,             33503186,               -316159,             33187027,,                              0,                              0,,                125859,                  5165,                    162,                    162,              1012678,              1133372,,                500512,                193277,                 58309,                455676,                359091,                 85471,                 63961,                276411,                218857,                502389,                393384,                 48381,                  4765,                963750,,                137326,                108318,                245644,,              3065512,              3065512,,                 20462,                 34811,              2535920,                 54569,              2645762,            335076452,,,,                145174,              4056933,                 50324,              9025950,             13278381,,              2516320,              8570813,             11087133,,              3180978,,                 23978,                582373,                506313,                 78781,                398787,                427999,                464691,                 67568,              1117016,              3667506,,                 39072,,              1401570,             22452008,              8882376,            150794324,              5245600,             32331278,             40919664,                695195,                 15758,                  7880,            262745653,,             10000000,             10000000,,              1414865,              1414865,,              1035494,                 40525,              1076019,,                 96609,                309956,                  7098,                413663,,                 74141,,                  5274,                  4846,                101116,                    538,                 10916,                              0,                122690,            307100101,,,,             16796775,             16796775,,              1461505,              1461505,,              3299474,                777149,,              5876308,              5876308,              9952931,,               -234860,               -234860,,                              0,                              0,             27976351,,                              0,             27976351,            335076452,              0,              0,              0,                              0,                              0,                 40525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,2014年09月30日,,,              1487356,                387236,              6275263,              8149855,,              6946507,             11468176,             50430000,             68844683,,             22063238,             22063238,,                              0,                              0,,                 90693,                 62943,                371528,                391007,                342311,              1845123,              1864833,              1729886,              1230636,              5467688,,                188704,,                              0,                              0,,                188554,             43915825,             70925737,             79281149,                949518,              2513390,               -357908,            192389485,,             37412887,               -567270,             36845617,,                              0,                              0,,                127127,                  5165,                  6594,                  6594,                827195,                949157,,                500512,                193277,                 57366,                464154,                380077,                 85477,                 64081,                277876,                219853,                500566,                384233,                 48118,                  2722,                961648,,                137326,                 97294,                234620,,              3181456,              3181456,,                 42837,                 14377,              1690050,                  1572,              1748836,            341024987,,,,                145174,              4056933,                              0,              6998900,             11201007,,              2282337,              8616328,             10898665,,              4446843,,                 44004,                500172,                776062,                 41864,                299090,                342311,                714041,                377340,                688442,              3783326,,                  4191,,              1258535,             21778608,              9926792,            157573468,             11047100,             27797072,             41138937,                688565,                 18085,                 14319,            271241481,,             10000000,             10000000,,              1414865,              1414865,,                682346,                 39360,                721706,,                 67452,                329237,                  7101,                403790,,                 58888,,                  6692,                  6572,                 69598,                    538,                 20018,                    106,                103524,            314278286,,,,             16796775,             16796775,,              1461505,              1461505,,              3299474,                777149,,              4970070,              4970070,              9046693,,               -558272,               -558272,,                              0,                              0,             26746701,,                              0,             26746701,            341024987,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,2014年06月30日,,,              1407153,                304976,              5221257,              6933386,,              3882968,             12379348,             52030000,             68292316,,              5722605,              5722605,,                592906,                592906,,                              0,                103270,                411834,                321952,                845153,              3237003,              1828517,              2881167,              1224055,              8404841,,                255043,,,,,                304088,             45683938,             69202529,             78908441,                869680,              2305666,               -334812,            192328198,,             58101113,               -525403,             57575710,,                              0,                              0,,                127127,                  5165,                 11976,                 11976,                174043,                537521,,                500512,                193277,                 56420,                537883,                471400,                 85486,                 62904,                276571,                217686,                490077,                374993,                 48118,                    681,                947840,,                137326,                101762,                239088,,              3319934,              3319934,,                 34309,                 15014,              2077922,                  8979,              2136224,            347285612,,,,                145174,              4056933,                              0,              9421650,             13623757,,              1382013,              8621407,             10003420,,              4121704,,                 44641,                465177,                692224,                 37616,              1657214,                845153,              1625265,                101968,                505046,              5974304,,                  7247,,              1551819,             22118711,              8664069,            162322997,             15263800,             23744557,             40478526,                678987,                 25239,                 74135,            274922840,,             10000000,             10000000,,              1414865,              1414865,,                480237,,                518636,,                 61872,                329237,                  7371,                398480,,                 71435,,                  7751,                  9682,                 64627,                    538,                 47886,,                130484,            321187172,,,,             16796775,             16796775,,              1461505,              1461505,,              3299474,                777149,,              4304885,              4304885,              8381508,,               -541348,               -541348,,                              0,                              0,             26098440,,                              0,             26098440,            347285612,              0,              0,              0,                260921,                 19405,                 38399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,2014年03月31日,,,              1485083,                389750,              4963854,              6838687,,              1832880,             11397707,             55400000,             68630587,,             17237873,             17237873,,              1540197,              1540197,,                              0,                 40278,                409982,                309423,                815897,              3733928,              1785009,              2241314,              1213323,              8122508,,                184523,,,,,                470075,             49012555,             71362253,             77502598,              1390170,              2358516,               -266081,            197113054,,             57368558,               -595886,             56772672,,,,,                127127,                  5165,                  6343,                  6343,                883081,              1246971,,                500512,                193277,                 55477,                567302,                494033,                 85921,                 63706,                280077,                219368,                482534,                370313,                              0,                              0,                906726,,                137326,                110948,                248274,,              3489011,              3489011,,                 38451,                 20475,              2200801,                  1192,              2260919,            364592002,,,,                145174,              4056933,                    279,             14369000,             18571386,,              1469870,              8642991,             10112861,,              4926784,,                 49717,                380933,                733998,                 19768,                498484,                815897,              1871608,                 69152,              1437568,              5877125,,                 22750,,              1513204,             21600406,              8412821,            163846904,             18964300,             29763560,             41934814,                737379,                 20089,                112430,            286905907,,             10000000,             10000000,,              1414865,              1414865,,                105063,,                105063,,                 60708,                329237,                  7427,                397372,,                 64553,,                  8969,                 12638,                 62517,                    538,                 35196,,                119858,            338518524,,,,             16796775,             16796775,,              1461505,              1461505,,              2507098,                133094,,              5763694,              5763694,              8403886,,               -588688,               -588688,,                              0,                              0,             26073478,,                              0,             26073478,            364592002,              0,              0,              0,                266069,                 24141,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,2013年12月31日,,,              1444619,                371459,              2377120,,,                              0,             12118842,             55280000,             67398842,,             16697537,             16697537,,              1773334,              1773334,,                              0,                 49034,                358948,                252198,                398371,              2834296,              1835193,              1825972,              1182932,              6371080,,,,,,,                 24726,             36705397,             73458515,             76718645,              1307463,              2090011,               -296488,            185828247,,             58813106,               -754753,             58058353,,,,,                127127,                  5165,                              0,                              0,                431022,                786193,,                500512,                193277,                 54532,                566905,                486884,                 85629,                 62503,                282257,                217231,                482290,                361424,                              0,                              0,                928296,,                137326,                121832,                259158,,              3553076,              3553076,,                 21157,                  7416,              2186055,                    245,              2214873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,             10000000,,,              1414865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,,,,,,,,              0,              0,              0,,,,              4193198,                184523,                261096,                 27887,            348246710,,,              4267107,                              0,                              0,             11137291,             15404398,,              1092912,              8665376,              9758288,,              3994956,,                 91906,                493806,                534156,                 40879,                398787,                398420,              1689207,                 92618,                597004,              4336783,,                 47450,,              1972890,             19544373,              7970249,            163117622,             19589300,             23050129,             40668638,                685516,                 28270,                  2162,            276629149,,             10000000,,              1414865,,                883607,                              0,                883607,,                 53337,                329237,                  7064,                389638,,                 45124,,                  9940,                 11886,                 79484,                    538,                  7840,                109688,            323013946,,,,             16796775,             16796775,,              1461505,              1461505,,              2507098,                133094,,              5097289,              5097289,              7737481,,               -762997,               -762997,,                              0,             25232764,,                              0,             25232764,,,
2849,2013年09月30日,,,              1320859,                458669,              1986930,,,              9836705,             12767389,             54980000,             77584094,,             15144253,             15144253,,              1550001,              1550001,,                              0,                 36048,                465474,                299487,                652872,              2152448,              1806956,              2362137,              1161317,              6614105,,,,,,,                 41086,             38394948,             77580066,             76528648,              1137147,              2017786,               -331113,            191332996,,             61490776,               -823781,             60666995,,,,,                127127,                  5165,                  5386,                  3769,                379150,                729520,,                500512,                193277,                 53589,                555310,                485192,                 92161,                 67991,                297935,                226010,                492468,                403002,                              0,                              0,                895879,,                137326,                130089,                267415,,              3725296,              3725296,,                 40634,                  5075,              2183243,                    888,              2229840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,             10000000,,,              1414865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,,,,,,,,              0,              0,              0,,,,              3766458,                184523,                258479,                 31688,            364691375,,,                145174,              4257112,                575098,              7955655,             12933039,,                934997,              8667038,              9602035,,              5373337,,                 91394,                419795,                850717,                 18552,                299090,                652872,              1723973,                292574,              1503345,              5852312,,                 90018,,              1727375,             19240043,              9128999,            174065663,             26104600,             23983892,             38935428,                713390,                 22385,                 11417,            293933192,,             10000000,,              1414865,,                625273,,                625273,,                 47994,                428588,                  7081,                483663,,                 26069,,                 10978,                 12447,                 87654,                    538,                 56020,                167637,            340501440,,,,             16796775,             16796775,,              1461505,              1461505,,              2507098,                133094,,              4136109,              4136109,              6776301,,               -844646,               -844646,,                              0,             24189935,,                              0,             24189935,                              0,                              0,
2849,2013年06月30日,,,              1436283,              1023050,              4051698,,,              4015590,             15566118,             54980000,             74561708,,             15862365,             15862365,,              2005492,              2005492,,,                 34980,                567066,                336056,              1113073,              2224513,              1686312,              5822737,              1149697,             10635040,,,,,                 19472,,                 65398,             49780548,             81718626,             79826349,              1747297,              2483845,               -320425,            210333948,,             77198755,               -877499,             76321256,,,,,                127127,                  5165,                  7823,                  6262,                234608,                584522,,                500512,                193277,                 52644,                555711,                478030,                 92660,                 67450,                301235,                224866,                499329,                403703,                              0,                              0,                916031,,                137326,                140917,                278243,,              3794022,              3794022,,                 33123,                  2336,              2161314,                  3179,              2199952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,             10000000,,,              1414865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,,,,,,,,              0,              0,              0,,,,              6511031,                184523,                262666,                 36275,            404207605,,,                145174,              4297112,              2626334,             14859260,             21927880,,                973076,              8666348,              9639424,,              8706759,,                 91565,                480442,                848392,                 42702,                199393,              1113073,              1393090,                 91615,              5515658,              9775930,,                149726,,              1940818,             18195079,              8380630,            186024811,             36463300,             23711471,             41649454,                767752,                 24751,                  2088,            317160154,,             10000000,,              1414865,,                497335,                              0,                497335,,                 46955,                428588,                  6999,                482542,,                 45047,,                 11647,                 14692,                 91923,                    538,                135446,                254246,            380053908,,,,             16796775,             16796775,,              1461505,              1461505,,              2507098,                133094,,              4133284,              4133284,              6773476,,               -878059,               -878059,,                              0,             24153697,,                              0,             24153697,,,
