證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－其他行業,　　　　　 存貨－其他行業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 其他預付款,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期遞延收入,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 短期借款,　　　　 短期借款合計,　　　　 土地淨額,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築淨額,　　　　 售氣及輸氣設備淨額,　　　　　 售氣及輸氣設備淨額,　　　　 電腦通訊設備淨額,　　　　　 電腦通訊設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備淨額,　　　　 其他設備淨額,　　　　　 其他設備淨額,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 長期應收票據及款項,　　　　　 催收款項,　　　　　 長期應收票據及款項淨額,　　　　　 其他非流動資產－其他
9908,2015年09月30日,,,,              1555342,,                869574,,                962655,,                     73,,                348971,,                  9884,,                    108,,                    205,,,                160183,                160183,,                 41678,                 41678,,                600000,                    866,                600866,              4549539,,,              2528369,,                195019,,                789617,,              3962653,,              2232604,,                 13000,                 31405,,                  7965,                 12217,                  8327,,                    922,                 29431,              9782098,             14331637,,,,,                              0,,                              0,,                    262,,                204256,,                  3554,,                586528,                 52618,,,                702918,                 10638,                713556,              1560774,,,                              0,,                969965,,                615818,                165482,                354403,                 68201,              1203904,              2173869,              3734643,,,,              5163580,              5163580,,                 57183,,              1154925,              1198271,,                861449,              3214645,,              1230862,                 17944,              9648326,                948668,             10596994,             14331637,              0,     15493101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908,2015年06月30日,,,,              1745520,,                831056,,              1071583,,                 11809,,                379370,,                  6768,,                 69870,,                    187,,,                149219,                149219,,,                 46684,,                600000,                    852,                600852,              4912918,,,              2609467,,                195019,,                774236,,              3953502,,              2242376,,                 14561,                 32079,,                  4371,                 10605,                  9326,,                    895,                 25197,              9846437,             14759355,,,,,,,                              0,,                    349,,                213368,,                  2542,,              1120653,                 55385,,,                704554,                  9294,                713848,              2106145,,,                  2351,,                969965,,                582653,                167962,                351987,                 67752,              1170354,              2142670,              4248815,,,,              5163580,              5163580,,                 57183,,              1154925,              1198271,,                615698,              2968894,,              1397185,                 17944,              9568898,                941642,             10510540,             14759355,              0,     15493000,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908,2015年03月31日,,,,              1810816,,                860384,,              1119634,,                  7873,,                581580,,                  9921,,                 10814,,                    187,,,                152788,                152788,,                 48741,                 48741,,                280000,                    318,                280318,              4883056,,,              2593719,,                195019,,                812078,,              3911743,,              2251235,,                 16123,                 32572,,                  3329,                 10594,                 10326,,                    848,                 25097,              9837586,             14720642,,,,,,,                              0,,                     50,,                338550,,                  1644,,                581758,                 81311,,,                714879,                  9382,                724261,              1727574,,,                  2310,,                969965,,                544371,                170525,                347735,                 67288,              1129919,              2102194,              3829768,,,,              5163580,              5163580,,                 50847,,              1089251,              1191704,,              1040581,              3321536,,              1435543,                 17944,              9953562,                937312,             10890874,             14720642,              0,     15493000,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908,2014年12月31日,,,,              1335651,,              1122009,,              1282174,,                  9613,,                656554,,                 22282,,                  7262,,                    384,,,                149029,                149029,,                 47631,                 47631,,                230000,                    396,                230396,              4862985,,,              2466633,,                195019,,                780339,,              3883966,,              2261010,,                 16992,                 32893,,                  1727,                 11335,                 11325,,                    870,                 25257,              9662109,             14525094,,,,,                              0,,                 30000,,                    100,,                431354,,                  5416,,                640108,                 44037,,,                691428,                  9702,                701130,              1852145,,,                  2270,,                969965,,                487268,                171703,                346074,                 66004,              1071049,              2043284,              3895429,,,,              5163580,              5163580,,                 50847,,              1089251,              1191704,,                940521,              3221476,,              1295055,                 17944,              9713014,                916651,             10629665,             14525094,              0,     15493101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908,2014年09月30日,,,,              1512524,,              1025528,,              1290703,,                  7195,,                528406,,                 13615,,                    123,,                    275,,,                150439,                150439,,                 69332,                 69332,,                100000,                    850,                100850,              4698990,,,              2421133,,                195664,,                769925,,              3849359,,              2270305,,                 17841,                 31029,,                  1235,                 11911,                 12324,,                  1270,                 26740,              9581996,             14280986,,,,,                100000,,                 30000,,                  1132,,                289166,,                  1779,,                611110,                 30744,,,                648755,                 10123,                658878,              1722809,,,                  2449,,                969965,,                436939,                159730,                346312,                 64689,              1007670,              1980084,              3702893,,,,              5163580,              5163580,,                 50847,,              1089251,              1191704,,                859127,              3140082,,              1317845,                 17944,              9654410,                923683,             10578093,             14280986,              0,     15493101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908,2014年06月30日,,,,              1829984,,                776344,,              1156180,,                    244,,                601057,,                 10029,,                169813,,                    236,,,                155150,                155150,,,                 55714,,                100000,                    853,                100853,              4855604,,,              2372710,,                205063,,                748943,,              3801506,,              2281646,,                 19315,                 38226,,                  1771,                 26896,                 13323,,                  1184,                 43174,              9510583,             14366187,,,,,,,                              0,,                  1744,,                328481,,                  9673,,              1148546,                 48200,,,                616231,                  8972,                625203,              2161847,,,                  2405,,                969965,,                381024,                162666,                342068,                 63813,                949571,              1921941,              4083788,,,,              5163580,              5163580,,                 50847,,              1089251,              1191704,,                637580,              2918535,,              1270229,                 17944,              9385247,                897152,             10282399,             14366187,              0,     15493000,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908,2014年03月31日,,,,              1704544,,                572429,,              1131802,,                 15758,,                789908,,                  7002,,                  1278,,                    228,,,                140590,                140590,,                 51514,                 51514,,                100000,                    349,                100349,              4515402,,,              2364759,,                216059,,                778463,,              3761934,,              2292989,,                 20403,                 37238,,                  2332,                 28997,                 14323,,                  1037,                 46689,              9518534,             14033936,,,,,,,                 20000,,                    191,,                449775,,                  2954,,                583545,                 60175,,,                560132,                  8937,                569069,              1685709,,,                  2362,,                969965,,                325192,                175247,                337375,                 63458,                901272,              1873599,              3559308,,,,              5163580,              5163580,,                 44512,,              1026804,              1185459,,                970304,              3182567,,              1217825,                 17944,              9590540,                884088,             10474628,             14033936,              0,     15493000,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9908,2013年12月31日,,,,,,                371157,,              1156294,,                 16909,,                726520,,                 14496,,                    127,,,,,                149654,                149654,,                 43014,                 43014,,                100000,                    194,                100194,              4479041,,,              2361203,,                216059,,                759386,,              3723776,,              2304332,,                 21830,                 37798,,                  3157,                 29858,                 15322,,                    978,                 49315,              9473699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     15493000,              0,              1900349,                    327,             13952740,,,,                 20000,,                    311,,                472169,,                  8093,,                629012,                 42598,,                589181,              1761364,,,                  2319,,                969965,,                263961,                178576,                328393,                 61490,                832420,              1804704,              3566068,,,,              5163580,              5163580,,                 44512,,              1026804,              1185459,,                878702,              3090965,,              1228744,                 17944,              9509857,                876815,             10386672,,                              0,,,,,,,,,,,,,,,,,,,,
9908,2013年09月30日,,,,,,                519513,,              1542777,,                    130,,                521671,,                  8058,,                    118,,,,,                154326,                154326,,                 45095,                 45095,,                100000,                    838,                100838,              4110962,,,              2396469,,                216059,,                739904,,              3664475,,              2316756,,                 23258,                 44095,,                  2665,                 29201,                 16321,,                  1297,                 49484,              9450500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     15493000,              0,              1218149,                    287,             13561462,,,,                              0,,                    431,,                289929,,                  5961,,                612116,                 29120,,                534097,              1546654,,,                  2501,,                969965,,                208841,                174321,                321620,                 61350,                766132,              1738598,              3285252,,,,              5163580,              5163580,,                 44512,,              1026804,              1185459,,                778693,              2990956,,              1220412,                 17944,              9401516,                874694,             10276210,,                 75000,,,,,,,,,,,,,,,,,,,,
9908,2013年06月30日,,,,,,                589840,,              1217247,,                    204,,                587897,,                  5280,,                124624,,,,,                155311,                155311,,                 47590,                 47590,,                100000,                    406,                100406,              4310751,,,              2361417,,                232974,,                724365,,              3616264,,              2328527,,                 24535,                 43975,,                  2497,                 28485,                 17320,,                  1254,                 49556,              9381613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     15493000,              0,              1482099,                    253,             13692364,,,,                              0,,                    552,,                302660,,                  3779,,              1131904,                 52877,,                515497,              2012269,,,                  2455,,                969965,,                153372,                179790,                315493,                 58209,                706864,              1679284,              3691553,,,,              5163580,              5163580,,                 38177,,              1026804,              1185459,,                518699,              2730962,,              1220856,                 17944,              9135631,                865180,             10000811,,                  5000,,,,,,,,,,,,,,,,,,,,
