證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 本期所得稅負債,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 當期所得稅資產合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 非控制權益,　　 權益總額,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 避險之衍生金融負債－流動,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債券投資－非流動淨額,　　　　 預付投資款,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計
3519,2015年09月30日,,,,                433423,,                 46466,,                354251,,                165422,,              2328256,,                162136,,                  8402,,              2312973,,              1034821,,                  6423,              6852573,,,                 84176,,                149367,,             10581632,,                 13922,                329412,,              3079095,             14237604,             21090177,,,,,              5136137,,                 26923,,              4171438,,              1714644,,                 27277,,,              2603247,              2603247,                 49307,              2652554,             13728973,,,                113814,,                 75805,,                114844,,                 21292,                 58463,                 79755,                384218,             14113191,,,,              4142615,              4142615,,              3878771,,,             -1475575,             -1475575,,,                170298,,               -515824,               -345526,                              0,              6200285,                              0,                776701,              6976986,             21090177,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519,2015年06月30日,,,,                846952,,                    884,,                324172,,                101331,,              1836882,,                169894,,                 13002,,              2334025,,                951089,,                  6319,              6584550,,,                112551,,                146209,,             10830165,,                 14716,                329380,,              3126856,             14559877,             21144427,,,,,              4400675,,                  4343,,              4025704,,              1547030,,                 24048,,,              3112891,              3112891,                 38341,              3151232,             13153032,,,                232886,,                 75463,,                101582,,                 21155,                 60619,                 81774,                491705,             13644737,,,,              4142615,              4142615,,              3878771,,,               -908565,               -908565,,,                111755,,               -487449,               -375694,                              0,              6737127,                              0,                762563,              7499690,             21144427,              0,              0,              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519,2015年03月31日,,,,              1022687,,                              0,,                358464,,                 37458,,              2383871,,                111066,,                 19011,,              2483232,,              2444439,,                  6176,              8866404,,,                139034,,                139607,,             11220898,,                 15610,                324828,,              1716063,             13556040,             22422444,,,,,              4815555,,                 15583,,              4085123,,              1528030,,                 29025,,,              2374206,              2374206,                 88128,              2462334,             12935916,,,              1721717,,                 75121,,                101153,,                 21022,                 64139,                 85161,              1983152,             14919068,,,,              3795785,              3795785,,              5718464,,,             -2475498,             -2475498,,,                131018,,               -460966,               -329948,                              0,              6708803,                              0,                794573,              7503376,             22422444,              0,              0,              0,,                    266,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519,2014年12月31日,,,,                757189,,                  2639,,                308878,,                 22928,,              3243368,,                 52951,,                 18368,,              2619203,,              2659707,,                  7554,              9692785,,,                130521,,                142818,,             11635719,,                 15990,                330128,,              1705294,             13960470,             23653255,,,,,              5571195,,                 23527,,              3941356,,              1244784,,                 23858,,,              2680753,              2680753,                 89432,              2770185,             13574905,,,              1876543,,                 74779,,                108997,,                 20889,                 49564,                 70453,              2130772,             15705677,,,,              3795785,              3795785,,              5716800,,,             -2092879,             -2092879,,,                161420,,               -469479,               -308059,                              0,              7111647,                              0,                835931,              7947578,             23653255,              0,              0,              0,,                              0,                              0,,                              0,                757189,                308878,                 18368,,                              0,             23653255,,,,              5571195,,                              0,,                 23527,,              3941356,,              1244784,                              0,,                 23858,,,              2680753,              2680753,                 89432,              2770185,             13574905,,,              1876543,,                 74779,,                108997,,                 20889,                 49564,                 70453,              2130772,             15705677,,,,              3795785,              3795785,,              5716800,,,             -2092879,             -2092879,,,                161420,,               -469479,               -308059,                              0,              7111647,                              0,                835931,              7947578,,,,,,,,,,,
3519,2014年09月30日,,,,                835415,,                 12237,,                281330,,                 23934,,              2990393,,                172099,,                 38576,,              2978464,,              2473118,,                 10779,              9816345,,,                158896,,                141996,,             12072360,,                 15711,                321746,,              2145978,             14856687,             24673032,,,,,              5556062,,                 22102,,              3830269,,              1248601,,                 23115,,,              2185554,              2185554,                123639,              2309193,             12989342,,,              2537583,,                 74443,,                 89517,,                 18381,                 41702,                 60083,              2761626,             15750968,,,,              3795785,              3795785,,              5717455,,,             -1031710,             -1031710,,,                 70471,,               -441104,               -370633,                              0,              8110897,                              0,                811167,              8922064,             24673032,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519,2014年06月30日,,,,                912064,,                              0,,                217241,,                 35054,,              2585276,,                 30742,,                 35460,,              2870182,,              2482363,,                  7884,              9176266,,,                174974,,                125325,,             12370368,,                 13449,                324369,,              2130399,             15138884,             24315150,,,,,              4779362,,                  2495,,              3673815,,              1041016,,                 22019,,,              1772663,              1772663,                155033,              1927696,             11464752,,,              3166803,,                 74107,,                 83335,,                 18255,                 13700,                 31955,              3356200,             14820952,,,,              3795785,              3795785,,              5700763,,,               -395795,               -395795,,,                 15955,,               -425026,               -409071,                              0,              8691682,                              0,                802516,              9494198,             24315150,              0,              0,              0,,                  4617,                 13732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519,2014年03月31日,,,,              1624878,,                  1698,,                237831,,                 58087,,              2177549,,                 61050,,                 27730,,              2013248,,              2417604,,                  4759,              8624434,,,                177811,,                130425,,             12804265,,                 13610,                327421,,              2127594,             15581126,             24205560,,,,,              4883818,,                  3742,,              3381904,,                907495,,                 21180,,,              2134473,              2134473,                193388,              2327861,             11653388,,,              2684269,,                 73771,,                 86785,,                 18207,                 37397,                 55604,              2900429,             14553817,,,,              3795785,              3795785,,              8082433,,,             -2535789,             -2535789,,,                 57925,,               -422189,               -364264,                              0,              8978165,                              0,                673578,              9651743,             24205560,              0,              0,              0,,                              0,                 27609,,                 99779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519,2013年12月31日,,,,,,                              0,,,,                 45219,,              2449497,,                 53745,,,,              1958286,,              2217914,,                  4173,              8347977,,,                189161,,                130425,,             13161069,,                 14288,                338013,,              2306465,             16139421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,                983742,                498239,                 27378,,                109784,             24487398,,,,              5110377,,                548442,,                              0,,              3854202,,              1264862,                 30478,,                 20562,,,              1876237,              1876237,                253918,              2130155,             12959078,,,              2476807,,                 73435,,                 94240,,                 18145,                 63130,                 81275,              2725757,             15684835,,,,              3441285,              3441285,,              7478144,,,             -2392512,             -2392512,,,                 32845,,               -410839,               -377994,                              0,              8148923,                              0,                653640,              8802563,,                              0,,,,,,,,,
3519,2013年09月30日,,,,,,                              0,,,,                 28701,,              2248362,,                136470,,,,              2198169,,              2154965,,                  1252,              9107370,,,                160787,,                246830,,             13821813,,                 13867,                330371,,              2506336,             17080004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,              1854757,                450610,                 34084,,                              0,             26187374,,,,              5175521,,                598696,,                  1247,,              3601736,,              1547455,                 18086,,                 20179,,,              2146298,              2146298,                346144,              2492442,             13455362,,,              3064167,,                 73105,,                 79846,,                 14521,                 82929,                 97450,              3314568,             16769930,,,,              3441285,              3441285,,              7483687,,,             -1702120,             -1702120,,,                  5646,,               -439213,               -433567,                              0,              8789285,                              0,                628159,              9417444,,,,,,,,,,,
3519,2013年06月30日,,,,,,,,,,                 10114,,              2664281,,                 93788,,,,              2334632,,              1911227,,                 14296,              9493480,,,                167408,,                242037,,             14360185,,                 14790,                334319,,              2818235,             17936974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,              2354146,                 94084,                 16912,,                              0,             27430454,,,,              5724701,,                399187,,                  2495,,              3180022,,              1418880,                              0,,                 19823,,,              2528456,              2528456,                390913,              2919369,             13664477,,,              3577928,,                 72775,,                 75797,,                 14512,                139403,                153915,              3880415,             17544892,,,,              3441285,              3441285,,              7527199,,,             -1253047,             -1253047,,,                 24040,,               -432592,               -408552,                              0,              9306885,                  5077,                573600,              9885562,,                              0,,,,,,,,,
