證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 商譽,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 預付投資款,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　　　 應付股利,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　 其他應付款－其他,　　　　 應付股利,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產－流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產評價調整－流動,　　　　 備供出售金融資產－流動,　　　　 備供出售金融資產評價調整－流動,　　　　 存貨－買賣業,　　　　　 商品存貨,　　　　　 在途商品,　　　　　 備抵存貨跌價,　　　　　 存貨－買賣業淨額,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產－非流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產評價調整－非流動,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備成本,　　　　　 累計折舊－辦公設備,　　　　　 辦公設備淨額,　　　　 租賃改良淨額,　　　　　 租賃改良成本,　　　　　 累計折舊－租賃改良,　　　　　 租賃改良淨額,　　　 庫藏股票
3010,2015年09月30日,,,,              2922606,,                278195,,              1813113,,              9372098,,                 89500,,                 81386,,                  1457,,                              0,,              4009439,,                431921,,                550204,                550204,             19549919,,,                510630,,              4446818,,              2258314,,,                 12352,                 33596,                 45948,                182545,,                  5795,                 87499,                122503,,                 17408,                233205,              7677460,             27227379,,,,,              4631115,,                              0,,                  8120,,                419400,,                233691,,              5316837,,                258967,,                733053,                733053,                109027,,                 49695,,,                 34134,                254050,                288184,             12048089,,,                988534,,              2415795,,                 14760,,                783296,,                327862,                    461,                328323,              4530708,             16578797,,,,              2313901,              2313901,,              1348767,,              1591558,                 72302,,              3944347,              5608207,,                458419,              9729294,                919288,             10648582,             27227379,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,2015年06月30日,,,,              2973617,,                269202,,              1532829,,              8386716,,                 66260,,                 92318,,                 78255,,                              0,,              3694437,,                416673,,                478895,                478895,             17989554,,,                412491,,              4411683,,              2030924,,,                 14507,                 32322,                 46829,                185011,,                  4513,                 71333,                              0,,                 14416,                 90262,              7177200,             25166754,,,,,              3585732,,                              0,,                              0,,                424153,,                215366,,              4970930,,                253866,,                840826,              1606062,                135122,,                 64751,,,                 22134,                281693,                303827,             11559809,,,                984969,,              1458815,,                 14760,,                719835,,                327832,                    461,                328293,              3506672,             15066481,,,,              2313901,              2313901,,              1356142,,              1591558,                 72302,,              3657993,              5321853,,                263896,              9255792,                844481,             10100273,             25166754,              0,              0,,                    352,                765236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,2015年03月31日,,,,              2880586,,                296396,,              1456789,,              8824467,,                 77032,,                  5310,,                  1714,,                              0,,              3654909,,                396411,,                585862,                585862,             18179476,,,                536145,,              4370919,,              1885550,,,                 16972,                 32596,                 49568,                169392,,                116811,                175276,                              0,,                 26748,                318835,              7330409,             25509885,,,,,              4377811,,                 50000,,                    513,,                491784,,                204770,,              4858133,,                265987,,,                832721,                159578,,                 42417,,,                 19165,                147179,                166344,             11450058,,,                981417,,              1296993,,                 14760,,                727508,,                328658,                    461,                329119,              3349797,             14799855,,,,              2313901,              2313901,,              1353644,,              1464197,                 72302,,              4291237,              5827736,,                378469,              9873750,                836280,             10710030,             25509885,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,2014年12月31日,,,,              2486882,,                242795,,              1468807,,              9592901,,                 86071,,                 31038,,                  3552,,                              0,,              3567309,,                422061,,              1305206,              1305206,             19206622,,,                533400,,              4300428,,              1800118,,,                 18616,                 32810,                 51426,                171618,,                112225,                108243,                  3000,,                 31113,                254581,              7111571,             26318193,,,,,              5285762,,                150000,,                  1761,,                453583,,                232594,,              4965799,,                229312,,                857666,                857666,                147820,,                 47016,,,                 19475,                113718,                133193,             12504506,,,                977877,,              1311694,,                 14760,,                712705,,                329448,                    461,                329909,              3346945,             15851451,,,,              2313901,              2313901,,              1326412,,              1464197,                 72302,,              4022963,              5559462,,                444472,              9644247,                822495,             10466742,             26318193,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,2014年09月30日,,,,              2271893,,                249781,,              1344662,,             10028972,,                106095,,                 20989,,                  1237,,                              0,,              3438326,,                532610,,              1557723,              1557723,             19552288,,,                526911,,              4095576,,              1592011,,,                 27619,                 32020,                 59639,                184961,,                148930,                112952,                              0,,                 22687,                284569,              6743667,             26295955,,,,,              5479961,,                250000,,                              0,,                474085,,                254764,,              5459681,,                226001,,                728492,                728492,                141040,,                 78251,,,                 20461,                147036,                167497,             13259772,,,                974350,,              1174257,,                 14760,,                661705,,                328317,                  6871,                335188,              3160260,             16420032,,,,              2313901,              2313901,,              1303878,,              1464197,                 72302,,              3678739,              5215238,,                268768,              9101785,                774138,              9875923,             26295955,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,2014年06月30日,,,,              2605317,,                373192,,              1096222,,              9191907,,                104665,,                 36473,,                 69743,,                              0,,              3230613,,                345620,,                884124,                884124,             17937876,,,                512775,,              3997337,,              1613469,,,                 30505,                 31703,                 62208,                182618,,                128352,                108324,                              0,,                 29110,                265786,              6634193,             24572069,,,,,              4220035,,                250000,,                              0,,                443799,,                264961,,              4900942,,                235140,,                810666,              1506485,                142222,,                 86925,,,                 14455,                112801,                127256,             12177765,,,                              0,,              2083114,,                 14760,,                615628,,                328613,                    460,                329073,              3042575,             15220340,,,,              2313901,              2313901,,              1259555,,              1464197,                 72302,,              3330675,              4867174,,                178089,              8618719,                733010,              9351729,             24572069,              0,              0,,                              0,                695819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,2014年03月31日,,,,              2470902,,                421837,,              1056033,,              8700564,,                 81728,,                 38254,,                  2706,,                              0,,              3280607,,                325206,,              1236445,              1236445,             17614282,,,                246515,,              4107797,,              1372869,,,                 33837,                 32064,                 65901,                173203,,                135286,                 84994,                              0,,                 24546,                244826,              6211111,             23825393,,,,,              4531567,,                 50000,,                              0,,                405336,,                221486,,              4612555,,                222463,,,                746172,                190413,,                 95282,,,                 14480,                 45508,                 59988,             11135262,,,                              0,,              1846899,,                 14760,,                615672,,                329412,                    700,                330112,              2807443,             13942705,,,,              2313901,              2313901,,              1259555,,              1348252,                 72302,,              3848715,              5269269,,                317831,              9160556,                722132,              9882688,             23825393,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,2014年01月01日,,,,              2984593,,                354353,,              1009772,,              8402465,,                 60485,,                 37905,,                  2949,,                  1382,,              3081312,,                205557,,                932945,                932945,             17073718,,,                245325,,              4007683,,              1344208,,,                 29233,                 31654,                 60887,                162576,,                128754,                 86714,                              0,,                 27527,                242995,              6063674,             23137392,,,,,              3992832,,                150000,,                              0,,                418486,,                232194,,              4810764,,                233949,,                690719,                690719,                170787,,                 24630,,,                 13830,                 55148,                 68978,             10793339,,,                              0,,              1799640,,                 14760,,                594356,,                329483,                    701,                330184,              2738940,             13532279,,,,              2313901,              2313901,,              1259555,,              1348252,                 72302,,              3558226,              4978780,,                343111,              8895347,                709766,              9605113,             23137392,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,2013年12月31日,,,,,,                354353,,              1009772,,              8402465,,                 60485,,                 37905,,                  2949,,,,              3081312,,                205557,,                932945,                932945,             17073718,,,                245325,,              4007683,,              1344208,,,                 29233,                 31654,                 60887,                152209,,                128754,                 86714,                              0,,                 27527,                242995,              6053307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,              2984593,                  1382,             23127025,,,,              3992832,,                150000,,                              0,,                418486,,                232194,,              4810764,,                233949,,                690719,                170787,,                 24630,,,                 13830,                 55148,                 68978,             10793339,,,                              0,,              1799640,,                 14760,,                594356,,                268501,                    701,                269202,              2677958,             13471297,,,,              2313901,              2313901,,              1259555,,              1348252,                 72302,,              3608841,              5029395,,                343111,              8945962,                709766,              9655728,              0,                690719,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,2013年09月30日,,,,,,                254786,,              1091758,,              8480265,,                 60807,,                 93610,,                  1661,,,,              2791667,,                234242,,              1371252,              1371252,             16206105,,,                472882,,              3865743,,              1269735,,,                 32405,                 31508,                 63913,                157541,,                 97852,                 89493,,,                 30703,                218048,              6047862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,              1826057,                              0,             22253967,,,,              4012200,,                150000,,,,                399056,,                228366,,              4456004,,                252446,,                638063,                165768,,                 13519,,,                 11491,                 90869,                102360,             10417782,,,                              0,,              1686910,,                 14760,,                543122,,                282977,                    714,                283691,              2528483,             12946265,,,,              2313901,              2313901,,              1263239,,              1348252,                 72302,,              3299086,              4719640,,                328900,              8625680,                682022,              9307702,              0,                638063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
