證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 工程存出保證金,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 商譽,　　　　 專門技術淨額,　　　　　 專門技術淨額,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 長期應收票據及款項,　　　　　 長期應收票據及款項淨額,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 預收股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 預付投資款,　　　　　 應付股利,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 預收股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　 其他應付費用,　　　 應付短期票券,　　　　 應付短期票券合計,　　　　 應付股利
6214,2015年09月30日,,,,              2484855,,              3337662,,                 68854,,                 90512,,              3077481,,                272766,,              1984792,,                774799,,                163763,                 74000,                237763,             12329484,,,                 62164,,                504046,,              1677217,,              2268913,,,                 56211,                401539,,                 32928,,                 25166,                515844,                 47572,,                121578,,                117382,,                102165,                341125,              5416881,             17746365,,,,,                904013,,              2004092,,                536623,                536623,                 68861,,,                817384,                124919,                942303,              4455892,,,                 17657,,                182616,                  7711,                190327,                207984,              4663876,,,,              2686283,                              0,              2686283,,              8193426,,                729659,                              0,,              2088470,              2818129,,                228368,                933174,             12993032,                 89457,             13082489,             17746365,              0,     22042503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6214,2015年06月30日,,,,              2283882,,              4696848,,                125737,,                 44731,,              3123754,,                279424,,              1992945,,                863647,,                147050,                 79069,                226119,             13637087,,,                 33334,,                506367,,              1453884,,              2260007,,,                 61026,                399118,,                 33889,,                 28985,                523018,                 43755,,                122805,,                106756,,                100388,                329949,              5150314,             18787401,,,,,                661147,,              2312300,,              1468945,              1870032,                 93569,,,                715819,                125827,                841646,              5778694,,,                 16782,,                179204,                  7625,                186829,                203611,              5982305,,,,              2685333,                    950,              2686283,,              8067736,,                729659,                              0,,              2150477,              2880136,,                -35099,                920407,             12678649,                126447,             12805096,             18787401,         95000,     21804746,                              0,                401087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6214,2015年03月31日,,,,              2042941,,              4492019,,                142596,,                107493,,              2902284,,                251535,,              1833864,,                819636,,                132458,                 68972,                201430,             13045670,,,,,                514734,,              1226694,,              2261928,,,                 66836,                400093,,                 35302,,                 32804,                535035,                 47663,,                126300,,                106498,,                115376,                348174,              4934228,             17979898,,,,,                672302,,              2010863,,                423725,                423725,                138521,,,                771017,                108978,                879995,              4125406,,,                 16813,,                179813,                  7630,                187443,                204256,              4329662,,,,              2673913,                  4120,              2678033,,              8700563,,                655188,                114116,,              2332040,              3101344,,                 46529,                953252,             13573217,                 77019,             13650236,             17979898,        412000,     22474967,,,,                251872,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6214,2014年12月31日,,,,              2309983,,              4807075,,                133346,,                 74999,,              3087400,,                281894,,              1960137,,                712886,,                153246,                 75657,                228903,             13596623,,,                              0,,                516336,,              1226036,,              2278120,,,                 70298,                401644,,                 36809,,                 36624,                545375,                 47179,,                126002,,                110365,,                112719,                349086,              4962132,             18558755,,,,,                240000,,              2926617,,                751188,                751188,                113680,,,                681208,                113947,                795155,              4826640,,,                 17433,,                182136,                  8780,                190916,                208349,              5034989,,,,              2669163,                  1950,              2671113,,              8685259,,                655188,                114116,,              2175281,              2944585,,                 97837,                953252,             13445542,                 78224,             13523766,             18558755,        195000,     22474967,                              0,                              0,,,,,,,              2309983,             18558755,,,,                240000,,              2926617,,                751188,                751188,                113680,,,                681208,,                              0,                113947,                795155,              4826640,,,                              0,,                 17433,,                196632,                  8780,                205412,                222845,              5049485,,,,              2669163,                  1950,              2671113,,              8685259,,                655188,                114116,,              2161431,              2930735,,                 97837,                953252,             13431692,                 77578,             13509270,              0,,,,
6214,2014年09月30日,,,,              1932595,,              4059728,,                138319,,                 89125,,              2844230,,                242063,,              1915323,,                705072,,                117350,                 74923,                192273,             12118728,,,                              0,,                557489,,              1265470,,              2408270,,,                 58109,                397019,,                 37394,,                 40443,                532965,                 50238,,                125790,,                112960,,                104914,                343664,              5158096,             17276824,,,,,                508663,,              2182276,,                524594,                524594,                 95306,,,                657845,                111183,                769028,              4079867,,,                 17224,,                175884,                 22861,                198745,                215969,              4295836,,,,              2660233,                  6680,              2666913,,              8675955,,                655188,                114116,,              1852723,              2622027,,               -107444,                953252,             12904199,                 76789,             12980988,             17276824,        668000,     22474967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6214,2014年06月30日,,,,              1738266,,              5007861,,                146266,,                 81303,,              2781973,,                243270,,              1665091,,                666855,,                129347,                 72912,                202259,             12533144,,,                              0,,                540115,,              1258392,,              2406993,,,                 59115,                394632,,                 38367,,                 44263,                536377,                 50123,,                125153,,                112263,,                105259,                365615,              5157615,             17690759,,,,,                 30000,,              2072617,,                786598,              1584668,                 86769,,,                862016,                116604,                978620,              4752674,,,                 17146,,                175647,                  7972,                183619,                200765,              4953439,,,,              2660233,                              0,              2660233,,              8593749,,                655188,                114116,,              1809723,              2579027,,               -188125,                953252,             12691632,                 45688,             12737320,             17690759,              0,     22474967,                 22940,                798070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6214,2014年03月31日,,,,              1653472,,              5055457,,                150148,,                128137,,              2834173,,                281915,,              1457396,,                723749,,                187519,                 88452,                275971,             12560418,,,,,                552306,,              1297318,,              2431064,,,                 63906,                396626,,                 39949,,                 48082,                548563,                 69833,,                 99121,,                163862,,                 87236,                350219,              5249303,             17809721,,,,,                532734,,              1865189,,                425022,                425022,                 82706,,,                935904,                109201,              1051797,              3957448,,,                 17461,,                175624,                  6942,                182566,                230141,              4187589,,,,              2651193,                  2050,              2653243,,              8569064,,                572134,                733539,,              1901285,              3206958,,                -67577,                994273,             13367415,                254717,             13622132,             17809721,        205000,     23312008,,,,                              0,,                  6692,,                 30114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6214,2013年12月31日,,,,,,              4738080,,                203383,,                 77851,,              3235556,,                233381,,              1797524,,                609355,,                186013,                 72028,                258041,             13087278,,,,,                552902,,              1268976,,              2449264,,,                 70534,                395329,,                 40992,,                 51901,                558756,                 74637,,                 97487,,                161028,,                 87476,                345991,              5250526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,        841000,     24519873,,,,,,,,,              1934107,             18337804,,,,                474648,,              2672816,,                807897,                807897,                 61119,,,                855438,,                  6692,                107169,                969299,              4985779,,,                 31787,,                 17361,,                190858,                  8271,                199129,                248277,              5234056,,,,              2622283,                  8410,              2630693,,              8486264,,                572134,                733539,,              1685252,              2990925,,               -114116,              1053466,             12940300,                163448,             13103748,              0,,,,
6214,2013年09月30日,,,,,,              3969583,,                178410,,                130936,,              2608082,,                337061,,              1802390,,                729262,,                188959,                 70806,                259765,             11819346,,,,,                558602,,              1239445,,              2472954,,,                 61636,                404526,,                229780,,                 55721,                751663,                 85445,,                 92047,,                156424,,                 99330,                347801,              5455910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,        825000,     24519872,,,,,,,,,              1803857,             17275256,,,,                578866,,              1889309,,,                652722,                 50519,,,                932355,,                  6692,                167196,              1106243,              4277659,,,                 33460,,                 17218,,                185406,                  8473,                193879,                244557,              4522216,,,,              2608233,                  8250,              2616483,,              8450066,,                572134,                733539,,              1377640,              2683313,,               -189546,              1053466,             12506850,                246190,             12753040,              0,                652722,,,
6214,2013年06月30日,,,,,,              4166432,,                165627,,                131067,,              2768066,,                327837,,              1656316,,                770747,,                165542,                 79016,                244558,             12002297,,,,,                568518,,              1266998,,              2494456,,,                 69219,                405447,,                239338,,                 59540,                773544,                 86537,,                 96240,,                              0,,                160505,                256745,              5446798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     24519872,                              0,,,,,,,,              1771647,             17449095,,,,                342510,,              2097470,,                521440,              1100219,                 37197,,,                921437,,                  6692,                127848,              1055977,              4663351,,,                 35133,,                 17315,,                186955,                  8449,                195404,                247852,              4911203,,,,              2608233,                              0,              2608233,,              8379293,,                572134,                733539,,              1168464,              2474137,,               -137772,              1053466,             12270425,                267467,             12537892,              0,                578779,,                 29978,                              0
6214,2013年03月31日,,,,,,              4339224,,                159836,,                106219,,              2311192,,                331359,,              1780304,,                613927,,                169393,                 63192,                232585,             11601600,,,,,                577051,,              1235055,,              2507263,,,                 63853,                402431,,                241962,,                 63360,                771606,                106835,,                 95204,,                              0,,                103523,                198727,              5396537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         22300,     24519872,,,,,,,,,              1726954,             16998137,,,,                409859,,              1829382,,                504144,                504144,                 60639,,,                967349,,                  6692,                116057,              1090098,              3914080,,,                 36806,,                 17315,,                187748,                  8419,                196167,                250288,              4164368,,,,              2607200,                    223,              2607423,,              8896899,,                542289,                611439,,              1133074,              2286802,,               -183099,              1053466,             12554559,                279210,             12833769,              0,,,                 19958,
6214,2012年12月31日,,,,              1971533,,              3850966,,                149713,,                107659,,              2800869,,                373373,,              1981869,,                499657,,                204834,                 55382,                260216,             11995855,,,,,                577003,,              1179805,,              2515940,,,                 69234,                399436,,                242339,,                 67179,                778188,                112308,,                 97703,,                              0,,                108689,                206392,              5369636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,        110000,     24519872,,,,,,,,,,             17365491,,,,                270455,,              2609500,,                759550,                759550,                 41786,,,                757383,,                  6692,                108015,                872090,              4583315,,,                 38479,,                 17315,,                188343,                  9557,                197900,                253694,              4837009,,,,              2598245,                  1100,              2599345,,              8880385,,                542289,                611439,,                995087,              2148815,,               -328913,              1053466,             12246166,                282316,             12528482,,,,                 29934,
6214,2012年09月30日,,,,              1737536,,              3743320,,                 54483,,                124835,,              2358895,,                209415,,              1859315,,                445767,,                126645,                 53908,                180553,             10714119,,,,,                687940,,              1238587,,              2535209,,,                 46572,                429310,,                262463,,                 82389,                820734,                123234,,                138592,,                  8666,,                 75530,                222788,              5628492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         22000,     24519873,,,,,,,,,,             16342611,,,,                250556,,              1928418,,,                630352,                 36495,,,                743095,,                  7377,                 87412,                837884,              3713688,,,                 39794,,                 12118,,                170064,                  7917,                177981,                229893,              3943581,,,,              2593525,                    220,              2593745,,              8862049,,                542289,                611439,,                879227,              2032955,,               -334739,              1053466,             12100544,                298486,             12399030,,                630352,,                 29983,
6214,2012年06月30日,,,,              1703385,,              4825981,,                 87903,,                105319,,              2288377,,                268908,,              1665156,,                446621,,                136778,                 61196,                197974,             11589624,,,,,                728572,,              1262807,,              2539912,,,                 48181,                264836,,                245317,,                 32013,                590347,                133158,,                114271,,,,                 70096,                184367,              5439163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     24519873,,,,,,,,,,             17028787,,,,                247946,,              2143383,,                518705,              1180045,                 27223,,,                733497,,                  7377,                 88325,                829199,              4457714,,,                 41794,,                 11889,,                157231,                  7948,                165179,                218862,              4676576,,,,              2593525,                              0,              2593525,,              8804709,,                542289,                611439,,                784939,              1938667,,               -211005,              1053466,             12072430,                279781,             12352211,,                661340,,                 29918,
6214,2012年03月31日,,,,              1694452,,              4883274,,                116998,,                106624,,              2407680,,                268002,,              1477621,,                501463,,                133329,                 55638,                188967,             11645081,,,,,                590576,,              1252641,,              2541764,,,                 40144,                264513,,                249887,,                 33881,                588425,                125497,,                110586,,,,                 70038,                180624,              5279527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     24519873,,,,,,,,,,             16924608,,,,                281568,,              1874016,,,                486491,                 57904,,,                904807,,                  7377,                 89295,              1001479,              3731427,,,                 43794,,                 12565,,                157364,                  9586,                166950,                223309,              3954736,,,,              2593525,                              0,              2593525,,              9313992,,                527709,                347018,,              1114080,              1988807,,               -215790,              1053466,             12627068,                342804,             12969872,,,,                 29969,
6214,2012年01月01日,,,,              1959036,,              5007590,,                 91305,,                164269,,              2681361,,                441453,,              1362056,,                536187,,                134406,                 43141,                177547,             12420804,,,,,                503478,,              1235913,,              2569491,,,                 44081,                266747,,                262431,,                 35749,                609008,                132233,,                119201,,                  8323,,                 64748,                192272,              5242395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     24519872,,,,,,,,,,             17663199,,,,                143554,,              2529215,,                775127,                775127,                 45356,,,                830214,,                  7377,                 87239,                924830,              4447994,,,                 43794,,                 12255,,                161777,                  9714,                171491,                227540,              4675534,,,,              2593210,                              0,              2593210,,              9303391,,                527709,                347018,,              1022967,              1897694,,               -135497,              1053466,             12605332,                382333,             12987665,,,,                 29912,
