證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 避險之衍生金融資產－流動,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 生物資產－非流動,　　　　 生物資產－非流動合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 避險之衍生金融負債－流動,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　　 資本公積－認列對子公司所有權權益變動數,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積－員工認股權,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）,　　　　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）合計,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　 資本公積－認列對子公司所有權權益變動數,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－員工認股權,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）,　　　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）合計,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 預收股本,　　　　 資本公積－取得或處分子公司股權價格與帳面價值差額,　　　　 預付投資款,　　　 與待出售非流動資產直接相關之負債,　　　 庫藏股票
4930,2015年09月30日,,,,              5627035,,                436424,                              0,,                 10395,,              2092167,,                 17997,,                473408,,                 11707,,                  2464,,              1078461,,                103675,,                              0,,                 40670,                302026,                342696,             10196429,,,                    208,,                186807,,              1290169,,              1248561,,                101755,,                 22735,                143433,,                 28032,,                  4760,                 82759,,                 79308,                194859,              3188527,             13384956,,,,,              1159248,,                 25247,                  2538,,                210445,,              2863957,,                 68574,,                617320,                 40291,,                307763,              5295383,,,                731248,,                491165,,                 52286,                 22775,                 75061,              1297474,              6592857,,,,              1343000,              1343000,,,              2107693,                 51154,                 38641,                              0,                              0,                    157,              2197645,,                172453,                486679,,                275138,                934270,,,                202318,,                  1110,,                              0,                203428,              4678343,              2113756,              6792099,             13384956,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,2015年06月30日,,,,              6460616,,                463551,                              0,,                 15837,,              1210027,,                 34005,,                256803,,                 15609,,                  2637,,              1113944,,                180389,,,,                 41210,                281099,                322309,             10075727,,,                    203,,                169763,,              1187547,,              1194958,,                103361,,                 23508,                106246,,                 30256,,                  5030,                 80601,,                 71730,                187617,              2973203,             13048930,,,,,              1607601,,                    140,                  3627,,                138871,,              2352785,,                 44887,,                691773,                 30910,,                417087,              5287681,,,                682251,,                432158,,                 51207,                 19174,                 70381,              1184790,              6472471,,,,              1343000,              1343000,,,              2107693,                 51154,                 38641,,,                    157,              2197645,,                172453,                486679,,                275155,                934287,,,                 53544,,                  8198,,,                 61742,              4536674,              2039785,              6576459,             13048930,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,2015年03月31日,,,,              7189733,,                451234,                  3698,,                 29445,,              1300426,,                  9869,,                266516,,                 16875,,                  5495,,                901588,,                131562,,,,                 36220,                126351,                162571,             10469012,,,                    204,,                185238,,              1199213,,              1228185,,                101527,,                 23759,                115265,,                 25060,,                  5030,                 80289,,                 74081,                184460,              3037851,             13506863,,,,,              1496751,,                  3807,,,                133947,,              2470294,,                 40694,,                582624,                  7058,,                339819,              5074994,,,                712123,,                424701,,                 46733,                 19432,                 66165,              1202989,              6277983,,,,              1343000,              1343000,,,              2107693,                  2045,                 38641,,,                    157,              2148536,,                 86959,                493181,,                946800,              1526940,,,                 87418,,                  1028,,                              0,                 88446,              5106922,              2121958,              7228880,             13506863,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,2014年12月31日,,,,              6994867,,                 34578,                  1466,,                 16371,,              1322851,,                 30401,,                252459,,                 14552,,                  5247,,              1081684,,                186568,,                              0,,                 36220,                  1292,                 37512,              9978556,,,                    207,,                192465,,              1234629,,              1259295,,                101152,,                 25977,                112656,,                 24678,,                  5030,                 83771,,                 60796,                174275,              3100656,             13079212,,,,,                421768,,                 20736,                              0,,                215148,,              2828354,,                 55275,,                649133,                 20401,,                376486,              4587301,,,                733101,,                429482,,                 48314,                 28550,                 76864,              1239447,              5826748,,,,              1343000,              1343000,,,              2107693,                  2045,                 38641,                              0,                              0,                    157,              2148536,,                 86959,                493181,,                946609,              1526749,,,                126973,,                 -1224,,                              0,                125749,              5144034,              2108430,              7252464,             13079212,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,2014年09月30日,,,,              6792821,,                422416,                              0,,                 20039,,              1558023,,                 27450,,                234989,,                 14204,,                  5068,,              1104815,,                 98819,,                534577,,                238344,                974231,              1212575,             12025796,,,                    198,,                202912,,              1236041,,                181237,,                 98250,,                 28125,                 95908,,                 22813,,                  5030,                 80908,,                 53395,                162146,              2004817,             14030613,,,,,              2236789,,                  2429,                              0,,                 75111,,              2726929,,                 49250,,              1984484,                  3216,,                293753,              7371961,,,                              0,,                393143,,                 49511,                 25394,                 74905,                468048,              7840009,,,,              1343000,              1343000,,,              2107693,                  2045,                 38641,                              0,                              0,                    157,              2148536,,                 86959,                493181,,                149185,                729325,,,                -22881,,                              0,,                              0,                -22881,              4197980,              1992624,              6190604,             14030613,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,2014年06月30日,,,,              7946935,,                399931,                              0,,                 22378,,              1000021,,                 36333,,                202736,,                 16134,,                  2959,,              1130821,,                169191,,,,                201730,                867640,              1069370,             11996809,,,                    194,,                199890,,              1308723,,                633300,,                 98802,,                 28451,                105492,,                 21952,,                  5270,                 80272,,                 72632,                180126,              2554978,             14551787,,,,,              3113018,,                 29017,                              0,,                 51532,,              2579678,,                 47837,,                500600,                  5121,,                474027,              6800830,,,                              0,,                365801,,                 49073,                 27922,                 76995,                442796,              7243626,,,,              2686000,              2686000,,,              2107693,                  2045,                 38554,,,                    157,              2148449,,                 86959,                493181,,                 83267,                663407,,,                -81422,,                              0,,,                -81422,              5416434,              1891727,              7308161,             14551787,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,2014年03月31日,,,,              7636170,,                413518,                              0,,                 17013,,              1050036,,                  2386,,                196032,,                 14360,,                  5273,,              1034107,,                103743,,,,                  4430,                904837,                909267,             11381905,,,                    198,,                204130,,              1845003,,                200392,,                100032,,                 28694,                124095,,                 22380,,                  5810,                 78566,,                 83353,                190109,              2692653,             14074558,,,,,              2428026,,                 15607,,,                 57351,,              2735453,,                 29802,,                567621,                  8663,,                295788,              6138311,,,                              0,,                379234,,                 49704,                 16464,                 66168,                445402,              6583713,,,,              2686000,              2686000,,,              2107693,                  2045,                 38554,,,                    157,              2148449,,                 86959,                493181,,                 77507,                657647,,,                -12684,,                              0,,                              0,                -12684,              5479412,              2011433,              7490845,             14074558,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,2013年12月31日,,,,,,                130313,                              0,,                 15673,,              1293170,,                 21661,,                293954,,                 12955,,,,              1130273,,                111205,,,,                  4160,                626682,                630842,             10426899,,,                    196,,                189224,,              1803210,,                208031,,                 99252,,                 27202,                130153,,                 19565,,                  6350,                 78411,,                117820,                222146,              2679414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              6781843,                  5010,             13106313,,,,                725830,,                              0,,                269368,,              3279758,,                 45698,,                650037,                 24409,,                317790,              5312890,,,                              0,,                385536,,                 30278,                415814,              5728704,,,,              2686000,              2686000,,,              2107693,                  2045,                 38554,                              0,                              0,                    157,              2148449,,                 86959,                493181,,                 91394,                671534,,,                -77294,,                              0,,                              0,                -77294,              5428689,              1948920,              7377609,,,,,
4930,2013年09月30日,,,,,,                111158,,,                 12534,,              1709916,,                 11873,,                178048,,                 12592,,,,              1126440,,                100149,,                              0,,                  7670,                694395,                702065,             10855374,,,                    193,,                194016,,              1918592,,                217256,,                 70788,,                              0,                 94011,,                 21594,,                  6350,                 77911,,                 97345,                203200,              2698056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              6885758,                  4841,             13553430,,,,              1656547,,                              0,,                380790,,              2768655,,                 60386,,                646617,                 18357,,                263091,              5794443,,,,,                372218,,                 55467,                427685,              6222128,,,,              2686000,              2686000,,,              2107693,                  2045,                 38589,,,                    157,              2148484,,                 86959,                493181,,                149953,                730093,,,               -109518,,,,,               -109518,              5455059,              1876243,              7331302,                              0,,,,
4930,2013年06月30日,,,,,,                410024,,,                 32973,,              1248797,,                 80950,,                304423,,                 13687,,,,              1209476,,                130382,,,,                 31790,                707589,                739379,             10297585,,,                    195,,                265403,,              2030463,,                211401,,                 71952,,                              0,                 96725,,                 19545,,                  6050,                 79614,,                 83492,                188701,              2864840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              6115455,                 12039,             13162425,,,,              1610866,,                     46,,                310233,,              2321357,,                 46139,,                694340,                  1537,,                456371,              5440889,,,,,                372848,,                 53058,                425906,              5866795,,,,              2686000,              2686000,,,              2107693,                  2045,                 38850,,,                    157,              2148745,,                 86959,                493181,,                123051,                703191,,,                -63663,,,,,                -63663,              5474273,              1821357,              7295630,                              0,,,,
