證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 庫存現金,　　　　 零用金／週轉金,　　　　 銀行存款,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 持有供交易之金融資產－流動,　　　　 持有供交易之金融資產評價調整－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 應收退稅款,　　　　 其他應收款－其他,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 應收所得稅退稅款,　　　　 預付所得稅,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 副產品,　　　　　 在製品,　　　　　 原料,　　　　　 物料,　　　　　 在途原物料,　　　　　 備抵存貨跌價,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付租金,　　　　 預付保險費,　　　　 其他預付費用,　　　　 預付貨款,　　　　 進項稅額,　　　　 留抵稅額,　　　　 預付款項合計,　　　 其他流動資產,　　　　 暫付款,　　　　 代付款,　　　　 其他金融資產－流動,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產評價調整－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 累計減損－以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地－重估增（減）值,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 累計減損－機器設備,　　　　　 機器設備淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 持有供交易金融負債評價調整－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據,　　　　　 其他應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款,　　　　　 暫估應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 應付薪資,　　　　　 應付利息,　　　　　 應付退休金費用,　　　　　 其他應付費用,　　　　　 應付設備款,　　　　　 銷項稅額,　　　　　 應付營業稅,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 有待法律程序決定之短期負債準備,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收貨款,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 暫收款,　　　　　 代收款,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 銀行長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 員工福利負債準備－非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 本期損益,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益－母公司,　　　　　　 備供出售金融資產未實現損益－採用權益法之子公司,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 備抵呆帳－應收票據,　　　　 其他預付款,　　　　　 機器設備－重估增（減）值,　　　　 投資性不動產－土地,　　　　　 其他流動負債－其他,　　　　　 遞延所得稅負債－所得稅,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 法定盈餘公積,　　　　　　 備供出售金融資產未實現損益－採用權益法之關聯企業及合資,　　　　　 累計折舊－房屋及建築,　　　　　 累計減損－房屋及建築,　　　　　 累計折舊－其他設備,　　　　　 累計減損－其他設備,　　　　　 遞延所得稅負債－土地增值稅,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收貨款,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 暫收款,　　　　 代收款,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 銀行長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 員工福利負債準備－非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 非控制權益,　　 權益總額,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 持有供交易金融負債評價調整－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 暫估應付帳款,　　　　 應付薪資,　　　　 應付利息,　　　　 應付退休金費用,　　　　 其他應付費用,　　　　 應付設備款,　　　　 銷項稅額,　　　　 應付營業稅,　　　　 其他應付款－其他,　　　　 特別盈餘公積,　　　　　 累積盈虧,　　　　　 本期損益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益－母公司,　　　　　 備供出售金融資產未實現損益－採用權益法之子公司,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他應付票據,　　　　 其他流動負債－其他,　　　　 遞延所得稅負債－所得稅,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 法定盈餘公積,　　　　　 備供出售金融資產未實現損益－採用權益法之關聯企業及合資,　　　　 遞延所得稅負債－土地增值稅,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產－流動,　　　　　 房屋及建築－重估增（減）值,　　　　　 其他設備－重估增（減）值,　　　　　 一年或一營業週期內到期長期借款,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之關聯企業及合資
1321,2015年09月30日,,,,                  2431,                    450,                168864,                171745,,                 21505,                     -7,                 21498,,                 42305,                 42305,,                486552,                  6371,                480181,,                 13434,                  3405,                 16839,,                     13,                     23,                     36,,,                338402,                 10949,                 49984,                249259,                 29604,                 25627,                102694,                601131,                601131,,                  2350,                    437,                  6774,                  4085,                    605,                  6841,                 21092,,                    906,                 67015,                              0,                 67921,              1422748,,,                102195,                -21088,                 81107,,                380038,                117187,                262851,,                316028,                316028,,,              1212048,              4186816,              5398864,,                805595,                805595,,              2964972,              4063413,                 79012,             -1177453,,              1286435,              1286435,              1540388,              7853829,,                304489,                 11277,,                  6220,                 26760,                 54717,,                 31810,                 31810,                119507,              8949088,             10371836,,,,,                427899,                427899,,                              0,                              0,,                 27075,                      9,                 27084,,                379329,                 36533,                415862,,                 55836,                    875,                  1541,                 65784,                 62345,                     26,                    795,                  3904,                191106,                  2828,                      4,,                    399,                    399,,,                  5474,                  5474,,                 20000,                 14171,                    239,                 39884,              1105066,,,              2450216,              2450216,,                  2689,                  2689,,              1356115,,                428191,                  1801,                429992,              4239012,              5344078,,,,              2272283,              2272283,,                  7112,                    680,                  7792,,              2978245,,               -272565,                 71351,               -201214,              2777031,,,                 27930,,                              0,                -21089,                -21089,                  6841,                 36189,              5027758,              5027758,             10371836,              0,              0,      6542716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,2015年06月30日,,,,                  1150,                    450,                283465,                285065,,                 21505,                    277,                 21782,,                 51785,                 51785,,                456800,                  6457,                450343,,                    807,                  3112,                  3919,,                     24,                     10,                     34,,,                320201,                  9441,                 48313,                270144,                 29976,                 55795,                 97733,                636137,                636137,,                              0,                    938,                  6101,                 12374,                    612,                 15415,                 37982,,                  1328,                 39430,,                 40758,              1527805,,,                 97195,                -13516,                 83679,,                380038,                117187,                262851,,                339218,                339218,,,              1168589,              4186816,              5355405,,                793977,                793977,,              2933959,              4004358,                 78074,             -1148473,,              1272855,              1272855,              1448482,              7722246,,                304489,                 11277,,                  6220,                 22263,                 52879,,                 31811,                 31811,                113173,              8836933,             10364738,,,,,                435191,                435191,,                              0,                              0,,                 33661,                      9,                 33670,,                440597,                 27002,                467599,,                 47184,                    814,                  1582,                 14276,                 43641,                     33,                  1660,                 53708,                162898,                  2828,                      4,,                    383,                    383,,,                    925,                    925,,                 20000,                 14189,                    264,                 35378,              1137951,,,              2450216,              2450216,,                  8046,                  8046,,              1356115,,                439946,                  1801,                441747,              4256124,              5394075,,,,              2272283,              2272283,,                  7112,                    680,                  7792,,              2978245,,               -272565,                 27607,               -244958,              2733287,,,                  7006,,                              0,                -13516,                -13516,                 -6510,                 36189,              4970663,              4970663,             10364738,              0,              0,      6542716,                              0,                  2542,                              0,                304489,                              0,              1356115,,                              0,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,2015年03月31日,,,,                    847,                    450,                345684,                346981,,                 21505,                    819,                 22324,,                 42321,                 42321,,                525632,                  6732,                518900,,                 19807,                  4437,                 24244,,                     24,                      1,                     25,,,                268195,                  6547,                 49477,                245886,                 30679,                 72234,                 95309,                577709,                577709,,                  2350,                  1130,                  8796,                  6337,                     49,                  9943,                 37709,,                  1348,                  4633,,                  5981,              1576194,,,                 93238,                 -9907,                 83331,,                380038,                117187,                262851,,                335295,                335295,,,                951104,              4186816,              5137920,,                798244,                366233,,              2940584,              2521082,                 25308,                394194,,              1272987,                194743,              1345512,              7438602,,                304489,                 11277,,                  3386,                 22178,                 54016,,,,                 79580,              8515425,             10091619,,,,,                363586,                363586,,,                              0,,                 79584,,                 79584,,                428952,                 21325,                450277,,                 44816,                    916,                  1604,                 14511,                123155,                     31,                              0,                 54917,                239950,                  2827,                     30,,                    388,                    388,,,                 12384,                 12384,,                              0,                 13229,                    176,                 25789,              1162431,,,              2150000,              2150000,,                  7835,                  7835,,              1356115,,                452281,                  1801,                454082,              3968032,              5130463,,,,              2272283,              2272283,,                  7112,                    680,                  7792,,              2978245,,               -272565,                  4225,               -268340,              2709905,,,                 17271,,                              0,                 -9906,                 -9906,                  7365,                 36189,              4961156,              4961156,             10091619,              0,              0,      6542716,,                  9104,,                304489,,,,,,                              0,,                409351,                 22660,              1047623,                 30621,              1356115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,2014年12月31日,,,,                    345,                    450,                261396,                262191,,                 19573,                  1253,                 20826,,                 57742,                 57742,,                366066,                  6549,                359517,,                 17141,                  9981,                 27122,,                     26,                              0,                     26,,,                474045,                  7663,                 46004,                260839,                 29434,                  8855,                112699,                714141,                714141,,                              0,                  1637,                  3342,                 16222,                    116,                              0,                 21317,,                              0,                              0,                  4475,                  4475,              1467357,,,                120451,                -15805,                104646,,                379426,                116575,                262851,,                332389,                332389,,,                918732,              4186816,              5105548,,                801214,                801214,,              2945079,              3947993,                 78883,             -1081797,,              1271539,              1271539,              1099612,              7196116,,                284053,                 11277,,                  1000,                 22233,                 54920,,                              0,                              0,                 78153,              8269485,              9736842,,,,,                333260,                333260,,                              0,                              0,,                 97095,                     24,                 97119,,                336600,                 43295,                379895,,                 59219,                    800,                  1619,                 69990,                122114,                    -25,                      1,                 18478,                272196,                  1977,                     30,,                    392,                    392,,,                  4473,                  4473,,                              0,                 14210,                    540,                 19223,              1104092,,,              1850000,              1850000,,                  7625,                  7625,,              1356115,,                460650,                  1801,                462451,              3676191,              4780283,,,,              2272283,              2272283,,                  7112,                    680,                  7792,,              2978245,,               -127540,               -145025,               -272565,              2705680,,,                 22798,,                 -4120,                -11685,                -15805,                  6993,                 36189,              4956559,              4956559,              9736842,              0,              0,      6542716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,2014年09月30日,,,,                  1097,                    450,                184629,                186176,,                 19573,                    977,                 20550,,                 55363,                 55363,,                499424,                  6900,                492524,,                 35968,                  4126,                 40094,,                     12,                      9,                     21,,,                426641,                  7002,                 56091,                344679,                 30477,                 77129,                106064,                835955,                835955,,                  2350,                    491,                 26481,                 19619,                     21,                              0,                 48962,,                  4128,                              0,                              0,                  4128,              1683773,,,                125427,                -21244,                104183,,                380038,                117187,                262851,,                328873,                328873,,,                951104,              4186816,              5137920,,                791901,                791901,,              2938559,              3914622,                 77962,             -1054025,,              1263787,              1263787,                722139,              6861722,,                284053,                 10603,,                  1124,                  2277,                 53521,,                              0,                              0,                 56922,              7909207,              9592980,,,,,                739756,                739756,,                              0,                              0,,                  7791,                      7,                  7798,,                501110,                 35529,                536639,,                 59928,                    856,                  1605,                 74127,                 96412,                     21,                              0,                 11613,                244562,                  3025,                     22,,                              0,                              0,,,                 26592,                 26592,,                              0,                  1834,                    243,                 28669,              1560471,,,              1200000,              1200000,,                  8632,                  8632,,              1351974,,                470190,                  1761,                471951,              3032557,              4593028,,,,              2272283,              2272283,,                  7112,                    680,                  7792,,              2978245,,               -118159,                -91082,               -209241,              2769004,,,                  8306,,                 -6784,                -14460,                -21244,                -12938,                 36189,              4999952,              4999952,              9592980,              0,              0,      6542716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,2014年06月30日,,,,                  1511,                    450,                231868,                233829,,                 19573,                  1092,                 20665,,                 70395,                 70395,,                626878,                  6733,                620145,,                 28351,                  5533,                 33884,,                     12,                      9,                     21,,,                402307,                  6093,                 52282,                265585,                 29136,                 83170,                101294,                737279,                737279,,                  1000,                  1052,                 24552,                  7202,                    189,                              0,                 34078,,                  3205,                              0,,                  3205,              1753501,,,                125068,                -19077,                105991,,                411548,                121751,                289797,,                363288,                363288,,,                951104,              4186816,              5137920,,                786215,                786215,,              2932894,              3875834,                 77254,             -1020194,,              1256973,              1256973,                560744,              6721658,,                284053,                 10603,,                  2871,                  2233,                 52509,,                              0,                              0,                 57613,              7833003,              9586504,,,,,                508254,                508254,,                              0,                              0,,                 17003,                     16,                 17019,,                629881,                 48307,                678188,,                 50208,                    656,                  1635,                 18245,                119396,                     72,                  1125,                 63793,                255130,                  3541,                     22,,                              0,                              0,,,                 20085,                 20085,,                              0,                  2457,                    249,                 22791,              1484945,,,              1200000,              1200000,,                  8415,                  8415,,              1351974,,                486752,                  1761,                488513,              3048902,              4533847,,,,              2272283,              2272283,,                  7112,                    680,                  7792,,              2978245,,               -118159,                -26302,               -144461,              2833784,,,                 -5936,,                 -6534,                -12543,                -19077,                -25013,                 36189,              5052657,              5052657,              9586504,              0,              0,      6542716,                              0,                     83,                              0,                284053,                              0,              1351974,,                              0,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,2014年03月31日,,,,                  2268,                    450,                186485,                189203,,                 19573,                  1183,                 20756,,                 62064,                 62064,,                441639,                  7441,                434198,,                 29442,                  6910,                 36352,,                     44,                              0,                     44,,,                472264,                  6167,                 50068,                276387,                 31651,                  3943,                100751,                739729,                739729,,                  2350,                  1322,                 20496,                  4171,                     34,                  8923,                 41130,,                    654,                              0,,                    654,              1524130,,,                112074,                -21399,                 90675,,                411548,                121751,                289797,,                351852,                351852,,,                951104,              4186816,              5137920,,                791405,                383285,,              3001488,              2519401,                 25793,                456294,,              1285979,                223291,                373105,              6573895,,                284053,                 10603,,                  1000,                  2263,                 53831,,,,                 57094,              7657969,              9182099,,,,,                659344,                659344,,,                              0,,                  9153,,                  9153,,                390757,                 26092,                416849,,                 47075,                    443,                  1667,                 14178,                107637,                     35,                              0,                 55601,                226636,                  1698,                     55,,                              0,                              0,,,                 14307,                 14307,,                 40000,                  2904,                    592,                 57803,              1371538,,,                870000,                870000,,                  8197,                  8197,,              1351974,,                489929,                  1561,                491490,              2721661,              4093199,,,,              2272283,              2272283,,                  7112,                    680,                  7792,,              2978245,,               -118159,                  1446,               -116713,              2861532,,,                  4880,,                 -6534,                -14864,                -21398,                -16518,                 36189,              5088900,              5088900,              9182099,              0,              0,      6542716,,                  3834,,                284053,,,,,,                              0,,                385460,                 22660,              1031578,                 31110,              1351974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,2013年12月31日,,,,                  4424,                    450,                316179,,,                 19573,                    590,                 20163,,                 59931,                 59931,,                616392,                  6912,                609480,,                 17261,                  3751,                 21012,,                     64,,,,,                387360,                  6451,                 60914,                223883,                 30002,                  1143,                102582,                607171,                607171,,,,,,,,                 39280,,,,                              0,                              0,              1678154,,,                118648,                -20684,                 97964,,                379426,                 89629,                289797,,                336456,                336456,,,                757631,              4186816,              4944447,,                789693,                386735,,              2983933,              2501449,                 25888,                456596,,              1275796,                224837,                268750,              6281365,,                284053,                 10603,,                              0,                  2247,                 54386,,,,                 56633,              7356871,,,,,,,,,,,                  7953,,,,                539867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      6542716,,,,,,,,,,,,                380298,                 22660,              1019833,                 31126,,                321053,                     64,              9035025,,,,                409580,                409580,,                  7953,,                539867,,                177820,                  1864,                     55,,                              0,,,                 11732,                 11732,,                 40000,                    329,                    257,                 52318,              1189457,,,                890000,                890000,,                  7980,                  7980,,              1351974,,                503753,                  1561,                505314,              2755268,              3944725,,,,              2272283,              2272283,,                  7112,                    680,                  7792,,,              2860086,              2860086,,                -13672,                 36189,              5090300,                              0,                              0,              5090300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,2013年09月30日,,,,                  4551,                    450,                170762,,,                 19581,                    363,                 19944,,                 62141,                 62141,,                549967,                 10904,                539063,,                 26192,                  2146,                 28338,,                     52,                      7,,,,                382769,                  6794,                 60186,                254584,                 30412,                 71953,                107834,                698864,                698864,,                  2350,                    528,                 21560,                 21703,                              0,,                 46141,,                    336,,,                    336,              1570649,,,                120720,                -22406,                 98314,,                366793,                 68993,                297800,,                333912,                333912,,,                259042,              4186816,              4445858,,                791907,                380078,,              2965160,              2484990,                 25492,                454678,,              1269329,                231225,                136008,              5647847,,                782642,                 37716,,                    951,                  2213,                 53815,,,,                 56979,              7255210,,,,,,,,,,,                  5801,,,,                404900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      6542716,,,,,,,,,,,,                389169,                 22660,              1007050,                 31054,,                175763,                     59,              8825859,,,,                509140,                509140,,                  5801,,                424164,,                152458,                  1983,                              0,,,,,                 17455,                 17455,,                 40000,                  3814,                    257,                 61526,              1156955,,,                690000,                690000,,                  9053,                  9053,,              1350596,,                518747,                  1561,                520308,              2569957,              3726912,,,,              2272283,              2272283,,                  7112,                    680,                  7792,,,                -99154,              2879091,,                -24030,                 36189,              5098947,,,              5098947,,                  1883,                  1883,                 19264,                 48954,                    187,                  1654,                 92179,                  2517,                              0,                  3266,                  3701,              2978245,               -139925,                 40771,,                 -1623,,                 -6487,                -15920,                -22407,,,,,,,,,,,,,,
1321,2013年06月30日,,,,                  4294,                    450,                311019,,,                 19581,                    426,                 20007,,                 70834,                 70834,,                602603,                 11821,                590782,,                 17299,                  3247,                 20546,,                     52,                      7,,,,                370236,                  6898,                 62549,                310793,                 32582,                  4935,                117493,                670500,                670500,,                  1000,                  1114,                 21750,                  9812,                              0,                              0,                 40273,,                    896,,,                    896,              1729660,,,                116419,                -14459,                101960,,                366793,                 68993,                297800,,                326659,                326659,,,                259042,              4186816,              4445858,,                817559,                817559,,              3024177,              3936301,                 79486,               -991610,,              1279900,              1279900,                125452,              5677159,,                782642,                 41506,,                  1820,                  2235,                 54698,,,,                 58753,              7286479,,,,,,,,,,,                  5609,,,,                571261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      6542716,                              0,                  6597,                              0,                782642,,,,,,,,,,,,,                315763,                     59,              9016139,,,,                510000,                510000,,                  7591,,                582820,,                168602,                  6340,                              0,,,,,                 15340,                 15340,,                 40000,                  3323,                    270,                 58933,              1339152,,,                710000,                710000,,                  8829,                  8829,,              1350596,,                520920,                  1561,                522481,              2591906,              3931058,,,,              2272283,              2272283,,                  7112,                    680,                  7792,,,               -131109,              2847136,,                 -5941,                 36189,              5085081,,,              5085081,,                  4866,                  4866,                 11559,                 41370,                              0,                  1657,                 17291,                  8648,                              0,                    225,                 99411,              2978245,               -139925,                  8816,,                  8519,,                   -949,                -13511,                -14460,                  1982,                              0,              1350596,,                              0,                              0,                              0,                              0,,,,,,
