證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 應收建造合約款,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 預付投資款,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 應付建造合約款,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 預收股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付股利,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 應付建造合約款,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 預收股本,　　　　 應付股利,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 商標權淨額,　　　　　 商標權淨額
2360,2015年09月30日,,,,              1949853,,                  9180,,              2175116,,                588418,,                 68590,,              3036968,,                 13734,                266078,,              1645881,,                101836,,                154010,             10009664,,,                361405,,                206947,,                535765,,              2781628,,                196133,,                  5026,                201159,                170379,,              1514701,                 45435,                 16140,,                 51980,              1628256,              5885539,             15895203,,,,,                831495,,                              0,,                  5748,,                 74951,,                 20675,,              1372078,,                  1463,                103152,,                583684,                583684,                168962,,,                401703,,                 26951,                 65027,                493681,              3655889,,,              1751154,,                849530,,                123916,,                123490,                    839,                124329,              2848929,              6504818,,,,              3787863,                 12166,              3800029,,              1282745,,              1600920,                 86888,,              2041491,              3729299,,                473556,                 35714,              9249915,                140470,              9390385,             15895203,        243800,      1915579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,2015年06月30日,,,,              2573727,,                 10151,,              2172260,,                400739,,                 57539,,              2708436,,                 14212,                198723,,              1581200,,                108471,,                122503,              9947961,,,                345317,,                218124,,                551199,,              2744175,,                192516,,                  5528,                198044,                163575,,              1445183,                 46310,                              0,,                 55980,              1547473,              5767907,             15715868,,,,,                220851,,                 16000,,                  4079,,                234113,,                 19726,,              1202484,,                  1312,                 19382,,                691865,              1679298,                150844,,,                564525,,                165408,                 46076,                776009,              4324098,,,              1744243,,                661146,,                112382,,                124888,                    775,                125663,              2643434,              6967532,,,,              3787863,,              3787863,,              1273532,,              1600920,                 86888,,              1559638,              3247446,,                332948,                 35714,              8606075,                142261,              8748336,             15715868,              0,      1915579,                987433,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,2015年03月31日,,,,              2180014,,                  9233,,              1970414,,                441492,,                 32184,,              2601794,,                 14410,                 71843,,              1587276,,                 89512,,                 95793,              9093965,,,                439504,,                185250,,                525597,,              2675827,,                193309,,                  6030,                199339,                153393,,              1542267,                 46298,                 33000,,                 50166,              1671731,              5850641,             14944606,,,,,                161450,,                 16000,,                  1298,,                132759,,                  7973,,              1076369,,                  1918,                289458,,,                644066,                237680,,,                 89600,,                145151,                 43211,                277962,              2846933,,,              1737434,,                684455,,                104729,,                126407,                    778,                127185,              2653803,              5500736,,,,              3787821,                     42,              3787863,,              1265212,,              1469276,                 86888,,              2304989,              3861153,,                455167,                 35714,              9333681,                110189,              9443870,             14944606,          4166,      1915579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,2014年12月31日,,,,              1847648,,                  8638,,              1873734,,                398993,,                 33316,,              3152006,,                  9950,                 95945,,              1604773,,                 56178,,                103523,              9184704,,,                468575,,                185349,,                508702,,              2712962,,                193939,,                  6533,                200472,                154847,,              1431534,                 43348,                 33000,,                 46483,              1554365,              5785272,             14969976,,,,,                332725,,                 16000,,                    927,,                 44029,,                 15279,,              1277344,,                  2377,                  3796,,                745593,                745593,                229301,,,                 84231,,                 75138,                 44035,                203404,              2870775,,,              1731006,,                757200,,                109425,,                127702,                    780,                128482,              2726113,              5596888,,,,              3787821,                              0,              3787821,,              1256654,,              1469276,                 86888,,              2180919,              3737083,,                507104,                 35714,              9252948,                120140,              9373088,             14969976,              0,      1915579,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,2014年09月30日,,,,              1811896,,                 48532,,              1927651,,                255195,,                 36676,,              3461154,,                  8770,                138664,,              1742163,,                113846,,                113876,              9658423,,,                406078,,                198088,,                494076,,              2628302,,                191726,,                  7035,                198761,                133451,,              1509610,                 54653,                              0,,                 56385,              1620648,              5679404,             15337827,,,,,                565290,,                216000,,                  2476,,                115706,,                  8072,,              1576431,,                  2868,                 18255,,                655535,                655535,                217396,,,                177210,,                 74439,                 84722,                336371,              3714400,,,              1770756,,                749758,,                 96723,,                104962,                    772,                105734,              2722971,              6437371,,,,              3767599,                 13264,              3780863,,              1208533,,              1469276,                 86888,,              1886319,              3442483,,                379502,                 35714,              8775667,                124789,              8900456,             15337827,      1326358,      1915579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,2014年06月30日,,,,              1875675,,                 48528,,              2190225,,                373411,,                 19393,,              2977271,,                  6776,                135910,,              1753761,,                 92559,,                150529,              9624038,,,                502383,,                197930,,                470259,,              2645936,,                190726,,                  8017,                198743,                132890,,              1508253,                 33535,                              0,,                 54755,              1596543,              5744684,             15368722,,,,,                165263,,                 16000,,                  3000,,                 87938,,                  5762,,              1722431,,                  4192,                 31457,,                697505,              1639405,                189006,,,                154762,,                  4315,                 90481,                249558,              4114012,,,              1852173,,                821395,,                 95446,,                106360,                    768,                107128,              2876142,              6990154,,,,              3767599,,              3767599,,              1118879,,              1469276,                 86888,,              1399125,              2955289,,                445125,                 35714,              8251178,                127390,              8378568,             15368722,              0,      1915579,                941900,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,2014年03月31日,,,,              1976727,,                 46463,,                301079,,                373150,,                 14916,,              2751526,,                  6075,                 61524,,              1501876,,                 73607,,                 82775,              7189718,,,                545512,,                168102,,                469163,,              2667880,,                191815,,                  9238,                201053,                124637,,              1498592,                 34139,                 30000,,                 55671,              1618402,              5794749,             12984467,,,,,                720355,,                100000,,                              0,,                 36410,,                  2196,,              1141695,,                  2418,                  1483,,,                607906,                213980,,,                105278,,                  4358,                107838,                217474,              3043917,,,                              0,,                824963,,                 81442,,                107876,                  1210,                109086,              1015491,              4059408,,,,              3767599,                              0,              3767599,,                968517,,              1348787,                 86888,,              2128224,              3563899,,                527609,                 35900,              8791724,                133335,              8925059,             12984467,              0,      1925579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,2014年01月01日,,,,              1619532,,                 45635,,                250700,,                448600,,                 18556,,              2901386,,                  4580,                 43890,,              1530689,,                 65650,,                 76220,              7005438,,,                534668,,                167555,,                454677,,              2695664,,                190618,,                 10461,                201079,                123134,,              1503327,                 29199,                  2767,,                 52911,              1588204,              5764981,             12770419,,,,,                710233,,                 80000,,                              0,,                 68461,,                  5644,,              1194722,,                  2591,                 13154,,                695157,                695157,                201524,,,                 47638,,                  4217,                 29328,                 81183,              3052669,,,                              0,,                819160,,                 91608,,                109129,                  1206,                110335,              1021103,              4073772,,,,              3767599,                              0,              3767599,,                960198,,              1348787,                 86888,,              1951324,              3386999,,                478800,                 35900,              8557696,                138951,              8696647,             12770419,              0,      1925579,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,2013年12月31日,,,,,,                 45635,,                250700,,,,                 18556,,              2901386,,                  4580,                 43890,,              1530689,,                 65650,,                 76220,              7005438,,,                534668,,                167555,,                454677,,              2695664,,                190618,,                 10461,                201079,                120960,,              1503327,                 29199,                  2767,,                 52911,              1588204,              5762807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      1925579,,              0,              1619532,                448600,             12768245,,,,                710233,,                 80000,,                              0,,                 68461,,                  5644,,              1194722,,                  2591,                 13154,,                695157,                695157,                201524,,,                 47638,,                  4217,                 29328,                 81183,              3052669,,,                              0,,                819160,,                 91608,,                 87041,                  1206,                 88247,                999015,              4051684,,,,              3767599,              3767599,,                960198,,              1348787,                 86888,,              1971238,              3406913,,                478800,                 35900,              8577610,                138951,              8716561,                              0,                              0,,                478800,,
2360,2013年09月30日,,,,,,                 45428,,                279563,,,,                 21335,,              3110066,,                  4291,                 96631,,              1617841,,                 88318,,                116728,              7116048,,,                455771,,                169487,,                447644,,              2723546,,                190194,,                 11684,                201878,                133655,,              1442870,                 29709,                              0,,                 68895,              1541474,              5673455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      1925579,,              0,              1168116,                567731,             12789503,,,,                856925,,                 80000,,                              0,,                 64428,,                  4026,,              1515302,,                  6255,                 56530,,                575185,                575185,                167572,,,                 55347,,                  4372,                 78054,                137773,              3463996,,,                              0,,                817917,,                 83908,,                 90392,                  1204,                 91596,                993421,              4457417,,,,              3767599,              3767599,,                951252,,              1348787,                 86888,,              1695068,              3130743,,                362141,                 35900,              8175835,                156251,              8332086,                              0,,,,,
