證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 避險之衍生金融資產－流動,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 避險之衍生金融負債－流動,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－轉換公司債轉換溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　　 資本公積－認列對子公司所有權權益變動數,　　　　　 資本公積－處分資產增益,　　　　　 資本公積－員工認股權,　　　　　 資本公積－限制員工權利股票,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券投資－流動淨額,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 避險之衍生金融負債－流動,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－轉換公司債轉換溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　 資本公積－認列對子公司所有權權益變動數,　　　　 資本公積－處分資產增益,　　　　 資本公積－員工認股權,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 應付票據,　　　　 應付票據合計,　　　　 資本公積－取得或處分子公司股權價格與帳面價值差額,　　　 庫藏股票,　　 共同控制下前手權益,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數
6282,2015年09月30日,,,,              2268097,,                494665,                107793,,                200000,                200000,,                 25515,,                              0,,              4403063,,                730939,,                 74170,,,              2617765,              2617765,,                277181,             11199188,,,                 62999,,                600000,,                137872,,              3609416,,                 26206,                154108,,                393591,              4984192,             16183380,,,,,                266421,,                 97778,                 98959,,              4455267,,                     66,,              1236259,,                290378,              6445128,,,                471046,,                417355,                  2227,                419582,                890628,              7335756,,,,              5313733,              5313733,,,                765966,                169587,                935553,                    616,                  3227,                 39829,                  1371,                 12000,                100000,              1092596,,                763271,,              1566031,              2329302,,                 59089,                237871,              8556849,                290775,              8847624,             16183380,              0,              0,     13358000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282,2015年06月30日,,,,              3362060,,                187328,                 18304,,                200000,                200000,,                  5597,,,,              3991414,,                754718,,                 97249,,,              2624460,              2624460,,                256317,             11497447,,,                 62999,,                600000,,                132927,,              3648078,,                 25498,                132107,,                343396,              4945005,             16442452,,,,,                429755,,                187328,                 14250,,              3959660,,                    135,,              2090565,,                251103,              6932796,,,                424386,,                419601,                  2212,                421813,                846199,              7778995,,,,              5311273,              5311273,,,                764287,                169587,                933874,                    616,                  3227,                 39829,                  1371,                 17981,                100000,              1096898,,                763271,,              1274916,              2038187,,                -60447,,              8385911,                277546,              8663457,             16442452,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282,2015年03月31日,,,,              3340514,,                145501,                 16491,,                200000,                200000,,                  7222,,                              0,,              4088135,,                906487,,                 71693,,,              2829571,              2829571,,                280265,             11885879,,,                 62999,,                800000,,                135919,,              3705393,,                 26093,                145626,,                372057,              5248087,             17133966,,,,,                740896,,                145501,                 11700,,              4314737,,                    346,,              1323027,,                318410,              6854617,,,                426258,,                421737,                  2436,                424173,                850431,              7705048,,,,              5258733,              5258733,,,                762076,                169587,                931663,                    616,                  3227,                 39829,                  1371,                 18558,,                995264,,                653206,,              2121137,              2774343,,                115545,,              9143885,                285033,              9428918,             17133966,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282,2014年12月31日,,,,              2665388,,                154229,                  6409,,                200000,                200000,,                  7752,,                              0,,              4726566,,              1086176,,                 52966,,,              2992360,              2992360,,                315741,             12207587,,,                 62999,,                800000,,                141173,,              3725731,,                 26368,                135407,,                359978,              5251656,             17459243,,,,,                277600,,                154229,                  6033,,              4994280,,                    147,,              1533614,,                298090,              7263993,,,                458436,,                423965,                  2452,                426417,                884853,              8148846,,,,              5236493,              5236493,,,                742996,                169587,                912583,                    616,                  3227,                 39829,                  1371,                 26827,                              0,                984453,,                653206,,              2001377,              2654583,,                142708,                              0,              9018237,                292160,              9310397,             17459243,              0,              0,              0,              2665388,                200000,                200000,                800000,             17459243,,,,                277600,,                154229,                  6033,,              4994280,,                    147,,              1533614,,                298090,              7263993,,,                458436,,                423965,                  2452,                426417,                884853,              8148846,,,,              5236493,              5236493,,,                742996,                169587,                912583,                    616,                  3227,                 39829,                  1371,                 26827,                984453,,                653206,,              2001377,              2654583,,                142708,              9018237,                292160,              9310397,,,,,,,,
6282,2014年09月30日,,,,              2746913,,                166054,                  9811,,                200000,                200000,,                  3076,,                              0,,              5151418,,                845498,,                 85954,,,              3244083,              3244083,,                249212,             12702019,,,                 62999,,                800000,,                136807,,              3663562,,                 25202,                164191,,                345637,              5198398,             17900417,,,,,                446635,,                166054,                  9133,,              5677243,,                    225,,              1504056,,                300595,              8103941,,,                436916,,                411625,                  1779,                413404,                850320,              8954261,,,,              5219393,              5219393,,,                730310,                169587,                899897,                    616,                  3227,                 39829,                  1371,                 31390,                              0,                976330,,                653206,,              1754876,              2408082,,                 64219,                              0,              8668024,                278132,              8946156,             17900417,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282,2014年06月30日,,,,              3115784,,                256010,                    496,,                200000,                200000,,                 15664,,,,              5315313,,                843005,,                 59919,,,              2970845,              2970845,,                289760,             13066796,,,                 62999,,                800000,,                117847,,              3554451,,                 25490,                161038,,                337223,              5059048,             18125844,,,,,                192407,,                260087,                    379,,              5443825,,                    105,,              2495057,,                278923,              8670783,,,                413995,,                413398,                  1557,                414955,                828950,              9499733,,,,              5207143,              5207143,,,                711352,                169587,                880939,                    616,                              0,                 39829,                  1371,                 35815,                              0,                958570,,                653206,,              1440700,              2093906,,                  5526,,              8265145,                360966,              8626111,             18125844,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282,2014年03月31日,,,,              3330346,,                305007,                  3671,,                987067,                987067,,                  1713,,                  1156,,              4452970,,                474330,,                 68180,,,              2852732,              2852732,,                231435,             12708607,,,                 62999,,                              0,,                134988,,              3575542,,                 25367,                154677,,                297872,              4251445,             16960052,,,,,                185881,,                317017,                    743,,              4588833,,                     77,,              1483323,,                270429,              6846303,,,                418777,,                414931,                  2089,                417020,                835797,              7682100,,,,              5204823,              5204823,,,                708251,                169587,                877838,                    616,                              0,                 39829,                  1371,                 34982,,                954636,,                528389,,              2179121,              2707510,,                 47230,,              8914199,                363753,              9277952,             16960052,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282,2013年12月31日,,,,,,                342075,                 17222,,,,,                  1799,,                  4531,,              5153834,,                443628,,                 70742,,,              2682388,              2682388,,                203059,             13306442,,,                 62999,,,,                 99379,,              3576018,,                 25012,                153823,,                295294,              4212525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              3409490,                977674,                977674,                              0,             17518967,,,,                434208,,                346030,                  8988,,              4937918,,                    120,,              1604513,,                295417,              7627194,,,                420227,,                416600,                  1997,                418597,                838824,              8466018,,,,              5189943,              5189943,,,                693216,                169587,                862803,                    616,                 39829,                              0,                  1371,                 40856,                945475,,                528389,,              1974688,              2503077,,                 42596,              8681091,                371858,              9052949,,                              0,,,,,,
6282,2013年09月30日,,,,,,                209864,                 23155,,,,,                  1808,,                  2211,,              5461164,,                442698,,                 81511,,,              2645068,              2645068,,                201149,             11667992,,,                 62999,,,,                 93017,,              3496183,,                 25296,                178140,,                305596,              5129715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              2599364,                              0,                              0,                968484,             16797707,,,,                287480,,                205597,                 12076,,              5006486,,                    157,,              1497313,,                309188,              7318297,,,                398859,,                413992,                  1562,                415554,                814413,              8132710,,,,              5178413,              5178413,,,                679361,                169587,                848948,                    616,                 39829,                              0,                  1371,                 42681,                933445,,                528389,,              1658847,              2187236,,                 10255,              8309349,                355648,              8664997,,,,,,,,
6282,2013年06月30日,,,,,,                231975,                 21018,,,,,                  3440,,                    384,,              5463935,,                470596,,                254785,,,              2773429,              2773429,,                340489,             12570851,,,                 62999,,,,                 98765,,              3421373,,                 25872,                140111,,                335952,              5057278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              3010800,                              0,                              0,                959406,             17628129,,,,                413248,,                204728,                  8529,,              5125035,,                    124,,              2419550,,                278821,              8450035,,,                391580,,                415863,                  1377,                417240,                808820,              9258855,,,,              5152823,              5152823,,,                634094,                169587,                803681,                    616,                 39829,,                  1371,                 52718,                898215,,                528389,,              1391531,              1919920,,                 34356,              8005314,                363960,              8369274,,                 12800,,,,,,
